q_A,relative_energy_eV,reaction_eV_A,free_gradient_max_eV_A
2.6427454609767165,0.0,1.9068080447937064e-14,1.3927053954532198e-13
2.674108813148955,0.011780498163296738,0.7414767405238074,4.67791017977337e-07
2.705472165321194,0.04590150029846285,1.4246915001679303,3.489823507084322e-07
2.736835517493433,0.10053894471946068,2.049753202263613,3.1123108318320547e-07
2.768198869665672,0.1738631226115177,2.6161951173614963,3.703946259304286e-07
2.7995622218379106,0.26402084906021983,3.1229891184429985,4.893537201011711e-07
2.8309255740101493,0.3691180813277324,3.568560861738993,3.227810975447998e-07
2.862288926182388,0.48720307778871863,3.9508091676595716,2.941258183519063e-07
2.893652278354627,0.6162502954317768,4.267134451293962,4.907248103702688e-07
2.9250156305268655,0.7541453593223024,4.51448002166039,3.228427027379688e-07
2.9563789826991047,0.8986716132010901,4.689392414367331,2.852788090514091e-07
2.9877423348713434,1.0474989877277698,4.788110401973946,4.650837988617873e-07
3.019105687043582,1.1981762145925914,4.80669137409747,3.20820592258908e-07
3.050469039215821,1.3481277844805062,4.741190172556264,3.900626960526288e-07
3.0818323913880596,1.4946575072578407,4.58790388581321,3.2661481790506597e-07
3.113195743560299,1.6349610913036097,4.343705629105081,3.2174808454327186e-07
3.1445590957325376,1.7661508104992505,4.006485950028365,3.129429533114958e-07
3.1759224479047763,1.885296041021046,3.575726310030772,4.2543905254266434e-07
3.207285800077015,1.9894841456152617,3.0532270994433457,3.2190114959522453e-07
3.2386491522492538,2.0759066938496002,2.4439948618828238,3.732256728412181e-07
3.2700125044214925,2.1419760209967933,1.7572844379566046,4.085823714292114e-07
3.3013758565937312,2.1854761043404496,1.0077313777375896,3.7682759501667107e-07
3.3327392087659704,2.2047487960291114,0.2164413791207876,3.5802335304757626e-07
3.364102560938209,2.1989102855934126,-0.5882289786348227,4.687610081263033e-07
3.395465913110448,2.1680815494304353,-1.3706553541572593,3.931105155563497e-07
3.4268292652826866,2.1135987534048697,-2.089374938215898,3.619543999244801e-07
3.458192617454926,2.0381447739262324,-2.7008392785187203,4.2496956941667774e-07
3.4895559696271645,1.9457156451693538,-3.1662828576947364,3.6115632929059616e-07
3.5209193217994033,1.841321469244987,-3.4616399859924445,3.6796969598434925e-07
3.552282673971642,1.7303547018238916,-3.588160969169933,3.311203998768164e-07
3.5836460261438807,1.6176896404212857,-3.5775790189120507,2.745341876192464e-07
3.6150093783161195,1.506819181867077,-3.48328530851737,3.2332108818033944e-07
3.646372730488358,1.3995294776218046,-3.356026284632101,3.646251734712447e-07
3.677736082660597,1.2963649447340702,-3.2224607194485766,3.082532411269323e-07
3.709099434832836,1.1973960535768309,-3.0886848529168933,3.654382854934024e-07
3.740462787005075,1.1026199374222965,-2.955097683818938,3.973505625746998e-07
3.7718261391773136,1.0120303281965923,-2.8217195691839594,7.266718396806149e-07
3.8031894913495528,0.9256203935572929,-2.6885682569334097,2.726741686054357e-07
3.8345528435217915,0.8433827407444019,-2.5556616601261943,4.315635141194374e-07
3.86591619569403,0.7653094099316284,-2.4230179211764735,3.225387303525118e-07
3.897279547866269,0.6913918673523627,-2.2906555335884033,4.0823059424544006e-07
3.9286429000385077,0.6216209981865912,-2.1585932203561304,3.5877515771817747e-07
3.9600062522107464,0.5559870992079405,-2.026849475626965,4.531686423614456e-07
3.991369604382985,0.4944798711695766,-1.8954438516892766,4.601641928614342e-07
4.022732956555224,0.43708841093330975,-1.7643956845990467,3.308451240746635e-07
4.054096308727463,0.38380120332202505,-1.6337244121456411,3.8389406003397353e-07
4.085459660899701,0.33460611268950124,-1.5034501351015437,2.467018122842557e-07
4.11682301307194,0.2894903741992314,-1.3735928951275813,3.064581324541127e-07
4.148186365244179,0.24844058479718978,-1.2441732887918024,5.489216822890386e-07
4.1795497174164185,0.21144269387375925,-1.1152120496882532,3.8556126964912896e-07
4.210913069588657,0.1784819935980746,-0.9867305450379313,3.8898413293186884e-07
4.242276421760896,0.1495431089190733,-0.8587499357581434,4.314096426066838e-07
4.273639773933135,0.12460998721835281,-0.7312919269199996,4.148177802521663e-07
4.305003126105373,0.10366588760443918,-0.6043786878543747,4.0772281395019816e-07
4.336366478277612,0.08669336980057096,-0.4780330270140539,3.14409192209153e-07
4.367729830449851,0.07367428214871108,-0.352277617561689,4.708221588226036e-07
4.39909318262209,0.06458974522459027,-0.22713595604328368,4.104508785074401e-07
4.430456534794329,0.05942011620351728,-0.10263352080937944,3.735317653241754e-07
4.461819886966568,0.058144893674850984,0.021199649414352033,4.0120815055118275e-07
4.493183239138807,0.060742488666868155,0.14432305041642646,3.1914159672082054e-07
4.524546591311045,0.06718976522912712,0.2666766658240402,4.915807569096098e-07
4.555909943483284,0.07746126075182591,0.3881701829547712,3.1679050024879807e-07
4.587273295655523,0.0915280263595113,0.5086694629844462,3.2064475424808947e-07
4.618636647827762,0.10935605048297514,0.6279832760538289,4.7310488419938235e-07
4.65,0.1309042072181139,0.7458458897665827,2.784225079340615e-07
