observable,role,units,target,prediction,scale,normalized_residual
normal_strain_force_ev,exact,eV/strain,0.0,-3.019806626980426e-14,0.1,-3.019806626980426e-13
cohesive_ev_atom,exact,eV/atom,3.36,3.359999999999978,0.0672,-3.23815048849004e-13
C11_GPa,exact,GPa,113.99999999999996,113.99999999999919,5.699999999999998,-1.346291499334927e-13
C12_GPa,exact,GPa,62.000000000000014,61.99999999999927,3.100000000000001,-2.4066770082196934e-13
C44_GPa,exact,GPa,32.0,32.0,1.6,0.0
perfect_Haa,fit,eV/L0^2,19.66091286328976,31.894004468085623,1.9660912863289761,6.222036428245968
perfect_Hxx,fit,eV/L0^2,4.393593035123306,4.988105580998379,0.43935930351233066,1.3531352155796288
saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.09010874766475176,0.007624909750742465,1.8176805510357086
saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.07775907067504229,0.03173805605024358,2.450026257182945
fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.09967654459353069,0.006670794504308616,4.94222982422114
fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,0.1884632258706468,0.03173805605024358,5.938083465864794
saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,0.19274114876868034,0.03173805605024358,6.072871900646885
opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.05745790791292809,0.005670265774764736,0.1331948439951345
opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.44461917872530854,0.04710312483934004,-0.5607286089442788
opening_2h_energy,fit,eV/cell,0.7060534019484034,0.5962516481383052,0.07060534019484034,-1.555148003070201
opening_40h_energy,fit,eV/cell,0.7719163228888833,0.902772530060102,0.07719163228888834,1.6952123344340178
direct_quarter_energy,fit,eV/cell,0.117221996542065,0.2051671171365852,0.0117221996542065,7.502441793248349
direct_half_energy,fit,eV/cell,0.26732847628894163,0.5850422659302419,0.026732847628894163,11.884771650660205
