observable,role,units,target,prediction,scale,normalized_residual
normal_strain_force_ev,exact,eV/strain,0.0,-2.4868995751603507e-14,0.1,-2.4868995751603507e-13
cohesive_ev_atom,exact,eV/atom,3.36,3.359999999999996,0.0672,-5.947623346206196e-14
C11_GPa,exact,GPa,113.99999999999996,114.00000000000023,5.699999999999998,4.736951571734003e-14
C12_GPa,exact,GPa,62.000000000000014,61.99999999999966,3.100000000000001,-1.1460366705808065e-13
C44_GPa,exact,GPa,32.0,32.00000000000057,1.6,3.552713678800501e-13
perfect_Haa,fit,eV/L0^2,19.66091286328976,35.43750063370149,1.9660912863289761,8.024341433234913
perfect_Hxx,fit,eV/L0^2,4.393593035123306,5.221813415501799,0.43935930351233066,1.8850639414199841
saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.09997585697627875,0.007624909750742465,3.1117429903408036
saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.030201148554408114,0.03173805605024358,0.951575247916762
fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.11034320125369046,0.006670794504308616,6.54123825616583
fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,0.07346732435245859,0.03173805605024358,2.314802275103092
saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,0.19147659609413373,0.03173805605024358,6.0330284813604385
opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.057552439102251635,0.005670265774764736,0.14986622997218194
opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.43673470103136014,0.04710312483934004,-0.7281161808058246
opening_2h_energy,fit,eV/cell,0.7060534019484034,0.577266536232748,0.07060534019484034,-1.8240385976508156
opening_40h_energy,fit,eV/cell,0.7719163228888833,0.7928447398728101,0.07719163228888834,0.2711228712667008
direct_quarter_energy,fit,eV/cell,0.117221996542065,0.21106726708033405,0.0117221996542065,8.005773089233534
direct_half_energy,fit,eV/cell,0.26732847628894163,0.5969409075173214,0.026732847628894163,12.329866081012582
oblique_energy,fit,eV/cell,0.13339289745734875,0.08626681190419437,0.013339289745734876,-3.53287817053547
opening_1.25h_energy,fit,eV/cell,0.24853683654490819,0.19730081763265883,0.02485368365449082,-2.061506037677095
opening_3h_energy,fit,eV/cell,0.7719163228888833,0.7336982468484977,0.07719163228888834,-0.4951064630600781
saddle_Haa,fit,eV/L0^2,12.717337762538286,27.691485241556286,1.2717337762538286,11.774592889344847
saddle_Hxx,fit,eV/L0^2,-0.18642463121762062,-0.034720194126261095,0.018642463121762064,8.13757474538164
fault_Haa,fit,eV/L0^2,14.140554350039636,24.863043877086916,1.4140554350039638,7.582792910107674
fault_Hxx,fit,eV/L0^2,2.4858929774856264,0.28798146300255617,0.24858929774856264,-8.841537163462938
saddle_normal_path_coupling,fit,eV/L0^2,1.2055891043737141,2.6369185120860332,0.12055891043737142,11.872448104579327
opening_1.1h_normal_force,fit,eV/L0,1.2761663221727821,0.9918228784922956,0.03173805605024358,-8.959069302491333
opening_1.3h_normal_force,fit,eV/L0,1.4139711872929317,1.3521504643090898,0.03173805605024358,-1.9478421389758505
opening_1.5h_normal_force,fit,eV/L0,0.6379256757978651,0.7594084096165186,0.03173805605024358,3.8276677571662785
opening_2h_normal_force,fit,eV/L0,0.5548811295393773,0.43435060676275017,0.03173805605024358,-3.7976655717608794
opening_2.5h_normal_force,fit,eV/L0,0.0005156382639574782,0.19936434995670388,0.03173805605024358,6.265308479446721
opening_3h_normal_force,fit,eV/L0,0.0,-0.16114901818597213,0.03173805605024358,-5.077469708001709
shockley_0.15_energy,fit,eV/cell,0.013715574532912111,0.015197951281933745,0.004433026104653031,0.33439386866359494
shockley_0.35_energy,fit,eV/cell,0.04820527408303389,0.06031587982600462,0.004820527408303389,2.5122989078145546
shockley_0.75_energy,fit,eV/cell,0.08334161260537679,0.11937397895257239,0.00833416126053768,4.323454420999645
new_direct_017_energy,heldout,eV/cell,0.05826439239193282,0.08918281824840994,0.0058264392391932825,5.306573120765614
new_direct_017_normal_force,heldout,eV/L0,-0.44118804525591643,-2.462474716726576,0.03173805605024358,-63.68653039968234
new_direct_017_Haa,heldout,eV/L0^2,26.109437232644353,91.57838075554177,2.6109437232644357,25.074819859021044
new_direct_039_energy,heldout,eV/cell,0.2262381941113307,0.49150325627575364,0.022623819411133072,11.725034457881469
new_direct_039_normal_force,heldout,eV/L0,-1.9685101248020884,-12.216865711547431,0.03173805605024358,-322.9043256625886
new_direct_039_Haa,heldout,eV/L0^2,36.31678531793335,309.6719871651447,3.6316785317933356,75.26965821840723
new_raised_direct_energy,heldout,eV/cell,0.11960599647825673,0.09754411765892637,0.011960599647825674,-1.8445462158196229
new_raised_direct_normal_force,heldout,eV/L0,0.08783049166112324,-1.0063408446045545,0.03173805605024358,-34.475058413581706
new_raised_direct_Haa,heldout,eV/L0^2,20.00400949091716,63.91588160746723,2.000400949091716,21.951535334198027
new_off_path_positive_energy,heldout,eV/cell,0.05360470506556986,0.04370017249752839,0.0053604705065569865,-1.8476983607924222
new_off_path_positive_normal_force,heldout,eV/L0,0.35206897342006,0.1386136659133991,0.03173805605024358,-6.72553187154078
new_off_path_positive_Haa,heldout,eV/L0^2,13.446420569551602,29.264611938073738,1.3446420569551603,11.763867779311639
new_off_path_negative_energy,heldout,eV/cell,0.21544733160917068,0.14086907838702412,0.021544733160917068,-3.4615538129492474
new_off_path_negative_normal_force,heldout,eV/L0,-0.05312860042135701,-0.15870799426097149,0.03173805605024358,-3.3265866590088207
new_off_path_negative_Haa,heldout,eV/L0^2,13.5831841481301,61.667830611653876,1.35831841481301,35.40012852593421
new_shockley_058_energy,heldout,eV/cell,0.07969505412787091,0.10679317448130694,0.007969505412787091,3.4002261056196827
new_shockley_058_normal_force,heldout,eV/L0,-0.6123357455328253,-1.889849424409478,0.03173805605024358,-40.251793520506055
new_shockley_058_Haa,heldout,eV/L0^2,23.107568998056017,77.56708162553373,2.3107568998056016,23.567824305559473
new_opening_1.17h_energy,heldout,eV/cell,0.14263027381623705,0.1178056057025871,0.014263027381623706,-1.740490812324579
new_opening_1.17h_normal_force,heldout,eV/L0,1.6398229617729339,1.1229469282979028,0.03173805605024358,-16.28568657944204
new_opening_1.42h_energy,heldout,eV/cell,0.4226003973463561,0.3758370160078769,0.042260039734635615,-1.1065626448087023
new_opening_1.42h_normal_force,heldout,eV/L0,0.8686291067124379,1.0990947466102807,0.03173805605024358,7.261491993491961
new_opening_1.78h_energy,heldout,eV/cell,0.5953584311886578,0.5196385036275872,0.05953584311886578,-1.2718376627318877
new_opening_1.78h_normal_force,heldout,eV/L0,0.5989965116849877,0.21575638072688696,0.03173805605024358,-12.075097805341466
new_opening_2.23h_energy,heldout,eV/cell,0.7765619947928292,0.6665223294263238,0.07765619947928293,-1.4170106972059797
new_opening_2.23h_normal_force,heldout,eV/L0,0.15664558956102492,0.46057449193032907,0.03173805605024358,9.576166287190471
new_opening_3.4h_energy,heldout,eV/cell,0.7719163228888833,0.6768833440127218,0.07719163228888834,-1.2311305779945463
new_opening_3.4h_normal_force,heldout,eV/L0,0.0,-0.15946821696637992,0.03173805605024358,-5.024511164575753
new_opening_5.5h_energy,heldout,eV/cell,0.7719163228888833,0.6665113296987553,0.07719163228888834,-1.365497659068171
new_opening_5.5h_normal_force,heldout,eV/L0,0.0,0.05138254417537605,0.03173805605024358,1.6189568792125724
