case,opening_A,energy_eV,energy_derivative_eV_A,tilted_energy_eV,tilted_derivative_eV_A,new_evaluation
B_08_interface_spread,0.0,-1168.438940903158,2.3474751441181314,-1168.438940903158,2.2504009715062208,False
B_08_interface_spread,0.03,-1168.3318734797786,4.737306046176251,-1168.3347857049569,4.64023187356434,False
B_08_interface_spread,0.1,-1167.8351955631897,9.223843769872907,-1167.8449029804508,9.126769597260996,False
B_08_interface_spread,0.2,-1166.6749840061402,13.656634879015398,-1166.6943988406626,13.559560706403488,False
B_08_interface_spread,0.35,-1164.3066556046028,17.476560588466054,-1164.340631565017,17.379486415854142,False
B_08_interface_spread,0.5,-1161.5397710299999,19.09484707058081,-1161.5883081163058,18.997772897968897,False
B_08_interface_spread,0.7,-1157.757977193648,18.093875534358304,-1157.8259291144764,17.996801361746392,False
B_08_interface_spread,0.9,-1154.5053055433661,14.171485893798756,-1154.592672298717,14.074411721186845,False
B_08_interface_spread,1.1,-1152.080079771094,10.312203714386598,-1152.1868613609672,10.215129541774687,False
B_08_interface_spread,1.4,-1149.499086916942,7.353312253515371,-1149.6349907585986,7.256238080903461,False
B_08_interface_spread,1.8,-1147.0123295242245,5.1023100400828305,-1147.1870630349258,5.00523586747092,False
B_08_interface_spread,10.0,-1143.7771314601,1.1102230246251565e-15,-1144.747873186219,-0.09707417261190954,False
B_08_interface_spread,2.3,-1145.119953384599,2.4939572740500946,-1145.3432239816063,2.396883101438184,False
B_08_interface_spread,3.0,-1144.132760630067,0.9260695644786865,-1144.4239831479026,0.8289953918667758,False
B_08_interface_spread,4.0,-1143.7771314601,8.881784197001252e-16,-1144.1654281505475,-0.09707417261190976,False
B_08_interface_spread,6.0,-1143.7771314601,-4.440892098500626e-16,-1144.3595764957715,-0.09707417261191109,False
B_08_interface_spread,8.0,-1143.7771314601,1.3322676295501878e-15,-1144.5537248409953,-0.09707417261190932,False
B_08_interface_spread,-0.25,-1165.0110157377126,-37.03142720505779,-1164.9867471945595,-37.1285013776697,True
B_08_interface_spread,-0.1,-1168.1768564227787,-8.392148072974674,-1168.1671490055176,-8.489222245586586,True
B_08_interface_spread,-0.03,-1168.469305308744,-0.38425459480968005,-1168.4663930835657,-0.4813287674215907,True
B_08_interface_spread,-0.024714022102232086,-1168.469987649371,0.12407608297893713,-1168.4675885561235,0.027001910367026483,True
B_08_interface_spread,-0.024994806850495824,-1168.4700187403569,0.09737611284429226,-1168.4675923901623,0.0003019402323816145,True
B_08_interface_spread,-0.024997980152261772,-1168.4700190488818,0.0970741698202433,-1168.4675923906416,-2.7916673417394122e-09,True
B_08_interface_spread,-0.024997880152249272,-1168.470019039174,0.09708368499284648,-1168.4675923906414,9.512380935827736e-06,True
B_08_interface_spread,-0.02509798015226177,-1168.4700282804693,0.08755686325736978,-1168.4675919148117,-0.00951730935454087,True
B_08_interface_spread,-0.024897980152261773,-1168.4700088657773,0.10658721111758762,-1168.4675919149543,0.009513038505676974,True
B_08_interface_spread,3.8951761548641803,-1143.7771371747845,0.0008338811918062738,-1144.1552581771955,-0.09624029142010437,True
B_08_interface_spread,3.44758807743209,-1143.83423363228,0.3558847912586587,-1144.1689053924035,0.25881061864674804,True
B_08_interface_spread,3.7738526888854063,-1143.7789150554083,0.036769288970143865,-1144.145258682741,-0.06030488364176678,True
B_08_interface_spread,3.6087291819059946,-1143.793766076566,0.15712517760454148,-1144.14408047608,0.06005100499263083,True
B_08_interface_spread,3.6911167796756597,-1143.7838995470133,0.08669617444470834,-1144.1422116544143,-0.010377998167202307,True
B_08_interface_spread,3.6789766342768475,-1143.7850048630444,0.09545707312608798,-1144.1421384758753,-0.0016170994858226706,True
B_08_interface_spread,3.676794549347277,-1143.7852149251657,0.09707966907029997,-1144.1421367139076,5.4964583893202246e-06,True
B_08_interface_spread,3.6768019410451673,-1143.7852142076022,0.09707413885195848,-1144.1421367138869,-3.3759952167145e-08,True
B_08_interface_spread,3.676801841043329,-1143.78521421731,0.09707421366843194,-1144.1421367138873,4.10565212938252e-08,True
B_08_interface_spread,3.676701941045167,-1143.7852239187575,0.0971489748792167,-1144.1421367176251,7.48022673060511e-05,True
B_08_interface_spread,3.6769019410451675,-1143.7852045039285,0.09699934474681804,-1144.1421367176306,-7.482786509260819e-05,True
