case,layer,additional_slip_x_over_L0,additional_slip_y_over_L0,opening_change_over_L0,x_phase_dispersion,transverse_row_dispersion,minimum_scalar_x_partition_margin,distance_to_perfect_extra_registry,distance_to_extra_tau,distance_to_extra_2tau,closest_extra_registry_class,scalar_x_partition_is_not_vector_plastic_strain
dipole_n24_r10_newton,1,6.977492177349295e-12,1.7898983890119698e-11,1.1124382747300147e-12,3.1780977596638626e-10,1.2631903177789988e-10,0.4999999999533314,1.9210908916127187e-11,0.5773502691746336,0.5773502691717267,0,True
dipole_n24_r10_newton,2,2.919544028919911e-11,1.643030850912625e-11,-1.3962953259697036e-12,4.0691763167738773e-10,8.432851261122519e-11,0.4999999999174772,3.350117567168736e-11,0.5773502691561266,0.5773502691725569,0,True
dipole_n24_r10_newton,3,2.0203022624843648e-11,6.097199432474083e-12,-1.3400209261082456e-12,3.663484499950762e-10,7.738523569758648e-11,0.4999999999408995,2.1103032106768605e-11,0.5773502691690808,0.577350269175178,0,True
dipole_n24_r10_newton,4,5.8920026563109844e-12,2.5919995633076126e-12,5.524562566669728e-12,4.0951300328347673e-10,1.0032528991232104e-10,0.499999999940716,6.436936929795301e-12,0.5773502691832272,0.5773502691858192,0,True
dipole_n24_r10_newton,5,6.9341590936709e-12,1.2202053474031998e-11,1.467914120546005e-11,2.729314798196125e-10,8.049589839022941e-11,0.4999999999579658,1.4034695269918588e-11,0.5773502691775195,0.5773502691774237,0,True
dipole_n24_r10_newton,6,-6.784499417001357e-13,2.1190854313410648e-11,1.233324874014399e-11,1.7223216587262893e-10,8.779939858046487e-11,0.4999999999723149,2.1201712215186482e-11,0.5773502691784428,0.5773502691684349,0,True
dipole_n24_r10_newton,7,-1.0076835182191179e-11,2.321502404573444e-11,1.1771521793645206e-11,1.2493829483520935e-10,7.283554998546784e-11,0.49999999997003863,2.5307705323341232e-11,0.5773502691692914,0.5773502691664107,0,True
dipole_n24_r10_newton,8,5.569138874200035e-13,2.001410217317788e-11,1.8515900355735077e-11,2.6474980662067895e-10,8.500673137963677e-11,0.4999999999573069,2.002184903739924e-11,0.5773502691791365,0.5773502691696116,0,True
dipole_n24_r10_newton,9,3.1789245378356323e-12,4.37464191106878e-12,1.2686629499340076e-11,1.7392588613426163e-10,8.252248134177311e-11,0.4999999999754977,5.407684630905634e-12,0.5773502691846855,0.5773502691852511,0,True
dipole_n24_r10_newton,10,-4.986824087436269e-11,-3.557093605555495e-11,-1.0146839160578354e-12,4.09712889432971e-10,1.0452484732498213e-10,0.49999999988492394,6.125465647419661e-11,0.5773502691540549,0.5773502691286531,0,True
dipole_n24_r10_newton,11,-8.312648396346644e-11,-5.2281092024422924e-11,-1.2347825531085515e-11,8.286989803397063e-10,1.4110646656962486e-10,0.499999999784982,9.820043237885779e-11,0.5773502691373447,0.5773502690914957,0,True
dipole_n24_r10_newton,12,-4.960212040714999e-11,-3.551413448112152e-11,-9.179449222945277e-13,4.1476995217525504e-10,9.954975557076577e-11,0.49999999988438515,6.100511533329472e-11,0.5773502691541116,0.577350269128912,0,True
dipole_n24_r10_newton,13,3.4267661905601767e-12,4.3992162544015005e-12,1.27447885139386e-11,1.6199825628150012e-10,8.228288220790042e-11,0.499999999977644,5.57636352632759e-12,0.5773502691844585,0.5773502691852265,0,True
dipole_n24_r10_newton,14,6.442813102375612e-13,1.9944269851033765e-11,1.848848616890703e-11,2.6076944568192576e-10,8.91228980737109e-11,0.499999999957853,1.9954673595365468e-11,0.5773502691790956,0.5773502691696815,0,True
dipole_n24_r10_newton,15,-1.0111632370410228e-11,2.3167803715808037e-11,1.168610252244935e-11,1.2473244520248771e-10,7.68950641901131e-11,0.49999999997003663,2.527829579320047e-11,0.577350269169285,0.5773502691664579,0,True
dipole_n24_r10_newton,16,-7.100434418948069e-13,2.1179870141569168e-11,1.2276269661221713e-11,1.7203236397792844e-10,8.799770417447098e-11,0.49999999997191014,2.1191768706342352e-11,0.5773502691784208,0.5773502691684459,0,True
dipole_n24_r10_newton,17,6.925389492146431e-12,1.2230755058322528e-11,1.4654701860281355e-11,2.7706622488277304e-10,7.973450079385628e-11,0.4999999999579022,1.4055333112901106e-11,0.5773502691775128,0.577350269177395,0,True
dipole_n24_r10_newton,18,5.814227538346642e-12,2.598731616813877e-12,5.494149129593094e-12,4.276869879147133e-10,9.74120779143089e-11,0.4999999999377457,6.3685671766808364e-12,0.5773502691832911,0.5773502691858898,0,True
dipole_n24_r10_newton,19,2.0134201806808784e-11,6.1643426570763935e-12,-1.350893114105983e-12,3.6124531948817073e-10,7.863361638238408e-11,0.49999999994279054,2.105671395995001e-11,0.5773502691691068,0.5773502691752712,0,True
dipole_n24_r10_newton,20,2.913461683558077e-11,1.6487949224601975e-11,-1.4152409763228705e-12,4.169002849825467e-10,8.539465180367527e-11,0.4999999999172325,3.34765345845289e-11,0.5773502691561505,0.5773502691726384,0,True
dipole_n24_r10_newton,21,6.938996986703522e-12,1.7874877064950483e-11,1.06585495055554e-12,3.23652575116989e-10,1.2464688058608862e-10,0.499999999952836,1.917448589320124e-11,0.577350269174679,0.5773502691717508,0,True
dipole_n24_r10_newton,22,-5.5887721202819125e-11,-1.4783918206013632e-11,-3.15205722018222e-11,5.639483641379316e-10,1.2276651887142475e-10,0.49999999985435706,5.78100477319137e-11,0.5773502691486175,0.5773502691338336,0,True
dipole_n24_r10_newton,23,-1.9258994525311946e-10,-9.525104333195782e-11,-7.02823372193976e-11,2.5777511838115213e-09,3.1823167567699166e-10,0.49999999939714823,2.1485727418085256e-10,0.5773502690704635,0.5773502689752125,0,True
dipole_n24_r6,0,1.4360260288464366e-09,2.2089939568258376e-09,-4.149325021391117e-12,1.030291964982322e-08,7.068823841952336e-10,0.49999999721292254,2.634734342740751e-09,0.5773502668414937,0.5773502669806317,0,True
dipole_n24_r6,1,1.2565844306239331e-09,2.002521858754007e-09,-1.4184465579009146e-11,1.1081188793569116e-08,6.986143226488524e-10,0.4999999969797896,2.3641273709498133e-09,0.5773502671001308,0.5773502671871039,0,True
dipole_n24_r6,2,1.1320769575475302e-09,1.6686557924444026e-09,-3.178298489627458e-12,1.0958913581109125e-08,6.685732038351655e-10,0.49999999728301253,2.0164350699857236e-09,0.5773502673748905,0.57735026752097,0,True
dipole_n24_r6,3,8.206469857604592e-10,1.227498549940757e-09,4.8816954151928076e-12,1.3030033674867428e-08,5.5793351199179e-10,0.49999999714022597,1.476554829779236e-09,0.5773502678651753,0.5773502679621272,0,True
dipole_n24_r6,4,4.952332453703236e-10,7.2755471065463e-10,-4.420156992859968e-12,1.2685948740666165e-08,5.802379682298049e-10,0.4999999974857353,8.801089843398746e-10,0.5773502683969638,0.577350268462071,0,True
dipole_n24_r6,5,9.884337304979145e-11,1.1018875897016248e-10,-1.0598532280769088e-11,1.2390366025490558e-08,5.852834104345816e-10,0.49999999795200545,1.4802558900151285e-10,0.5773502690489305,0.577350269079437,0,True
dipole_n24_r6,6,-2.935594543057471e-10,-5.343984583090029e-10,3.1537401289736173e-12,1.165337634019107e-08,7.149194325524862e-10,0.4999999978517481,6.09720317404076e-10,0.5773502686552272,0.5773502686681967,0,True
dipole_n24_r6,7,-7.178403025248846e-10,-1.121090265064764e-09,1.4024544360112428e-11,1.3411228454890506e-08,5.519564293563154e-10,0.4999999971476964,1.3312167676047358e-09,0.5773502680685354,0.5773502680074127,0,True
dipole_n24_r6,8,-1.1126862104236003e-09,-1.6587961909289314e-09,2.350267626847776e-12,1.0114789433605598e-08,4.933299348944032e-10,0.4999999973068726,1.9974171837418352e-09,0.5773502675308295,0.5773502673966132,0,True
dipole_n24_r6,9,-1.3585344887462647e-09,-2.1299047301346237e-09,-5.369974169795623e-12,1.166848118073886e-08,6.231970790264356e-10,0.49999999697749453,2.5262838551047504e-09,0.577350267059721,0.5773502669481481,0,True
dipole_n24_r6,10,-1.5980894468680848e-09,-2.3787801617085525e-09,5.919603987565549e-12,9.76123325990191e-09,6.781624147244248e-10,0.4999999968967651,2.8657433482308405e-09,0.5773502668108456,0.5773502666162497,0,True
dipole_n24_r6,11,-1.6394243351485605e-09,-2.472060247533401e-09,2.139604059049202e-11,8.160240039762088e-09,5.171353317642842e-10,0.49999999731931744,2.9662761196679245e-09,0.5773502667175655,0.5773502665338125,0,True
dipole_n24_r6,12,-1.5980895662028875e-09,-2.378776282058723e-09,5.923021923362504e-12,9.739869030381215e-09,6.821700347578276e-10,0.4999999968987816,2.86574019438114e-09,0.5773502668108494,0.5773502666162513,0,True
dipole_n24_r6,13,-1.3585344915459369e-09,-2.1298962087213328e-09,-5.3655537846797245e-12,1.1687434854468853e-08,6.314263427819316e-10,0.4999999969754082,2.526276672228417e-09,0.5773502670597295,0.5773502669481523,0,True
dipole_n24_r6,14,-1.1126861737065977e-09,-1.6587876628375524e-09,2.352180620640233e-12,1.0098688508208497e-08,4.87413599968711e-10,0.4999999973085255,1.9974100809648226e-09,0.5773502675308381,0.5773502673966174,0,True
dipole_n24_r6,15,-7.178403359578099e-10,-1.121080114748966e-09,1.402447403670438e-11,1.3399245339922324e-08,5.519164571872591e-10,0.4999999971496035,1.3312082375096603e-09,0.5773502680685456,0.5773502680074178,0,True
dipole_n24_r6,16,-2.935595998142257e-10,-5.343888560766319e-10,3.147474661752078e-12,1.1637742632514394e-08,7.232812162141772e-10,0.4999999978542361,6.097119714602786e-10,0.5773502686552369,0.5773502686682013,0,True
dipole_n24_r6,17,9.884369170892342e-11,1.101969968907832e-10,-1.060138235462613e-11,1.240541725450013e-08,5.903631494388471e-10,0.4999999979536885,1.4803193410340884e-10,0.5773502690489261,0.5773502690794288,0,True
dipole_n24_r6,18,4.952331186317062e-10,7.275657007560138e-10,-4.42510585009787e-12,1.2675686450425631e-08,5.805847767036826e-10,0.49999999748736873,8.801179981719923e-10,0.5773502683969585,0.5773502684620601,0,True
dipole_n24_r6,19,8.206468970372913e-10,1.227505786689875e-09,4.885825116282546e-12,1.3042925412390574e-08,5.643479194920096e-10,0.4999999971390376,1.4765607965722452e-09,0.5773502678651719,0.57735026796212,0,True
dipole_n24_r6,20,1.1320769357516135e-09,1.6686667690468763e-09,-3.1728523670708933e-12,1.0944506351199078e-08,6.763879786762328e-10,0.4999999972842384,2.01644414120057e-09,0.577350267374885,0.577350267520959,0,True
dipole_n24_r6,21,1.2565843546597704e-09,2.002527263957512e-09,-1.417557709975498e-11,1.1088377698686466e-08,6.977794798548567e-10,0.4999999969786455,2.3641319090247208e-09,0.5773502671001282,0.5773502671870985,0,True
dipole_n24_r6,22,1.4360258340582636e-09,2.208999209598475e-09,-4.144131679275538e-12,1.0288637855083768e-08,7.080023237483466e-10,0.4999999972118031,2.634738640565591e-09,0.5773502668414913,0.5773502669806265,0,True
dipole_n24_r6,23,1.4391086910538643e-09,2.2270838235931495e-09,1.7264872010315969e-12,9.808877437530444e-09,4.230040696176029e-10,0.49999999699976,2.6515912546953856e-09,0.5773502668297792,0.5773502669625419,0,True
dipole_n32_r8_newton,0,3.0380177727536553e-12,-4.756246158192338e-12,3.5030049192086023e-13,4.6607373363661436e-11,7.624913098688362e-12,0.49999999998958455,5.643707071144502e-12,0.5773502691848695,0.5773502691846166,0,True
dipole_n32_r8_newton,1,3.119985368616732e-12,-3.721419380876324e-12,-5.5189794345891363e-14,5.189788721261844e-11,6.34295629941701e-12,0.49999999998929867,4.8562610008878644e-12,0.5773502691859043,0.577350269185063,0,True
dipole_n32_r8_newton,2,3.2223438589400513e-12,-3.6086745452715804e-12,-2.809018782589557e-13,4.607915726593728e-11,8.69668809558599e-12,0.49999999998944394,4.837978081692776e-12,0.5773502691860171,0.5773502691850309,0,True
dipole_n32_r8_newton,3,1.861098219216013e-12,-4.3365487975565055e-12,1.1089229096131688e-13,3.921171583236074e-11,6.295867032306935e-12,0.49999999999351774,4.7190403743936955e-12,0.5773502691852892,0.5773502691858458,0,True
dipole_n32_r8_newton,4,2.3703118849395074e-12,-2.3057936567265024e-12,1.7347246319924267e-13,5.0234417380692985e-11,9.495701594355423e-12,0.4999999999917562,3.3068206512125295e-12,0.57735026918732,0.5773502691864201,0,True
dipole_n32_r8_newton,5,1.2310402547281506e-12,-6.96907624963053e-13,5.838477315159798e-13,5.132098178760696e-11,8.742893175305043e-12,0.49999999999060096,1.414616678288784e-12,0.5773502691889081,0.5773502691882112,0,True
dipole_n32_r8_newton,6,-2.0931346844020983e-13,-1.8655479399399892e-12,-1.0192790161231716e-13,4.9443972209414625e-11,8.642115722545711e-12,0.49999999999192146,1.8772536440994884e-12,0.5773502691877601,0.5773502691885117,0,True
dipole_n32_r8_newton,7,5.356592790327291e-13,-4.988705914100085e-13,-3.9637027385422617e-13,5.158405302728398e-11,1.0885593684763217e-11,0.4999999999912545,7.319854712954587e-13,0.5773502691891268,0.5773502691889124,0,True
dipole_n32_r8_newton,8,-8.859752760047762e-13,1.9953568722196185e-12,-3.8729489742643594e-13,5.3332090798885726e-11,5.566027471260861e-12,0.4999999999914376,2.1832089311849653e-12,0.5773502691878608,0.5773502691876303,0,True
dipole_n32_r8_newton,9,-1.7233185696060049e-12,1.456203425305191e-12,2.9122613428722793e-13,7.550350551228916e-11,7.342599053886389e-12,0.4999999999862599,2.2561815769612734e-12,0.5773502691874053,0.5773502691881696,0,True
dipole_n32_r8_newton,10,-1.8890286995210666e-12,1.9280437074999917e-12,2.759066491629651e-13,7.668398069974535e-11,6.895821593838272e-12,0.49999999998886513,2.6992187695043477e-12,0.5773502691870258,0.5773502691876977,0,True
dipole_n32_r8_newton,11,-2.662014564260903e-12,3.8431405322217335e-12,-4.0812785793039245e-14,5.7388354782695396e-11,6.43011399791467e-12,0.4999999999882043,4.675045528199989e-12,0.5773502691853989,0.5773502691857826,0,True
dipole_n32_r8_newton,12,-1.9094152010689866e-12,3.922408963803305e-12,-8.581644989963483e-14,6.568102608273736e-11,7.56203496283143e-12,0.4999999999876371,4.362471603276958e-12,0.577350269186011,0.5773502691857033,0,True
dipole_n32_r8_newton,13,-3.545747818332156e-12,4.041943919811265e-12,-8.212613980672901e-13,6.628196548856039e-11,6.786207497581639e-12,0.49999999998850475,5.376768382784076e-12,0.577350269184534,0.5773502691855837,0,True
dipole_n32_r8_newton,14,-3.729858424007064e-12,4.6997955957657744e-12,1.8324691156888532e-13,5.381888782208108e-11,6.826617541863712e-12,0.4999999999877046,5.99999354208951e-12,0.5773502691840456,0.5773502691849259,0,True
dipole_n32_r8_newton,15,-1.7217677512972993e-12,4.765263617934036e-12,2.2840248860893607e-13,4.894244425749785e-11,6.38098701244033e-12,0.49999999999048883,5.066776247064117e-12,0.577350269185752,0.5773502691848604,0,True
dipole_n32_r8_newton,16,-3.729847634635504e-12,4.699856875477308e-12,1.83359587367619e-13,5.382876700259408e-11,6.322339861312358e-12,0.49999999998770306,6.000034835529489e-12,0.5773502691840458,0.5773502691849258,0,True
dipole_n32_r8_newton,17,-3.545767121352941e-12,4.041902722691832e-12,-8.212894964138666e-13,6.628932673646418e-11,7.0785448565344035e-12,0.49999999998850597,5.376750142843832e-12,0.5773502691845341,0.5773502691855839,0,True
dipole_n32_r8_newton,18,-1.9093912739153547e-12,3.9223388113597115e-12,-8.581656539792309e-14,6.567981128308796e-11,7.128399907759685e-12,0.49999999998763733,4.362398054740399e-12,0.577350269186011,0.5773502691857034,0,True
dipole_n32_r8_newton,19,-2.66198228621196e-12,3.843263580983597e-12,-4.0869535320946755e-14,5.7384522904425995e-11,7.259083232331611e-12,0.499999999988205,4.675128302519741e-12,0.5773502691853988,0.5773502691857825,0,True
dipole_n32_r8_newton,20,-1.8890916294618333e-12,1.9280281098810423e-12,2.7599344276884443e-13,7.667165754587378e-11,6.7723264415247535e-12,0.49999999998886435,2.6992516698141042e-12,0.5773502691870258,0.5773502691876977,0,True
dipole_n32_r8_newton,21,-1.723294051667551e-12,1.4560914878164555e-12,2.9116601686516566e-13,7.547848524287061e-11,7.791927842109039e-12,0.4999999999862639,2.256090603101813e-12,0.5773502691874053,0.5773502691881697,0,True
dipole_n32_r8_newton,22,-8.85951541737215e-13,1.995459375739204e-12,-3.8728545822189676e-13,5.3334758494245074e-11,5.397063977265385e-12,0.4999999999914385,2.183292984125594e-12,0.5773502691878608,0.5773502691876302,0,True
dipole_n32_r8_newton,23,5.356284121004369e-13,-4.989114032627195e-13,-3.963960785655499e-13,5.16064115983999e-11,1.011027416399162e-11,0.49999999999125094,7.319906995002132e-13,0.5773502691891268,0.5773502691889124,0,True
dipole_n32_r8_newton,24,-2.0927987441512428e-13,-1.8655807392348003e-12,-1.0193087530728842e-13,4.9416489742192126e-11,8.465102117731451e-12,0.4999999999919258,1.877282493509987e-12,0.5773502691877601,0.5773502691885116,0,True
dipole_n32_r8_newton,25,1.2310514497765095e-12,-6.969397171446389e-13,5.838507738863113e-13,5.134226808774365e-11,9.887558338944969e-12,0.4999999999905976,1.414642230859271e-12,0.5773502691889081,0.5773502691882112,0,True
dipole_n32_r8_newton,26,2.3702922080621385e-12,-2.305804168127816e-12,1.73417747275796e-13,5.0260015541081785e-11,9.978591593431564e-12,0.49999999999176264,3.306813876430861e-12,0.5773502691873199,0.5773502691864201,0,True
dipole_n32_r8_newton,27,1.8611048014162598e-12,-4.336434684892572e-12,1.1092675969933784e-13,3.916686841851497e-11,6.3900131478627474e-12,0.49999999999351596,4.718938107052687e-12,0.5773502691852893,0.5773502691858459,0,True
dipole_n32_r8_newton,28,3.222348544642422e-12,-3.6086413203496845e-12,-2.808810008229574e-13,4.611171038108396e-11,8.65874322728161e-12,0.4999999999894387,4.837956420028425e-12,0.5773502691860171,0.5773502691850309,0,True
dipole_n32_r8_newton,29,3.1200156238922224e-12,-3.7214860254375e-12,-5.510425092954157e-14,5.184997094950843e-11,6.872383753098037e-12,0.49999999998929195,4.8563315095716205e-12,0.5773502691859043,0.5773502691850629,0,True
dipole_n32_r8_newton,30,3.0380005305728067e-12,-4.756217608301157e-12,3.5036254407678086e-13,4.667198507203312e-11,8.258875258660008e-12,0.49999999998959044,5.64367372916566e-12,0.5773502691848695,0.5773502691846166,0,True
dipole_n32_r8_newton,31,4.076610142280666e-12,-4.959073236822874e-12,1.7277660707249196e-13,4.376189164168888e-11,5.860702486264441e-12,0.49999999998895844,6.419591701994643e-12,0.5773502691846666,0.5773502691836158,0,True
dipole_n8_r10_shortpair,0,3.874068201653591e-10,-0.03355468618958818,-0.007086494621573372,8.503391789336801e-11,4.260105393449898e-10,0.49999999960168656,0.03355468618958818,0.5437955830000376,0.5613256121068022,0,True
dipole_n8_r10_shortpair,1,4.1053136584645595e-10,-0.03638096240873306,-0.004105626150004901,1.2588619895286989e-10,4.1064964102777157e-10,0.4999999995712422,0.03638096240873306,0.5409693067808927,0.5600467381464943,0,True
dipole_n8_r10_shortpair,2,2.9054686781493366e-10,-0.04148196294766236,0.006957078794773364,1.0059385514202636e-10,7.899004089706452e-10,0.4999999996934431,0.04148196294766236,0.5358683062419634,0.5577673922150977,0,True
dipole_n8_r10_shortpair,3,-0.49999999839688397,0.25579048421192574,0.015531863984589073,3.0027780942582425e-11,5.76021341736066e-10,1.5983370182937051e-09,0.5616304569823963,0.03288465038288717,0.5444656188067386,1,True
dipole_n8_r10_shortpair,4,2.905360708960192e-10,-0.04148196294627189,0.006957078791413655,1.0371152999732742e-10,3.9831836440296087e-10,0.49999999969308906,0.04148196294627189,0.5358683062433538,0.5577673922157237,0,True
dipole_n8_r10_shortpair,5,4.1051665539137977e-10,-0.036380962408813305,-0.00410562615320681,8.890023102299946e-11,2.9506365406550827e-10,0.4999999995753344,0.036380962408813305,0.5409693067808125,0.5600467381464713,0,True
dipole_n8_r10_shortpair,6,3.8740042423990317e-10,-0.033554686189563636,-0.007086494622961884,8.519968974332476e-11,5.338163661106066e-10,0.4999999996019596,0.03355468618956364,0.543795583000062,0.561325612106819,0,True
dipole_n8_r10_shortpair,7,3.567305825735722e-10,-0.0329552611212933,-0.007061780023029126,9.382274703095145e-11,7.144441774298294e-10,0.4999999996292433,0.0329552611212933,0.5443950080683324,0.5615983024659016,0,True
dipole_n8_r16_shortpair,0,4.1127604794022327e-13,-0.03354898589129157,-0.007087449308860143,4.481349146125241e-11,1.4729745201336186e-11,0.4999999999925442,0.03354898589129157,0.5438012832983341,0.5613282032393171,0,True
dipole_n8_r16_shortpair,1,-4.471240218351102e-11,-0.03637919729914445,-0.004106004835144995,3.4721763596443105e-11,1.0787870596828952e-11,0.4999999999497614,0.03637919729914445,0.5409710718904812,0.560047533635483,0,True
dipole_n8_r16_shortpair,2,-4.5689486916078437e-11,-0.041486374046545135,0.006957943966443942,2.4349943541860116e-11,1.2997061760167128e-11,0.4999999999505942,0.041486374046545135,0.5358638951430805,0.5577654375234264,0,True
dipole_n8_r16_shortpair,3,0.4999999998954547,0.25577738129566724,0.015533891321430932,4.757971794333571e-12,1.3170242674220844e-11,1.0397688265939564e-10,0.5616244908102956,0.03289775329914563,0.54445251589048,1,True
dipole_n8_r16_shortpair,4,-4.5689636102297364e-11,-0.041486374046721446,0.006957943959809965,2.507670634095452e-11,1.2390810599782753e-11,0.49999999995055866,0.041486374046721446,0.5358638951429042,0.5577654375233482,0,True
dipole_n8_r16_shortpair,5,-4.471214544443658e-11,-0.036379197298866586,-0.004106004825245384,3.4735758668791366e-11,1.194053883546431e-11,0.4999999999497595,0.036379197298866586,0.5409710718907592,0.5600475336356083,0,True
dipole_n8_r16_shortpair,6,4.1117716870209254e-13,-0.033548985891503305,-0.0070874493161546745,4.4661812779945255e-11,1.47926393356812e-11,0.4999999999924807,0.033548985891503305,0.5438012832981225,0.5613282032392208,0,True
dipole_n8_r16_shortpair,7,2.659556429251975e-11,-0.03294826682159479,-0.007062870962279642,4.284540171351125e-11,9.867676120656199e-12,0.49999999996802136,0.03294826682159479,0.5444020023680309,0.5616014875999754,0,True
dipole_n8_r4_shortpair,0,-3.4039611407347785e-14,-0.034769159497193544,-0.00666127800459809,1.0401562531661879e-08,1.849507305987097e-09,0.4999999983445739,0.034769159497193544,0.5425811096924322,0.5607746821944077,0,True
dipole_n8_r4_shortpair,1,-1.9394208461419138e-14,-0.03684899789479219,-0.004011210155486769,6.983508751801238e-09,1.2763648540858874e-09,0.49999999888852065,0.03684899789479219,0.5405012712948336,0.5598360502193818,0,True
dipole_n8_r4_shortpair,2,-3.8712089089877683e-14,-0.04063947551288924,0.006556127548546587,1.9093987654285304e-08,1.6846987728469376e-09,0.4999999969611362,0.04063947551288924,0.5367107936767365,0.5581412797636147,0,True
dipole_n8_r4_shortpair,3,-0.49999999999995354,0.258931412829594,0.014746241960455514,5.107969802006501e-09,2.2027710402244827e-09,1.944181482471663e-10,0.5630679146869257,0.02974372176521889,0.5476065474244068,1,True
dipole_n8_r4_shortpair,4,-3.9319242306472816e-14,-0.04063947546503278,0.00655612753988536,1.9072601243610312e-08,1.5253198903594778e-09,0.49999999696454056,0.04063947546503278,0.536710793724593,0.5581412797848814,0,True
dipole_n8_r4_shortpair,5,-2.0088097851824158e-14,-0.036848997850974174,-0.0040112101654146744,6.967153613233802e-09,1.081129224339561e-09,0.499999998891123,0.036848997850974174,0.5405012713386516,0.5598360502390914,0,True
dipole_n8_r4_shortpair,6,-3.4468955467652404e-14,-0.03476915947413778,-0.006661278010567645,1.0396874002581991e-08,1.695072326425573e-09,0.4999999983453206,0.03476915947413778,0.542581109715488,0.5607746822048464,0,True
dipole_n8_r4_shortpair,7,-6.201896635138855e-14,-0.03441614713457429,-0.006513520712820284,1.108715498878856e-08,1.3205244189795629e-09,0.49999999823536245,0.03441614713457429,0.5429341220550514,0.5609346064420021,0,True
