q_A,relative_energy_eV,reaction_eV_A,free_gradient_max_eV_A
2.641413215439025,0.0,-3.608224830031759e-15,1.6291709734744808e-13
2.7041815524565553,0.046088710541989375,1.4296243978951204,4.081457769533614e-07
2.766949889474086,0.17459173818338325,2.6257720545455663,4.885862673886798e-07
2.8297182264916163,0.37071909781105283,3.5826392601874986,4.595577389882033e-07
2.892486563509147,0.6190393473505975,4.285687798557106,3.8448306116656283e-07
2.9552549005266773,0.902954273688362,4.712469111948735,4.587694435818218e-07
3.0180232375442078,1.2042498240968236,4.834352998410036,4.819645518239213e-07
3.0807915745617382,1.5028079132362038,4.620127850183976,4.817101969048498e-07
3.1435599115792687,1.7766414752035953,4.043015548987046,3.088751436841619e-07
3.206328248596799,2.0025340978491943,3.093350350852498,3.984856841790507e-07
3.2690965856143297,2.157722865857296,1.7995479235685816,4.597452345489472e-07
3.33186492263186,2.223195733389715,0.25838226973757894,4.094255384723411e-07
3.3946332596493907,2.1890381409454247,-1.3324854787616403,3.890510187766049e-07
3.457401596666921,2.0611964761998687,-2.670016723972659,4.7226810845346634e-07
3.5201699336844516,1.865895662370511,-3.439738978971744,4.2016415197770884e-07
3.582938270701982,1.6432670564816032,-3.562016423434376,4.6511875639171363e-07
3.6457066077195126,1.4258625280100041,-3.3423618451662422,3.4738004897312894e-07
3.708474944737043,1.224434690980062,-3.075573420505698,4.929777852949457e-07
3.7712432817545736,1.0397522795708123,-2.809138799663853,4.960105107754131e-07
3.834011618772104,0.8717656883615339,-2.543615100998741,3.948763188932336e-07
3.8967799557896345,0.720413232253887,-2.2791466047744575,4.856496845784264e-07
3.959548292807165,0.5856240481089596,-2.0158811510842845,3.4897969308778087e-07
4.0223166298246955,0.4673178647434675,-1.7539710338515366,4.801260405362662e-07
4.085084966842226,0.3654047566017553,-1.49357163032589,4.1969391926729993e-07
4.1478533038597565,0.27978487991046386,-1.234843741941638,3.869334940925784e-07
4.210621640877287,0.21034819002506389,-0.9779514241065602,3.2727957559840204e-07
4.2733899778948174,0.15697413865975562,-0.7230653113823897,4.265623901739124e-07
4.336158314912348,0.11953134951942879,-0.47036015197405456,4.6440759328674613e-07
4.398926651929878,0.09787726209728298,-0.22001764816726058,3.679129398038647e-07
4.461694988947409,0.0918574820084217,0.027761505133079647,4.063128101194913e-07
4.524463325964939,0.10130259723485224,0.27267454488458204,4.048743533601861e-07
4.58723166298247,0.12601523778048485,0.5140800964548075,3.8165723265093376e-07
4.65,0.16573748398091848,0.7506174051684902,3.6692664701076794e-07
