j,l,ux,uy,uz
-12,3,0.46601228622200175,0.0003522142136277881,0.0003227031072872619
-12,4,0.4521792509511034,0.0006214856533176393,0.0003314761437640658
-12,5,0.4384832881223288,0.0007373340129925647,0.00015443190548734609
-12,6,0.4251074120635422,0.0006832897378675228,-6.752474929484934e-05
-11,0,-0.493254908188626,-0.00027615028250765894,0.0005482795262594053
-11,1,0.4925344354396518,2.796567234859855e-05,0.0008617456770709402
-11,2,0.47780591427903896,0.000410018411488408,0.0009926475579012238
-11,3,0.46277062548082815,0.0010032433589717703,0.0008337046641804747
-11,4,0.44773211592179424,0.0014639406544332035,0.0004843755121307488
-11,5,0.43294176286090713,0.0016355312404071271,7.383966291171609e-05
-11,6,0.4186147814570215,0.0013936961048349762,-0.00020417514069345912
-11,7,0.40493634184338984,0.0008405476153536904,-0.00045127452129836417
-11,8,0.39200035601657435,0.0005646306497952596,-0.0005795470264810127
-11,9,0.37989672895189575,0.00035704065177595074,-0.0004720112678253862
-10,-2,-0.4641749609197855,-0.0006266646107345262,0.0004366736447506817
-10,-1,-0.47794567636398483,-0.000701961865173721,0.0009522087575826134
-10,0,-0.49272389569220765,-0.0005758344237173394,0.0013423957746449846
-10,1,0.49164432944100167,6.159481929005433e-05,0.001511046808809048
-10,2,0.47540478809079734,0.0009520906291866619,0.0013543758041143093
-10,3,0.45887764053460356,0.0018852952101882912,0.0008801985099018177
-10,4,0.44243365094295606,0.002501804517915099,0.00022993649673145502
-10,5,0.4264032212016395,0.0026072555895404765,-0.00039974895361868484
-10,6,0.41105270143832506,0.0022245930739944724,-0.0008892445569484428
-10,7,0.39657243177686813,0.0015823797699543582,-0.0011894232339684197
-10,8,0.3830608704178748,0.0009992754682777117,-0.0012250470823694543
-10,9,0.3705715561667786,0.00045286524559340943,-0.0009532103291774358
-10,10,0.3590974759280215,0.00011773487149652192,-0.0005899250619342101
-9,-4,-0.4347379611473204,-0.0007354878816738807,0.00014501313005229775
-9,-3,-0.44707212322286055,-0.0010748835658910662,0.000507921169078206
-9,-2,-0.460748063470953,-0.00150846746062425,0.0009666112892544845
-9,-1,-0.4757743297877649,-0.001473137538462854,0.001402964866107043
-9,0,-0.49206430499834913,-0.0009465402213532609,0.001708285373539716
-9,1,0.4905669300567572,0.00021040435714575172,0.0017122528220198487
-9,2,0.47246772093105976,0.0017094100341141923,0.0012817330184762092
-9,3,0.4541192585364676,0.0030431514714421583,0.0004642757456308337
-9,4,0.436024912121658,0.0037493088620858496,-0.0005000694501440783
-9,5,0.4186061591633669,0.0036944281420455832,-0.0013440454734967172
-9,6,0.40216957172502654,0.0030449683902732563,-0.0018963840069359953
-9,7,0.3869019024512626,0.0021170353317581546,-0.0020974749207532993
-9,8,0.3728797397950318,0.001196055798637403,-0.001953579962300675
-9,9,0.36011056072695957,0.0004393536673684312,-0.0015704531644177907
-9,10,0.34854511636061125,-5.75790700077259e-05,-0.0010314147834908556
-9,11,0.3380949589593611,-0.00013737778395910206,-0.0005341347310892292
-8,-5,-0.4169915637501596,-0.0009750701754838023,8.379194140998252e-05
-8,-4,-0.42859285105757317,-0.0017282665072128308,0.0002616849441215384
-8,-3,-0.44173057959631873,-0.0022499052638871543,0.0005849388573670234
-8,-2,-0.45652835583479257,-0.0025754840276617495,0.0009971433170456632
-8,-1,-0.4730454193953046,-0.002367204549884207,0.0014082718856667676
-8,0,-0.4912090997062454,-0.001394583234619356,0.0016689753295131052
