set,fraction_of_fixed_s_peak,normal_force_eV_per_reduced_a,normal_traction_GPa,bound_a_reduced_L0,saddle_a_reduced_L0,opening_barrier_eV_cell,fixed_s_spinodal_a_reduced_L0,fixed_s_spinodal_force_eV_per_reduced_a,registry_curvature_at_minimum,status,coordinate_length_scale_m,atomic_cell_area_m2
angular_vector_and_third,0.25,0.30011325300734204,2.3939566715227825,0.8258090490608662,1.1686851578438477,0.19083178138513737,0.942796062218117,1.2004530120293682,5.117773768656398,fixed s=0; zero resolved shear; not coupled spinodal,2.863782463805517e-10,7.013571953505555e-20
angular_vector_and_third,0.5,0.6002265060146841,4.787913343045565,0.8439556515690423,1.1051220952006722,0.10030864711214083,0.942796062218117,1.2004530120293682,4.747888704421021,fixed s=0; zero resolved shear; not coupled spinodal,2.863782463805517e-10,7.013571953505555e-20
angular_vector_and_third,0.75,0.9003397590220261,7.181870014568348,0.8694920200092813,1.0447618870655826,0.03445818827233016,0.942796062218117,1.2004530120293682,4.3150287907055045,fixed s=0; zero resolved shear; not coupled spinodal,2.863782463805517e-10,7.013571953505555e-20
angular_vector_and_third,0.95,1.1404303614278997,9.097035351786573,0.907608012292845,0.983340380544909,0.0030208902144153865,0.942796062218117,1.2004530120293682,3.769252214983575,fixed s=0; zero resolved shear; not coupled spinodal,2.863782463805517e-10,7.013571953505555e-20
Mishin_source_rigid,0.25,0.143736079990277,3.2423919146202973,2.4018963649651606,4.907534550365377,0.3802109616019056,2.7728268475131364,0.574944319961108,0.46955266516560645,fixed s=0; zero resolved shear; not coupled spinodal,1e-10,7.102490842787125e-20
Mishin_source_rigid,0.5,0.287472159980554,6.484783829240595,2.474002449036335,3.3462423135343524,0.15917015843203214,2.7728268475131364,0.574944319961108,0.406618217807497,fixed s=0; zero resolved shear; not coupled spinodal,1e-10,7.102490842787125e-20
Mishin_source_rigid,0.75,0.43120823997083096,9.727175743860892,2.5615248036101717,3.1442363753586426,0.05458268972011343,2.7728268475131364,0.574944319961108,0.3117505033306254,fixed s=0; zero resolved shear; not coupled spinodal,1e-10,7.102490842787125e-20
Mishin_source_rigid,0.95,0.5461971039630525,12.32108927555713,2.671883372859678,2.9187428245469484,0.004760056360529147,2.7728268475131364,0.574944319961108,0.12797826252564218,fixed s=0; zero resolved shear; not coupled spinodal,1e-10,7.102490842787125e-20
