candidate,path,a_over_h,s_over_period,energy_ev_cell,energy_J_m2,normal_traction_GPa,shear_traction_GPa,min_hessian_eigenvalue,coordinate_length_scale_m
angular_vector_and_third,direct_110,0.9,0.0,0.10773618762429739,0.24611197203389826,-25.061328564290772,8.063744299826585e-15,9.955088317794122,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.05,0.12005587942739424,0.27425501024018256,-26.111583775960536,3.9654886249229664,9.546289014609998,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.1,0.1573356937162005,0.35941681904365647,-29.42897830451863,8.022252673885031,8.186999732926697,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.15000000000000002,0.22010545966468456,0.502807737381699,-35.43200543831077,12.124240997592134,5.666835382779052,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.2,0.3078712929152021,0.7032995384635086,-44.55321430262837,15.97345899091242,1.959116792314381,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.25,0.4173442393101899,0.9533789529642998,-56.87985391957423,18.97083481146197,-2.7222601294885242,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.30000000000000004,0.5407225693870378,1.2352237517365756,-71.77019062584912,20.29248243779992,-7.9575307179351125,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.35000000000000003,0.6649544467377183,1.519018389345916,-87.61887403395066,19.129587919596627,-13.155014018200301,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.4,0.7729213776377392,1.765657470087428,-101.96880885531407,15.048660044823661,-17.611826109261745,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.45,0.8468657985665864,1.9345757106248254,-112.0643441900652,8.318588603049188,-20.634825137300897,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.5,0.873213592476464,1.9947644704175498,-115.70960997481781,-1.3283865750577592e-14,-21.70666681378355,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.55,0.8468657985665864,1.9345757106248254,-112.0643441900652,-8.3185886030492,-20.634825137300883,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.6000000000000001,0.7729213776377392,1.765657470087428,-101.96880885531401,-15.048660044823695,-17.611826109261756,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.65,0.664954446737718,1.5190183893459153,-87.61887403395056,-19.12958791959661,-13.155014018200305,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.7000000000000001,0.5407225693870324,1.2352237517365634,-71.77019062584895,-20.29248243779993,-7.957530717935116,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.75,0.417344239310189,0.9533789529642976,-56.87985391957428,-18.970834811461977,-2.7222601294885456,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.8,0.3078712929152021,0.7032995384635086,-44.553214302628206,-15.973458990912432,1.9591167923144006,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.8500000000000001,0.22010545966468456,0.502807737381699,-35.43200543831071,-12.124240997592109,5.666835382779054,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.9,0.1573356937162005,0.35941681904365647,-29.428978304518512,-8.022252673885026,8.186999732926704,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,0.9500000000000001,0.12005587942739512,0.27425501024018456,-26.111583775960472,-3.9654886249229477,9.546289014610045,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9,1.0,0.10773618762429872,0.2461119720339013,-25.061328564290715,-3.5063051303764943e-14,9.95508831779413,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.0,0.022475530894899193,0.05134298282710856,-9.630646324099315,3.524748366125733e-15,6.958589893499373,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.05,0.031048246965646016,0.0709264496675703,-10.129307798626577,2.747134968063641,6.6723512836237635,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.1,0.05654606343742739,0.12917352553693467,-11.686938385700206,5.419387204327117,5.763215047486509,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.15000000000000002,0.09815644285297913,0.2242280542042419,-14.453417783371968,7.894062213192072,4.156497312386843,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.2,0.1540541855104825,0.35192055921152804,-18.566682478846804,9.96445145882708,1.8765333975687808,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.25,0.22083537318460353,0.5044751479311415,-24.007453905741862,11.332733443330113,-0.9148237540881747,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.30000000000000004,0.2930523111773784,0.6694471356687434,-30.453533905714114,11.652565245040625,-3.945953821727948,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.35000000000000003,0.36319782261159145,0.8296871676309205,-37.20299652447496,10.63015069340253,-6.873986217627717,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.4,0.42245300979034545,0.9650494009842748,-43.23653364666015,8.161243347691876,-9.327551023404727,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.45,0.46225297382993574,1.0559682264287042,-47.444182824792215,4.444581030277941,-10.964380859356735,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.5,0.47629504816336715,1.088045866095137,-48.95669451607532,-5.525163518812507e-15,-11.539732443990639,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.55,0.46225297382993796,1.0559682264287096,-47.444182824792215,-4.444581030277948,-10.96438085935672,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.6000000000000001,0.42245300979034545,0.9650494009842748,-43.23653364666009,-8.161243347691885,-9.327551023404732,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.65,0.36319782261159017,0.8296871676309175,-37.20299652447501,-10.630150693402527,-6.873986217627728,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.7000000000000001,0.2930523111773784,0.6694471356687434,-30.453533905714114,-11.652565245040636,-3.9459538217279415,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.75,0.22083537318460353,0.5044751479311415,-24.007453905741745,-11.332733443330108,-0.9148237540881752,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.8,0.15405418551048408,0.35192055921153165,-18.566682478846865,-9.96445145882709,1.8765333975687977,2.863782463805517e-10
angular_vector_and_third,direct_110,0.9500000000000001,0.8500000000000001,0.0981564428529791,0.22422805420424186,-14.45341778337191,-7.8940622131920515,4.156497312386847,2.863782463805517e-10
