state,strain,converged,extension_A,grip_coordinate_error_A,maximum_observable_replay_difference,reaction_free_force_identity_error_eV_A,reaction_free_torque_identity_error_eV,support_force_residual_relative_to_axial,energy_eV,conjugate_force_eV_A,nominal_stress_GPa,reaction_force_residual_eV_A,reaction_torque_eV,total_internal_force_eV_A,total_internal_torque_eV,free_force_max_eV_A
0,0.0,True,0.0,0.0,0.0,1.0731672987704845e-15,4.07764806151634e-14,0.004978435976484281,-1753.0366692354637,3.785665477016934,3.1841455202279043,0.01884669320571563,0.07185512130772041,4.871083751574258e-16,8.62748304838638e-14,0.0009150511783649479
1,0.02,True,0.6189721223932544,0.0,0.0,2.5523053545195067e-15,1.6149950809832153e-14,0.003534946675819561,-1749.9209064804777,6.227036735766735,5.2375972591509425,0.02201224280930491,0.05150336495912635,3.015665962502566e-15,4.5386264868992765e-14,0.000770312985748094
2,0.04,True,1.2379442447865088,0.0,0.0,4.797476880923817e-16,3.2185621514659644e-14,0.0021799688307255144,-1745.4154980791172,8.242732138778468,6.93301052971317,0.017968899142556515,0.11979843628928061,4.929643398693068e-15,4.905125646631375e-14,0.0009502727673210379
3,0.06,True,1.856916367179763,0.0,0.0,4.606905015941214e-15,2.6378365414287055e-14,0.0003347779251124593,-1739.8078673038654,9.790026636087454,8.234449040852292,0.0032774848040250677,0.07431041152531732,6.283864771283881e-15,4.536018580255932e-14,0.0008584681088103988
4,0.08,True,2.4758884895730175,0.0,0.0,3.423955208647072e-15,6.35761596611906e-14,0.0003579638674758887,-1735.3477245880867,10.253231086878042,8.62405303145547,0.0036702862539828734,0.1081276524368685,1.104717238029701e-14,5.5196287191894745e-14,0.0008250466629189932
