group,convention,outer_width_um,outer_height_um,thickness_per_face_um,core_width_um,core_height_um,Si_area_um2,oxide_area_um2,oxide_area_fraction,modulus_GPa,source_modulus_GPa,modulus_difference_GPa
oxide_50,listed_outer_per_face_t,4.028,5.028,0.05,3.9279999999999995,4.928,19.357183999999997,0.8955999999999982,0.0442210809141103,164.52653509759452,164.5,0.02653509759451822
oxide_50,listed_outer_total_t,4.028,5.028,0.025,3.9779999999999998,4.978,19.802483999999996,0.4502999999999986,0.022233980276489332,166.70105935065519,164.5,2.2010593506551857
oxide_50,planar_44percent_consumption_per_face_t,4.056,5.056,0.05,3.956,4.956,19.605936,0.9011999999999993,0.04394567822635006,164.55377242341396,164.5,0.05377242341396027
oxide_100,listed_outer_per_face_t,4.055,5.055,0.1,3.8549999999999995,4.8549999999999995,18.716024999999995,1.7820000000000036,0.08693520473313911,160.30210825189255,160.2,0.10210825189255957
oxide_100,listed_outer_total_t,4.055,5.055,0.05,3.9549999999999996,4.955,19.597025,0.9009999999999998,0.04395545424498213,164.55280557517128,160.2,4.352805575171288
oxide_100,planar_44percent_consumption_per_face_t,4.112,5.112,0.1,3.912,4.912,19.215744,1.8048000000000002,0.08585886264408761,160.40855848449974,160.2,0.208558484499747
oxide_200,listed_outer_per_face_t,4.11,5.11,0.2,3.7100000000000004,4.71,17.474100000000004,3.5279999999999987,0.16798320167983194,152.28646135386464,152.3,-0.013538646135373256
oxide_200,listed_outer_total_t,4.11,5.11,0.1,3.91,4.91,19.1981,1.804000000000002,0.08589617228753324,160.40486856076296,152.3,8.104868560762952
oxide_200,planar_44percent_consumption_per_face_t,4.224,5.224,0.2,3.8240000000000003,4.824,18.446976,3.619200000000003,0.1640157315884729,152.67884414590003,152.3,0.37884414590001825
