time_s,step,node,x_m,displacement_m,applied_stress_pa
0,0,0,0,0,50000000
0,0,1,0.00125,9.0579710144927288e-07,50000000
0,0,2,0.0025000000000000001,1.8115942028985458e-06,50000000
0,0,3,0.0037499999999999999,2.7173913043478186e-06,50000000
0,0,4,0.0050000000000000001,3.6231884057970915e-06,50000000
0,0,5,0.0062500000000000003,4.528985507246364e-06,50000000
0,0,6,0.0074999999999999997,5.4347826086956365e-06,50000000
0,0,7,0.0087500000000000008,6.3405797101449098e-06,50000000
0,0,8,0.01,7.2463768115941831e-06,50000000
0,0,9,0.01125,8.1521739130434572e-06,50000000
0,0,10,0.012500000000000001,9.0579710144927314e-06,50000000
0,0,11,0.01375,9.9637681159420055e-06,50000000
0,0,12,0.014999999999999999,1.086956521739128e-05,50000000
0,0,13,0.016250000000000001,1.1775362318840554e-05,50000000
0,0,14,0.017500000000000002,1.2681159420289828e-05,50000000
0,0,15,0.018749999999999999,1.3586956521739102e-05,50000000
0,0,16,0.02,1.4492753623188378e-05,50000000
0,0,17,0.021250000000000002,1.5398550724637654e-05,50000000
0,0,18,0.022499999999999999,1.6304347826086931e-05,50000000
0,0,19,0.02375,1.7210144927536206e-05,50000000
0,0,20,0.025000000000000001,1.811594202898548e-05,50000000
0,0,21,0.026249999999999999,1.9021739130434754e-05,50000000
0,0,22,0.0275,1.9927536231884028e-05,50000000
0,0,23,0.028750000000000001,2.0833333333333306e-05,50000000
0,0,24,0.029999999999999999,2.1739130434782583e-05,50000000
0,0,25,0.03125,2.2644927536231861e-05,50000000
0,0,26,0.032500000000000001,2.3550724637681138e-05,50000000
0,0,27,0.033750000000000002,2.4456521739130416e-05,50000000
0,0,28,0.035000000000000003,2.5362318840579693e-05,50000000
0,0,29,0.036249999999999998,2.6268115942028971e-05,50000000
0,0,30,0.037499999999999999,2.7173913043478248e-05,50000000
0,0,31,0.03875,2.8079710144927526e-05,50000000
0,0,32,0.040000000000000001,2.89855072463768e-05,50000000
0,0,33,0.041250000000000002,2.9891304347826074e-05,50000000
0,0,34,0.042500000000000003,3.0797101449275348e-05,50000000
0,0,35,0.043750000000000004,3.1702898550724626e-05,50000000
0,0,36,0.044999999999999998,3.2608695652173903e-05,50000000
0,0,37,0.046249999999999999,3.3514492753623181e-05,50000000
0,0,38,0.047500000000000001,3.4420289855072458e-05,50000000
0,0,39,0.048750000000000002,3.5326086956521736e-05,50000000
0,0,40,0.050000000000000003,3.6231884057971014e-05,50000000
0.00062500000000000001,1,0,0,0,57845909.572784498
0.00062500000000000001,1,1,0.00125,1.0479331444344984e-06,57845909.572784498
0.00062500000000000001,1,2,0.0025000000000000001,2.0958662888689967e-06,57845909.572784498
0.00062500000000000001,1,3,0.0037499999999999999,3.1437994333034955e-06,57845909.572784498
0.00062500000000000001,1,4,0.0050000000000000001,4.1917325777379943e-06,57845909.572784498
0.00062500000000000001,1,5,0.0062500000000000003,5.2396657221724931e-06,57845909.572784498
0.00062500000000000001,1,6,0.0074999999999999997,6.2875988666069919e-06,57845909.572784498
0.00062500000000000001,1,7,0.0087500000000000008,7.3355320110414907e-06,57845909.572784498
0.00062500000000000001,1,8,0.01,8.3834651554759904e-06,57845909.572784498
0.00062500000000000001,1,9,0.01125,9.4313982999104909e-06,57845909.572784498
0.00062500000000000001,1,10,0.012500000000000001,1.0479331444344993e-05,57845909.572784498
0.00062500000000000001,1,11,0.01375,1.1527264588779494e-05,57845909.572784498
0.00062500000000000001,1,12,0.014999999999999999,1.2575197733213996e-05,57845909.572784498
0.00062500000000000001,1,13,0.016250000000000001,1.3623130877648496e-05,57845909.572784498
0.00062500000000000001,1,14,0.017500000000000002,1.4671064022082997e-05,57845909.572784498
0.00062500000000000001,1,15,0.018749999999999999,1.5718997166517497e-05,57845909.572784498
0.00062500000000000001,1,16,0.02,1.6766930310951998e-05,57845909.572784498
0.00062500000000000001,1,17,0.021250000000000002,1.7814863455386498e-05,57845909.572784498
0.00062500000000000001,1,18,0.022499999999999999,1.8862796599821002e-05,57845909.572784498
0.00062500000000000001,1,19,0.02375,1.9910729744255503e-05,57845909.572784498
0.00062500000000000001,1,20,0.025000000000000001,2.0958662888690003e-05,57845909.572784498
0.00062500000000000001,1,21,0.026249999999999999,2.2006596033124504e-05,57845909.572784498
0.00062500000000000001,1,22,0.0275,2.3054529177559004e-05,57845909.572784498
0.00062500000000000001,1,23,0.028750000000000001,2.4102462321993508e-05,57845909.572784498
0.00062500000000000001,1,24,0.029999999999999999,2.5150395466428012e-05,57845909.572784498
0.00062500000000000001,1,25,0.03125,2.6198328610862516e-05,57845909.572784498
0.00062500000000000001,1,26,0.032500000000000001,2.724626175529702e-05,57845909.572784498
0.00062500000000000001,1,27,0.033750000000000002,2.8294194899731523e-05,57845909.572784498
0.00062500000000000001,1,28,0.035000000000000003,2.9342128044166027e-05,57845909.572784498
0.00062500000000000001,1,29,0.036249999999999998,3.0390061188600531e-05,57845909.572784498
0.00062500000000000001,1,30,0.037499999999999999,3.1437994333035035e-05,57845909.572784498
0.00062500000000000001,1,31,0.03875,3.2485927477469539e-05,57845909.572784498
0.00062500000000000001,1,32,0.040000000000000001,3.3533860621904043e-05,57845909.572784498
0.00062500000000000001,1,33,0.041250000000000002,3.458179376633854e-05,57845909.572784498
0.00062500000000000001,1,34,0.042500000000000003,3.5629726910773044e-05,57845909.572784498
0.00062500000000000001,1,35,0.043750000000000004,3.6677660055207548e-05,57845909.572784498
0.00062500000000000001,1,36,0.044999999999999998,3.7725593199642052e-05,57845909.572784498
0.00062500000000000001,1,37,0.046249999999999999,3.8773526344076555e-05,57845909.572784498
0.00062500000000000001,1,38,0.047500000000000001,3.9821459488511059e-05,57845909.572784498
0.00062500000000000001,1,39,0.048750000000000002,4.0869392632945563e-05,57845909.572784498
0.00062500000000000001,1,40,0.050000000000000003,4.1917325777380067e-05,57845909.572784498
0.00125,2,0,0,0,65643446.50402309
0.00125,2,1,0.00125,1.1891928714496907e-06,65643446.50402309
0.00125,2,2,0.0025000000000000001,2.3783857428993814e-06,65643446.50402309
0.00125,2,3,0.0037499999999999999,3.5675786143490725e-06,65643446.50402309
0.00125,2,4,0.0050000000000000001,4.7567714857987636e-06,65643446.50402309
0.00125,2,5,0.0062500000000000003,5.9459643572484539e-06,65643446.50402309
0.00125,2,6,0.0074999999999999997,7.1351572286981442e-06,65643446.50402309
0.00125,2,7,0.0087500000000000008,8.3243501001478353e-06,65643446.50402309
0.00125,2,8,0.01,9.5135429715975273e-06,65643446.50402309
0.00125,2,9,0.01125,1.0702735843047219e-05,65643446.50402309
0.00125,2,10,0.012500000000000001,1.1891928714496913e-05,65643446.50402309
0.00125,2,11,0.01375,1.3081121585946607e-05,65643446.50402309
0.00125,2,12,0.014999999999999999,1.42703144573963e-05,65643446.50402309
0.00125,2,13,0.016250000000000001,1.5459507328845992e-05,65643446.50402309
0.00125,2,14,0.017500000000000002,1.6648700200295684e-05,65643446.50402309
0.00125,2,15,0.018749999999999999,1.7837893071745376e-05,65643446.50402309
0.00125,2,16,0.02,1.9027085943195072e-05,65643446.50402309
0.00125,2,17,0.021250000000000002,2.0216278814644767e-05,65643446.50402309
0.00125,2,18,0.022499999999999999,2.1405471686094462e-05,65643446.50402309
0.00125,2,19,0.02375,2.2594664557544154e-05,65643446.50402309
0.00125,2,20,0.025000000000000001,2.3783857428993846e-05,65643446.50402309
0.00125,2,21,0.026249999999999999,2.4973050300443538e-05,65643446.50402309
0.00125,2,22,0.0275,2.6162243171893234e-05,65643446.50402309
0.00125,2,23,0.028750000000000001,2.7351436043342929e-05,65643446.50402309
0.00125,2,24,0.029999999999999999,2.8540628914792624e-05,65643446.50402309
0.00125,2,25,0.03125,2.9729821786242323e-05,65643446.50402309
0.00125,2,26,0.032500000000000001,3.0919014657692018e-05,65643446.50402309
0.00125,2,27,0.033750000000000002,3.210820752914171e-05,65643446.50402309
0.00125,2,28,0.035000000000000003,3.3297400400591409e-05,65643446.50402309
0.00125,2,29,0.036249999999999998,3.4486593272041108e-05,65643446.50402309
0.00125,2,30,0.037499999999999999,3.5675786143490807e-05,65643446.50402309
0.00125,2,31,0.03875,3.6864979014940505e-05,65643446.50402309
0.00125,2,32,0.040000000000000001,3.8054171886390197e-05,65643446.50402309
0.00125,2,33,0.041250000000000002,3.9243364757839889e-05,65643446.50402309
0.00125,2,34,0.042500000000000003,4.0432557629289581e-05,65643446.50402309
0.00125,2,35,0.043750000000000004,4.1621750500739273e-05,65643446.50402309
0.00125,2,36,0.044999999999999998,4.2810943372188965e-05,65643446.50402309
0.00125,2,37,0.046249999999999999,4.4000136243638664e-05,65643446.50402309
0.00125,2,38,0.047500000000000001,4.5189329115088363e-05,65643446.50402309
0.00125,2,39,0.048750000000000002,4.6378521986538055e-05,65643446.50402309
0.00125,2,40,0.050000000000000003,4.7567714857987747e-05,65643446.50402309
0.0018749999999999999,3,0,0,0,73344536.385590538
0.0018749999999999999,3,1,0.00125,1.3287053693041733e-06,73344536.385590538
0.0018749999999999999,3,2,0.0025000000000000001,2.6574107386083466e-06,73344536.385590538
0.0018749999999999999,3,3,0.0037499999999999999,3.9861161079125204e-06,73344536.385590538
0.0018749999999999999,3,4,0.0050000000000000001,5.3148214772166933e-06,73344536.385590538
0.0018749999999999999,3,5,0.0062500000000000003,6.6435268465208662e-06,73344536.385590538
0.0018749999999999999,3,6,0.0074999999999999997,7.9722322158250391e-06,73344536.385590538
0.0018749999999999999,3,7,0.0087500000000000008,9.3009375851292119e-06,73344536.385590538
0.0018749999999999999,3,8,0.01,1.0629642954433387e-05,73344536.385590538
0.0018749999999999999,3,9,0.01125,1.1958348323737563e-05,73344536.385590538
0.0018749999999999999,3,10,0.012500000000000001,1.3287053693041739e-05,73344536.385590538
0.0018749999999999999,3,11,0.01375,1.4615759062345915e-05,73344536.385590538
0.0018749999999999999,3,12,0.014999999999999999,1.5944464431650092e-05,73344536.385590538
0.0018749999999999999,3,13,0.016250000000000001,1.7273169800954268e-05,73344536.385590538
0.0018749999999999999,3,14,0.017500000000000002,1.8601875170258444e-05,73344536.385590538
0.0018749999999999999,3,15,0.018749999999999999,1.9930580539562621e-05,73344536.385590538
0.0018749999999999999,3,16,0.02,2.1259285908866797e-05,73344536.385590538
0.0018749999999999999,3,17,0.021250000000000002,2.2587991278170973e-05,73344536.385590538
0.0018749999999999999,3,18,0.022499999999999999,2.3916696647475153e-05,73344536.385590538
0.0018749999999999999,3,19,0.02375,2.5245402016779329e-05,73344536.385590538
0.0018749999999999999,3,20,0.025000000000000001,2.6574107386083505e-05,73344536.385590538
0.0018749999999999999,3,21,0.026249999999999999,2.7902812755387682e-05,73344536.385590538
0.0018749999999999999,3,22,0.0275,2.9231518124691858e-05,73344536.385590538
0.0018749999999999999,3,23,0.028750000000000001,3.0560223493996034e-05,73344536.385590538
0.0018749999999999999,3,24,0.029999999999999999,3.188892886330021e-05,73344536.385590538
0.0018749999999999999,3,25,0.03125,3.3217634232604393e-05,73344536.385590538
0.0018749999999999999,3,26,0.032500000000000001,3.454633960190857e-05,73344536.385590538
0.0018749999999999999,3,27,0.033750000000000002,3.5875044971212746e-05,73344536.385590538
0.0018749999999999999,3,28,0.035000000000000003,3.7203750340516922e-05,73344536.385590538
0.0018749999999999999,3,29,0.036249999999999998,3.8532455709821099e-05,73344536.385590538
0.0018749999999999999,3,30,0.037499999999999999,3.9861161079125282e-05,73344536.385590538
0.0018749999999999999,3,31,0.03875,4.1189866448429458e-05,73344536.385590538
0.0018749999999999999,3,32,0.040000000000000001,4.2518571817733634e-05,73344536.385590538
0.0018749999999999999,3,33,0.041250000000000002,4.3847277187037811e-05,73344536.385590538
0.0018749999999999999,3,34,0.042500000000000003,4.5175982556341987e-05,73344536.385590538
0.0018749999999999999,3,35,0.043750000000000004,4.6504687925646163e-05,73344536.385590538
0.0018749999999999999,3,36,0.044999999999999998,4.7833393294950339e-05,73344536.385590538
