time_s,step,node,x_m,displacement_m,applied_stress_pa
0.0018749999999999999,3,37,0.046249999999999999,4.9162098664254516e-05,73344536.385590538
0.0018749999999999999,3,38,0.047500000000000001,5.0490804033558699e-05,73344536.385590538
0.0018749999999999999,3,39,0.048750000000000002,5.1819509402862875e-05,73344536.385590538
0.0018749999999999999,3,40,0.050000000000000003,5.3148214772167051e-05,73344536.385590538
0.0025000000000000001,4,0,0,0,80901699.43749474
0.0025000000000000001,4,1,0.00125,1.4656104970560603e-06,80901699.43749474
0.0025000000000000001,4,2,0.0025000000000000001,2.9312209941121206e-06,80901699.43749474
0.0025000000000000001,4,3,0.0037499999999999999,4.3968314911681809e-06,80901699.43749474
0.0025000000000000001,4,4,0.0050000000000000001,5.8624419882242412e-06,80901699.43749474
0.0025000000000000001,4,5,0.0062500000000000003,7.3280524852803015e-06,80901699.43749474
0.0025000000000000001,4,6,0.0074999999999999997,8.7936629823363618e-06,80901699.43749474
0.0025000000000000001,4,7,0.0087500000000000008,1.0259273479392423e-05,80901699.43749474
0.0025000000000000001,4,8,0.01,1.1724883976448486e-05,80901699.43749474
0.0025000000000000001,4,9,0.01125,1.3190494473504549e-05,80901699.43749474
0.0025000000000000001,4,10,0.012500000000000001,1.4656104970560613e-05,80901699.43749474
0.0025000000000000001,4,11,0.01375,1.6121715467616678e-05,80901699.43749474
0.0025000000000000001,4,12,0.014999999999999999,1.7587325964672741e-05,80901699.43749474
0.0025000000000000001,4,13,0.016250000000000001,1.9052936461728803e-05,80901699.43749474
0.0025000000000000001,4,14,0.017500000000000002,2.0518546958784866e-05,80901699.43749474
0.0025000000000000001,4,15,0.018749999999999999,2.1984157455840929e-05,80901699.43749474
0.0025000000000000001,4,16,0.02,2.3449767952896995e-05,80901699.43749474
0.0025000000000000001,4,17,0.021250000000000002,2.4915378449953062e-05,80901699.43749474
0.0025000000000000001,4,18,0.022499999999999999,2.6380988947009128e-05,80901699.43749474
0.0025000000000000001,4,19,0.02375,2.7846599444065191e-05,80901699.43749474
0.0025000000000000001,4,20,0.025000000000000001,2.9312209941121253e-05,80901699.43749474
0.0025000000000000001,4,21,0.026249999999999999,3.0777820438177316e-05,80901699.43749474
0.0025000000000000001,4,22,0.0275,3.2243430935233383e-05,80901699.43749474
0.0025000000000000001,4,23,0.028750000000000001,3.3709041432289449e-05,80901699.43749474
0.0025000000000000001,4,24,0.029999999999999999,3.5174651929345515e-05,80901699.43749474
0.0025000000000000001,4,25,0.03125,3.6640262426401581e-05,80901699.43749474
0.0025000000000000001,4,26,0.032500000000000001,3.8105872923457647e-05,80901699.43749474
0.0025000000000000001,4,27,0.033750000000000002,3.9571483420513714e-05,80901699.43749474
0.0025000000000000001,4,28,0.035000000000000003,4.103709391756978e-05,80901699.43749474
0.0025000000000000001,4,29,0.036249999999999998,4.2502704414625846e-05,80901699.43749474
0.0025000000000000001,4,30,0.037499999999999999,4.3968314911681912e-05,80901699.43749474
0.0025000000000000001,4,31,0.03875,4.5433925408737979e-05,80901699.43749474
0.0025000000000000001,4,32,0.040000000000000001,4.6899535905794045e-05,80901699.43749474
0.0025000000000000001,4,33,0.041250000000000002,4.8365146402850104e-05,80901699.43749474
0.0025000000000000001,4,34,0.042500000000000003,4.9830756899906171e-05,80901699.43749474
0.0025000000000000001,4,35,0.043750000000000004,5.1296367396962237e-05,80901699.43749474
0.0025000000000000001,4,36,0.044999999999999998,5.2761977894018303e-05,80901699.43749474
0.0025000000000000001,4,37,0.046249999999999999,5.4227588391074369e-05,80901699.43749474
0.0025000000000000001,4,38,0.047500000000000001,5.5693198888130435e-05,80901699.43749474
0.0025000000000000001,4,39,0.048750000000000002,5.7158809385186502e-05,80901699.43749474
0.0025000000000000001,4,40,0.050000000000000003,5.8624419882242568e-05,80901699.43749474
0.0031250000000000002,5,0,0,0,88268343.23650898
0.0031250000000000002,5,1,0.00125,1.5990641890671872e-06,88268343.23650898
0.0031250000000000002,5,2,0.0025000000000000001,3.1981283781343743e-06,88268343.23650898
0.0031250000000000002,5,3,0.0037499999999999999,4.7971925672015619e-06,88268343.23650898
0.0031250000000000002,5,4,0.0050000000000000001,6.3962567562687495e-06,88268343.23650898
0.0031250000000000002,5,5,0.0062500000000000003,7.9953209453359362e-06,88268343.23650898
0.0031250000000000002,5,6,0.0074999999999999997,9.5943851344031238e-06,88268343.23650898
0.0031250000000000002,5,7,0.0087500000000000008,1.1193449323470311e-05,88268343.23650898
0.0031250000000000002,5,8,0.01,1.2792513512537501e-05,88268343.23650898
0.0031250000000000002,5,9,0.01125,1.4391577701604692e-05,88268343.23650898
0.0031250000000000002,5,10,0.012500000000000001,1.5990641890671883e-05,88268343.23650898
0.0031250000000000002,5,11,0.01375,1.7589706079739074e-05,88268343.23650898
0.0031250000000000002,5,12,0.014999999999999999,1.9188770268806265e-05,88268343.23650898
0.0031250000000000002,5,13,0.016250000000000001,2.0787834457873456e-05,88268343.23650898
0.0031250000000000002,5,14,0.017500000000000002,2.2386898646940646e-05,88268343.23650898
0.0031250000000000002,5,15,0.018749999999999999,2.3985962836007837e-05,88268343.23650898
0.0031250000000000002,5,16,0.02,2.5585027025075028e-05,88268343.23650898
0.0031250000000000002,5,17,0.021250000000000002,2.7184091214142223e-05,88268343.23650898
0.0031250000000000002,5,18,0.022499999999999999,2.8783155403209417e-05,88268343.23650898
0.0031250000000000002,5,19,0.02375,3.0382219592276608e-05,88268343.23650898
0.0031250000000000002,5,20,0.025000000000000001,3.1981283781343799e-05,88268343.23650898
0.0031250000000000002,5,21,0.026249999999999999,3.358034797041099e-05,88268343.23650898
0.0031250000000000002,5,22,0.0275,3.5179412159478181e-05,88268343.23650898
0.0031250000000000002,5,23,0.028750000000000001,3.6778476348545372e-05,88268343.23650898
0.0031250000000000002,5,24,0.029999999999999999,3.8377540537612563e-05,88268343.23650898
0.0031250000000000002,5,25,0.03125,3.9976604726679761e-05,88268343.23650898
0.0031250000000000002,5,26,0.032500000000000001,4.1575668915746952e-05,88268343.23650898
0.0031250000000000002,5,27,0.033750000000000002,4.3174733104814143e-05,88268343.23650898
0.0031250000000000002,5,28,0.035000000000000003,4.477379729388134e-05,88268343.23650898
0.0031250000000000002,5,29,0.036249999999999998,4.6372861482948531e-05,88268343.23650898
0.0031250000000000002,5,30,0.037499999999999999,4.7971925672015729e-05,88268343.23650898
0.0031250000000000002,5,31,0.03875,4.9570989861082927e-05,88268343.23650898
0.0031250000000000002,5,32,0.040000000000000001,5.1170054050150118e-05,88268343.23650898
0.0031250000000000002,5,33,0.041250000000000002,5.2769118239217309e-05,88268343.23650898
0.0031250000000000002,5,34,0.042500000000000003,5.43681824282845e-05,88268343.23650898
0.0031250000000000002,5,35,0.043750000000000004,5.5967246617351691e-05,88268343.23650898
0.0031250000000000002,5,36,0.044999999999999998,5.7566310806418882e-05,88268343.23650898
0.0031250000000000002,5,37,0.046249999999999999,5.9165374995486079e-05,88268343.23650898
0.0031250000000000002,5,38,0.047500000000000001,6.0764439184553277e-05,88268343.23650898
0.0031250000000000002,5,39,0.048750000000000002,6.2363503373620468e-05,88268343.23650898
0.0031250000000000002,5,40,0.050000000000000003,6.3962567562687666e-05,88268343.23650898
0.0037499999999999999,6,0,0,0,95399049.973954678
0.0037499999999999999,6,1,0.00125,1.7282436589484507e-06,95399049.973954678
0.0037499999999999999,6,2,0.0025000000000000001,3.4564873178969015e-06,95399049.973954678
0.0037499999999999999,6,3,0.0037499999999999999,5.1847309768453527e-06,95399049.973954678
0.0037499999999999999,6,4,0.0050000000000000001,6.912974635793803e-06,95399049.973954678
0.0037499999999999999,6,5,0.0062500000000000003,8.6412182947422533e-06,95399049.973954678
0.0037499999999999999,6,6,0.0074999999999999997,1.0369461953690704e-05,95399049.973954678
0.0037499999999999999,6,7,0.0087500000000000008,1.2097705612639154e-05,95399049.973954678
0.0037499999999999999,6,8,0.01,1.3825949271587606e-05,95399049.973954678
0.0037499999999999999,6,9,0.01125,1.555419293053606e-05,95399049.973954678
0.0037499999999999999,6,10,0.012500000000000001,1.7282436589484513e-05,95399049.973954678
0.0037499999999999999,6,11,0.01375,1.9010680248432967e-05,95399049.973954678
0.0037499999999999999,6,12,0.014999999999999999,2.0738923907381421e-05,95399049.973954678
0.0037499999999999999,6,13,0.016250000000000001,2.2467167566329875e-05,95399049.973954678
0.0037499999999999999,6,14,0.017500000000000002,2.4195411225278328e-05,95399049.973954678
0.0037499999999999999,6,15,0.018749999999999999,2.5923654884226782e-05,95399049.973954678
0.0037499999999999999,6,16,0.02,2.7651898543175239e-05,95399049.973954678
0.0037499999999999999,6,17,0.021250000000000002,2.9380142202123696e-05,95399049.973954678
0.0037499999999999999,6,18,0.022499999999999999,3.1108385861072153e-05,95399049.973954678
0.0037499999999999999,6,19,0.02375,3.2836629520020607e-05,95399049.973954678
0.0037499999999999999,6,20,0.025000000000000001,3.4564873178969061e-05,95399049.973954678
0.0037499999999999999,6,21,0.026249999999999999,3.6293116837917514e-05,95399049.973954678
0.0037499999999999999,6,22,0.0275,3.8021360496865968e-05,95399049.973954678
0.0037499999999999999,6,23,0.028750000000000001,3.9749604155814422e-05,95399049.973954678
0.0037499999999999999,6,24,0.029999999999999999,4.1477847814762876e-05,95399049.973954678
0.0037499999999999999,6,25,0.03125,4.3206091473711336e-05,95399049.973954678
0.0037499999999999999,6,26,0.032500000000000001,4.4934335132659797e-05,95399049.973954678
0.0037499999999999999,6,27,0.033750000000000002,4.666257879160825e-05,95399049.973954678
0.0037499999999999999,6,28,0.035000000000000003,4.8390822450556711e-05,95399049.973954678
0.0037499999999999999,6,29,0.036249999999999998,5.0119066109505171e-05,95399049.973954678
0.0037499999999999999,6,30,0.037499999999999999,5.1847309768453632e-05,95399049.973954678
0.0037499999999999999,6,31,0.03875,5.3575553427402092e-05,95399049.973954678
0.0037499999999999999,6,32,0.040000000000000001,5.5303797086350546e-05,95399049.973954678
0.0037499999999999999,6,33,0.041250000000000002,5.7032040745299e-05,95399049.973954678
0.0037499999999999999,6,34,0.042500000000000003,5.8760284404247453e-05,95399049.973954678
0.0037499999999999999,6,35,0.043750000000000004,6.0488528063195907e-05,95399049.973954678
0.0037499999999999999,6,36,0.044999999999999998,6.2216771722144361e-05,95399049.973954678
0.0037499999999999999,6,37,0.046249999999999999,6.3945015381092814e-05,95399049.973954678
0.0037499999999999999,6,38,0.047500000000000001,6.5673259040041268e-05,95399049.973954678
0.0037499999999999999,6,39,0.048750000000000002,6.7401502698989722e-05,95399049.973954678
0.0037499999999999999,6,40,0.050000000000000003,6.9129746357938176e-05,95399049.973954678
0.0043749999999999995,7,0,0,0,102249856.47159487
0.0043749999999999995,7,1,0.00125,1.8523524723114962e-06,102249856.47159487
0.0043749999999999995,7,2,0.0025000000000000001,3.7047049446229923e-06,102249856.47159487
0.0043749999999999995,7,3,0.0037499999999999999,5.5570574169344885e-06,102249856.47159487
0.0043749999999999995,7,4,0.0050000000000000001,7.4094098892459846e-06,102249856.47159487
0.0043749999999999995,7,5,0.0062500000000000003,9.26176236155748e-06,102249856.47159487
0.0043749999999999995,7,6,0.0074999999999999997,1.1114114833868975e-05,102249856.47159487
0.0043749999999999995,7,7,0.0087500000000000008,1.2966467306180472e-05,102249856.47159487
0.0043749999999999995,7,8,0.01,1.4818819778491969e-05,102249856.47159487
0.0043749999999999995,7,9,0.01125,1.6671172250803468e-05,102249856.47159487
0.0043749999999999995,7,10,0.012500000000000001,1.8523524723114967e-05,102249856.47159487
0.0043749999999999995,7,11,0.01375,2.0375877195426465e-05,102249856.47159487
0.0043749999999999995,7,12,0.014999999999999999,2.2228229667737964e-05,102249856.47159487
0.0043749999999999995,7,13,0.016250000000000001,2.4080582140049463e-05,102249856.47159487
0.0043749999999999995,7,14,0.017500000000000002,2.5932934612360962e-05,102249856.47159487
0.0043749999999999995,7,15,0.018749999999999999,2.778528708467246e-05,102249856.47159487
0.0043749999999999995,7,16,0.02,2.9637639556983962e-05,102249856.47159487
0.0043749999999999995,7,17,0.021250000000000002,3.1489992029295464e-05,102249856.47159487
0.0043749999999999995,7,18,0.022499999999999999,3.334234450160697e-05,102249856.47159487
0.0043749999999999995,7,19,0.02375,3.5194696973918469e-05,102249856.47159487
0.0043749999999999995,7,20,0.025000000000000001,3.7047049446229967e-05,102249856.47159487
0.0043749999999999995,7,21,0.026249999999999999,3.8899401918541466e-05,102249856.47159487
0.0043749999999999995,7,22,0.0275,4.0751754390852965e-05,102249856.47159487
0.0043749999999999995,7,23,0.028750000000000001,4.260410686316447e-05,102249856.47159487
0.0043749999999999995,7,24,0.029999999999999999,4.4456459335475969e-05,102249856.47159487
0.0043749999999999995,7,25,0.03125,4.6308811807787474e-05,102249856.47159487
0.0043749999999999995,7,26,0.032500000000000001,4.816116428009898e-05,102249856.47159487
0.0043749999999999995,7,27,0.033750000000000002,5.0013516752410485e-05,102249856.47159487
0.0043749999999999995,7,28,0.035000000000000003,5.1865869224721991e-05,102249856.47159487
0.0043749999999999995,7,29,0.036249999999999998,5.3718221697033496e-05,102249856.47159487
0.0043749999999999995,7,30,0.037499999999999999,5.5570574169345002e-05,102249856.47159487
0.0043749999999999995,7,31,0.03875,5.7422926641656507e-05,102249856.47159487
0.0043749999999999995,7,32,0.040000000000000001,5.9275279113968006e-05,102249856.47159487
0.0043749999999999995,7,33,0.041250000000000002,6.1127631586279505e-05,102249856.47159487
0.0043749999999999995,7,34,0.042500000000000003,6.297998405859101e-05,102249856.47159487
0.0043749999999999995,7,35,0.043750000000000004,6.4832336530902516e-05,102249856.47159487
0.0043749999999999995,7,36,0.044999999999999998,6.6684689003214021e-05,102249856.47159487
0.0043749999999999995,7,37,0.046249999999999999,6.8537041475525527e-05,102249856.47159487
0.0043749999999999995,7,38,0.047500000000000001,7.0389393947837032e-05,102249856.47159487
0.0043749999999999995,7,39,0.048750000000000002,7.2241746420148538e-05,102249856.47159487
0.0043749999999999995,7,40,0.050000000000000003,7.4094098892460043e-05,102249856.47159487
0.0050000000000000001,8,0,0,0,108778525.22924732
0.0050000000000000001,8,1,0.00125,1.9706254570515751e-06,108778525.22924732
0.0050000000000000001,8,2,0.0025000000000000001,3.9412509141031503e-06,108778525.22924732
0.0050000000000000001,8,3,0.0037499999999999999,5.9118763711547259e-06,108778525.22924732
0.0050000000000000001,8,4,0.0050000000000000001,7.8825018282063006e-06,108778525.22924732
0.0050000000000000001,8,5,0.0062500000000000003,9.8531272852578753e-06,108778525.22924732
0.0050000000000000001,8,6,0.0074999999999999997,1.182375274230945e-05,108778525.22924732
0.0050000000000000001,8,7,0.0087500000000000008,1.3794378199361026e-05,108778525.22924732
0.0050000000000000001,8,8,0.01,1.5765003656412605e-05,108778525.22924732
0.0050000000000000001,8,9,0.01125,1.7735629113464183e-05,108778525.22924732
0.0050000000000000001,8,10,0.012500000000000001,1.9706254570515764e-05,108778525.22924732
0.0050000000000000001,8,11,0.01375,2.1676880027567342e-05,108778525.22924732
0.0050000000000000001,8,12,0.014999999999999999,2.3647505484618924e-05,108778525.22924732
0.0050000000000000001,8,13,0.016250000000000001,2.5618130941670502e-05,108778525.22924732
0.0050000000000000001,8,14,0.017500000000000002,2.758875639872208e-05,108778525.22924732
0.0050000000000000001,8,15,0.018749999999999999,2.9559381855773661e-05,108778525.22924732
0.0050000000000000001,8,16,0.02,3.1530007312825243e-05,108778525.22924732
0.0050000000000000001,8,17,0.021250000000000002,3.3500632769876828e-05,108778525.22924732
0.0050000000000000001,8,18,0.022499999999999999,3.5471258226928413e-05,108778525.22924732
0.0050000000000000001,8,19,0.02375,3.7441883683979991e-05,108778525.22924732
0.0050000000000000001,8,20,0.025000000000000001,3.9412509141031569e-05,108778525.22924732
0.0050000000000000001,8,21,0.026249999999999999,4.1383134598083147e-05,108778525.22924732
0.0050000000000000001,8,22,0.0275,4.3353760055134732e-05,108778525.22924732
