cutoff_L0,path,fraction,lambda_min,lambda_mid,lambda_max
8.0,GK,0.5388235294117647,12.940751228805345,60.06245301663575,63.753213147515936
8.0,GK,0.5964705882352941,16.37277092454026,80.59241531096654,84.3712374445682
8.0,GK,0.6541176470588236,20.097664566855144,98.36428640848152,110.15738569040246
8.0,GK,0.711764705882353,24.054766806932676,116.3452703198002,134.21758834591583
8.0,GK,0.7694117647058824,28.196073519741496,133.8676974721692,153.45680760866853
8.0,GK,0.8270588235294118,32.485147135855414,150.43787550338942,165.44526423581578
8.0,GK,0.8847058823529412,36.88674007161687,165.80569112997512,168.80297633154626
8.0,GK,0.9423529411764706,41.349238408694674,163.39587649138423,179.95215420121892
8.0,GK,1.0,45.784890126756395,150.34507567617894,192.98656430435796
12.0,GX,0.02,0.04307939576281941,0.0430793957628196,0.06964478902042293
12.0,GX,0.07764705882352942,0.6482017656253715,0.648201765625376,1.0049382922246244
12.0,GX,0.13529411764705881,1.961137159756554,1.961137159756565,2.810757155125714
12.0,GX,0.19294117647058823,3.9683050872240417,3.9683050872240653,5.253211723068346
12.0,GX,0.25058823529411767,6.649656815899818,6.649656815899835,8.577414336336892
12.0,GX,0.30823529411764705,9.978738813233777,9.978738813233795,13.767212828018037
12.0,GX,0.3658823529411765,13.921012950123842,13.921012950123908,22.341780829959458
12.0,GX,0.42352941176470593,18.429229703675063,18.42922970367516,35.769817556696395
12.0,GX,0.4811764705882353,23.43577230649604,23.435772306496137,54.80450042953276
12.0,GX,0.5388235294117647,28.842550257269146,28.842550257269206,79.06616406495152
12.0,GX,0.5964705882352941,34.51065030550151,34.51065030550159,107.04234453593307
12.0,GX,0.6541176470588236,40.252912415946014,40.25291241594616,136.46436080323457
12.0,GX,0.711764705882353,45.83333432934339,45.833334329343444,164.86576276176902
12.0,GX,0.7694117647058824,50.9763907335401,50.976390733540356,190.09410188870606
12.0,GX,0.8270588235294118,55.387591373058925,55.387591373059166,210.6143662963741
12.0,GX,0.8847058823529412,58.78359002861103,58.78359002861136,225.55744132243348
12.0,GX,0.9423529411764706,60.927186885515724,60.927186885516065,234.56894442324784
12.0,GX,1.0,61.660237656865164,61.66023765686555,237.57262416684665
12.0,GL,0.02,0.015091691908422303,0.015091691908422371,0.08658361792517252
12.0,GL,0.07764705882352942,0.22787711417831263,0.2278771141783134,1.2503102264780979
12.0,GL,0.13529411764705881,0.6945289093551866,0.6945289093551904,3.4670795343005825
12.0,GL,0.19294117647058823,1.4201565561674658,1.4201565561674683,6.196568261172829
12.0,GL,0.25058823529411767,2.4094692704230662,2.40946927042307,9.01539306627035
12.0,GL,0.30823529411764705,3.6629355020433785,3.662935502043391,11.922542251032224
12.0,GL,0.3658823529411765,5.172847297038426,5.17284729703844,15.45104827205861
12.0,GL,0.42352941176470593,6.919289351302847,6.9192893513028775,20.533369960639625
12.0,GL,0.4811764705882353,8.866974920999885,8.866974920999896,28.181268614825306
12.0,GL,0.5388235294117647,10.963478697074699,10.963478697074736,39.11229849774636
12.0,GL,0.5964705882352941,13.139292256290009,13.139292256290059,53.459828388622036
12.0,GL,0.6541176470588236,15.310047955463995,15.310047955464123,70.65280943580173
12.0,GL,0.711764705882353,17.38080911725198,17.38080911725203,89.48170698606533
12.0,GL,0.7694117647058824,19.25220661037384,19.252206610373936,108.30566875066978
12.0,GL,0.8270588235294118,20.827814965881945,20.82781496588196,125.32714345966805
12.0,GL,0.8847058823529412,22.02200662006064,22.0220066200608,138.862666934005
12.0,GL,0.9423529411764706,22.767366681096174,22.767366681096227,147.56259273103177
12.0,GL,1.0,23.020766386688596,23.02076638668865,150.56164266068026
12.0,GK,0.02,0.009737308562730347,0.048562992444160236,0.11672704666605088
12.0,GK,0.07764705882352942,0.1511073494536944,0.7514453408479201,1.6314916734401834
12.0,GK,0.13529411764705881,0.4868935173217365,2.4069984899609045,4.217470766673454
12.0,GK,0.19294117647058823,1.0728488424284377,5.26855455659806,6.833035885823529
12.0,GK,0.25058823529411767,1.9790540686821467,9.045964481702637,9.671774043702499
12.0,GK,0.30823529411764705,3.2741414166378937,11.61859940561818,15.970969028694165
12.0,GK,0.3658823529411765,5.0099494411353085,16.354094983793864,24.464004936006813
12.0,GK,0.42352941176470593,7.210280605970036,25.317399038276406,35.31656265108897
12.0,GK,0.4811764705882353,9.866328502237764,39.88149225747442,48.49919150322653
12.0,GK,0.5388235294117647,12.939670424251428,60.06139088153581,63.75213593666002
12.0,GK,0.5964705882352941,16.37168966787066,80.59135157175669,84.3701373307382
12.0,GK,0.6541176470588236,20.096575918079274,98.36321728699397,110.15634988171891
12.0,GK,0.711764705882353,24.053697617487718,116.34420154769826,134.2165076483847
12.0,GK,0.7694117647058824,28.195006798519962,133.86662161167212,153.45573150844805
12.0,GK,0.8270588235294118,32.484059643178526,150.43679327602086,165.44422817384802
12.0,GK,0.8847058823529412,36.88565738521109,165.8046238283831,168.80186955704244
12.0,GK,0.9423529411764706,41.34816119099441,163.39480317406665,179.95109847669212
12.0,GK,1.0,45.78380994372677,150.34404338249192,192.98552579389474
