cutoff_L0,path,fraction,lambda_min,lambda_mid,lambda_max
8.0,GX,0.02,0.04312379396736186,0.04312379396736205,0.06990953417413628
8.0,GX,0.07764705882352942,0.6487751814283232,0.6487751814283271,1.0070198683152538
8.0,GX,0.13529411764705881,1.9622634358681506,1.9622634358681594,2.812098872214011
8.0,GX,0.19294117647058823,3.9694422994479504,3.969442299447972,5.253874527211717
8.0,GX,0.25058823529411767,6.650681431126327,6.650681431126344,8.57865438664276
8.0,GX,0.30823529411764705,9.979812621821047,9.979812621821072,13.768322181784665
8.0,GX,0.3658823529411765,13.922108813213523,13.922108813213598,22.342731362749838
8.0,GX,0.42352941176470593,18.430300375236403,18.4303003752365,35.77094989688672
8.0,GX,0.4811764705882353,23.436844849550585,23.436844849550678,54.80561255466692
8.0,GX,0.5388235294117647,28.843620675986415,28.843620675986532,79.06716079542304
8.0,GX,0.5964705882352941,34.51169836384341,34.51169836384348,107.04343584419509
8.0,GX,0.6541176470588236,40.25396629688359,40.25396629688374,136.46546011361795
8.0,GX,0.711764705882353,45.83439613079793,45.834396130798055,164.86681615794527
8.0,GX,0.7694117647058824,50.97744181361777,50.97744181361793,190.09518085737614
8.0,GX,0.8270588235294118,55.38863187890385,55.38863187890401,210.61546136396976
8.0,GX,0.8847058823529412,58.78463153480492,58.784631534805136,225.5584963996551
8.0,GX,0.9423529411764706,60.9282275917578,60.92822759175823,234.57002222743608
8.0,GX,1.0,61.66127841322233,61.66127841322259,237.57372318652625
8.0,GL,0.02,0.015124025038711327,0.015124025038711335,0.08678644226748489
8.0,GL,0.07764705882352942,0.22831602523293373,0.22831602523293437,1.2521904746272843
8.0,GL,0.13529411764705881,0.695515118677208,0.6955151186772105,3.4688962802472325
8.0,GL,0.19294117647058823,1.4213337489514704,1.4213337489514741,6.197249578275753
8.0,GL,0.25058823529411767,2.410538141095644,2.410538141095649,9.016303146565878
8.0,GL,0.30823529411764705,3.6639725923683675,3.663972592368376,11.923845366577787
8.0,GL,0.3658823529411765,5.173937227718481,5.173937227718481,15.452121644153396
8.0,GL,0.42352941176470593,6.920377854275843,6.920377854275847,20.53431762276199
8.0,GL,0.4811764705882353,8.868026954073455,8.868026954073475,28.18237449844741
8.0,GL,0.5388235294117647,10.964536116277442,10.96453611627749,39.11342314722407
8.0,GL,0.5964705882352941,13.140380140947611,13.140380140947643,53.46082866162253
8.0,GL,0.6541176470588236,15.311137196658683,15.311137196658786,70.65386910421478
8.0,GL,0.711764705882353,17.381895127561542,17.38189512756167,89.48283231587291
8.0,GL,0.7694117647058824,19.253302483056718,19.253302483056792,108.30671424543544
8.0,GL,0.8270588235294118,20.828910252763364,20.828910252763453,125.32816543520065
8.0,GL,0.8847058823529412,22.02309314847502,22.023093148475088,138.86375532003274
8.0,GL,0.9423529411764706,22.76845951496078,22.76845951496082,147.56366989976544
8.0,GL,1.0,23.021868937820255,23.021868937820273,150.5626714988854
8.0,GK,0.02,0.009784873268642384,0.048612882428110224,0.11702546205441572
8.0,GK,0.07764705882352942,0.15171552170117322,0.7520751749023179,1.6336409767753777
8.0,GK,0.13529411764705881,0.48803101745583116,2.4081576511259635,4.218588203289061
8.0,GK,0.19294117647058823,1.0739430848766949,5.2696574009287485,6.8337986455965485
8.0,GK,0.25058823529411767,1.9800722986222428,9.047271995219486,9.672806595633151
8.0,GK,0.30823529411764705,3.2752027105056105,11.619620489605179,15.972058008985433
8.0,GK,0.3658823529411765,5.010993474378358,16.355086325309742,24.46507028105622
8.0,GK,0.42352941176470593,7.211322237932151,25.31855759689668,35.317606840817135
8.0,GK,0.4811764705882353,9.867411228690155,39.882528326548055,48.50027147584188
