model,forward_J_m2,reverse_J_m2,fault_J_m2,endpoint_energy_low,endpoint_energy_high
old_candidate,0.17323796988051712,0.046437801318015386,0.12680016856250176,1.9737528090387553e-15,0.0562108457311987
best_feasible_same_family,0.1660059129550157,0.013650025470373752,0.152355887484642,1.0844813953660442e-15,0.06753976264169904
