model,C11_GPa,C12_GPa,C44_GPa,bulk_modulus_GPa,normal_stress_GPa
old_candidate,87.8161695580635,64.8326341444574,49.27104857203212,72.49381261565944,-2.5705543276335892e-14
best_feasible_same_family,85.22280364424729,64.16294502280866,52.620121345571114,71.18289789662154,-5.1411086552671784e-14
