run,index,singular_value,exact_rows,condition_number,active_inequality_cones_imposed,statistical_confidence_claimed
baseline,0,3322.731606368012,5,177.9678169187331,False,False
baseline,1,822.1137099250376,5,177.9678169187331,False,False
baseline,2,147.48656140303893,5,177.9678169187331,False,False
baseline,3,130.00394081951416,5,177.9678169187331,False,False
baseline,4,76.68456261284285,5,177.9678169187331,False,False
baseline,5,37.690979318976744,5,177.9678169187331,False,False
baseline,6,23.548790015217257,5,177.9678169187331,False,False
baseline,7,18.670407177525238,5,177.9678169187331,False,False
fixed_saturated_reprofile,0,1499.614768259609,7,876557.6567472222,False,False
fixed_saturated_reprofile,1,319.52322442144737,7,876557.6567472222,False,False
fixed_saturated_reprofile,2,148.48775511370388,7,876557.6567472222,False,False
fixed_saturated_reprofile,3,70.07242453027024,7,876557.6567472222,False,False
fixed_saturated_reprofile,4,26.010642262500365,7,876557.6567472222,False,False
fixed_saturated_reprofile,5,1.0681950815255798,7,876557.6567472222,False,False
fixed_saturated_reprofile,6,0.0017107999191113806,7,876557.6567472222,False,False
positive_pair_refinement,0,642.6946595649333,7,122.53120990672736,False,False
positive_pair_refinement,1,78.75241263940153,7,122.53120990672736,False,False
positive_pair_refinement,2,21.600643864982153,7,122.53120990672736,False,False
positive_pair_refinement,3,17.899725303710092,7,122.53120990672736,False,False
positive_pair_refinement,4,14.87066905782361,7,122.53120990672736,False,False
positive_pair_refinement,5,7.647534209865683,7,122.53120990672736,False,False
positive_pair_refinement,6,5.24515068490846,7,122.53120990672736,False,False
saturated,0,729.9562990300606,5,146.43778019328252,False,False
saturated,1,140.5910854317613,5,146.43778019328252,False,False
saturated,2,65.1986316784115,5,146.43778019328252,False,False
saturated,3,21.61340272278901,5,146.43778019328252,False,False
saturated,4,17.89020319846892,5,146.43778019328252,False,False
saturated,5,8.284283261325298,5,146.43778019328252,False,False
saturated,6,6.768076895289037,5,146.43778019328252,False,False
saturated,7,6.018883896343397,5,146.43778019328252,False,False
saturated,8,4.9847539211984415,5,146.43778019328252,False,False
