radius_over_L0,energy_eV_per_row_period,site_count,inside_free_disk
1.0,0.35606043985745667,4,True
1.5,0.6077455024633996,10,True
2.0,0.726980912479986,18,True
2.5,0.7652715569498957,30,True
3.0,0.766229069256847,40,True
3.5,0.750687521581147,56,True
4.0,0.7458428301604383,72,True
