span_um,loading_axis,static_step,axial_stress_MPa,signed_area_m2,axial_slip_strain,forward_area_m2,backward_area_m2,gross_area_m2,area_balance_residual_m2,work_identity_max_residual_J,physical_hold_performed,residual_plasticity_certified
0.2,110,1,18.85687562573797,2.7118130371472837e-15,3.9630920295657056e-07,2.7118130371472837e-15,0.0,2.7118130371472837e-15,0.0,6.162975822039155e-33,False,False
0.2,110,2,37.71375125147594,5.168725366855667e-15,7.553667610488457e-07,5.168725366855667e-15,0.0,5.168725366855667e-15,0.0,6.162975822039155e-33,False,False
0.2,110,3,56.5706268772139,7.743525804631044e-15,1.1316526979069507e-06,7.743525804631044e-15,0.0,7.743525804631044e-15,0.0,6.162975822039155e-33,False,False
0.2,110,4,75.42750250295188,1.1191063268069023e-14,1.6354819831792513e-06,1.1191063268069023e-14,0.0,1.1191063268069023e-14,0.0,6.162975822039155e-33,False,False
0.2,110,5,37.71375125147594,5.168725366855667e-15,7.553667610488457e-07,1.1191063268069023e-14,6.022337901213357e-15,1.721340116928238e-14,0.0,6.162975822039155e-33,False,False
0.2,110,6,0.0,0.0,0.0,1.1191063268069023e-14,1.1191063268069023e-14,2.2382126536138047e-14,0.0,6.162975822039155e-33,False,False
0.2,110,7,-37.71375125147594,-5.168725366855667e-15,-7.553667610488457e-07,1.1191063268069023e-14,1.635978863492469e-14,2.7550851902993713e-14,7.888609052210118e-31,6.162975822039155e-33,False,False
0.2,110,8,-75.42750250295188,-1.1191063268069023e-14,-1.6354819831792513e-06,1.1191063268069023e-14,2.2382126536138047e-14,3.357318980420707e-14,0.0,6.162975822039155e-33,False,False
0.2,110,9,-37.71375125147594,-5.168725366855667e-15,-7.553667610488457e-07,1.721340116928238e-14,2.2382126536138047e-14,3.959552770542043e-14,7.888609052210118e-31,6.162975822039155e-33,False,False
0.2,110,10,0.0,0.0,0.0,2.2382126536138047e-14,2.2382126536138047e-14,4.4764253072276094e-14,0.0,6.162975822039155e-33,False,False
0.2,110,11,0.0,0.0,0.0,2.2382126536138047e-14,2.2382126536138047e-14,4.4764253072276094e-14,0.0,6.162975822039155e-33,False,False
0.2,110,12,18.85687562573797,2.7118130371472837e-15,3.9630920295657056e-07,2.509393957328533e-14,2.2382126536138047e-14,4.747606610942338e-14,0.0,6.162975822039155e-33,False,False
0.2,110,13,37.71375125147594,5.168725366855667e-15,7.553667610488457e-07,2.7550851902993713e-14,2.2382126536138047e-14,4.9932978439131756e-14,-7.888609052210118e-31,6.162975822039155e-33,False,False
0.2,110,14,56.5706268772139,7.743525804631044e-15,1.1316526979069507e-06,3.012565234076909e-14,2.2382126536138047e-14,5.250777887690714e-14,1.5777218104420236e-30,6.162975822039155e-33,False,False
0.2,110,15,75.42750250295188,1.1191063268069023e-14,1.6354819831792513e-06,3.3573189804207073e-14,2.2382126536138047e-14,5.595531634034512e-14,3.1554436208840472e-30,6.162975822039155e-33,False,False
0.2,110,16,37.71375125147594,5.168725366855667e-15,7.553667610488457e-07,3.3573189804207073e-14,2.8404464437351404e-14,6.197765424155848e-14,2.3665827156630354e-30,6.162975822039155e-33,False,False
0.2,110,17,0.0,0.0,0.0,3.3573189804207073e-14,3.3573189804207073e-14,6.714637960841415e-14,0.0,6.162975822039155e-33,False,False
0.2,110,18,-37.71375125147594,-5.168725366855667e-15,-7.553667610488457e-07,3.3573189804207073e-14,3.874191517106274e-14,7.231510497526981e-14,-2.3665827156630354e-30,6.162975822039155e-33,False,False
0.2,110,19,-75.42750250295188,-1.1191063268069023e-14,-1.6354819831792513e-06,3.3573189804207073e-14,4.47642530722761e-14,7.833744287648317e-14,-3.1554436208840472e-30,6.162975822039155e-33,False,False
0.2,110,20,-37.71375125147594,-5.168725366855667e-15,-7.553667610488457e-07,3.959552770542043e-14,4.47642530722761e-14,8.435978077769654e-14,-2.3665827156630354e-30,6.162975822039155e-33,False,False
0.2,110,21,0.0,0.0,0.0,4.47642530722761e-14,4.47642530722761e-14,8.95285061445522e-14,0.0,6.162975822039155e-33,False,False
0.2,110,22,0.0,0.0,0.0,4.47642530722761e-14,4.47642530722761e-14,8.95285061445522e-14,0.0,6.162975822039155e-33,False,False
0.2,110,23,18.85687562573797,2.7118130371472837e-15,3.9630920295657056e-07,4.747606610942338e-14,4.47642530722761e-14,9.224031918169947e-14,-3.1554436208840472e-30,6.162975822039155e-33,False,False
0.2,110,24,37.71375125147594,5.168725366855667e-15,7.553667610488457e-07,4.993297843913176e-14,4.47642530722761e-14,9.469723151140786e-14,-3.944304526105059e-30,6.162975822039155e-33,False,False
0.2,110,25,56.5706268772139,7.743525804631044e-15,1.1316526979069507e-06,5.250777887690714e-14,4.47642530722761e-14,9.727203194918323e-14,-4.733165431326071e-30,6.162975822039155e-33,False,False
0.2,110,26,75.42750250295188,1.1191063268069023e-14,1.6354819831792513e-06,5.595531634034512e-14,4.47642530722761e-14,1.0071956941262123e-13,-3.1554436208840472e-30,6.162975822039155e-33,False,False
0.2,110,27,37.71375125147594,5.168725366855667e-15,7.553667610488457e-07,5.595531634034512e-14,5.078659097348946e-14,1.0674190731383458e-13,-3.944304526105059e-30,6.162975822039155e-33,False,False
0.2,110,28,0.0,0.0,0.0,5.595531634034512e-14,5.5955316340345126e-14,1.1191063268069024e-13,-6.310887241768095e-30,6.162975822039155e-33,False,False
0.2,110,29,-37.71375125147594,-5.168725366855667e-15,-7.553667610488457e-07,5.595531634034512e-14,6.11240417072008e-14,1.1707935804754592e-13,-8.67746995743113e-30,6.162975822039155e-33,False,False
0.2,110,30,-75.42750250295188,-1.1191063268069023e-14,-1.6354819831792513e-06,5.595531634034512e-14,6.714637960841415e-14,1.2310169594875928e-13,-3.1554436208840472e-30,6.162975822039155e-33,False,False
0.2,110,31,-37.71375125147594,-5.168725366855667e-15,-7.553667610488457e-07,6.197765424155847e-14,6.714637960841415e-14,1.2912403384997262e-13,-8.67746995743113e-30,6.162975822039155e-33,False,False
0.2,110,32,0.0,0.0,0.0,6.714637960841413e-14,6.714637960841415e-14,1.3429275921682827e-13,-1.262177448353619e-29,6.162975822039155e-33,False,False
0.2,111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5407439555097887e-33,False,False
0.2,111,1,28.285313438606938,2.7118130371472837e-15,2.6420613530438046e-07,2.7118130371472837e-15,0.0,2.7118130371472837e-15,0.0,1.5407439555097887e-33,False,False
0.2,111,2,56.570626877213876,5.168725366855667e-15,5.035778406992307e-07,5.168725366855667e-15,0.0,5.168725366855667e-15,0.0,1.5407439555097887e-33,False,False
0.2,111,3,84.8559403158208,7.743525804631044e-15,7.544351319379675e-07,7.743525804631044e-15,0.0,7.743525804631044e-15,0.0,1.5407439555097887e-33,False,False
0.2,111,4,113.14125375442775,1.1191063268069023e-14,1.0903213221195013e-06,1.1191063268069023e-14,0.0,1.1191063268069023e-14,0.0,1.5407439555097887e-33,False,False
0.2,111,5,56.570626877213876,5.168725366855667e-15,5.035778406992307e-07,1.1191063268069023e-14,6.022337901213357e-15,1.721340116928238e-14,0.0,1.5407439555097887e-33,False,False
0.2,111,6,0.0,0.0,0.0,1.1191063268069023e-14,1.1191063268069023e-14,2.2382126536138047e-14,0.0,1.5407439555097887e-33,False,False
0.2,111,7,-56.570626877213876,-5.168725366855667e-15,-5.035778406992307e-07,1.1191063268069023e-14,1.635978863492469e-14,2.7550851902993713e-14,7.888609052210118e-31,1.5407439555097887e-33,False,False
0.2,111,8,-113.14125375442775,-1.1191063268069023e-14,-1.0903213221195013e-06,1.1191063268069023e-14,2.2382126536138047e-14,3.357318980420707e-14,0.0,1.5407439555097887e-33,False,False
0.2,111,9,-56.570626877213876,-5.168725366855667e-15,-5.035778406992307e-07,1.721340116928238e-14,2.2382126536138047e-14,3.959552770542043e-14,7.888609052210118e-31,1.5407439555097887e-33,False,False
0.2,111,10,0.0,0.0,0.0,2.2382126536138047e-14,2.2382126536138047e-14,4.4764253072276094e-14,0.0,1.5407439555097887e-33,False,False
0.2,111,11,0.0,0.0,0.0,2.2382126536138047e-14,2.2382126536138047e-14,4.4764253072276094e-14,0.0,1.5407439555097887e-33,False,False
0.2,111,12,28.285313438606938,2.7118130371472837e-15,2.6420613530438046e-07,2.509393957328533e-14,2.2382126536138047e-14,4.747606610942338e-14,0.0,1.5407439555097887e-33,False,False
0.2,111,13,56.570626877213876,5.168725366855667e-15,5.035778406992307e-07,2.7550851902993713e-14,2.2382126536138047e-14,4.9932978439131756e-14,-7.888609052210118e-31,1.5407439555097887e-33,False,False
0.2,111,14,84.8559403158208,7.743525804631044e-15,7.544351319379675e-07,3.012565234076909e-14,2.2382126536138047e-14,5.250777887690714e-14,1.5777218104420236e-30,1.5407439555097887e-33,False,False
0.2,111,15,113.14125375442775,1.1191063268069023e-14,1.0903213221195013e-06,3.3573189804207073e-14,2.2382126536138047e-14,5.595531634034512e-14,3.1554436208840472e-30,1.5407439555097887e-33,False,False
0.2,111,16,56.570626877213876,5.168725366855667e-15,5.035778406992307e-07,3.3573189804207073e-14,2.8404464437351404e-14,6.197765424155848e-14,2.3665827156630354e-30,1.5407439555097887e-33,False,False
0.2,111,17,0.0,0.0,0.0,3.3573189804207073e-14,3.3573189804207073e-14,6.714637960841415e-14,0.0,1.5407439555097887e-33,False,False
0.2,111,18,-56.570626877213876,-5.168725366855667e-15,-5.035778406992307e-07,3.3573189804207073e-14,3.874191517106274e-14,7.231510497526981e-14,-2.3665827156630354e-30,1.5407439555097887e-33,False,False
0.2,111,19,-113.14125375442775,-1.1191063268069023e-14,-1.0903213221195013e-06,3.3573189804207073e-14,4.47642530722761e-14,7.833744287648317e-14,-3.1554436208840472e-30,1.5407439555097887e-33,False,False
0.2,111,20,-56.570626877213876,-5.168725366855667e-15,-5.035778406992307e-07,3.959552770542043e-14,4.47642530722761e-14,8.435978077769654e-14,-2.3665827156630354e-30,1.5407439555097887e-33,False,False
0.2,111,21,0.0,0.0,0.0,4.47642530722761e-14,4.47642530722761e-14,8.95285061445522e-14,0.0,1.5407439555097887e-33,False,False
0.2,111,22,0.0,0.0,0.0,4.47642530722761e-14,4.47642530722761e-14,8.95285061445522e-14,0.0,1.5407439555097887e-33,False,False
0.2,111,23,28.285313438606938,2.7118130371472837e-15,2.6420613530438046e-07,4.747606610942338e-14,4.47642530722761e-14,9.224031918169947e-14,-3.1554436208840472e-30,1.5407439555097887e-33,False,False
0.2,111,24,56.570626877213876,5.168725366855667e-15,5.035778406992307e-07,4.993297843913176e-14,4.47642530722761e-14,9.469723151140786e-14,-3.944304526105059e-30,1.5407439555097887e-33,False,False
0.2,111,25,84.8559403158208,7.743525804631044e-15,7.544351319379675e-07,5.250777887690714e-14,4.47642530722761e-14,9.727203194918323e-14,-4.733165431326071e-30,1.5407439555097887e-33,False,False
0.2,111,26,113.14125375442775,1.1191063268069023e-14,1.0903213221195013e-06,5.595531634034512e-14,4.47642530722761e-14,1.0071956941262123e-13,-3.1554436208840472e-30,1.5407439555097887e-33,False,False
0.2,111,27,56.570626877213876,5.168725366855667e-15,5.035778406992307e-07,5.595531634034512e-14,5.078659097348946e-14,1.0674190731383458e-13,-3.944304526105059e-30,1.5407439555097887e-33,False,False
0.2,111,28,0.0,0.0,0.0,5.595531634034512e-14,5.5955316340345126e-14,1.1191063268069024e-13,-6.310887241768095e-30,1.5407439555097887e-33,False,False
0.2,111,29,-56.570626877213876,-5.168725366855667e-15,-5.035778406992307e-07,5.595531634034512e-14,6.11240417072008e-14,1.1707935804754592e-13,-8.67746995743113e-30,1.5407439555097887e-33,False,False
0.2,111,30,-113.14125375442775,-1.1191063268069023e-14,-1.0903213221195013e-06,5.595531634034512e-14,6.714637960841415e-14,1.2310169594875928e-13,-3.1554436208840472e-30,1.5407439555097887e-33,False,False
0.2,111,31,-56.570626877213876,-5.168725366855667e-15,-5.035778406992307e-07,6.197765424155847e-14,6.714637960841415e-14,1.2912403384997262e-13,-8.67746995743113e-30,1.5407439555097887e-33,False,False
0.2,111,32,0.0,0.0,0.0,6.714637960841413e-14,6.714637960841415e-14,1.3429275921682827e-13,-1.262177448353619e-29,1.5407439555097887e-33,False,False
1.0,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,False,False
1.0,100,1,4.807952364335136,6.779532592868283e-14,7.926184059131498e-08,6.779532592868283e-14,0.0,6.779532592868283e-14,0.0,2.465190328815662e-32,False,False
1.0,100,2,9.615904728670271,1.2921813417139203e-13,1.510733522097696e-07,1.2921813417139203e-13,0.0,1.2921813417139203e-13,0.0,2.465190328815662e-32,False,False
1.0,100,3,14.423857093005406,1.9358814511577632e-13,2.2633053958139043e-07,1.9358814511577632e-13,0.0,1.9358814511577632e-13,0.0,2.465190328815662e-32,False,False
1.0,100,4,19.231809457340542,2.7977658170172563e-13,3.270963966358504e-07,2.7977658170172563e-13,0.0,2.7977658170172563e-13,0.0,2.465190328815662e-32,False,False
1.0,100,5,9.615904728670271,1.2921813417139203e-13,1.510733522097696e-07,2.7977658170172563e-13,1.505584475303336e-13,4.303350292320592e-13,0.0,2.465190328815662e-32,False,False
1.0,100,6,0.0,0.0,0.0,2.7977658170172563e-13,2.7977658170172563e-13,5.595531634034513e-13,0.0,2.465190328815662e-32,False,False
1.0,100,7,-9.615904728670271,-1.2921813417139203e-13,-1.510733522097696e-07,2.7977658170172563e-13,4.089947158731177e-13,6.887712975748433e-13,-2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,100,8,-19.231809457340542,-2.7977658170172563e-13,-3.270963966358504e-07,2.7977658170172563e-13,5.595531634034513e-13,8.393297451051769e-13,0.0,2.465190328815662e-32,False,False
1.0,100,9,-9.615904728670271,-1.2921813417139203e-13,-1.510733522097696e-07,4.303350292320592e-13,5.595531634034513e-13,9.898881926355105e-13,-2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,100,10,0.0,0.0,0.0,5.595531634034513e-13,5.595531634034513e-13,1.1191063268069025e-12,0.0,2.465190328815662e-32,False,False
1.0,100,11,0.0,0.0,0.0,5.595531634034513e-13,5.595531634034513e-13,1.1191063268069025e-12,0.0,2.465190328815662e-32,False,False
1.0,100,12,4.807952364335136,6.779532592868283e-14,7.926184059131498e-08,6.273484893321341e-13,5.595531634034513e-13,1.1869016527355853e-12,-2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,100,13,9.615904728670271,1.2921813417139203e-13,1.510733522097696e-07,6.887712975748432e-13,5.595531634034513e-13,1.2483244609782945e-12,-7.573064690121713e-29,2.465190328815662e-32,False,False
1.0,100,14,14.423857093005406,1.9358814511577632e-13,2.2633053958139043e-07,7.531413085192275e-13,5.595531634034513e-13,1.3126944719226788e-12,-2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,100,15,19.231809457340542,2.7977658170172563e-13,3.270963966358504e-07,8.393297451051769e-13,5.595531634034513e-13,1.398882908508628e-12,0.0,2.465190328815662e-32,False,False
1.0,100,16,9.615904728670271,1.2921813417139203e-13,1.510733522097696e-07,8.393297451051769e-13,7.101116109337848e-13,1.5494413560389616e-12,2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,100,17,0.0,0.0,0.0,8.393297451051769e-13,8.393297451051769e-13,1.6786594902103538e-12,0.0,2.465190328815662e-32,False,False
1.0,100,18,-9.615904728670271,-1.2921813417139203e-13,-1.510733522097696e-07,8.393297451051769e-13,9.68547879276569e-13,1.807877624381746e-12,-2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,100,19,-19.231809457340542,-2.7977658170172563e-13,-3.270963966358504e-07,8.393297451051769e-13,1.1191063268069025e-12,1.9584360719120795e-12,0.0,2.465190328815662e-32,False,False
1.0,100,20,-9.615904728670271,-1.2921813417139203e-13,-1.510733522097696e-07,9.898881926355105e-13,1.1191063268069025e-12,2.108994519442413e-12,7.573064690121713e-29,2.465190328815662e-32,False,False
1.0,100,21,0.0,0.0,0.0,1.1191063268069025e-12,1.1191063268069025e-12,2.238212653613805e-12,0.0,2.465190328815662e-32,False,False
1.0,100,22,0.0,0.0,0.0,1.1191063268069025e-12,1.1191063268069025e-12,2.238212653613805e-12,0.0,2.465190328815662e-32,False,False
1.0,100,23,4.807952364335136,6.779532592868283e-14,7.926184059131498e-08,1.1869016527355853e-12,1.1191063268069025e-12,2.306007979542488e-12,-2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,100,24,9.615904728670271,1.2921813417139203e-13,1.510733522097696e-07,1.2483244609782945e-12,1.1191063268069025e-12,2.367430787785197e-12,-7.573064690121713e-29,2.465190328815662e-32,False,False
1.0,100,25,14.423857093005406,1.9358814511577632e-13,2.2633053958139043e-07,1.3126944719226788e-12,1.1191063268069025e-12,2.4318007987295813e-12,-2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,100,26,19.231809457340542,2.7977658170172563e-13,3.270963966358504e-07,1.398882908508628e-12,1.1191063268069025e-12,2.5179892353155305e-12,-1.0097419586828951e-28,2.465190328815662e-32,False,False
1.0,100,27,9.615904728670271,1.2921813417139203e-13,1.510733522097696e-07,1.398882908508628e-12,1.269664774337236e-12,2.668547682845864e-12,-7.573064690121713e-29,2.465190328815662e-32,False,False
1.0,100,28,0.0,0.0,0.0,1.398882908508628e-12,1.398882908508628e-12,2.797765817017256e-12,0.0,2.465190328815662e-32,False,False
1.0,100,29,-9.615904728670271,-1.2921813417139203e-13,-1.510733522097696e-07,1.398882908508628e-12,1.52810104268002e-12,2.926983951188648e-12,7.573064690121713e-29,2.465190328815662e-32,False,False
1.0,100,30,-19.231809457340542,-2.7977658170172563e-13,-3.270963966358504e-07,1.398882908508628e-12,1.6786594902103536e-12,3.0775423987189816e-12,1.0097419586828951e-28,2.465190328815662e-32,False,False
1.0,100,31,-9.615904728670271,-1.2921813417139203e-13,-1.510733522097696e-07,1.5494413560389616e-12,1.6786594902103536e-12,3.228100846249315e-12,7.573064690121713e-29,2.465190328815662e-32,False,False
1.0,100,32,0.0,0.0,0.0,1.6786594902103536e-12,1.6786594902103536e-12,3.357318980420707e-12,0.0,2.465190328815662e-32,False,False
1.0,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.465190328815662e-32,False,False
1.0,110,1,4.807952364335137,6.779532592868283e-14,7.926184059131497e-08,6.779532592868283e-14,0.0,6.779532592868283e-14,0.0,2.465190328815662e-32,False,False
1.0,110,2,9.615904728670275,1.2921813417139203e-13,1.5107335220976956e-07,1.2921813417139203e-13,0.0,1.2921813417139203e-13,0.0,2.465190328815662e-32,False,False
1.0,110,3,14.42385709300541,1.9358814511577632e-13,2.263305395813904e-07,1.9358814511577632e-13,0.0,1.9358814511577632e-13,0.0,2.465190328815662e-32,False,False
1.0,110,4,19.23180945734055,2.7977658170172563e-13,3.2709639663585034e-07,2.7977658170172563e-13,0.0,2.7977658170172563e-13,0.0,2.465190328815662e-32,False,False
1.0,110,5,9.615904728670275,1.2921813417139203e-13,1.5107335220976956e-07,2.7977658170172563e-13,1.505584475303336e-13,4.303350292320592e-13,0.0,2.465190328815662e-32,False,False
1.0,110,6,0.0,0.0,0.0,2.7977658170172563e-13,2.7977658170172563e-13,5.595531634034513e-13,0.0,2.465190328815662e-32,False,False
1.0,110,7,-9.615904728670275,-1.2921813417139203e-13,-1.5107335220976956e-07,2.7977658170172563e-13,4.089947158731177e-13,6.887712975748433e-13,-2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,110,8,-19.23180945734055,-2.7977658170172563e-13,-3.2709639663585034e-07,2.7977658170172563e-13,5.595531634034513e-13,8.393297451051769e-13,0.0,2.465190328815662e-32,False,False
1.0,110,9,-9.615904728670275,-1.2921813417139203e-13,-1.5107335220976956e-07,4.303350292320592e-13,5.595531634034513e-13,9.898881926355105e-13,-2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,110,10,0.0,0.0,0.0,5.595531634034513e-13,5.595531634034513e-13,1.1191063268069025e-12,0.0,2.465190328815662e-32,False,False
1.0,110,11,0.0,0.0,0.0,5.595531634034513e-13,5.595531634034513e-13,1.1191063268069025e-12,0.0,2.465190328815662e-32,False,False
1.0,110,12,4.807952364335137,6.779532592868283e-14,7.926184059131497e-08,6.273484893321341e-13,5.595531634034513e-13,1.1869016527355853e-12,-2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,110,13,9.615904728670275,1.2921813417139203e-13,1.5107335220976956e-07,6.887712975748432e-13,5.595531634034513e-13,1.2483244609782945e-12,-7.573064690121713e-29,2.465190328815662e-32,False,False
1.0,110,14,14.42385709300541,1.9358814511577632e-13,2.263305395813904e-07,7.531413085192275e-13,5.595531634034513e-13,1.3126944719226788e-12,-2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,110,15,19.23180945734055,2.7977658170172563e-13,3.2709639663585034e-07,8.393297451051769e-13,5.595531634034513e-13,1.398882908508628e-12,0.0,2.465190328815662e-32,False,False
1.0,110,16,9.615904728670275,1.2921813417139203e-13,1.5107335220976956e-07,8.393297451051769e-13,7.101116109337848e-13,1.5494413560389616e-12,2.524354896707238e-29,2.465190328815662e-32,False,False
1.0,110,17,0.0,0.0,0.0,8.393297451051769e-13,8.393297451051769e-13,1.6786594902103538e-12,0.0,2.465190328815662e-32,False,False
