radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
0.5,0.07655584713121533,-0.010758573009919925,0.08731442014113525,2,True
1.0,0.13523367700863798,-0.05103764869294607,0.186271325701584,4,True
1.5,0.32190656680631946,-0.009914757744417628,0.3318213245507371,10,True
2.0,0.5141602381130168,-0.011415592411598507,0.5255758305246153,18,True
2.5,0.6184138908299466,-0.01684898413446006,0.6352628749644066,30,True
3.0,0.6985897346656671,0.003190331068245719,0.6953994035974215,40,True
3.5,0.7587687686770326,-0.006628718123224147,0.7653974868002568,56,True
4.0,0.8132379487388128,0.0018961130840953275,0.8113418356547175,72,True
4.5,0.8563194716655711,0.0003580204853992639,0.8559614511801718,90,True
5.0,0.8964173661670523,0.0012082581565515636,0.8952091080105007,112,True
5.5,0.9297956749965786,-0.000391724825238169,0.9301873998218168,136,True
6.0,0.9560619470145677,-0.00039448322122912546,0.9564564302357969,158,True
6.5,0.9862685890411855,-0.0004445518033619148,0.9867131408445475,188,True
7.0,1.0142402479416983,-0.000431178594155532,1.014671426535854,220,True
7.5,1.039415936458516,-0.00028376065353049457,1.0396996971120467,254,True
8.0,1.0597274515701027,-0.0004264089255926048,1.0601538604956953,286,True
8.5,1.0794257958562548,-0.00044383599306876444,1.0798696318493235,320,True
9.0,1.0997422526180407,-0.00039208102670709125,1.1001343336447478,360,True
9.5,1.1190298813876653,0.0008162279811536719,1.1182136534065115,400,True
10.0,1.1413010678692719,0.00490808753107762,1.1363929803381945,444,True
