j,l,ux,uy,uz
-19,3,0.47922948441963,4.0211546737716344e-05,0.00017205688581506062
-19,4,0.47072511398475914,0.00012244773874537735,0.0002504079294474148
-19,5,0.4621536645895755,0.00019793363217270138,0.000269050127069189
-19,6,0.4535678442640556,0.00025094440569528944,0.0002450407320849049
-19,7,0.44501724286345684,0.00028497435597619005,0.00019808337964980323
-19,8,0.43654684226763757,0.0003057018740912262,0.00012973993080591672
-19,9,0.42819569817331143,0.0003028882212011466,6.0208766013695824e-05
-19,10,0.41999201573364375,0.0002808373919479475,-8.257483977210109e-06
-19,11,0.4119335228501713,0.00023923450401357063,-6.14492021885399e-05
-18,0,-0.4957526418469959,-9.179711391184093e-05,0.00020161907326910904
-18,1,0.4957201929305082,-2.258150964995818e-05,0.00033018723075013337
-18,2,0.4870103499390205,2.9973950676596736e-05,0.00044792800065458055
-18,3,0.4781725364851486,0.00014242024725092753,0.0005023345591246746
-18,4,0.46922853653541224,0.00028518435185774646,0.0005060478825253352
-18,5,0.46022785718001397,0.0004241395588013301,0.0004649690920065202
-18,6,0.4512239436505478,0.0005310995711374354,0.0003850060451954899
-18,7,0.4422690523823479,0.0006046244872720951,0.0002724650068913981
-18,8,0.4334124245455316,0.0006418142452636397,0.00014933515319256758
-18,9,0.42469505273732383,0.0006346852421795912,3.0599726294362444e-05
-18,10,0.41614813013246665,0.000587686027680092,-7.028102931571603e-05
-18,11,0.40779530943132564,0.00046434515111028326,-0.0001035770954828611
-18,12,0.39966227616914085,0.00028491145628859686,-0.00013860286006868347
-18,13,0.3918209205951523,0.00020381771100211384,-0.00014141075500540267
-17,-3,-0.47022370048918677,-0.00018137491714442702,0.00013074584232563937
-17,-2,-0.47836070797709696,-0.00017574578236999831,0.0002538644593532065
-17,-1,-0.48680588639295685,-0.00018470929005321812,0.0004275435539691162
-17,0,-0.49553670408836326,-0.00017740865302237364,0.0005663630178546696
-17,1,0.49548982944172526,-6.6624830810188e-05,0.0006709554865093957
-17,2,0.4863169744308801,7.582974709093081e-05,0.0007292589916724827
-17,3,0.4769913406905018,0.0002731147622547011,0.0007271817062362184
-17,4,0.46756030125125836,0.000489114322532164,0.0006730553308987981
-17,5,0.4580811171831919,0.0006896378785272234,0.0005665377566560385
-17,6,0.44861305711764615,0.0008514742495311981,0.00041962050256766657
-17,7,0.43921481811568325,0.0009555397862936475,0.00024898081447259754
-17,8,0.4299415538782518,0.0009977699660522412,7.285158036571013e-05
-17,9,0.42084011607696475,0.000976343638866729,-8.635485608117968e-05
-17,10,0.4119494992613638,0.0008794710597927947,-0.00020466160562489997
-17,11,0.4033042144108148,0.0007209321622477105,-0.00028211405070887506
-17,12,0.3949395027892935,0.0005368255517589165,-0.0003250375903656356
-17,13,0.3868788386308049,0.0003452925269585164,-0.00029707488152705267
-17,14,0.37913293716588387,0.00017592594450245734,-0.00026894518454982885
-17,15,0.37177836608936743,0.00011899660815975775,-0.00019721682987163848
-16,-4,-0.4604592616556046,-0.0002991192557761536,0.00021493636037509626
-16,-3,-0.46866960976780064,-0.00041397603622380047,0.00038457905430487176
-16,-2,-0.4772206690656472,-0.0004171514412728639,0.0005524884741874736
-16,-1,-0.48610726845192587,-0.0003796814135944588,0.0007104558739978838
-16,0,-0.49530614609540186,-0.00028128079632248264,0.0008325110651883299
-16,1,0.4952223091788358,-9.710869374595462e-05,0.0009031012019214387
-16,2,0.48552620873252955,0.0001480810331604595,0.0009185007333253108
-16,3,0.4756605634614176,0.0004360956037966333,0.0008624025276093062
-16,4,0.46568792396564745,0.000738435893009643,0.0007466739816569413
