observable,role,units,target,prediction,scale,normalized_residual
normal_strain_force_ev,exact,eV/strain,0.0,-1.7763568394002505e-15,0.1,-1.7763568394002505e-14
cohesive_ev_atom,exact,eV/atom,3.36,3.3600000000000008,0.0672,1.3216940769347102e-14
C11_GPa,fit,GPa,113.99999999999996,98.32051770372158,5.699999999999998,-2.7507863677681375
C12_GPa,fit,GPa,62.000000000000014,68.03363301803302,3.100000000000001,1.946333231623548
C44_GPa,fit,GPa,32.0,30.661753111880927,1.6,-0.8364043050744208
perfect_Haa,fit,eV/L0^2,19.66091286328976,22.458889964568257,1.9660912863289761,1.4231165769025877
perfect_Hxx,fit,eV/L0^2,4.393593035123306,5.55719930071781,0.43935930351233066,2.648416128422435
saddle_energy_at_source_state,fit,eV/cell,0.07624909750742465,0.07424743772918072,0.007624909750742465,-0.26251586493191237
saddle_normal_force_at_source_state,fit,eV/L0,1.4903612010162394e-15,0.008539090585022002,0.03173805605024358,0.2690489477837751
fault_energy_at_source_state,fit,eV/cell,0.06670794504308616,0.06276106364538359,0.006670794504308616,-0.5916658645613079
fault_normal_force_at_source_state,fit,eV/L0,5.29078226360765e-15,0.028902690324439817,0.03173805605024358,0.9106635352423453
saddle_path_force_at_source_state,fit,eV/L0,2.296700476743968e-16,-0.057619971463288566,0.03173805605024358,-1.8154852134633677
opening_1.1h_energy,fit,eV/cell,0.05670265774764735,0.046428174155580204,0.005670265774764736,-1.8119932998190802
opening_1.5h_energy,fit,eV/cell,0.4710312483934004,0.4093577973992928,0.04710312483934004,-1.3093282283174252
opening_2h_energy,fit,eV/cell,0.7060534019484034,0.7736089569361583,0.07060534019484034,0.9568051765111626
opening_40h_energy,fit,eV/cell,0.7719163228888833,0.7695985801233836,0.07719163228888834,-0.03002582918347515
direct_quarter_energy,heldout,eV/cell,0.117221996542065,0.1783225987158102,0.0117221996542065,5.212383680209652
direct_half_energy,heldout,eV/cell,0.26732847628894163,0.4410504650618714,0.026732847628894163,6.498446824092267
oblique_energy,heldout,eV/cell,0.13339289745734875,0.12661741699998186,0.013339289745734876,-0.507934124418678
opening_1.25h_energy,heldout,eV/cell,0.24853683654490819,0.17098996875719297,0.02485368365449082,-3.12013578613741
opening_3h_energy,heldout,eV/cell,0.7719163228888833,0.6577885998457088,0.07719163228888834,-1.478498635915011
saddle_Haa,heldout,eV/L0^2,12.717337762538286,18.611092835164087,1.2717337762538286,4.634425209643446
saddle_Hxx,heldout,eV/L0^2,-0.18642463121762062,0.7638302069155012,0.018642463121762064,50.972601202244185
fault_Haa,heldout,eV/L0^2,14.140554350039636,17.000174025613987,1.4140554350039638,2.0222825815639505
fault_Hxx,heldout,eV/L0^2,2.4858929774856264,2.598136997766474,0.24858929774856264,0.45152394450374794
