case,mean_temperature_K,work_eV,internal_energy_change_eV,work_energy_residual_eV,displacement_work_eV,displacement_work_energy_residual_eV,max_center_velocity_change_A_ps,trajectory_sha256
axis0_fraction0.5_sign-1,299.1236356895632,-0.005844645877601069,-0.005406824219335249,0.00043782165826582,-0.007376078047152945,0.001969253827817696,9.038656809190953e-15,e2908bcc15d428405892b66daebac389478c0d8f3b421aa3555f4aa5f6df5f28
axis0_fraction0.5_sign+1,299.04945373840235,0.030167024860946724,0.036975746788357355,0.006808721927410631,0.033709989647158,0.003265757141199359,4.793858085806589e-15,eaee71b9dd17675cb0c401a3140ffd0c4476a977d85afbfe4f6f72e0693c11d7
axis0_fraction1_sign-1,299.1729120995453,0.03392728393492174,0.046010327100248105,0.012083043165326365,0.0447070608836828,0.0013032662165653047,6.360276141402823e-15,93ec10e26c312c1f74a94bf42ac89db6b2aeb1c55158e73fa345aff3b2df29cb
axis0_fraction1_sign+1,299.0586924332254,-0.02437706503268658,-0.0218491214959613,0.00252794353672528,-0.027591740316145273,0.005742618820183974,6.540860010861206e-15,d980e11a999040f5d8a7febaadb824cfa81991ff8b277fd30eff00ae1124071f
axis1_fraction0.5_sign-1,299.11274419427195,-0.00812312832646682,-0.006157483458537172,0.0019656448679296473,-0.008202594176653661,0.002045110718116489,1.25047960782374e-14,03623686383c14db4d3bf64de63b718e032bf9b7f9c9058da34c9a4853c1272b
axis1_fraction0.5_sign+1,299.05500795522096,-0.005107728540380852,-0.0048765943211037666,0.00023113421927708523,-0.005059558373651162,0.00018296405254739512,1.2314656861761239e-14,727e113046e2f9e7843a8bfa844b94ae422e37f7dfa07e2f90351499feb9d199
axis1_fraction1_sign-1,299.17744017284906,0.033162890691731395,0.033211780113106215,4.888942137482033e-05,0.03491103881783478,-0.0016992587047285623,6.2903000627418096e-15,bdc3e1f76569746adf196223d17d4197bab1de2b21ded5143cfc856398dea5d0
axis1_fraction1_sign+1,299.0569864792184,0.0334417935548856,0.033755937591195107,0.0003141440363095063,0.03320486454190404,0.0005510730492910634,1.1517380291167225e-14,c68bdc9a49fe0f5573bdeade9530f9af721f0ffc5c7586dcecedfab0eea8e1b9
