protocol,completed,joint_loss,static_loss,force_RMS,saddle_Hxx,opening_Haa,exact_residual,kkt,positive_LJ,robust_margin,error,elapsed_seconds,material_accepted
baseline_replay,True,1.3061223811943954,2276.471383495326,0.152416678588337,0.18216571310357604,-1.2342873302463742,5.947623346206196e-14,6.747935543671701e-13,True,0.006237702829929634,,0.005100900016259402,False
saddle_only,True,2.4645465261877666,4376.631570504731,0.201940308350165,-0.16778216809585864,-0.7724068005163104,5.947623346206196e-14,5.537792446830281e-13,False,0.006127047731044448,,0.00716950002242811,False
opening_only,True,18.40952113470158,39502.90084130526,0.2193785782630066,-0.509880779523993,0.8032785116339285,1.6521175961683877e-13,3.526068326209497e-13,True,0.005209584464853033,,0.005544500018004328,False
critical_pair,True,19.30259449230465,41943.91877551899,0.1752210225546694,-0.20506709433937398,0.8032785116339313,5.3290705182007514e-14,1.3322676295501878e-15,True,0.0050451748960857875,,0.006942400010302663,False
