force_max,last_cycle_loop_area,first_passage_fraction,max_mean_abs_well_index,minimum_mean_opening_barrier
2.5,0.01851864150835184,0.0,0.0,0.354875989549485
3.2,0.37024719482200197,0.0,0.3020833333333333,0.10623320844283607
3.4,0.8154842711033969,0.09375,3.1839080459770117,0.06091353038991565
3.6,0.6082398558073917,0.84375,6.8,0.02711820197919872
