model,state,a_L0,ux_L0,uy_L0,energy_eV_cell,energy_J_m2,gradient_norm_eV_L0,eigenvalue_min_eV_L0sq,eigenvalue_middle_eV_L0sq,eigenvalue_max_eV_L0sq,force_a_eV_L0,traction_a_MPa,H_aa_eV_L0sq,H_ax_eV_L0sq,H_ay_eV_L0sq,force_x_eV_L0,traction_x_MPa,H_xa_eV_L0sq,H_xx_eV_L0sq,H_xy_eV_L0sq,force_y_eV_L0,traction_y_MPa,H_ya_eV_L0sq,H_yx_eV_L0sq,H_yy_eV_L0sq,expected_index,actual_index,verified,stationarity_residual,distance_from_source_seed_L0
source_Al99_target_only,perfect,0.8164983416260692,-2.2615382587845332e-18,1.322951217031349e-16,-3.047592733729232e-11,-6.87474574203475e-11,4.0037402143572675e-15,4.39354662111037,4.393546621110373,19.66074471421831,-4.0024300145742074e-15,-3.1527057046579026e-11,19.66074471421831,-8.942631253948911e-17,2.6416550786868883e-15,-3.974326768612054e-17,-3.130568836919639e-13,-8.942631253948911e-17,4.393546621110372,-7.113218925270575e-18,-9.439361827326018e-17,-7.435365458727877e-13,2.6416550786868883e-15,-7.113218925270575e-18,4.393546621110373,0,0,True,4.0024300145742074e-15,1.7606983431228684e-06
source_Al99_target_only,fault,0.8356612484876702,0.5,0.28867513459481275,0.06670794504308616,0.15047947715233978,5.290969936159204e-15,2.485892977485626,2.4858929774856353,14.140554350039636,5.29078226360765e-15,4.1675380615876156e-11,14.140554350039636,-4.874143492124191e-17,5.584142409599729e-15,-2.0195171317187133e-17,-1.590769397251107e-13,-4.874143492124191e-17,2.4858929774856264,-2.7362885180074796e-17,3.9724796924763084e-17,3.1291138989322417e-13,5.584142409599729e-15,-2.7362885180074796e-17,2.485892977485635,0,0,True,5.29078226360765e-15,0.0
source_Al99_target_only,saddle,0.8492922641076963,0.3714061259442337,0.2144314267925794,0.07624909750742465,0.17200236521817774,1.5174254278945937e-15,-1.8621210587018355,4.5415907748164095,12.817029054677823,1.4903612010162394e-15,1.1739543835458074e-11,12.717337762538286,1.0440707909133644,0.6027945521868591,1.1426102541124502e-16,9.000316940517856e-13,1.0440707909133644,-0.18642463121762062,-2.7297209674064455,2.614341940115987e-16,2.0593116478032706e-12,0.6027945521868591,-2.7297209674064455,2.9655856394717324,1,1,True,1.4903612010162394e-15,0.0
v22_wider,perfect,0.816496580927727,-5.221871443729426e-18,-5.149505608761587e-18,1.8988464692029542e-16,4.283409175528812e-16,7.044998924738345e-15,4.393593035123108,4.393593035123151,19.66091286328873,7.034999077524925e-15,5.541453977512064e-11,19.66091286328873,5.199658329439932e-15,-6.359354588466363e-16,-2.2642543735797915e-16,-1.7835484079391292e-12,5.199658329439932e-15,4.393593035123107,-5.683969078716881e-15,-2.9921455530296746e-16,-2.3569067591071875e-12,-6.359354588466363e-16,-5.683969078716881e-15,4.39359303512315,0,0,True,7.034999077524925e-15,9.992276359867819e-16
v22_wider,fault,0.8306681188756809,0.5000000000000011,0.2886751345948124,0.03522368066386347,0.07945741764726287,3.3043302439573197e-15,2.649105209634173,2.649105209634196,17.44596535488396,6.071532165918825e-16,4.782533117582218e-12,17.44596535488396,-7.77153105056117e-15,4.6759448383639744e-14,-9.905377219356343e-16,-7.802444802916908e-12,-7.77153105056117e-15,2.649105209634173,-3.8311030841924854e-16,-3.0933474350831875e-15,-2.4366232687551816e-11,4.6759448383639744e-14,-3.8311030841924854e-16,2.649105209634196,0,0,True,3.0933474350831875e-15,0.004993129611989278
v22_wider,saddle,0.8445360199057304,0.3071420826816385,0.17732856411570655,0.05308540867670524,0.11974982195792908,7.648806633768323e-15,-1.3877975342595523,4.401316030800909,18.957184401484454,-7.140121827120538e-15,-5.624258946276689e-11,18.94500405571051,0.4309819200837749,0.24882752757616042,-4.0679265511656126e-16,-3.204297188780086e-12,0.4309819200837749,0.06861611633601493,-2.5014854619341715,2.712456995124235e-15,2.136596670279856e-11,0.24882752757616042,-2.5014854619341715,2.957082725979281,1,1,True,7.140121827120538e-15,0.07435799576497694
v23_radial_joint,perfect,0.8164965809277086,-2.154582484548207e-17,-2.1215494171415388e-17,7.222545351542896e-16,1.6292584751445306e-15,1.6781778528651176e-14,4.393593035124705,4.393593035124718,19.66091286329901,1.6727895499898633e-14,1.317652810353066e-10,19.66091286329901,-5.126642605980571e-15,2.1555963620944405e-14,7.906996572434929e-16,6.228324570286847e-12,-5.126642605980571e-15,4.393593035124706,-3.6670943103931275e-15,1.08646066712223e-15,8.558027824721577e-12,2.1555963620944405e-14,-3.6670943103931275e-15,4.393593035124717,0,0,True,1.6727895499898633e-14,1.7430527714175708e-14
v23_radial_joint,fault,0.8287343129578775,0.5000000000000008,0.28867513459481214,0.03338483582083455,0.07530935986547173,3.580379232638403e-15,2.76845175847951,2.7684517584795523,14.885574774023482,-2.5916768731093498e-15,-2.0414584221908095e-11,14.88557477402348,-3.8553838799001574e-14,-2.4698297614751404e-14,1.2700325634728966e-15,1.0004019791432291e-11,-3.8553838799001574e-14,2.768451758479536,1.9963098295530016e-14,-2.118807146159595e-15,-1.668979932801629e-11,-2.4698297614751404e-14,1.9963098295530016e-14,2.7684517584795256,0,0,True,2.5916768731093498e-15,0.006926935529792733
v23_radial_joint,saddle,0.8441495248677656,0.303439214351865,0.17519071208873785,0.05087209889775918,0.11475704788736155,1.981747142306698e-15,-1.3493783983252587,4.684627904108461,14.49347340382596,1.9012569296705806e-15,1.4976160848200315e-11,14.485530997876662,0.3071245007260451,0.17731841316890404,2.5934115965853266e-16,2.0428248602244047e-12,0.3071245007260451,0.1650799817451439,-2.6093622095918745,4.952635523913784e-16,3.901180585913495e-12,0.17731841316890404,-2.6093622095918745,3.178111929987355,1,1,True,1.9012569296705806e-15,0.07864974589128101
