step,tau_mpa,iteration,energy_ev,max_force,gamma,max_transverse_displacement,positive_cores,negative_cores,core_separation_over_L0,core_positions,winding_integer_residual,minimum_half_period_margin,elapsed_seconds
0,0.0,20,1.7090101814681882,0.08107509876152075,0.01576614158265891,0.07728651335204716,1,1,6.928203230275509,"[{""charge"":-1,""y_over_L0"":-3.4641016151377544,""z_over_L0"":0.0},{""charge"":1,""y_over_L0"":3.4641016151377544,""z_over_L0"":0.0}]",1.4135798584282297e-16,0.9085921294831576,150.93851519999953
0,0.0,40,1.1969946584011022,0.2253326865118843,0.009290991583423095,0.10770865750763683,0,0,,[],7.067899292141149e-17,0.325732060137506,325.5593254999985
0,0.0,60,0.2059315696314921,0.11347353059599685,-7.998841186899076e-05,0.04318100105610845,0,0,,[],4.417437057588218e-18,2.980526910284492,507.6879396000004
0,0.0,80,0.025725598574875906,0.06186875494629007,-0.00017751739795771447,0.01490657101338485,0,0,,[],2.208718528794109e-18,3.102864628853027,709.8471559999998
0,0.0,100,0.0010022963375723734,0.007577702845034152,6.578519219076284e-05,0.0030153961020900205,0,0,,[],5.521796321985272e-19,3.1313754524006363,867.8461451000003
