state,target_nominal_GPa,converged,target_force_eV_A,conjugate_force_eV_A,axial_force_residual_eV_A,actual_nominal_GPa,extension_A,grip_centre_distance_A,energy_eV,enthalpy_eV,free_force_max_eV_A,reaction_force_residual_eV_A,reaction_torque_eV,total_internal_force_eV_A,total_internal_torque_eV,axial_target_residual_MPa,support_resultant_equivalent_MPa,support_axial_sum_equivalent_MPa,lower_axial_reaction_eV_A,upper_axial_reaction_eV_A,grip_coordinate_error_A,raw_gradient_error_eV_A,maximum_observable_replay_difference,reaction_free_force_identity_error_eV_A,reaction_free_torque_identity_error_eV
0,0.0,True,0.0,-2.3751991828913077e-06,-2.3751991828913077e-06,-1.997794016340791e-06,-0.8633554296780549,30.085250689984665,-1754.6834657835977,-1754.6834657835977,2.546494533928361e-06,8.397232030683227e-05,0.00034511987052630253,3.5571561302006605e-15,4.1754423769763754e-14,-0.001997794016340791,0.0706296129838803,-0.025338186917745666,-1.2687224764107441e-05,-1.7437623129890056e-05,0.0,0.0,0.0,1.3807523654354944e-15,2.167182303420122e-14
1,0.1,True,0.11889109505101941,0.11889077455764951,-3.20493369898589e-07,0.09999973043113973,-0.8365320697320116,30.11207404993071,-1754.6818715273241,-1754.5824153135084,3.0009428530423854e-06,7.600317550473988e-05,6.374701594716683e-05,2.2958408202222964e-15,9.53499970250244e-15,-0.000269568860275916,0.06392671837375612,0.06361282301351232,-0.11885295956671316,0.11892858954858587,0.0,0.0,0.0,1.484266332460956e-15,3.068862865774519e-14
