exponent,observable,role,target,prediction,scale,units,normalized_residual
0.0,new_off_path_negative_Haa,fit,13.5831841481301,19.732261051025805,1.35831841481301,eV/L0^2,4.5269775008845805
0.0,new_shockley_058_energy,fit,0.07969505412787091,0.061348874817094626,0.007969505412787091,eV/cell,-2.3020474120438883
0.0,new_shockley_058_normal_force,fit,-0.6123357455328253,-0.6406283107991518,0.03173805605024358,eV/L0,-0.8914397662395385
0.0,new_shockley_058_Haa,fit,23.107568998056017,27.15844148628149,2.3107568998056016,eV/L0^2,1.7530500454488582
0.0,new_opening_1.17h_energy,fit,0.14263027381623705,0.1160148559179206,0.014263027381623706,eV/cell,-1.8660426840803377
0.0,new_opening_1.17h_normal_force,fit,1.6398229617729339,1.121365847502869,0.03173805605024358,eV/L0,-16.3355031401202
0.0,new_opening_1.42h_energy,fit,0.4226003973463561,0.33332617864618014,0.042260039734635615,eV/cell,-2.112497273091969
0.0,new_opening_1.42h_normal_force,fit,0.8686291067124379,0.9520228226511052,0.03173805605024358,eV/L0,2.6275621861228413
0.0,new_opening_1.78h_energy,fit,0.5953584311886578,0.5516602662651507,0.05953584311886578,eV/cell,-0.7339807859319618
0.0,new_opening_1.78h_normal_force,fit,0.5989965116849877,0.5527913801093776,0.03173805605024358,eV/L0,-1.4558273985799302
0.0,new_opening_2.23h_energy,fit,0.7765619947928292,0.6944000439214117,0.07765619947928293,eV/cell,-1.0580217860563281
0.0,new_opening_2.23h_normal_force,fit,0.15664558956102492,0.2590913315273504,0.03173805605024358,eV/L0,3.227851819410321
0.0,new_opening_3.4h_energy,fit,0.7719163228888833,0.7997814814643163,0.07719163228888834,eV/cell,0.360986777312184
0.0,new_opening_3.4h_normal_force,fit,0.0,0.03255565543893978,0.03173805605024358,eV/L0,1.0257608527567625
0.0,new_opening_5.5h_energy,fit,0.7719163228888833,0.8145263990286846,0.07719163228888834,eV/cell,0.5520038231648453
0.0,new_opening_5.5h_normal_force,fit,0.0,0.0011113398121722201,0.03173805605024358,eV/L0,0.03501600130811071
0.0,v16_direct011_energy,fit,0.025339211626875774,0.024761099952956923,0.004433026104653031,eV/cell,-0.13041016684112192
0.0,v16_direct011_normal_force,fit,-0.1684646879274777,-0.41286025232273416,0.03173805605024358,eV/L0,-7.700394882672116
0.0,v16_direct011_Haa,fit,23.17866876533168,24.480400686849148,2.317866876533168,eV/L0^2,0.5616077155666802
0.0,v16_direct031_energy,fit,0.16617323878813156,0.1259485438632689,0.016617323878813157,eV/cell,-2.4206481872901664
0.0,v16_direct031_normal_force,fit,-1.4977500080753077,-1.4065605946329036,0.03173805605024358,eV/L0,2.8731883672410428
0.0,v16_direct031_Haa,fit,34.460781638400974,30.34011640437978,3.4460781638400975,eV/L0^2,-1.1957550113806406
0.0,v16_raised043_energy,fit,0.1726273519698645,0.10601073452456922,0.017262735196986453,eV/cell,-3.8589839144914024
0.0,v16_raised043_normal_force,fit,-0.17083895700384927,-0.0941318217353007,0.03173805605024358,eV/L0,2.416881964891478
0.0,v16_raised043_Haa,fit,18.238440853611248,20.869652557995998,1.8238440853611249,eV/L0^2,1.4426735955687597
0.0,v16_off_plus_energy,fit,0.0652424878354941,0.052019620333694026,0.006524248783549411,eV/cell,-2.026726438627068
0.0,v16_off_plus_normal_force,fit,-0.08042066717244803,-0.2537851919806033,0.03173805605024358,eV/L0,-5.46235486299813
0.0,v16_off_plus_Haa,fit,20.981095919956758,22.47831276834686,2.098109591995676,eV/L0^2,0.7136027851462149
0.0,v16_off_minus_energy,fit,0.21182429891635463,0.1294317582338605,0.021182429891635463,eV/cell,-3.889664269113402
0.0,v16_off_minus_normal_force,fit,0.3481661631135443,0.6310491217840171,0.03173805605024358,eV/L0,8.913052463662206
0.0,v16_off_minus_Haa,fit,5.497617912510364,10.643010620138858,0.5497617912510364,eV/L0^2,9.35931305069356
0.0,v16_shockley043_energy,fit,0.061697611386283796,0.05218779896377661,0.00616976113862838,eV/cell,-1.541358280949811
0.0,v16_shockley043_normal_force,fit,-0.43484281773712713,-0.56800532655963,0.03173805605024358,eV/L0,-4.195673125401796
0.0,v16_shockley043_Haa,fit,25.03469226049791,26.446452772740557,2.5034692260497913,eV/L0^2,0.5639216562171431
0.0,v16_opening1.21_energy,fit,0.19627832926906572,0.15259806457567426,0.019627832926906574,eV/cell,-2.225424724983923
0.0,v16_opening1.21_normal_force,fit,1.631864707518524,1.1184764330948351,0.03173805605024358,eV/L0,-16.175794560667452
0.0,v16_opening1.21_Haa,fit,-1.3832350292334812,-0.1691288918661199,0.13832350292334814,eV/L0^2,8.777294615219203
0.0,v16_opening1.62_energy,fit,0.5246331923940108,0.46921405072438105,0.05246331923940109,eV/cell,-1.0563407438393417
0.0,v16_opening1.62_normal_force,fit,0.5093642313524578,0.7149462582536131,0.03173805605024358,eV/L0,6.47746120857889
0.0,v16_opening1.62_Haa,fit,-0.15582859326870177,-1.3651155875723495,0.1,eV/L0^2,-12.092869943036476
0.0,v16_opening1.93_energy,fit,0.6719836252695317,0.6116082029569089,0.06719836252695317,eV/cell,-0.8984656774695414
0.0,v16_opening1.93_normal_force,fit,0.6270410192299789,0.4308153022308595,0.03173805605024358,eV/L0,-6.182663383304896
0.0,v16_opening1.93_Haa,fit,-0.6638075680371565,-0.8846238835773397,0.1,eV/L0^2,-2.208163155401832
0.0,v16_opening2.71_energy,fit,0.7719163228888833,0.763394887270591,0.07719163228888834,eV/cell,-0.1103932559218466
0.0,v16_opening2.71_normal_force,fit,0.0,0.11238406108624602,0.03173805605024358,eV/L0,3.5409875421586667
0.0,v16_opening2.71_Haa,fit,0.0,-0.2434346968574568,0.1,eV/L0^2,-2.434346968574568
0.0,v16_opening4.3_energy,fit,0.7719163228888833,0.8116465119696082,0.07719163228888834,eV/cell,0.5146955428022996
0.0,v16_opening4.3_normal_force,fit,0.0,0.006596901559703905,0.03173805605024358,eV/L0,0.2078546193648579
0.0,v16_opening4.3_Haa,fit,0.0,-0.013760940534364599,0.1,eV/L0^2,-0.137609405343646
0.0,v16_opening6.2_energy,fit,0.7719163228888833,0.8149705602730816,0.07719163228888834,eV/cell,0.5577578308367478
0.0,v16_opening6.2_normal_force,fit,0.0,0.0005420841392118243,0.03173805605024358,eV/L0,0.01707994145431172
0.0,v16_opening6.2_Haa,fit,0.0,-0.000569944765031159,0.1,eV/L0^2,-0.00569944765031159
0.0,v17_near_0.985_normal_force,fit,-0.24821900083247345,-0.2750854672612171,0.03173805605024358,eV/L0,-0.8465063640385573
0.0,v17_near_0.985_Haa,fit,20.878110673451364,25.66775702360516,2.0878110673451364,eV/L0^2,2.2940995117169853
0.0,v17_near_1.015_normal_force,fit,0.2329580444899274,0.2168353295549097,0.03173805605024358,eV/L0,-0.507993145815053
0.0,v17_near_1.015_Haa,fit,18.39295935022696,16.1508255326961,1.839295935022696,eV/L0^2,-1.2190174375083327
0.0,v17_near_1.065_normal_force,fit,0.9078686582498847,0.8397925656161809,0.03173805605024358,eV/L0,-2.1449357996575023
0.0,v17_near_1.065_Haa,fit,14.605604041867348,14.712331266059849,1.4605604041867348,eV/L0^2,0.07307279033894384
0.0,v17_near_1.095_normal_force,fit,1.2303804278835464,1.0928636769783369,0.03173805605024358,eV/L0,-4.332866218633896
0.0,v17_near_1.095_Haa,fit,11.545874277606002,5.0165385903869435,1.1545874277606003,eV/L0^2,-5.655124532131051
0.0,v17_direct023_energy,heldout,0.10138618519039871,0.08309181727846052,0.010138618519039872,eV/cell,-1.8044241311163047
0.0,v17_direct023_normal_force,heldout,-0.8610948380753036,-0.9402942973004997,0.03173805605024358,eV/L0,-2.495409898445506
0.0,v17_direct023_Haa,heldout,29.67272464413389,22.829322881906638,2.967272464413389,eV/L0^2,-2.306293690350458
0.0,v17_direct023_Hxx,heldout,1.5318476269016676,0.43108919473301915,0.1531847626901668,eV/L0^2,-7.185821963213501
0.0,v17_direct047_energy,heldout,0.26395051027571553,0.18346806145441674,0.026395051027571555,eV/cell,-3.0491492036605274
0.0,v17_direct047_normal_force,heldout,-2.2580600813748397,-2.1300854851827764,0.03173805605024358,eV/L0,4.032212810686026
0.0,v17_direct047_Haa,heldout,35.337517734960244,41.55200203559737,3.5337517734960247,eV/L0^2,1.7586080457736815
0.0,v17_direct047_Hxx,heldout,-7.290154929569364,-3.7968272222575914,0.7290154929569365,eV/L0^2,4.791842890941313
0.0,v17_off_plus_energy,heldout,0.08014986299727256,0.06206805539252826,0.008014986299727257,eV/cell,-2.2559998144176006
0.0,v17_off_plus_normal_force,heldout,0.496288954541943,0.46481050464234486,0.03173805605024358,eV/L0,-0.9918203512453797
0.0,v17_off_plus_Haa,heldout,13.145916399036436,14.146812554500919,1.3145916399036437,eV/L0^2,0.7613741979508148
0.0,v17_off_plus_Hxx,heldout,0.5867789207029961,-0.050800104943683436,0.1,eV/L0^2,-6.375790256466796
0.0,v17_off_minus_energy,heldout,0.21284911087573022,0.12342149857442783,0.021284911087573022,eV/cell,-4.201455760532342
0.0,v17_off_minus_normal_force,heldout,0.06702268289699899,0.2875389688386948,0.03173805605024358,eV/L0,6.9480085860521195
0.0,v17_off_minus_Haa,heldout,11.464221151869252,17.288225689969288,1.1464221151869252,eV/L0^2,5.080157178536657
0.0,v17_off_minus_Hxx,heldout,-2.835312235036081,-0.7756857912927668,0.2835312235036081,eV/L0^2,7.264196226053755
0.0,v17_shockley067_energy,heldout,0.07506981596967024,0.052403339276521514,0.007506981596967025,eV/cell,-3.0193862074081084
0.0,v17_shockley067_normal_force,heldout,-0.08375074170661885,0.03438341849477691,0.03173805605024358,eV/L0,3.7221611813395583
0.0,v17_shockley067_Haa,heldout,14.560238367523052,18.721139293927912,1.4560238367523053,eV/L0^2,2.8577148404972856
0.0,v17_shockley067_Hxx,heldout,0.4530475235373633,0.0884563299199323,0.1,eV/L0^2,-3.6459119361743095
0.0,v17_compression_energy,heldout,0.025317916775100896,0.03077015600398411,0.004433026104653031,eV/cell,1.2299136301409075
0.0,v17_compression_normal_force,heldout,-0.6769543589544016,-0.8697126255080068,0.03173805605024358,eV/L0,-6.073411246374234
0.0,v17_compression_Haa,heldout,26.962376342241654,22.755739077947506,2.6962376342241656,eV/L0^2,-1.5601878747251428
0.0,v17_compression_Hxx,heldout,5.568444170552721,2.268867752920473,0.5568444170552721,eV/L0^2,-5.925490705431161
0.0,v17_opening1.045_energy,heldout,0.012439540042104347,0.011274616437641978,0.004433026104653031,eV/cell,-0.26278293359013427
0.0,v17_opening1.045_normal_force,heldout,0.6560493060873362,0.5889138821278079,0.03173805605024358,eV/L0,-2.1152972902073213
0.0,v17_opening1.045_Haa,heldout,16.173163667497242,15.306172259601126,1.6173163667497243,eV/L0^2,-0.5360679120798636
0.0,v17_opening1.045_Hxx,heldout,3.5468340021412335,2.4816384903391713,0.35468340021412337,eV/L0^2,-3.003229108435863
0.0,v17_opening1.255_energy,heldout,0.2548812728796389,0.19349088513633037,0.02548812728796389,eV/cell,-2.4085876160975768
0.0,v17_opening1.255_normal_force,heldout,1.5479287243761108,1.1048541038398891,0.03173805605024358,eV/L0,-13.960357869265948
0.0,v17_opening1.255_Haa,heldout,-3.07660296796585,-0.5860303947084711,0.307660296796585,eV/L0^2,8.095203050863805
0.0,v17_opening1.255_Hxx,heldout,-0.8591645505462155,0.08711909102240588,0.1,eV/L0^2,9.462836415686214
0.0,v17_opening1.555_energy,heldout,0.4970497627048889,0.429306998700827,0.04970497627048889,eV/cell,-1.362897019312782
0.0,v17_opening1.555_normal_force,heldout,0.5361595264738468,0.7896406946619007,0.03173805605024358,eV/L0,7.986663322629947
0.0,v17_opening1.555_Haa,heldout,-0.9598397042596563,-1.4452024379574224,0.1,eV/L0^2,-4.853627336977661
0.0,v17_opening1.555_Hxx,heldout,-0.8905810007935903,-0.024096792842277972,0.1,eV/L0^2,8.664842079513123
0.0,v17_opening1.855_energy,heldout,0.6331364785570511,0.5835003371689855,0.06331364785570512,eV/cell,-0.783972225091007
0.0,v17_opening1.855_normal_force,heldout,0.6294361584094642,0.4883061856763083,0.03173805605024358,eV/L0,-4.446711308018904
0.0,v17_opening1.855_Haa,heldout,0.33758173393615254,-0.9945719276536169,0.1,eV/L0^2,-13.321536615897696
0.0,v17_opening1.855_Hxx,heldout,-0.0764657682265532,-0.005680554238185665,0.1,eV/L0^2,0.7078521398836752
0.0,v17_opening2.455_energy,heldout,0.7722611869157332,0.7338693185131674,0.07722611869157332,eV/cell,-0.49713580137175806
0.0,v17_opening2.455_normal_force,heldout,-0.03892592855831557,0.17575843131809368,0.03173805605024358,eV/L0,6.7642567502101825
0.0,v17_opening2.455_Haa,heldout,1.5212189106347462,-0.37417464616914287,0.15212189106347462,eV/L0^2,-12.459702831415724
0.0,v17_opening2.455_Hxx,heldout,0.04446583977668427,-0.00011370623431877845,0.1,eV/L0^2,-0.44579546011003046
0.0,v17_opening3.75_energy,heldout,0.7719163228888833,0.8066774438732204,0.07719163228888834,eV/cell,0.4503223983429207
0.0,v17_opening3.75_normal_force,heldout,0.0,0.01732012981943364,0.03173805605024358,eV/L0,0.5457211932581709
0.0,v17_opening3.75_Haa,heldout,0.0,-0.03802643314726835,0.1,eV/L0^2,-0.38026433147268346
0.0,v17_opening3.75_Hxx,heldout,0.0,-1.634645269654162e-08,0.1,eV/L0^2,-1.634645269654162e-07
0.0,v19_new_0_energy,heldout,0.00042417681882149505,0.00043873751700655836,0.004433026104653031,eV/cell,0.0032845956331680483
0.0,v19_new_0_force,heldout,-0.13054663793646185,-0.13749157249724614,0.03173805605024358,eV/L0,-0.21882041388388668
0.0,v19_new_0_Haa,heldout,20.302032153219432,22.559787859484032,2.030203215321943,eV/L0^2,1.1120836028754748
0.0,v19_new_0_Hxx,heldout,4.57090105595751,5.087770014940032,0.45709010559575103,eV/L0^2,1.1307813331659373
0.0,v19_new_1_energy,heldout,0.004931943136885955,0.0045530417407862135,0.004433026104653031,eV/cell,-0.0854724035353719
0.0,v19_new_1_force,heldout,0.42285939529142164,0.38050187031987553,0.03173805605024358,eV/L0,-1.3345973333871222
0.0,v19_new_1_Haa,heldout,17.415188636660293,14.955020992275953,1.7415188636660295,eV/L0^2,-1.4126563287436922
0.0,v19_new_1_Hxx,heldout,3.8361643120715834,2.92636332312276,0.3836164312071584,eV/L0^2,-2.3716423879078263
0.0,v19_new_2_energy,heldout,0.10968805888528045,0.09308690486913349,0.010968805888528046,eV/cell,-1.5134878112402033
0.0,v19_new_2_force,heldout,1.574309479391436,1.1260897972909887,0.03173805605024358,eV/L0,-14.122468036192387
0.0,v19_new_2_Haa,heldout,5.20946471789603,-0.38232688304231344,0.5209464717896031,eV/L0^2,-10.73390819162074
0.0,v19_new_2_Hxx,heldout,0.9642979846199059,0.4894814123192017,0.1,eV/L0^2,-4.748165723007041
0.0,v19_new_3_energy,heldout,0.3373623063206088,0.25534813499686676,0.03373623063206088,eV/cell,-2.43104134004232
0.0,v19_new_3_force,heldout,1.321138459506241,1.0545129803044617,0.03173805605024358,eV/L0,-8.400813168257448
0.0,v19_new_3_Haa,heldout,-4.940080180276789,-1.1287478121143235,0.4940080180276789,eV/L0^2,7.715122486025964
0.0,v19_new_3_Hxx,heldout,-1.007259835979608,0.009095380433160064,0.10072598359796081,eV/L0^2,10.090298253819626
0.0,v19_new_4_energy,heldout,0.5605338261337047,0.5156467723416926,0.05605338261337048,eV/cell,-0.8007911690472203
0.0,v19_new_4_force,heldout,0.5382315998098468,0.6246479570897007,0.03173805605024358,eV/L0,2.7227993152148535
0.0,v19_new_4_Haa,heldout,0.9032785116339533,-1.234287330246374,0.1,eV/L0^2,-21.37565841880327
0.0,v19_new_4_Hxx,heldout,0.6453579543796875,-0.012923983895655237,0.1,eV/L0^2,-6.582819382753426
0.0,v19_new_5_energy,heldout,0.7666938699728523,0.6822003636641589,0.07666938699728523,eV/cell,-1.1020501091483248
0.0,v19_new_5_force,heldout,0.27979903523926664,0.28462053357157163,0.03173805605024358,eV/L0,0.15191536383552365
0.0,v19_new_5_Haa,heldout,-2.478203100860398,-0.5945675040757631,0.2478203100860398,eV/L0^2,7.600812040508958
0.0,v19_new_5_Hxx,heldout,0.0933444416558671,-0.0007528964250054951,0.1,eV/L0^2,-0.9409733808087258
0.0,v19_new_6_energy,heldout,0.07503741336914271,0.051969791846364424,0.007503741336914272,eV/cell,-3.074149345913392
0.0,v19_new_6_force,heldout,0.3995055633266556,0.18738870942512792,0.03173805605024358,eV/L0,-6.683359987950483
0.0,v19_new_6_Haa,heldout,16.75498366183509,21.60737241061353,1.6754983661835092,eV/L0^2,2.8960868280828747
0.0,v19_new_6_Hxx,heldout,1.866294182504276,1.1411538848368767,0.18662941825042761,eV/L0^2,-3.885455489629046
0.0,v19_new_7_energy,heldout,0.1746163283222475,0.14492178609989914,0.01746163283222475,eV/cell,-1.700559306661646
0.0,v19_new_7_force,heldout,1.0346608991752084,0.9763985748202099,0.03173805605024358,eV/L0,-1.8357244143360638
0.0,v19_new_7_Haa,heldout,3.3869832062735408,1.9998670114045844,0.3386983206273541,eV/L0^2,-4.095432750595485
0.0,v19_new_7_Hxx,heldout,-0.5656137494473082,-0.15441296460179094,0.1,eV/L0^2,4.112007848455173
0.0,v19_new_8_energy,heldout,0.17183161394321733,0.12957493876558526,0.017183161394321734,eV/cell,-2.4591909607271694
0.0,v19_new_8_force,heldout,-1.5479121827267546,-1.4497208130439756,0.03173805605024358,eV/L0,3.0938054154084016
0.0,v19_new_8_Haa,heldout,34.71656366870985,31.03503351371642,3.4716563668709854,eV/L0^2,-1.0604535028654367
0.0,v19_new_8_Hxx,heldout,-0.974896485841256,-1.0202761512340395,0.1,eV/L0^2,-0.45379665392783486
0.0,v19_new_9_energy,heldout,0.07736533900036079,0.04669275156824209,0.007736533900036079,eV/cell,-3.964642025542686
0.0,v19_new_9_force,heldout,-0.22650351113925563,-0.20751784141285654,0.03173805605024358,eV/L0,0.598198884529772
0.0,v19_new_9_Haa,heldout,14.396252629283666,22.946142678268878,1.4396252629283666,eV/L0^2,5.938969167291308
0.0,v19_new_9_Hxx,heldout,-0.11946413441426519,0.8525162111024833,0.1,eV/L0^2,9.719803455167485
0.0,v19_power_new_0_energy,heldout,0.0021758842211834217,0.002361571474023133,0.004433026104653031,eV/cell,0.04188724551944521
0.0,v19_power_new_0_force,heldout,-0.2996693004614922,-0.33973150377439004,0.03173805605024358,eV/L0,-1.2622765316652207
0.0,v19_power_new_0_Haa,heldout,21.133296310436656,27.124507837803744,2.1133296310436656,eV/L0^2,2.834963102470832
0.0,v19_power_new_0_Hxx,heldout,4.803281906544594,6.166422455803854,0.4803281906544594,eV/L0^2,2.837935760967821
0.0,v19_power_new_1_energy,heldout,0.01645069708691336,0.014892125239841557,0.004433026104653031,eV/cell,-0.35158192401255656
0.0,v19_power_new_1_force,heldout,0.747061714559844,0.6771818771649057,0.03173805605024358,eV/L0,-2.2017680378506355
0.0,v19_power_new_1_Haa,heldout,15.66515497295868,15.543408703323461,1.5665154972958681,eV/L0^2,-0.07771788395670413
0.0,v19_power_new_1_Hxx,heldout,3.4372637547611467,2.332861277216634,0.3437263754761147,eV/L0^2,-3.2130280256053756
0.0,v19_power_new_2_energy,heldout,0.13995417796875365,0.11418352863843141,0.013995417796875366,eV/cell,-1.8413633450854052
0.0,v19_power_new_2_force,heldout,1.6376288066594074,1.1215467889093556,0.03173805605024358,eV/L0,-16.260668798777644
0.0,v19_power_new_2_Haa,heldout,1.5124016664736504,-0.11821399473136918,0.15124016664736506,eV/L0^2,-10.781630947332921
0.0,v19_power_new_2_Hxx,heldout,0.07390822082095283,0.34312017403008926,0.1,eV/L0^2,2.6921195320913642
0.0,v19_power_new_3_energy,heldout,0.39535837061576956,0.3055373326276844,0.039535837061576956,eV/cell,-2.271889117920765
0.0,v19_power_new_3_force,heldout,1.0383826381800587,0.9924499654437817,0.03173805605024358,eV/L0,-1.4472427883913976
0.0,v19_power_new_3_Haa,heldout,-6.006053628734572,-1.3750948790546131,0.6006053628734572,eV/L0^2,7.710485180359045
0.0,v19_power_new_3_Hxx,heldout,-1.4153601110072371,-0.01817041730944295,0.14153601110072372,eV/L0^2,9.87161982898817
0.0,v19_power_new_4_energy,heldout,0.5880885299154484,0.5448059327472444,0.05880885299154484,eV/cell,-0.7359877801804232
0.0,v19_power_new_4_force,heldout,0.5878736415051682,0.5665660969031352,0.03173805605024358,eV/L0,-0.6713563227786115
0.0,v19_power_new_4_Haa,heldout,0.9838769358246306,-1.1368370009652464,0.1,eV/L0^2,-21.20713936789877
0.0,v19_power_new_4_Hxx,heldout,0.5300888191539206,-0.009450069392088686,0.1,eV/L0^2,-5.395388885460092
0.0,v19_power_new_5_energy,heldout,0.7807571272106231,0.7055036321676352,0.07807571272106231,eV/cell,-0.9638528092832493
0.0,v19_power_new_5_force,heldout,0.03287588986152218,0.23577242138857338,0.03173805605024358,eV/L0,6.392846846254594
0.0,v19_power_new_5_Haa,heldout,-2.5224317074829634,-0.49606948317192345,0.25224317074829633,eV/L0^2,8.03336803252076
0.0,v19_power_new_5_Hxx,heldout,-0.10536285587305545,-0.0003609779023608388,0.1,eV/L0^2,1.050018779706946
0.0,v19_power_new_6_energy,heldout,0.09299247367372732,0.06507128977637046,0.009299247367372731,eV/cell,-3.002520827150046
0.0,v19_power_new_6_force,heldout,-0.03946790499084763,-0.2813247508650322,0.03173805605024358,eV/L0,-7.6204051530852475
0.0,v19_power_new_6_Haa,heldout,22.032873653678617,20.626288454990373,2.2032873653678617,eV/L0^2,-0.6384029703966465
0.0,v19_power_new_6_Hxx,heldout,1.976588687531336,0.7920411511794303,0.19765886875313363,eV/L0^2,-5.992888372903462
0.0,v19_power_new_7_energy,heldout,0.16640726473220147,0.13273646620277466,0.01664072647322015,eV/cell,-2.0233971505759127
0.0,v19_power_new_7_force,heldout,0.9556810535854069,0.9411374009678344,0.03173805605024358,eV/L0,-0.45824018315894594
