exponent,observable,role,target,prediction,scale,units,normalized_residual
0.0,normal_strain_force_ev,exact,0.0,2.9976021664879227e-15,0.1,eV/strain,2.9976021664879227e-14
0.0,cohesive_ev_atom,exact,3.36,3.360000000000004,0.0672,eV/atom,5.947623346206196e-14
0.0,C11_GPa,exact,113.99999999999996,114.0,5.699999999999998,GPa,7.479397218527373e-15
0.0,C12_GPa,exact,62.000000000000014,62.00000000000015,3.100000000000001,GPa,4.354939348207064e-14
0.0,C44_GPa,exact,32.0,32.000000000000014,1.6,GPa,8.881784197001252e-15
0.0,perfect_Haa,exact,19.66091286328976,19.660912863289788,1.9660912863289761,eV/L0^2,1.4455945981771848e-14
0.0,perfect_Hxx,exact,4.393593035123306,4.3935930351233,0.43935930351233066,eV/L0^2,-1.4150716482384421e-14
0.0,saddle_energy_at_source_state,fit,0.07624909750742465,0.05012021469030056,0.007624909750742465,eV/cell,-3.426779289365336
0.0,saddle_normal_force_at_source_state,fit,1.4903612010162394e-15,0.1617152401425258,0.03173805605024358,eV/L0,5.095310181774135
0.0,fault_energy_at_source_state,fit,0.06670794504308616,0.03543797139549233,0.006670794504308616,eV/cell,-4.68759360334017
0.0,fault_normal_force_at_source_state,fit,5.29078226360765e-15,0.08527312311485558,0.03173805605024358,eV/L0,2.6867783893209123
0.0,saddle_path_force_at_source_state,fit,2.296700476743968e-16,-0.08293688572287841,0.03173805605024358,eV/L0,-2.6131684181155803
0.0,opening_1.1h_energy,fit,0.05670265774764735,0.051628280104087744,0.005670265774764736,eV/cell,-0.8949100174709441
0.0,opening_1.5h_energy,fit,0.4710312483934004,0.3923732465964097,0.04710312483934004,eV/cell,-1.6699104797246134
0.0,opening_2h_energy,fit,0.7060534019484034,0.6348387091540812,0.07060534019484034,eV/cell,-1.0086304038448117
0.0,opening_40h_energy,fit,0.7719163228888833,0.8159350942654233,0.07719163228888834,eV/cell,0.5702531488361393
0.0,direct_quarter_energy,fit,0.117221996542065,0.09381692509637476,0.0117221996542065,eV/cell,-1.996645009991051
0.0,direct_half_energy,fit,0.26732847628894163,0.18521562009321754,0.026732847628894163,eV/cell,-3.071609030792983
0.0,oblique_energy,fit,0.13339289745734875,0.08248720934246195,0.013339289745734876,eV/cell,-3.8162217843092776
0.0,opening_1.25h_energy,fit,0.24853683654490819,0.18897558674523243,0.02485368365449082,eV/cell,-2.396475734852029
0.0,opening_3h_energy,fit,0.7719163228888833,0.784186402708018,0.07719163228888834,eV/cell,0.15895608701749017
0.0,saddle_Haa,fit,12.717337762538286,17.585394866367963,1.2717337762538286,eV/L0^2,3.8278900778821887
0.0,saddle_Hxx,fit,-0.18642463121762062,0.18216571310357604,0.018642463121762064,eV/L0^2,19.77154745667309
0.0,fault_Haa,fit,14.140554350039636,16.77145446037539,1.4140554350039638,eV/L0^2,1.8605353405599552
0.0,fault_Hxx,fit,2.4858929774856264,2.413418622575156,0.24858929774856264,eV/L0^2,-0.29154253850370976
0.0,saddle_normal_path_coupling,fit,1.2055891043737141,1.369214433729869,0.12055891043737142,eV/L0^2,1.3572230270043446
0.0,opening_1.1h_normal_force,fit,1.2761663221727821,1.1100882086101527,0.03173805605024358,eV/L0,-5.232775230458857
0.0,opening_1.3h_normal_force,fit,1.4139711872929317,1.0759754554781817,0.03173805605024358,eV/L0,-10.649541083413517
0.0,opening_1.5h_normal_force,fit,0.6379256757978651,0.8555367075035236,0.03173805605024358,eV/L0,6.856470079993713
0.0,opening_2h_normal_force,fit,0.5548811295393773,0.3829761044771823,0.03173805605024358,eV/L0,-5.416369067785917
0.0,opening_2.5h_normal_force,fit,0.0005156382639574782,0.1625141479329948,0.03173805605024358,eV/L0,5.104235414184859
0.0,opening_3h_normal_force,fit,0.0,0.06701047352603971,0.03173805605024358,eV/L0,2.1113603624606814
0.0,shockley_0.15_energy,fit,0.013715574532912111,0.01223700371092207,0.004433026104653031,eV/cell,-0.3335353293855166
0.0,shockley_0.35_energy,fit,0.04820527408303389,0.04236535595495559,0.004820527408303389,eV/cell,-1.2114687114980422
0.0,shockley_0.75_energy,fit,0.08334161260537679,0.055179465255586,0.00833416126053768,eV/cell,-3.3791219619350032
0.0,new_direct_017_energy,fit,0.05826439239193282,0.05220372449813733,0.0058264392391932825,eV/cell,-1.0402009949793343
0.0,new_direct_017_normal_force,fit,-0.44118804525591643,-0.6693241311901416,0.03173805605024358,eV/L0,-7.188092603184947
0.0,new_direct_017_Haa,fit,26.109437232644353,20.721095921923382,2.6109437232644357,eV/L0^2,-2.0637523753227374
0.0,new_direct_039_energy,fit,0.2262381941113307,0.1629772860893679,0.022623819411133072,eV/cell,-2.7962081411785142
0.0,new_direct_039_normal_force,fit,-1.9685101248020884,-1.8644193929028656,0.03173805605024358,eV/L0,3.2796820238277933
0.0,new_direct_039_Haa,fit,36.31678531793335,37.5310346875721,3.6316785317933356,eV/L0^2,0.3343493536139472
0.0,new_raised_direct_energy,fit,0.11960599647825673,0.0803205451618906,0.011960599647825674,eV/cell,-3.2845720509931002
0.0,new_raised_direct_normal_force,fit,0.08783049166112324,-0.09285665053923553,0.03173805605024358,eV/L0,-5.693075275761006
0.0,new_raised_direct_Haa,fit,20.00400949091716,20.955510040230823,2.000400949091716,eV/L0^2,0.47565491795317033
0.0,new_off_path_positive_energy,fit,0.05360470506556986,0.041440776872232014,0.0053604705065569865,eV/cell,-2.2691903963390514
0.0,new_off_path_positive_normal_force,fit,0.35206897342006,0.2494079400206554,0.03173805605024358,eV/L0,-3.234635203771931
0.0,new_off_path_positive_Haa,fit,13.446420569551602,16.746511546803774,1.3446420569551603,eV/L0^2,2.4542523864863908
0.0,new_off_path_negative_energy,fit,0.21544733160917068,0.1207552529226201,0.021544733160917068,eV/cell,-4.395138151830326
0.0,new_off_path_negative_normal_force,fit,-0.05312860042135701,0.05383785780973957,0.03173805605024358,eV/L0,3.370290167165914
