exponent,joint_loss,other_interface_loss,core_force_RMS_eV_L0,exact_residual,kkt_residual,strictly_positive_LJ,minimum_sampled_margin,seconds,fixed_five_shapes,relaxed_core_recomputed,material_accepted
0.0,1.3061223811943954,2276.471383495326,0.152416678588337,5.947623346206196e-14,6.747935543671701e-13,True,0.006237702829929634,42.170745199982775,True,False,False
-0.5,1.307320684553619,2290.634154513238,0.15098821253854874,5.947623346206196e-14,5.617728504603292e-13,True,0.006219271898686162,8.787045700009912,True,False,False
0.5,1.308834713350998,2276.2444663571914,0.15318506958274805,1.1234399653945037e-13,7.918110611626616e-13,True,0.006252395312784088,6.505340300005628,True,False,False
-1.0,1.3134100821500807,2322.1362686106922,0.14872482490702926,1.83365867292929e-14,4.816147480823929e-13,True,0.006182669699550677,7.417920100007905,True,False,False
1.0,1.3147697417353907,2287.4513682076254,0.1534234042074197,1.0573552615477682e-13,9.483525076348087e-13,True,0.006264174461241364,7.757575900002848,True,False,False
