observable,role,original_role,validation_status,source_target,imposed_target,prediction,units,scale,imposed_normalized_residual,source_normalized_residual
normal_strain_force_ev,exact,exact,development_or_control,0.0,0.0,2.220446049250313e-16,eV/strain,0.1,2.220446049250313e-15,2.220446049250313e-15
cohesive_ev_atom,exact,exact,development_or_control,3.36,3.36,3.359999999999998,eV/atom,0.0672,-2.6433881538694204e-14,-2.6433881538694204e-14
C11_GPa,exact,exact,development_or_control,113.99999999999996,113.99999999999996,113.99999999999973,GPa,5.699999999999998,-3.989011849881265e-14,-3.989011849881265e-14
C12_GPa,exact,exact,development_or_control,62.000000000000014,62.000000000000014,61.999999999999964,GPa,3.100000000000001,-1.604451338813129e-14,-1.604451338813129e-14
C44_GPa,exact,exact,development_or_control,32.0,32.0,32.00000000000005,GPa,1.6,3.108624468950438e-14,3.108624468950438e-14
perfect_Haa,exact,fit,development_or_control,19.66091286328976,19.66091286328976,19.660912863289767,eV/L0^2,1.9660912863289761,3.613986495442962e-15,3.613986495442962e-15
perfect_Hxx,fit,fit,development_or_control,4.393593035123306,4.393593035123306,2.4192066479365577,eV/L0^2,0.43935930351233066,-4.493785317399879,-4.493785317399879
saddle_energy_at_source_state,fit,fit,development_or_control,0.07624909750742465,0.07624909750742465,0.0571339535996145,eV/cell,0.007624909750742465,-2.5069337910457024,-2.5069337910457024
saddle_normal_force_at_source_state,fit,fit,development_or_control,1.4903612010162394e-15,1.4903612010162394e-15,0.08709681855872273,eV/L0,0.03173805605024358,2.7442392319441633,2.7442392319441633
fault_energy_at_source_state,fit,fit,development_or_control,0.06670794504308616,0.06670794504308616,0.045867673150427765,eV/cell,0.006670794504308616,-3.1241064132912237,-3.1241064132912237
fault_normal_force_at_source_state,fit,fit,development_or_control,5.29078226360765e-15,5.29078226360765e-15,-0.0812142604473689,eV/L0,0.03173805605024358,-2.5588920858544797,-2.5588920858544797
saddle_path_force_at_source_state,fit,fit,development_or_control,2.296700476743968e-16,2.296700476743968e-16,-0.04180433256385757,eV/L0,0.03173805605024358,-1.3171673935441601,-1.3171673935441601
opening_1.1h_energy,fit,fit,development_or_control,0.05670265774764735,0.05670265774764735,0.043641069527664764,eV/cell,0.005670265774764736,-2.3035231043512283,-2.3035231043512283
opening_1.5h_energy,fit,fit,development_or_control,0.4710312483934004,0.4710312483934004,0.37205275977256536,eV/cell,0.04710312483934004,-2.1013146995752865,-2.1013146995752865
opening_2h_energy,fit,fit,development_or_control,0.7060534019484034,0.7060534019484034,0.6321137462605186,eV/cell,0.07060534019484034,-1.0472246926909936,-1.0472246926909936
opening_40h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8397349778018021,eV/cell,0.07719163228888834,0.8785752147215722,0.8785752147215722
direct_quarter_energy,fit,fit,development_or_control,0.117221996542065,0.117221996542065,0.07969795725934656,eV/cell,0.0117221996542065,-3.2011090400813105,-3.2011090400813105
direct_half_energy,fit,fit,development_or_control,0.26732847628894163,0.26732847628894163,0.25914819643200915,eV/cell,0.026732847628894163,-0.3060010654491906,-0.3060010654491906
oblique_energy,fit,fit,development_or_control,0.13339289745734875,0.13339289745734875,0.09279134810554636,eV/cell,0.013339289745734876,-3.0437564612302084,-3.0437564612302084
opening_1.25h_energy,fit,fit,development_or_control,0.24853683654490819,0.24853683654490819,0.17181197741560258,eV/cell,0.02485368365449082,-3.087061869617149,-3.087061869617149
opening_3h_energy,fit,fit,development_or_control,0.7719163228888833,0.7719163228888833,0.8072573609932262,eV/cell,0.07719163228888834,0.4578350924369579,0.4578350924369579
saddle_Haa,fit,fit,development_or_control,12.717337762538286,12.717337762538286,19.65958199036543,eV/L0^2,1.2717337762538286,5.458881691636006,5.458881691636006
saddle_Hxx,fit,fit,development_or_control,-0.18642463121762062,-0.18642463121762062,0.01472931704914407,eV/L0^2,0.018642463121762064,10.790095007990116,10.790095007990116
fault_Haa,fit,fit,development_or_control,14.140554350039636,14.140554350039636,21.612263049227295,eV/L0^2,1.4140554350039638,5.283886695125721,5.283886695125721
fault_Hxx,fit,fit,development_or_control,2.4858929774856264,2.4858929774856264,2.6428720988652428,eV/L0^2,0.24858929774856264,0.6314798054516166,0.6314798054516166
saddle_normal_path_coupling,fit,fit,development_or_control,1.2055891043737141,1.2055891043737141,0.601843662903975,eV/L0^2,0.12055891043737142,-5.0078873413788525,-5.0078873413788525
opening_1.1h_normal_force,fit,fit,development_or_control,1.2761663221727821,1.2761663221727821,0.939706173253517,eV/L0,0.03173805605024358,-10.60115806672674,-10.60115806672674
opening_1.3h_normal_force,fit,fit,development_or_control,1.4139711872929317,1.4139711872929317,1.058708295255947,eV/L0,0.03173805605024358,-11.193593315059324,-11.193593315059324
opening_1.5h_normal_force,fit,fit,development_or_control,0.6379256757978651,0.6379256757978651,0.8557174149801241,eV/L0,0.03173805605024358,6.862163795964042,6.862163795964042
opening_2h_normal_force,fit,fit,development_or_control,0.5548811295393773,0.5548811295393773,0.44032386480365326,eV/L0,0.03173805605024358,-3.6094606599210675,-3.6094606599210675
opening_2.5h_normal_force,fit,fit,development_or_control,0.0005156382639574782,0.0005156382639574782,0.19236254989530985,eV/L0,0.03173805605024358,6.044696352153553,6.044696352153553
opening_3h_normal_force,fit,fit,development_or_control,0.0,0.0,0.07712158316486566,eV/L0,0.03173805605024358,2.4299403543423312,2.4299403543423312
shockley_0.15_energy,fit,fit,development_or_control,0.013715574532912111,0.013715574532912111,0.005869878452638847,eV/cell,0.004433026104653031,-1.7698285313587931,-1.7698285313587931
shockley_0.35_energy,fit,fit,development_or_control,0.04820527408303389,0.04820527408303389,0.028160490967517444,eV/cell,0.004820527408303389,-4.158213701054615,-4.158213701054615
shockley_0.75_energy,fit,fit,development_or_control,0.08334161260537679,0.08334161260537679,0.067091246492036,eV/cell,0.00833416126053768,-1.9498502135165534,-1.9498502135165534
new_direct_017_energy,fit,fit,development_or_control,0.05826439239193282,0.05826439239193282,0.030851175576551596,eV/cell,0.0058264392391932825,-4.70496913980979,-4.70496913980979
new_direct_017_normal_force,fit,fit,development_or_control,-0.44118804525591643,-0.44118804525591643,-0.3575362122244028,eV/L0,0.03173805605024358,2.6356949177695976,2.6356949177695976
new_direct_017_Haa,fit,fit,development_or_control,26.109437232644353,26.109437232644353,21.34656078181797,eV/L0^2,2.6109437232644357,-1.8241972848313284,-1.8241972848313284
new_direct_039_energy,fit,fit,development_or_control,0.2262381941113307,0.2262381941113307,0.20885709296408692,eV/cell,0.022623819411133072,-0.7682655537239051,-0.7682655537239051
new_direct_039_normal_force,fit,fit,development_or_control,-1.9685101248020884,-1.9685101248020884,-1.9955327678382262,eV/L0,0.03173805605024358,-0.8514271634456446,-0.8514271634456446
new_direct_039_Haa,fit,fit,development_or_control,36.31678531793335,36.31678531793335,44.55854902131501,eV/L0^2,3.6316785317933356,2.269408933425571,2.269408933425571
new_raised_direct_energy,fit,fit,development_or_control,0.11960599647825673,0.11960599647825673,0.09099437250263764,eV/cell,0.011960599647825674,-2.3921563147396556,-2.3921563147396556
new_raised_direct_normal_force,fit,fit,development_or_control,0.08783049166112324,0.08783049166112324,0.08531163082053148,eV/L0,0.03173805605024358,-0.0793640554608709,-0.0793640554608709
new_raised_direct_Haa,fit,fit,development_or_control,20.00400949091716,20.00400949091716,15.674183999454304,eV/L0^2,2.000400949091716,-2.1644788228224034,-2.1644788228224034
new_off_path_positive_energy,fit,fit,development_or_control,0.05360470506556986,0.05360470506556986,0.031697526714376194,eV/cell,0.0053604705065569865,-4.086801396332013,-4.086801396332013
new_off_path_positive_normal_force,fit,fit,development_or_control,0.35206897342006,0.35206897342006,0.3501065126030876,eV/L0,0.03173805605024358,-0.06183305032499987,-0.06183305032499987
new_off_path_positive_Haa,fit,fit,development_or_control,13.446420569551602,13.446420569551602,14.8599863420233,eV/L0^2,1.3446420569551603,1.0512580393867865,1.0512580393867865
new_off_path_negative_energy,fit,fit,development_or_control,0.21544733160917068,0.21544733160917068,0.20493128307918615,eV/cell,0.021544733160917068,-0.488102983287861,-0.488102983287861
new_off_path_negative_normal_force,fit,fit,development_or_control,-0.05312860042135701,-0.05312860042135701,-0.32957925955409073,eV/L0,0.03173805605024358,-8.710384110957925,-8.710384110957925
new_off_path_negative_Haa,fit,fit,development_or_control,13.5831841481301,13.5831841481301,14.646934144918745,eV/L0^2,1.35831841481301,0.783137433158546,0.783137433158546
new_shockley_058_energy,fit,fit,development_or_control,0.07969505412787091,0.07969505412787091,0.062480259700327175,eV/cell,0.007969505412787091,-2.16008315897779,-2.16008315897779
new_shockley_058_normal_force,fit,fit,development_or_control,-0.6123357455328253,-0.6123357455328253,-0.7130092926271977,eV/L0,0.03173805605024358,-3.172013652474463,-3.172013652474463
new_shockley_058_Haa,fit,fit,development_or_control,23.107568998056017,23.107568998056017,31.88810933361824,eV/L0^2,2.3107568998056016,3.7998546434291325,3.7998546434291325
new_opening_1.17h_energy,fit,fit,development_or_control,0.14263027381623705,0.14263027381623705,0.10087146803524999,eV/cell,0.014263027381623706,-2.9277659408260375,-2.9277659408260375
new_opening_1.17h_normal_force,fit,fit,development_or_control,1.6398229617729339,1.6398229617729339,1.0571579315563062,eV/L0,0.03173805605024358,-18.3585607541378,-18.3585607541378
new_opening_1.42h_energy,fit,fit,development_or_control,0.4226003973463561,0.4226003973463561,0.31359664176636853,eV/cell,0.042260039734635615,-2.5793576216316225,-2.5793576216316225
