model,stretch,radius,qx,qy,qz,minimum_H,tail_bound,robust_margin,normalized_density,normalized_density_truncation
tied_control,0.99,12.0,0.16,0.16,0.16,5.331878060703244,0.00025864478938414056,5.33161941591386,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.24,0.0,0.0,5.133007596057058,0.00025862698079706794,5.132748969076261,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.24,0.08,0.0,4.948690215205608,0.00025863398026411795,4.948431581225344,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.24,0.08,0.08,5.190682451008713,0.0002586395494370129,5.190423811459276,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.24,0.16,0.0,4.948653748520487,0.0002586466611052415,4.948395101859381,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.24,0.16,0.08,5.462657027866247,0.0002586491683516382,5.462398378697896,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.24,0.16,0.16,6.724945377950443,0.0002586521007861419,6.724686725849657,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.24,0.24,0.0,5.795170505975516,0.0002586507431495145,5.794911855232367,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.24,0.24,0.08,6.339760843616082,0.00025865047427076884,6.339502193141811,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.24,0.24,0.16,7.913734278945174,0.0002586472311111419,7.913475631714063,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.24,0.24,0.24,10.36459891444819,0.000258636610941498,10.364340277837247,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.0,0.0,8.999073705563179,0.00025864958481260926,8.998815055978366,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.08,0.0,8.582733929971655,0.0002586500283791524,8.582475279943276,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.08,0.08,8.997027709454324,0.00025865002605482087,8.996769059428269,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.16,0.0,7.85252529879847,0.00025864839469570916,7.852266650403775,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.16,0.08,8.491309640168156,0.00025864739242310885,8.491050992775733,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.16,0.16,9.85866896496806,0.00025864252046303954,9.858410322447599,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.24,0.0,7.639951281362986,0.0002586392810531735,7.639692642081933,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.24,0.08,8.214308810702013,0.00025863734437822845,8.214050173357634,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.24,0.16,9.832606227672416,0.00025863041685490035,9.832347597255561,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.24,0.24,11.88366028104169,0.00025861656192948377,11.883401664479761,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.32,0.0,8.332397817733309,0.0002586200392733605,8.332139197694035,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.32,0.08,8.832003028550403,0.000258617589927957,8.831744410960475,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.32,0.16,10.257128061836625,0.00025860963156535744,10.25686945220506,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.32,0.24,12.41367657024335,0.0002585952026846396,12.413417975040666,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.32,0.32,0.32,15.052608926025883,0.0002585743179868406,15.052350351707895,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.375,0.375,0.0,10.034473254035095,0.0002585827318620038,10.034214671303234,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.0,0.0,13.9335640457392,0.0002586381891705788,13.933305407550028,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.08,0.0,13.305308968263564,0.00025863595201809024,13.305050332311545,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.08,0.08,14.50601389341362,0.0002586336305837227,14.505755259783037,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.16,0.0,11.929646160657992,0.0002586283398111125,11.92938753231818,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.16,0.08,12.978863852742407,0.00025862584536001795,12.978605226897047,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.16,0.16,15.867687439329025,0.0002586177262882589,15.867428821602736,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.24,0.0,10.719910001289731,0.0002586137945953511,10.719651387495135,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.24,0.08,11.506538292111825,0.000258611196720835,11.506279680915105,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.24,0.16,13.79914512504565,0.0002586029508360748,13.798886522094813,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.24,0.24,17.18944024932798,0.00025858838760722136,17.189181660940374,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.32,0.0,10.243770082121475,0.0002585919582865404,10.243511490163188,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.32,0.08,10.786376925793544,0.00025858942697846136,10.786118336366565,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.32,0.16,12.341998286088671,0.00025858149173326546,12.341739704596938,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.32,0.24,14.747804414682612,0.0002585676931938044,14.747545846989418,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.32,0.32,17.937959235177438,0.0002585483054706324,17.937700686871967,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.4,0.0,10.88077686005772,0.00025856422060879667,10.880518295837112,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.4,0.08,11.307294175103284,0.00025856192395912946,11.307035613179325,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.4,0.16,12.5061316533532,0.0002585547222503594,12.50587309863095,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.4,0.24,14.26145718171221,0.00025854219271330815,14.261198639519497,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.4,0.32,16.28837509444964,0.0002585245507967324,16.288116569898843,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.4,0.4,0.4,18.308450109652448,0.00025850284996887184,18.308191606802477,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.0,0.0,19.96317851033197,0.00025860735034865715,19.96291990298162,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.08,0.0,19.217646214586107,0.000258604324893645,19.217387610261213,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.08,0.08,20.297507723085033,0.00025860133886888143,20.297249121746166,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.16,0.0,17.490799216197153,0.0002585951092012374,17.490540621087952,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.16,0.08,18.831408875745804,0.000258592246964018,18.83115028349884,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.16,0.16,20.96481450247011,0.00025858353038690925,20.964555918939723,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.24,0.0,15.657731052831497,0.00025857963235634523,15.65747247319914,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.24,0.08,16.652711949698592,0.0002585769874660069,16.652453372711125,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.24,0.16,19.261486991053488,0.00025856890025108986,19.261228422153238,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.24,0.24,21.282192701321414,0.000258555257280635,21.281934146064135,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.32,0.0,14.231442818286853,0.0002585584724365517,14.231184259814416,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.32,0.08,14.860920377335267,0.0002585561364166236,14.86066182119885,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.32,0.16,16.641547838844744,0.00025854890864957067,16.641289289936093,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.32,0.24,19.19699004591343,0.00025853653028898223,19.19673150938314,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.32,0.32,20.884696355816228,0.00025851931109236186,20.884437836505136,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.4,0.0,13.541086161728053,0.00025853300954007443,13.540827628718514,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.4,0.08,13.94137015184548,0.00025853105676375396,13.941111620788716,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.4,0.16,15.069013095236896,0.0002585248629970875,15.0687545703739,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.4,0.24,16.73059544133671,0.00025851392939453793,16.730336927407315,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.4,0.32,18.67471798161654,0.00025849831488124626,18.674459483301657,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.4,0.4,20.10575144203826,0.00025847885323016694,20.105492963185032,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.48,0.0,14.43104749553571,0.0002585050991942118,14.430788990436515,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.48,0.08,14.736641613608358,0.00025850358670377783,14.736383110021654,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.48,0.16,15.578707981947474,0.0002584985557742973,15.578449483391699,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.48,0.24,16.756488766544923,0.0002584892025214146,16.7562302773424,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.48,0.32,18.002899686091208,0.0002584752757930247,18.002641210815415,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.48,0.4,19.056015782201793,0.00025845724677438654,19.055757324955017,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.48,0.48,0.48,19.718498744377065,0.0002584364001933549,19.71824030797687,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.0,0.0,27.01053654826753,0.00025856846477794934,27.010277979802755,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.08,0.0,26.350306884946207,0.00025856545454507187,26.350048319491663,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.08,0.08,27.001746622293727,0.00025856251655480934,27.00148805977717,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.16,0.0,24.890071754283447,0.0002585565441212718,24.889813197739326,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.16,0.08,25.873926719107047,0.0002585538122924163,25.873668165294756,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.16,0.16,26.7125829550907,0.0002585456874099585,26.71232440940329,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.24,0.0,23.329127126222335,0.0002585421673509311,23.328868584054984,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.24,0.08,24.01778780197767,0.00025853974997317635,24.017529262227697,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.24,0.16,25.37629011890084,0.00025853248522661395,25.376031586415614,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.24,0.24,25.662698853282276,0.00025852050137355035,25.662440332780903,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.32,0.0,21.747388497543124,0.00025852318083909894,21.747129974362284,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.32,0.08,22.104995123812877,0.00025852115890310893,22.104736602653976,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.32,0.16,23.021638188446175,0.0002585149383934825,23.02137967350778,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.32,0.24,23.935255021564878,0.0002585043474364236,23.934996517217442,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.32,0.32,23.75656191774684,0.000258489663204386,23.756303428083637,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.4,0.0,20.06281646291047,0.000258500838717971,20.06255796207175,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.4,0.08,20.231340570515634,0.00025849927948170534,20.231082071236152,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.4,0.16,20.716010054102835,0.00025849423206999203,20.715751559870764,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.4,0.24,21.39610308040079,0.00025848510966075804,21.395844595291127,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.4,0.32,21.91644555644455,0.0002584718382355835,21.916187084606314,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.4,0.4,21.550970626578042,0.0002584551691773199,21.550712171408865,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.48,0.0,18.870980323958772,0.0002584766124019663,18.87072184734637,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.48,0.08,19.005590416941505,0.00025847560108455,19.00533194134042,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.48,0.16,19.378013189764694,0.00025847189151693425,19.377754717873177,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.48,0.24,19.881403556445896,0.00025846440468896503,19.88114509204121,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.48,0.32,20.322125507907792,0.0002584527479388227,20.321867055159853,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.48,0.4,20.419607939946978,0.0002584376676752802,20.419349502279303,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.56,0.0,20.102288134545653,0.00025845196325572365,20.102029682582398,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.56,0.08,20.211020111174545,0.0002584516606007425,20.210761659513945,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.56,0.16,20.48745314577933,0.00025844965753702527,20.487194696121794,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.56,0.24,20.7985019047438,0.00025844452261406165,20.798243460221187,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.56,0.56,0.32,20.96905920527407,0.0002584365370050295,20.968800768737065,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.0,0.0,34.76765497583487,0.00025852857540951236,34.767396447259465,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.08,0.0,34.55445732739708,0.00025852585444611,34.55419880154263,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.08,0.08,34.33217370046868,0.0002585232042282445,34.33191517726445,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.16,0.0,34.42966978248732,0.0002585178890903785,34.42941126459823,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.16,0.08,33.920930863525875,0.0002585154438472498,33.92067234808203,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.16,0.16,32.86146452124201,0.00025850826773747814,32.86120601297428,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.24,0.0,34.71447002019714,0.0002585052521948591,34.71421151494494,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.24,0.08,33.865668505383496,0.00025850312911912684,33.86541000225438,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.24,0.16,31.99666551796883,0.0002584968422358417,31.996407021126593,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.24,0.24,30.144665479732502,0.0002584866907372417,30.144406993041766,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.32,0.0,34.57793508586131,0.0002584888300495534,34.577676597031264,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.32,0.08,33.59172900802907,0.00025848713346437227,33.591470520895605,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.32,0.16,31.260000008839203,0.0002584819694718428,31.259741526869732,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.32,0.24,28.66909454954692,0.0002584733027226096,28.668836076244197,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.32,0.32,26.439186597973997,0.0002584614968653614,26.43892813647713,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.4,0.0,32.985803451802134,0.00025846972061622315,32.98554498208152,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.4,0.08,32.11014301462427,0.00025846856924308814,32.10988454605503,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.4,0.16,29.933106670948785,0.00025846476025631664,29.932848206188527,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.4,0.24,27.29466774458927,0.00025845776546870597,27.2944092868238,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.4,0.32,24.744420315446387,0.00025844772996499516,24.74416186771642,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.4,0.4,22.599199976778507,0.000258436617722656,22.598941540160784,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.48,0.0,29.934160025047362,0.0002584491116518634,29.93390157593571,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.48,0.08,29.342895926721322,0.0002584487027616583,29.34263747801856,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.48,0.16,27.823229080637667,0.0002584466434656702,27.822970633994203,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.48,0.24,25.856074777210882,0.0002584418936193354,25.85581633531726,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.48,0.32,23.724711632676126,0.0002584351712832782,23.724453197504843,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.56,0.0,27.148659278295774,0.0002584281689134798,27.148400850126862,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.56,0.08,26.87805915827521,0.00025842891477576913,26.877800729360434,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.56,0.16,26.142561309829652,0.00025842948622515987,26.142302880343426,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.56,0.24,25.07972493534287,0.000258428956934722,25.079466506385934,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.64,0.0,28.21598667158718,0.0002584079564012543,28.21572826363078,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.64,0.08,28.032987629346827,0.000258410801133645,28.032729218545693,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.64,0.64,0.16,27.48119004336266,0.00025841586023982947,27.480931627502418,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.0,0.0,42.63096763926651,0.0002584912898341755,42.630709147976674,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.08,0.0,43.479303203770684,0.0002584889132212134,43.479044714857466,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.08,0.08,41.72722909722155,0.0002584865915298072,41.726970610630026,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.16,0.0,46.3998835767418,0.0002584819929074567,46.39962509474889,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.16,0.08,42.599360516816716,0.0002584798383545625,42.59910203697836,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.16,0.16,38.965300514368565,0.00025847358663198,38.96504204078193,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.24,0.0,50.91397968894355,0.0002584711138756034,50.913721217829675,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.24,0.08,46.24386688940187,0.00025846924878181096,46.24360842015309,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.24,0.16,38.91253857549246,0.0002584638392471619,38.91228011165322,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.24,0.24,34.44213710874207,0.00025845542252611397,34.44187865331954,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.32,0.0,54.67779499628258,0.000258457123860354,54.677536539158716,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.32,0.08,50.155936281213535,0.00025845570051289275,50.155677825513024,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.32,0.16,41.159050999944576,0.0002584515149139653,41.15879254842966,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.32,0.24,33.370402357014115,0.00025844488895004127,33.370143912125165,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.32,0.32,28.81441118586669,0.00025843668572820476,28.81415274918096,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.4,0.0,55.1182641530944,0.00025844099689323265,55.118005712097506,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.4,0.08,51.393746421462744,0.00025844024964375903,51.3934879812131,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.4,0.16,42.91298398246067,0.00025843782176434465,42.91272554463891,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.4,0.24,34.04342440495672,0.00025843368251107047,34.043165971274206,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.4,0.32,27.244076000971173,0.00025842925292036154,27.243817571718253,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.48,0.0,51.212931876447776,0.00025842372086267156,51.21267345272691,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.48,0.08,48.53466831566119,0.00025842409901501525,48.53440989156218,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.48,0.16,41.980281995748015,0.00025842438863261236,41.98002357135938,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.48,0.24,34.29412395284101,0.0002584244587865609,34.29386552838223,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.56,0.0,44.27328181224656,0.0002584062324283136,44.27302340601413,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.56,0.08,42.639080532393415,0.0002584087523409768,42.63882212364107,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.56,0.16,38.46975051941152,0.0002584136176923992,38.469492105793826,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.64,0.0,37.99748309059453,0.00025838939375684824,37.99722470120077,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.64,0.08,37.18720668845799,0.00025839658651312733,37.18694829187148,1.0356114148058957,4.679162751807381e-09
tied_control,0.99,12.0,0.72,0.72,0.0,37.83082453207885,0.0002583810635600458,37.83056615101529,1.0356114148058957,4.679162751807381e-09
