model,polarization_plane_axis,analytic_H,central_4e4,central_2e4,fourth_order_richardson,absolute_richardson_error,quadrupole_saturation,rank1_decay,resolved_from_two_amplitudes_only,density_truncation
tied_control,0,13.358634743590564,13.358726624890238,13.35865769114264,13.358634713226772,3.0363791481136104e-08,458.710781847525,6.276933465571603,False,3.051253653243124e-09
tied_control,1,13.358634743590533,13.358726635992468,13.35865769114264,13.35863470952603,3.4064504106368076e-08,458.710781847525,6.276933465571603,False,3.051253653243124e-09
tied_control,2,100.39669423591359,100.39045306164951,100.39513367310349,100.39669387692147,3.5899211070500314e-07,458.710781847525,6.276933465571603,False,3.051253653243124e-09
