model,radius,coordinate,fixed_model_static_RMS_m,actual_MD_RMS_m,variance_relative_difference,MD_empirical_block_variance_range_m2,source_temperature_K,source_lattice_angstrom,kinetic_calibration
tied_control,12.0,normal,3.7411378514020636e-13,4.002259412507674e-13,-0.12623035536649452,2.9070280727055915e-26,300,4.065,False
tied_control,12.0,slip_110,8.84473608704403e-13,1.0090164355735016e-12,-0.23162491039497746,6.812620615867098e-26,300,4.065,False
tied_control,12.0,transverse,8.844736087044034e-13,9.640493658747906e-13,-0.1582730916100925,1.8956127549210892e-25,300,4.065,False
tied_control,16.0,normal,3.7411392222398904e-13,4.002259412507674e-13,-0.12622971502831526,2.9070280727055915e-26,300,4.065,False
tied_control,16.0,slip_110,8.844749665664052e-13,1.0090164355735016e-12,-0.23162255114281183,6.812620615867098e-26,300,4.065,False
tied_control,16.0,transverse,8.844749665664055e-13,9.640493658747906e-13,-0.15827050713532465,1.8956127549210892e-25,300,4.065,False
