sample,rows,B11_count_mean,Si29_count_mean,calibrated_chemical_concentration_cm3,ionization_fraction,status
Agar_nominal_1e15_1e16,441,11.625850340136054,68521.22448979592,,,counts only; no sensitivity factor or depth calibration
DU_nominal_1e19_1e20,637,930.0156985871272,62620.06279434851,,,counts only; no sensitivity factor or depth calibration
DU_undoped,425,5.915294117647059,82960.4705882353,,,counts only; no sensitivity factor or depth calibration
