model,state,component,energy_eV_cell,force_eV_L0,Haa_eV_L0sq,Hxx_eV_L0sq,source_Haa,candidate_Haa
saturated,perfect,pair_6,0.0,-0.5108454513502266,5.183476501084099,0.845545353248327,19.66091286328976,28.010901175841862
saturated,perfect,pair_3,-0.0,1.782511940390898,-8.529533680437904,-0.9136639075094999,19.66091286328976,28.010901175841862
saturated,perfect,embedding,0.0,-1.2716664890407985,5.957784189324728,0.04422680352588916,19.66091286328976,28.010901175841862
saturated,perfect,angular_3,9.482679627443093e-45,-9.54964943200572e-23,4.738629512286443,2.1457571182877215,19.66091286328976,28.010901175841862
saturated,perfect,angular_1,7.791862566680131e-48,5.946997905002091e-24,12.800325098630308,0.07326657885497,19.66091286328976,28.010901175841862
saturated,perfect,angular_2,6.964183390789531e-67,8.985364708536362e-34,3.470050642640795,1.0026987730151158,19.66091286328976,28.010901175841862
saturated,perfect,angular_Eg_radial,1.9295641193529844e-44,-5.190612099923958e-32,4.390168912313393,1.2163694351178727,19.66091286328976,28.010901175841862
saturated,perfect,angular_rank3_quartic,1.7141370073460504e-88,-3.452485614131421e-66,4.4803636481426216e-43,7.757867588876952e-44,19.66091286328976,28.010901175841862
saturated,source_saddle,pair_6,-0.010643780981297089,-0.4169682656926772,4.384841079342041,0.21925320837159726,12.717337762538286,22.522395218285652
saturated,source_saddle,pair_3,0.04949019229277995,1.5711419356963592,-7.628705294372536,-0.24295516741667839,12.717337762538286,22.522395218285652
saturated,source_saddle,embedding,-0.03836921839213314,-1.0887044339247627,5.385122360571087,0.01068207923001212,12.717337762538286,22.522395218285652
saturated,source_saddle,angular_3,0.047140607384356714,-0.1483730829856465,3.4299055419145064,0.004325142595661838,12.717337762538286,22.522395218285652
saturated,source_saddle,angular_1,0.005147203462463475,0.3324547884654588,9.996319389808594,-0.025235258174663558,12.717337762538286,22.522395218285652
saturated,source_saddle,angular_2,0.0018554021206330694,0.0011211218551274993,1.9669093850956942,0.1145105142306482,12.717337762538286,22.522395218285652
saturated,source_saddle,angular_Eg_radial,0.0046886370288349586,0.05263003370336091,0.8306903383107344,-0.15423358995187822,12.717337762538286,22.522395218285652
saturated,source_saddle,angular_rank3_quartic,0.025401895638710623,-0.16121133288433273,4.157312417615532,0.005295360482797336,12.717337762538286,22.522395218285652
saturated,source_fault,pair_6,-0.00889316794491231,-0.4209034324587036,4.242282249854307,0.6456189961761725,14.140554350039636,24.62411185633347
saturated,source_fault,pair_3,0.032563409888035875,1.627765438102763,-7.71689477456889,-0.7531223726804592,14.140554350039636,24.62411185633347
saturated,source_fault,embedding,-0.023268869237444534,-1.1611727128124807,5.6074980442427185,0.0354378393311884,14.140554350039636,24.62411185633347
saturated,source_fault,angular_3,0.04636772753860134,-0.19744054507774222,4.613111817027428,0.774146495449264,14.140554350039636,24.62411185633347
saturated,source_fault,angular_1,0.0022011509829826343,0.224448048598542,10.764426240180715,-0.06056470575648744,14.140554350039636,24.62411185633347
saturated,source_fault,angular_2,0.0005270171346737501,0.04785694121285724,1.2953010245197807,0.4265091327848613,14.140554350039636,24.62411185633347
saturated,source_fault,angular_Eg_radial,0.00039634064131009527,0.024541659542316706,0.09108125067347664,0.6780147136321026,14.140554350039636,24.62411185633347
saturated,source_fault,angular_rank3_quartic,0.024589070259986488,-0.20979492149653733,5.727306004403935,0.820935750992479,14.140554350039636,24.62411185633347
saturated,opening162,pair_6,-0.05198515644311288,-0.005275776756243131,0.041416804901652,0.0011302433910927174,-0.15582859326870177,-1.5137118694324818
saturated,opening162,pair_3,0.36112463786734067,0.22852909903674054,-0.7599436123851468,-0.007115581493560735,-0.15582859326870177,-1.5137118694324818
saturated,opening162,embedding,-0.19199544562924897,0.07205509833398713,0.6335795651127193,-0.0004889541740191838,-0.15582859326870177,-1.5137118694324818
saturated,opening162,angular_3,0.01838917426086171,-0.03270466614332825,0.14420552279453405,0.051379046817992206,-0.15582859326870177,-1.5137118694324818
saturated,opening162,angular_1,0.3546797071862606,0.4160821784671181,-1.6514881375876855,-0.03476336053326235,-0.15582859326870177,-1.5137118694324818
saturated,opening162,angular_2,0.00521163851659672,0.00020428712985978215,-0.0019050606641767144,-0.0001198865767321871,-0.15582859326870177,-1.5137118694324818
saturated,opening162,angular_Eg_radial,0.01324443878551242,0.0009019098769931359,-0.005451057901309967,-1.2458789952048846e-05,-0.15582859326870177,-1.5137118694324818
