axis,frequency_per_ps,dt_ps,fraction,parts,block,envelope,real_chi_A2_eV,imag_chi_A2_eV,radius_A2_eV,null_radius_A2_eV,dt_difference_A2_eV,amplitude_difference_A2_eV,block_difference_A2_eV,sign_difference_A2_eV,matched_dt_control_available,matched_amplitude_control_available,storage_impedance_eV_A2,drag_eV_ps_A2,mobility_m2_per_J_s,passive_point,production_clock_calibrated,dispersion_coefficient_eV_ps2_A2,storage_to_static_ratio,confidence_interval,inverse_set_bounded,drag_lower_eV_ps_A2,drag_upper_eV_ps_A2,mobility_lower_m2_per_J_s,mobility_upper_m2_per_J_s,positive_drag_resolved,passive_drag_feasible
0,0.05,0.0025,0.5,2,1,null_plus_observed_controls,0.002386124364762588,-1.2135256592004061e-05,0.00013907458343727933,9.384832001875653e-05,0.0,5.0145340532092965e-06,2.8547822004715946e-05,1.1663907360597538e-05,False,True,419.0788001154875,6.784247876554218,9200001515.320343,True,False,51.04527140088688,1.0119953499741383,False,True,-71.20766639905594,84.82241171945044,735832540.9450172,,False,True
0,0.05,0.0025,1.0,1,0,null_only,0.002358861413862772,5.404343129536081e-06,3.287496899023079e-05,3.287496899023079e-05,0.0,5.0145340532092965e-06,1.1506843625885567e-06,7.098867367112959e-06,False,True,423.9311157058446,-3.0916185919349934,,False,False,1.8810354987720455,1.0004326753941266,False,True,-21.902388727828114,15.717950320402144,3970943378.2591786,,False,True
0,0.05,0.0025,1.0,1,0,null_plus_observed_controls,0.002358861413862772,5.404343129536081e-06,4.613905477314161e-05,3.287496899023079e-05,0.0,5.0145340532092965e-06,1.1506843625885567e-06,7.098867367112959e-06,False,True,423.9311157058446,-3.0916185919349934,,False,False,1.8810354987720455,1.0004326753941266,False,True,-29.497297446134827,23.311693730450443,2677415526.572363,,False,True
0,0.05,0.0025,1.0,2,0,null_only,0.002357771077515724,5.036591647442731e-06,4.6924160009378265e-05,4.6924160009378265e-05,0.0,5.0145340532092965e-06,1.1506843625885567e-06,1.3116842456236078e-05,False,True,424.12745085797445,-2.8839094128534843,,False,False,-0.10825550166741771,0.9999702454682539,False,True,-29.764072234592376,23.9939679604772,2601282574.329415,,False,True
0,0.05,0.0025,1.0,2,0,null_plus_observed_controls,0.002357771077515724,5.036591647442731e-06,6.62062208814122e-05,4.6924160009378265e-05,0.0,5.0145340532092965e-06,1.1506843625885567e-06,1.3116842456236078e-05,False,True,424.12745085797445,-2.8839094128534843,,False,False,-0.10825550166741771,0.9999702454682539,False,True,-40.82521670969359,35.05284646808356,1780599781.0031786,,False,True
0,0.05,0.0025,1.0,2,1,null_only,0.002359951750209834,5.772094611629367e-06,4.6924160009378265e-05,4.6924160009378265e-05,0.0,5.0145340532092965e-06,1.1506843625885567e-06,1.6694028360308066e-05,False,True,423.7349419329955,-3.298942324002229,,False,False,3.868691385237223,1.0008951053200053,False,True,-30.12955821945602,23.5290640515094,2652680557.457349,,False,True
0,0.05,0.0025,1.0,2,1,null_plus_observed_controls,0.002359951750209834,5.772094611629367e-06,6.97834067854842e-05,4.6924160009378265e-05,0.0,5.0145340532092965e-06,1.1506843625885567e-06,1.6694028360308066e-05,False,True,423.7349419329955,-3.298942324002229,,False,False,3.868691385237223,1.0008951053200053,False,True,-43.220249937005384,36.61659124474254,1704557650.586038,,False,True
1,0.05,0.0025,0.5,1,0,null_only,0.011937336107466265,1.959094198804543e-05,0.00040491422520898783,0.00040491422520898783,0.0,0.00016078892819463346,0.00016798580862205324,9.905524114577507e-06,False,True,83.77055799016986,-0.43761221122858507,,False,False,1.1823739722136846,1.0013903416391956,False,True,-9.493296931245455,8.617064348809086,7243196547.932668,,False,True
1,0.05,0.0025,0.5,1,0,null_plus_observed_controls,0.011937336107466265,1.959094198804543e-05,0.0007435944861402521,0.00040491422520898783,0.0,0.00016078892819463346,0.00016798580862205324,9.905524114577507e-06,False,True,83.77055799016986,-0.43761221122858507,,False,False,1.1823739722136846,1.0013903416391956,False,True,-17.114043004603193,16.235409290365837,3844380491.32799,,False,True
1,0.05,0.0025,0.5,2,0,null_only,0.011866333626661639,-0.00013265188910091915,0.000698794986386779,0.000698794986386779,0.0,0.00016078892819463346,0.00016798580862205324,0.00011914633416848016,False,True,84.26149816159709,2.9983076201643084,20816773544.132626,True,False,-3.7918899544441946,0.9954341385240212,False,True,-12.840959730383108,18.858440378898624,3309663444.6211195,,False,True
1,0.05,0.0025,0.5,2,0,null_plus_observed_controls,0.011866333626661639,-0.00013265188910091915,0.0011467160573719458,0.000698794986386779,0.0,0.00016078892819463346,0.00016798580862205324,0.00011914633416848016,False,True,84.26149816159709,2.9983076201643084,20816773544.132626,True,False,-3.7918899544441946,0.9954341385240212,False,True,-23.136752689289406,29.189888275625847,2138243564.1840227,,False,True
1,0.05,0.0025,0.5,2,1,null_only,0.012008338588270967,0.00017183377307701,0.000698794986386779,0.000698794986386779,0.0,0.00016078892819463346,0.00016798580862205324,0.00012209037536048775,False,True,83.258418448343,-3.792310475543137,,False,False,6.371432429007978,1.0073465447543763,False,True,-19.279743051601677,11.669355830870835,5348632062.404926,,False,True
1,0.05,0.0025,0.5,2,1,null_plus_observed_controls,0.012008338588270967,0.00017183377307701,0.0011496600985639535,0.000698794986386779,0.0,0.00016078892819463346,0.00016798580862205324,0.00012209037536048775,False,True,83.258418448343,-3.792310475543137,,False,False,6.371432429007978,1.0073465447543763,False,True,-29.434639883544993,21.779870778831732,2865723648.1526804,,False,True
1,0.05,0.0025,1.0,1,0,null_only,0.01206391465477413,-7.956020924788188e-05,0.00020245711260449392,0.00020245711260449392,0.0,0.00016078892819463346,0.00010449068409808757,5.661585413491793e-05,False,True,82.88822806789145,1.7400055898952764,35870626569.86299,True,False,10.122245181043784,1.0120086683405387,False,True,-2.6885492231743466,6.169540736008476,10116651046.70149,,False,True
1,0.05,0.0025,1.0,1,0,null_plus_observed_controls,0.01206391465477413,-7.956020924788188e-05,0.0005243525790321329,0.00020245711260449392,0.0,0.00016078892819463346,0.00010449068409808757,5.661585413491793e-05,False,True,82.88822806789145,1.7400055898952764,35870626569.86299,True,False,10.122245181043784,1.0120086683405387,False,True,-9.746153569645351,13.232751227510256,4716713075.875684,,False,True
1,0.05,0.0025,1.0,2,0,null_only,0.012166205114516661,-5.8230302802991194e-05,0.0003493974931933895,0.0003493974931933895,0.0,0.00016078892819463346,0.00010449068409808757,5.148551211646709e-05,False,True,82.19301607015366,1.2522151644639834,49843742925.2222,True,False,17.16621543035846,1.0205895340802522,False,True,-6.26658126290305,8.773078811539142,7114388470.158696,,False,True
1,0.05,0.0025,1.0,2,0,null_plus_observed_controls,0.012166205114516661,-5.8230302802991194e-05,0.0006661626176025776,0.0003493974931933895,0.0,0.00016078892819463346,0.00010449068409808757,5.148551211646709e-05,False,True,82.19301607015366,1.2522151644639834,49843742925.2222,True,False,17.16621543035846,1.0205895340802522,False,True,-13.112609742935465,15.624571082316804,3994675464.419389,,False,True
1,0.05,0.0025,1.0,2,1,null_only,0.011961624195031665,-0.00010089011569277081,0.0003493974931933895,0.0003493974931933895,0.0,0.00016078892819463346,0.00010449068409808757,7.627818625196271e-05,False,True,83.59473999967234,2.2443342900784944,27810068678.505417,True,False,2.963782662496295,1.0034278026008305,False,True,-5.532849921298148,10.0253513052389,6225726046.327342,,False,True
1,0.05,0.0025,1.0,2,1,null_plus_observed_controls,0.011961624195031665,-0.00010089011569277081,0.0006909552917380732,0.0003493974931933895,0.0,0.00016078892819463346,0.00010449068409808757,7.627818625196271e-05,False,True,83.59473999967234,2.2443342900784944,27810068678.505417,True,False,2.963782662496295,1.0034278026008305,False,True,-13.170138663787121,17.67383373823531,3531496995.4469895,,False,True
