source,dt_ps,prefix_ps,parts,block,nw,lower_per_ps,upper_per_ps,reason
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,2,0,3.0,0.001,0.002,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,2,1,2.0,0.001,0.002,at least three frequency bins required
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,2,1,3.0,0.001,0.002,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,0,2.0,0.001,0.002,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,0,3.0,0.001,0.002,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,0,3.0,0.002,0.005,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,1,2.0,0.001,0.002,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,1,3.0,0.001,0.002,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,1,3.0,0.002,0.005,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,2,2.0,0.001,0.002,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,2,3.0,0.001,0.002,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,2,3.0,0.002,0.005,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,3,2.0,0.001,0.002,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,3,3.0,0.001,0.002,band must be resolved above the taper half bandwidth
results/modal_kinetic_calibration_v25/long_record_dt5_prefix_5000/summary.json,0.005,5000.0,4,3,3.0,0.002,0.005,band must be resolved above the taper half bandwidth
