model,fraction_a1,fraction_a2,a_L0,ux_L0,uy_L0,energy_J_m2,normal_force_eV_L0,registry_x_force_eV_L0,registry_y_force_eV_L0,min_registry_hessian_eV_L0sq
analytic_candidate,0.15000000000000002,0.6000000000000001,0.816496580927726,0.45000000000000007,0.5196152422706632,0.21868166061363817,-0.8169783970822597,-0.4755056018803645,0.010060618105750797,-2.824265935581384
analytic_candidate,0.15000000000000002,0.65,0.816496580927726,0.47500000000000003,0.562916512459885,0.19252505509153703,-0.7163859693551959,-0.2490916200531243,-0.12153907611982817,-2.784732618518517
analytic_candidate,0.15000000000000002,0.7000000000000001,0.816496580927726,0.5,0.6062177826491071,0.1678216737190577,-0.6349735879679532,-4.600214939613814e-16,-0.23632460885905607,-2.4163215521871373
analytic_candidate,0.15000000000000002,0.75,0.816496580927726,0.525,0.649519052838329,0.14697090546175706,-0.5805067057019682,0.24432148145646498,-0.3295106763256165,-1.7349900026641092
analytic_candidate,0.15000000000000002,0.8,0.816496580927726,0.55,0.6928203230275509,0.13125101615747067,-0.5516697832899665,0.45787703174338834,-0.39729539484378024,-0.8288694607204752
analytic_candidate,0.15000000000000002,0.8500000000000001,0.816496580927726,0.5750000000000001,0.7361215932167728,0.12098779177104473,-0.5407557912190781,0.6193036345685698,-0.4351838789412287,0.117822914115848
analytic_candidate,0.15000000000000002,0.9,0.816496580927726,0.6000000000000001,0.7794228634059948,0.11598189981894154,-0.5383956622011191,0.7141850092259223,-0.4376874637707367,0.7792012784920943
analytic_candidate,0.15000000000000002,0.9500000000000001,0.816496580927726,0.625,0.8227241335952167,0.11598189981894166,-0.5383956622011185,0.7361409671564001,-0.39965862910630323,0.7792012784920874
analytic_candidate,0.15000000000000002,1.0,0.816496580927726,0.65,0.8660254037844386,0.1209877917710446,-0.5407557912190777,0.6865321117648389,-0.31874074072179925,0.11782291411584067
analytic_candidate,0.2,0.0,0.816496580927726,0.2,0.0,0.20809391817613515,-0.953531729137087,0.8486851612777708,-0.5499642272368445,-1.5461285035261096
analytic_candidate,0.2,0.05,0.816496580927726,0.225,0.04330127018922193,0.20183773460439722,-0.871140119658544,0.6702498351554697,-0.45161659938482324,-2.1982145096746804
analytic_candidate,0.2,0.1,0.816496580927726,0.25,0.08660254037844387,0.19610766921195413,-0.7862439137849025,0.45742192169241835,-0.3139026841193639,-2.65011532077362
analytic_candidate,0.2,0.15000000000000002,0.816496580927726,0.275,0.1299038105676658,0.19252505509153742,-0.7163859693552004,0.22980173749882382,-0.1549501327759132,-2.7847326185185226
analytic_candidate,0.2,0.2,0.816496580927726,0.30000000000000004,0.17320508075688773,0.1918142436953201,-0.6715854082062978,0.006104487778876188,0.00352442766239878,-2.5723513710316372
analytic_candidate,0.2,0.25,0.816496580927726,0.325,0.21650635094610965,0.19360516972612662,-0.6523224859089956,-0.1960875522603361,0.14060763157488693,-2.0545582984052464
analytic_candidate,0.2,0.30000000000000004,0.816496580927726,0.35000000000000003,0.2598076211353316,0.19665047219365567,-0.6511224959056098,-0.3602446290429261,0.2401108649134791,-1.3497031513398963
analytic_candidate,0.2,0.35000000000000003,0.816496580927726,0.375,0.30310889132455354,0.19935705721468167,-0.6568578066536421,-0.4712943091974047,0.29308695902591564,-0.6839751902677513
analytic_candidate,0.2,0.4,0.816496580927726,0.4,0.34641016151377546,0.20042511863446894,-0.6600054718188395,-0.5169083238344321,0.2984371599121671,-0.3942931416373736
analytic_candidate,0.2,0.45,0.816496580927726,0.42500000000000004,0.3897114317029974,0.19935705721468183,-0.6568578066536408,-0.48946790663307393,0.2616093649110326,-0.6839751902677534
analytic_candidate,0.2,0.5,0.816496580927726,0.45,0.4330127018922193,0.19665047219365536,-0.6511224959056078,-0.38806442326118895,0.19192556787133652,-1.3497031513398972
analytic_candidate,0.2,0.55,0.816496580927726,0.47500000000000003,0.4763139720814413,0.19360516972612624,-0.6523224859089932,-0.2198135570399828,0.09951298583591511,-2.0545582984052424
analytic_candidate,0.2,0.6000000000000001,0.816496580927726,0.5,0.5196152422706632,0.19181424369532019,-0.6715854082063011,-1.7860547945286825e-16,-0.007048855324798528,-2.572351371031638
analytic_candidate,0.2,0.65,0.816496580927726,0.525,0.562916512459885,0.19252505509153742,-0.7163859693551978,0.24909162005312283,-0.12153907611982843,-2.7847326185185213
analytic_candidate,0.2,0.7000000000000001,0.816496580927726,0.55,0.6062177826491071,0.19610766921195405,-0.7862439137849024,0.5005586596097006,-0.23918766237384945,-2.6501153207736134
analytic_candidate,0.2,0.75,0.816496580927726,0.575,0.649519052838329,0.20183773460439644,-0.8711401196585415,0.7262363654157317,-0.35464508443455667,-2.1982145096746715
analytic_candidate,0.2,0.8,0.816496580927726,0.6000000000000001,0.6928203230275509,0.2080939181761349,-0.9535317291370873,0.9006255725986706,-0.4600007958630211,-1.546128503526114
analytic_candidate,0.2,0.8500000000000001,0.816496580927726,0.625,0.7361215932167728,0.21291646310660806,-1.0135339491599493,1.004721689720464,-0.5441134660157904,-0.9263626375493248
analytic_candidate,0.2,0.9,0.816496580927726,0.65,0.7794228634059948,0.21472523429813453,-1.0355080955859888,1.0288364248650335,-0.5939989868479195,-0.6602879500378367
analytic_candidate,0.2,0.9500000000000001,0.816496580927726,0.675,0.8227241335952167,0.21291646310660797,-1.013533949159948,0.9735769289711069,-0.5980577740232522,-0.9263626375493341
analytic_candidate,0.2,1.0,0.816496580927726,0.7,0.8660254037844386,0.2080939181761349,-0.9535317291370853,0.8486851612777698,-0.5499642272368438,-1.5461285035261192
analytic_candidate,0.25,0.0,0.816496580927726,0.25,0.0,0.3098823161813688,-1.458246967737964,0.9429729073590158,-0.8221091046574984,-3.122646927572073
analytic_candidate,0.25,0.05,0.816496580927726,0.275,0.04330127018922193,0.28022494694859074,-1.2441476009864025,0.7085115176789829,-0.7308185822063404,-3.3527320499721176
analytic_candidate,0.25,0.1,0.816496580927726,0.3,0.08660254037844387,0.2484947293995496,-1.0205306271813077,0.46325692128595464,-0.5884557999912943,-3.2666526790224104
analytic_candidate,0.25,0.15000000000000002,0.816496580927726,0.325,0.1299038105676658,0.21868166061363817,-0.8169783970822604,0.2290400500828277,-0.41683023992307916,-2.82426593558138
analytic_candidate,0.25,0.2,0.816496580927726,0.35,0.17320508075688773,0.1936051697261264,-0.6523224859089927,0.023726004779647116,-0.24012061741080287,-2.0545582984052437
analytic_candidate,0.25,0.25,0.816496580927726,0.375,0.21650635094610965,0.17471958478515398,-0.5337007810064907,-0.13835773231998943,-0.07988087399941224,-1.039689629791214
analytic_candidate,0.25,0.30000000000000004,0.816496580927726,0.4,0.2598076211353316,0.162375856982911,-0.45952418522737715,-0.24563211884684205,0.0483467169213044,0.06540198898860794
analytic_candidate,0.25,0.35000000000000003,0.816496580927726,0.42500000000000004,0.30310889132455354,0.15634353049774663,-0.42449576195710603,-0.2890094513871887,0.13628002396508804,0.9200932568098661
analytic_candidate,0.25,0.4,0.816496580927726,0.45,0.34641016151377546,0.15634353049774688,-0.42449576195710675,-0.26252668847571276,0.18214951485256659,0.9200932568098754
analytic_candidate,0.25,0.45,0.816496580927726,0.475,0.3897114317029974,0.16237585698291063,-0.4595241852273742,-0.16468554446684452,0.18855029644611127,0.06540198898860806
analytic_candidate,0.25,0.5,0.816496580927726,0.5,0.4330127018922193,0.17471958478515365,-0.5337007810064891,-2.7356335573914407e-16,0.1597617479988246,-1.03968962979122
analytic_candidate,0.25,0.55,0.816496580927726,0.525,0.4763139720814413,0.19360516972612662,-0.6523224859089967,0.21981355703998276,0.09951298583591622,-2.0545582984052455
analytic_candidate,0.25,0.6000000000000001,0.816496580927726,0.55,0.5196152422706632,0.21868166061363853,-0.8169783970822615,0.47550560188036406,0.010060618105750933,-2.824265935581384
analytic_candidate,0.25,0.65,0.816496580927726,0.575,0.562916512459885,0.24849472939954872,-1.0205306271813037,0.7412461324397321,-0.10696436231695763,-3.266652679022402
analytic_candidate,0.25,0.7000000000000001,0.816496580927726,0.6000000000000001,0.6062177826491071,0.2802249469485906,-1.2441476009864025,0.9871632165879081,-0.24817968208069727,-3.352732049972116
analytic_candidate,0.25,0.75,0.816496580927726,0.625,0.649519052838329,0.3098823161813692,-1.4582469677379641,1.1834538229953808,-0.4055839405246301,-3.122646927572073
analytic_candidate,0.25,0.8,0.816496580927726,0.65,0.6928203230275509,0.3330050343455555,-1.6279960126078632,1.3054595810522867,-0.5647739240244782,-2.717386312614139
analytic_candidate,0.25,0.8500000000000001,0.816496580927726,0.675,0.7361215932167728,0.34570274715883964,-1.722138867492676,1.33842413001338,-0.7056806242665759,-2.390238219098187
analytic_candidate,0.25,0.9,0.816496580927726,0.7,0.7794228634059948,0.34570274715883864,-1.7221388674926716,1.2803494125800041,-0.8062689854963848,-2.390238219098185
analytic_candidate,0.25,0.9500000000000001,0.816496580927726,0.7250000000000001,0.8227241335952167,0.3330050343455556,-1.6279960126078636,1.1418383561263656,-0.8481741987928315,-2.7173863126141375
analytic_candidate,0.25,1.0,0.816496580927726,0.75,0.8660254037844386,0.30988231618136863,-1.4582469677379606,0.9429729073590156,-0.8221091046574976,-3.1226469275720676
analytic_candidate,0.30000000000000004,0.0,0.816496580927726,0.30000000000000004,0.0,0.41741249696696137,-2.015271662532105,0.9471415412379164,-1.1119428361414188,-4.520938385359221
analytic_candidate,0.30000000000000004,0.05,0.816496580927726,0.32500000000000007,0.04330127018922193,0.35888779950475974,-1.6358315903264644,0.6732233721164396,-1.0089704781864908,-4.227818032097183
analytic_candidate,0.30000000000000004,0.1,0.816496580927726,0.35000000000000003,0.08660254037844387,0.2986131165856808,-1.257158353311901,0.4162730006636623,-0.8431391766766089,-3.5731746058074485
analytic_candidate,0.30000000000000004,0.15000000000000002,0.816496580927726,0.37500000000000006,0.1299038105676658,0.24299040049658022,-0.9204967587012902,0.19655219452917308,-0.641656347468533,-2.590853966984529
analytic_candidate,0.30000000000000004,0.2,0.816496580927726,0.4,0.17320508075688773,0.19665047219365536,-0.6511224959056099,0.02781979421826269,-0.43203643278481374,-1.3497031513398878
analytic_candidate,0.30000000000000004,0.25,0.816496580927726,0.42500000000000004,0.21650635094610965,0.16237585698291052,-0.45952418522737587,-0.08094657437999687,-0.23689701336741553,0.06540198898860683
analytic_candidate,0.30000000000000004,0.30000000000000004,0.816496580927726,0.45000000000000007,0.2598076211353316,0.1415044845975847,-0.3464994925089831,-0.12382982948729476,-0.07149318538819453,1.5304996089206093
analytic_candidate,0.30000000000000004,0.35000000000000003,0.816496580927726,0.4750000000000001,0.30310889132455354,0.1345145021192899,-0.3093230207576759,-0.09717797500391218,0.056105730027811745,2.481093278766282
analytic_candidate,0.30000000000000004,0.4,0.816496580927726,0.5,0.34641016151377546,0.14150448459758472,-0.3464994925089825,-4.566547255912539e-16,0.14298637077639073,1.530499608920616
analytic_candidate,0.30000000000000004,0.45,0.816496580927726,0.525,0.3897114317029974,0.16237585698291088,-0.4595241852273786,0.16468554446684325,0.18855029644611201,0.0654019889886132
analytic_candidate,0.30000000000000004,0.5,0.816496580927726,0.55,0.4330127018922193,0.19665047219365542,-0.6511224959056093,0.3880644232611897,0.19192556787133597,-1.3497031513398967
analytic_candidate,0.30000000000000004,0.55,0.816496580927726,0.5750000000000001,0.4763139720814413,0.24299040049658135,-0.9204967587012958,0.6539667946718744,0.1506089801024229,-2.5908539669845485
analytic_candidate,0.30000000000000004,0.6000000000000001,0.816496580927726,0.6000000000000001,0.5196152422706632,0.298613116585681,-1.2571583533118995,0.9383164462596707,0.06106659485399632,-3.5731746058074574
analytic_candidate,0.30000000000000004,0.65,0.816496580927726,0.625,0.562916512459885,0.3588877995047596,-1.635831590326465,1.2104057518362545,-0.0785433035810152,-4.227818032097187
analytic_candidate,0.30000000000000004,0.7000000000000001,0.816496580927726,0.6500000000000001,0.6062177826491071,0.41741249696696114,-2.0152716625321054,1.4365415142735423,-0.2642772176208738,-4.520938385359228
analytic_candidate,0.30000000000000004,0.75,0.816496580927726,0.675,0.649519052838329,0.4667598419718342,-2.3430746558435103,1.5858426923557853,-0.4826932544144824,-4.4928266078432735
analytic_candidate,0.30000000000000004,0.8,0.816496580927726,0.7000000000000001,0.6928203230275509,0.49983463736407635,-2.5664174019532098,1.6368546722077135,-0.7097400762803233,-4.300514922757477
analytic_candidate,0.30000000000000004,0.8500000000000001,0.816496580927726,0.7250000000000001,0.7361215932167728,0.5114881153844806,-2.645761411468647,1.5827640675524999,-0.9138092604651031,-4.190689543799733
