model,state,a_L0,ux_L0,uy_L0,energy_eV_cell,energy_J_m2,gradient_norm_eV_L0,eigenvalue_min_eV_L0sq,eigenvalue_middle_eV_L0sq,eigenvalue_max_eV_L0sq,force_a_eV_L0,traction_a_MPa,H_aa_eV_L0sq,H_ax_eV_L0sq,H_ay_eV_L0sq,force_x_eV_L0,traction_x_MPa,H_xa_eV_L0sq,H_xx_eV_L0sq,H_xy_eV_L0sq,force_y_eV_L0,traction_y_MPa,H_ya_eV_L0sq,H_yx_eV_L0sq,H_yy_eV_L0sq,samples,normal_load_MPa,schur_x_eV_L0sq,transverse_force_residual_eV_L0,eliminated_eigenvalue_min_eV_L0sq
analytic_candidate,relaxed_x_branch,0.8326138293018671,0.15000000000000002,0.05631397852124484,0.04089462479801992,0.0922499074731271,0.39152599464819005,-0.45681068931635016,7.143720874463516,22.871560415857985,-6.0021432268797525e-15,-4.7278755962384217e-11,22.237559330491383,-3.455015072251694,0.4292743191258821,0.39152599464819005,3084.042025355749,-3.455015072251694,2.1055507138612644,-3.4615396929411246,-2.5825695748604716e-16,-2.0342846225144365e-12,0.4292743191258821,-3.4615396929411246,5.215360556652504,41,0.0,-0.6445782907966136,6.0021432268797525e-15,5.204541778329951
analytic_candidate,relaxed_x_branch,0.8343564327687074,0.1625,0.06464257576754365,0.04572575998629967,0.10314796012210396,0.38047247782986643,-0.7861001791725876,7.222254707311267,22.684256064317488,3.8163916471489756e-16,3.0061636739088226e-12,22.09860969476297,-3.3060469835575583,0.45287376236071497,0.38047247782986643,2996.973705852933,-3.3060469835575583,1.7924525713415553,-3.6177884512470078,9.150666335777657e-17,7.2079606272132e-13,0.45287376236071497,-3.6177884512470078,5.229348326351639,41,0.0,-1.1164368724556915,3.8163916471489756e-16,5.217199184873527
analytic_candidate,relaxed_x_branch,0.835996934958583,0.17500000000000002,0.07330308652338799,0.05038306146022797,0.11365387947376276,0.3638100404300301,-1.0795490418610376,7.289325363702393,22.47558863912041,3.191891195797325e-16,2.5142459818146518e-12,21.95192196861646,-3.1074566055933337,0.4689889078788071,0.3638100404300301,2865.724036895117,-3.1074566055933337,1.4969112010739654,-3.7516939042795374,1.8388068845354155e-16,1.4484243156106146e-12,0.4689889078788071,-3.7516939042795374,5.236531791271343,41,0.0,-1.5415452343186162,3.191891195797325e-16,5.223383565741039
analytic_candidate,relaxed_x_branch,0.8375113207209389,0.1875,0.08225875434830451,0.05480013450574766,0.12361789263597583,0.34213795098710015,-1.336797811481369,7.343895582050999,22.25272472219538,-1.700029006457271e-15,-1.339109272923021e-11,21.800311339787374,-2.865979063425772,0.47751318769680917,0.34213795098710015,2695.0134441557443,-2.865979063425772,1.2234951012386446,-3.86351522122866,-1.5612511283791264e-16,-1.2297942302354274e-12,0.47751318769680917,-3.86351522122866,5.236016051738991,41,0.0,-1.9176977594158504,1.700029006457271e-15,5.22226178928913
analytic_candidate,relaxed_x_branch,0.8388789356731519,0.2,0.0914755720709789,0.05891822230703697,0.13290745625250147,0.3160771668038765,-1.5577525620202284,7.384659602118161,22.02291767566829,-1.6445178552260131e-15,-1.2953832558479837e-11,21.646649489264465,-2.5882233219139743,0.47859004072917993,0.3160771668038765,2489.733195249136,-2.5882233219139743,0.9761680711842639,-3.9535335229713624,3.469446951953614e-18,2.7328760671898387e-14,0.47859004072917993,-3.9535335229713624,5.227007155317494,41,0.0,-2.2435723655967603,1.6445178552260131e-15,5.213069326504987
analytic_candidate,relaxed_x_branch,0.8400823683352759,0.21250000000000002,0.10092174498225401,0.06268641650038348,0.14140773146944932,0.28626128237441284,-1.742473116024281,7.410116564075125,21.793203160626145,-3.733124920302089e-15,-2.9405746482962666e-11,21.493737064972084,-2.2805975279967132,0.47257599667575995,0.28626128237441284,2254.874100679331,-2.2805975279967132,0.7582994430966947,-4.022025858391638,-7.32920668600201e-16,-5.7732006919385345e-12,0.47257599667575995,-4.022025858391638,5.208810100608208,41,0.0,-2.518424408874032,3.733124920302089e-15,5.1951078395440895
analytic_candidate,relaxed_x_branch,0.841107346897985,0.225,0.11056715770551075,0.06606177658441457,0.14902185330033188,0.2533308510375201,-1.8910930741499532,7.41865093575303,21.570142993350046,5.578870698741412e-15,4.394464716041261e-11,21.344194474351102,-1.9492807051971561,0.46000431869215247,0.2533308510375201,1995.4817856241693,-1.9492807051971561,0.5726794760807253,-4.069245509773308,1.5959455978986625e-16,1.2571229909073259e-12,0.46000431869215247,-4.069245509773308,5.18082690452129,41,0.0,-2.7418510853742206,5.578870698741412e-15,5.167745913819059
analytic_candidate,relaxed_x_branch,0.8419426620040112,0.23750000000000002,0.12038285456675574,0.06900939515763722,0.15567107778860806,0.21793027396275064,-2.0037636108408083,7.4086234934497845,21.359604313523597,-2.3175905639050143e-15,-1.8255612128828124e-11,21.200371921519764,-1.600229007447561,0.4415504508402964,0.21793027396275064,1716.63218454331,-1.600229007447561,0.42153644480838875,-4.095407470849096,2.654126918244515e-16,2.0906501914002268e-12,0.4415504508402964,-4.095407470849096,5.14255582980442,41,0.0,-2.9136142864539334,2.3175905639050143e-15,5.130423444879807
analytic_candidate,relaxed_x_branch,0.8425801205563561,0.25,0.13034053129510748,0.0715024368039865,0.16129486972552565,0.18070659571606837,-2.0806148740167747,7.378472736753042,21.166566044731706,-4.524158825347513e-15,-3.56367039161555e-11,21.064278596808222,-1.239207230642755,0.4179998722985259,0.18070659571606837,1423.4220538743543,-1.239207230642755,0.3065525370044472,-4.100678284979747,-6.591949208711867e-17,-5.192464527660695e-13,0.4179998722985259,-4.100678284979747,5.093592773655303,41,0.0,-3.03351108162519,4.524158825347513e-15,5.082659970331356
analytic_candidate,relaxed_x_branch,0.8430145316838737,0.2625,0.14041202669345187,0.07352217097018189,0.1658509768147111,0.14230966532561948,-2.1217308048088412,7.326822429572784,20.994950684785437,-6.938893903907228e-16,-5.465752134379678e-12,20.93753043616049,-0.8718383358431939,0.3902184739178712,0.14230966532561948,1120.970240744528,-0.8718383358431939,0.2288761233170989,-4.085169750897778,3.3480163086352377e-16,2.637225404838195e-12,0.3902184739178712,-4.085169750897778,5.033635750071789,41,0.0,-3.101283647395234,6.938893903907228e-16,5.024067094015409
analytic_candidate,relaxed_x_branch,0.8432437239621964,0.275,0.15056879545961485,0.07505801297423799,0.16931552217898052,0.1033932045948098,-2.1271349888794804,7.252587048826085,20.84748536232324,1.2212453270876722e-15,9.619723756508233e-12,20.821315740068336,-0.5036652191220443,0.35912521661263636,0.1033932045948098,814.4260980503269,-0.5036652191220443,0.1891283356326787,-4.0489362835181675,2.2724877535296173e-16,1.7900338240093446e-12,0.35912521661263636,-4.0489362835181675,4.962493346568835,41,0.0,-3.1165636133965173,1.2212453270876722e-15,4.954365072654682
analytic_candidate,relaxed_x_branch,0.8432685922225335,0.28750000000000003,0.16078133677344972,0.07610758186332417,0.1716831348758345,0.06461636770011762,-2.0967867263865316,7.155064419896443,20.725600569936507,-6.730727086790012e-16,-5.301779570348288e-12,20.71637805208027,-0.14021983127317342,0.32566658806919646,0.06461636770011762,508.9817693766857,-0.14021983127317342,0.187402222191424,-3.9919759633854737,5.499073418846478e-16,4.331608566495894e-12,0.32566658806919646,-3.9919759633854737,4.880097989174721,41,0.0,-3.0788491058316914,6.730727086790012e-16,4.873403619563989
analytic_candidate,relaxed_x_branch,0.8430931722391214,0.30000000000000004,0.1710185470572066,0.07667677868553585,0.1729671264625618,0.02664537618675574,-2.0305879514883447,7.034004773539134,20.629376988242605,2.6645352591003757e-15,2.0988488196017962e-11,20.62301595111603,0.21290501220990807,0.2907922384153133,0.02664537618675574,209.88506782342176,0.21290501220990807,0.2232530614052145,-3.9142355368922477,-2.983724378680108e-16,-2.3502734177832613e-12,0.2907922384153133,-3.9142355368922477,4.786524797772147,41,0.0,-2.9875162356621874,2.6645352591003757e-15,4.781187022297956
analytic_candidate,relaxed_x_branch,0.8427247417189265,0.3125,0.18124695930268309,0.07677988330831248,0.17319970939878318,0.00984523180326327,-1.9284030910708012,6.889648277512838,20.557550015392543,-3.885780586188048e-16,-3.0608211952526196e-12,20.541099730522323,0.5499862299824289,0.25543115100156544,-0.00984523180326327,-77.55068385156902,0.5499862299824289,0.2956787276113879,-3.81561985889494,0.0,0.0,0.25543115100156544,-3.81561985889494,4.682016743700869,41,0.0,-2.841870613003678,3.885780586188048e-16,4.677903759594668
analytic_candidate,relaxed_x_branch,0.8421739457129616,0.325,0.1914298259024144,0.07643966160379553,0.1724322388346919,0.044172296200635876,-1.790095578504661,6.722728125893696,20.50757874184344,2.6575963651964685e-15,2.0933830674674166e-11,20.470105240230843,0.8651097947309956,0.22046780349671963,-0.044172296200635876,-347.94424815045386,0.8651097947309956,0.40308933801188873,-3.6960065117726755,2.914335439641036e-16,2.2956158964394648e-12,0.22046780349671963,-3.6960065117726755,4.567016710989747,41,0.0,-2.641248950277486,2.6575963651964685e-15,4.563960907435993
analytic_candidate,relaxed_x_branch,0.8414549430946628,0.3375,0.20152599821440317,0.07568746692603154,0.17073544152286357,0.07564538985502002,-1.6155866263747876,6.534441864220119,20.475782823048643,9.783840404509192e-16,7.706710509475345e-12,20.40916536026324,1.1521272220467167,0.1867180145510587,-0.07564538985502002,-595.8571449308996,1.1521272220467167,0.5432658298625866,-3.555266585518182,-3.3133218391157016e-16,-2.6098966441662963e-12,0.1867180145510587,-3.555266585518182,4.442206870768143,41,0.0,-2.38518613919459,9.783840404509192e-16,4.440023684115728
analytic_candidate,relaxed_x_branch,0.8405855672060933,0.35000000000000003,0.21148855668553435,0.07456330949524644,0.168199572334985,0.1035707793249235,-1.404943943934675,6.326397742579527,20.457548900092938,4.0245584642661925e-15,3.170136237940213e-11,20.35713952509872,1.4046409045981192,0.15490457090207627,-0.1035707793249235,-815.82485046472,1.4046409045981192,0.7133077423726678,-3.3932928259092248,1.3530843112619095e-16,1.0658216662040372e-12,0.15490457090207627,-3.3932928259092248,4.3085554312664005,41,0.0,-2.073669206995252,4.0245584642661925e-15,4.307060396513355
analytic_candidate,relaxed_x_branch,0.8395874870756198,0.36250000000000004,0.22126315503900626,0.0731158536529873,0.16493440807001522,0.1272592423232179,-1.1585099439955269,6.1005438710573765,20.447609054678157,2.1024848528838902e-15,1.6561228967170424e-11,20.312701252024628,1.616034393045242,0.12563330098451495,-0.1272592423232179,-1002.4183752917754,1.616034393045242,0.9095715330817232,-3.21003646480531,-5.724587470723463e-16,-4.509245510863234e-12,0.12563330098451495,-3.21003646480531,4.167370196633649,41,0.0,-1.707505361125249,2.1024848528838902e-15,4.166392652681782
analytic_candidate,relaxed_x_branch,0.8384863445743306,0.375,0.23078606902357593,0.07140228508051721,0.16106894792604837,0.1460393572834548,-0.8770795504803359,5.8590850870081574,20.44039684339194,-6.8382799423005736e-15,-5.3864987284311727e-11,20.274442510128036,1.7795692026989665,0.09937099470484087,-0.1460393572834548,-1150.3489458543413,1.7795692026989665,1.1276026155790015,-3.0055538773913653,-1.6306400674181987e-16,-1.2844517515792244e-12,0.09937099470484087,-3.0055538773913653,4.020357254212726,41,0.0,-1.288834525210874,6.8382799423005736e-15,4.019749762287668
analytic_candidate,relaxed_x_branch,0.8373118264721842,0.3875,0.23998199757666855,0.06948796754694073,0.15675063919430604,0.15927824507556834,-0.5621348372337232,5.604386015098959,20.430489281136314,2.213507155346406e-15,1.743574930867117e-11,20.240991728219413,1.888575528375866,0.07642740913348794,-0.15927824507556834,-1254.6313865554623,1.888575528375866,1.362067515480034,-2.7800635182460867,1.0148132334464322e-16,7.993662496530279e-13,0.07642740913348794,-2.7800635182460867,3.869681215302103,41,0.0,-0.8218124584881132,2.213507155346406e-15,3.8693244313068678
analytic_candidate,relaxed_x_branch,0.836097608309329,0.4,0.2487617705062041,0.06744578235646162,0.15214388718728408,0.16641196444916284,-0.21613372628444796,5.338849915733729,20.413141028343972,-4.300379496946505e-15,-3.387399885281805e-11,20.211139036972295,1.9367685400988925,0.05694440539659716,-0.16641196444916284,-1310.8235440264596,1.9367685400988925,1.606697804219138,-2.5340120599799745,2.498001805406602e-16,1.967670768376684e-12,0.05694440539659716,-2.5340120599799745,3.7180203766018245,41,0.0,-0.31347021014165755,4.300379496946505e-15,3.7178237717801834
analytic_candidate,relaxed_x_branch,0.8348810809420105,0.41250000000000003,0.25702029358537215,0.06535501673853326,0.14742754767434094,0.1669875662901949,0.1571722988158088,5.064753647481816,20.384902982842537,-5.599687380453133e-15,-4.4108619724444006e-11,20.18395792307681,1.918721066726586,0.040895763346702675,-0.1669875662901949,-1315.3575476223386,1.918721066726586,1.8542654350649441,-2.2681460275746153,1.4051260155412137e-16,1.1068148072118848e-12,0.040895763346702675,-2.2681460275746153,3.5686055709984044,41,0.0,0.22529325148378976,5.599687380453133e-15,3.5685049138897007
analytic_candidate,relaxed_x_branch,0.8337027458447896,0.42500000000000004,0.2646353236669216,0.06329964780250474,0.14279105583444143,0.16071775092928434,0.5524559305875315,4.784013491746823,20.344282924042325,8.101375473246186e-15,6.381436421642472e-11,20.158907281939957,1.8305114421269186,0.028101001958273267,-0.16071775092928434,-1265.9703438898146,1.8305114421269186,2.0966198237647706,-1.9835815195257573,1.8474805019152996e-16,1.4552565057785892e-12,0.028101001958273267,-1.9835815195257573,3.425225240671949,41,0.0,0.7787198879024102,8.101375473246186e-15,3.425178050574623
analytic_candidate,relaxed_x_branch,0.832605152743211,0.4375,0.2714679942466335,0.06136587074426469,0.13842885039601574,0.14754656119780113,0.9626872572422093,4.497862844300795,20.292344142098187,4.810388198883686e-15,3.789132667158712e-11,20.135893230238672,1.6705340840387914,0.018255109742101844,-0.14754656119780113,-1162.221159388468,1.6705340840387914,2.324828823905076,-1.6818605750000122,-1.8171228410857054e-16,-1.4313438401906782e-12,0.018255109742101844,-1.6818605750000122,3.292172189497439,41,0.0,1.325477597700467,4.810388198883686e-15,3.2921524047575073
analytic_candidate,relaxed_x_branch,0.8316312705686025,0.45,0.2773663069688172,0.059638765347576395,0.1345328539459261,0.12772007452400325,1.3793358997952134,4.206454701209102,20.23305378946526,-6.271025365656158e-16,-4.9396734914456334e-12,20.115268545964103,1.4404028983333592,0.010973171084890931,-0.12772007452400325,-1006.0483408452408,1.4404028983333592,2.5294735779561637,-1.364980224914714,-1.3921155894713877e-16,-1.0965665219599227e-12,0.010973171084890931,-1.364980224914714,3.174102266549311,41,0.0,1.8386614097636667,6.271025365656158e-16,3.1740951589847453
analytic_candidate,relaxed_x_branch,0.8308222513626173,0.4625,0.28217283505451024,0.05819810823634025,0.1312830262272849,0.10184975438148978,1.7930777222218397,3.908474901706516,20.173118934028977,-2.318509967347282e-13,-1.826285425040618e-09,20.097752796205505,1.1457949958450022,0.0058448460203502535,-0.10184975438148978,-802.2683731815082,1.1457949958450022,2.7011412073318293,-1.0353820040481336,-3.004220136548774e-13,-2.3664178831501853e-09,0.0058448460203502535,-1.0353820040481336,3.075777554419997,41,0.0,2.287058681174279,3.004220136548774e-13,3.0757755474718906
analytic_candidate,relaxed_x_branch,0.8302146808077813,0.47500000000000003,0.28573729396504083,0.05711353457323501,0.12883644992139118,0.07094961779104492,2.1950579424982704,3.600963455558439,20.121060614929526,-1.7975204658071675e-14,-1.4159030904110554e-10,20.0842711513698,0.7969954745636672,0.0024900210252702584,-0.07094961779104492,-558.8686471434062,0.7969954745636672,2.8311262859977666,-0.6958977852318035,-3.3185476935870817e-14,-2.614013038742501e-10,0.0024900210252702584,-0.6958977852318035,3.0016845756186656,41,0.0,2.63811963997171,3.3185476935870817e-14,3.0016842126639958
analytic_candidate,relaxed_x_branch,0.829837596525541,0.48750000000000004,0.28793313581665614,0.05643951302586349,0.1273159951993582,0.036425456939575926,2.5784726996578287,3.279630952248028,20.08547189580885,-2.742597815519332e-15,-2.1603385311135678e-11,20.075734143372067,0.40886244230928426,0.000606018344310617,-0.036425456939575926,-286.92255822089305,0.40886244230928426,2.9122840859715673,-0.34966064994329893,-5.88938620094126e-16,-4.639057124054751e-12,0.000606018344310617,-0.34966064994329893,2.955557318371075,41,0.0,2.8625872616946957,2.742597815519332e-15,2.9555572969192974
analytic_candidate,relaxed_x_branch,0.8297097400976308,0.5,0.2886751345948127,0.05621084573119939,0.12680016856250603,9.873584245289546e-15,2.9398888731706254,2.93988887317064,20.07280717868696,9.868841854832056e-15,7.773665973121497e-11,20.07280717868696,-2.0645663570713217e-15,1.3240803450748475e-15,2.1977609118274621e-16,1.731171647964396e-12,-2.0645663570713217e-15,2.939888873170626,1.8383071502011318e-16,-2.1289613169182144e-16,-1.6769783517521665e-12,1.3240803450748475e-15,1.8383071502011318e-16,2.9398888731706396,41,0.0,2.939888873170626,9.868841854832056e-15,2.9398888731706396
analytic_candidate,relaxed_x_branch,0.8164965809280745,0.0,-3.133876567899806e-17,1.9964348350592288e-15,4.5035485646333405e-15,3.3739380181669698e-15,4.945211215202441,4.945211215202447,22.902007120234316,-3.3501355480049223e-15,-2.6388947252325576e-11,22.902007120234316,3.2419766612795936e-15,2.498614200498203e-15,-2.8189905623147294e-16,-2.2205129370967683e-12,3.2419766612795936e-15,4.945211215202445,-1.49447779057431e-15,-2.838705383128428e-16,-2.2360422599879437e-12,2.498614200498203e-15,-1.49447779057431e-15,4.94521121520244,81,0.0,4.945211215202445,3.3501355480049223e-15,4.94521121520244
analytic_candidate,relaxed_x_branch,0.8165374637398237,0.00625,0.00011554163057438936,9.652842732173644e-05,0.00021774838460891856,0.03087063380121749,4.7567309879746835,5.122501981209701,22.906568309105566,-1.9653216228911197e-13,-1.5480797089304057e-09,22.901577348860606,-0.29943161168955196,0.001458440178894162,0.03087063380121749,243.16733318785418,-0.29943161168955196,4.938163010265023,-0.18282164401708814,-5.182306559386009e-14,-4.0820919775159295e-10,0.001458440178894162,-0.18282164401708814,4.94606091916432,81,0.0,4.9274917855603855,1.9653216228911197e-13,4.946060800702244
analytic_candidate,relaxed_x_branch,0.8166597328940857,0.0125,0.0004616391732518582,0.00038542251693721077,0.0008694343498962486,0.06152039693908832,4.557334828203832,5.288569418473653,22.920029338498537,5.69043510229017e-15,4.482343762076835e-11,22.900255638750117,-0.5963754132295619,0.005810915729967807,0.06152039693908832,484.5948728058296,-0.5963754132295619,4.917078488269697,-0.36511062045655107,1.4040418133687282e-17,1.1059607834408879e-13,0.005810915729967807,-0.36511062045655107,4.948599458156205,81,0.0,4.874631736934945,5.69043510229017e-15,4.948597577174431
analytic_candidate,relaxed_x_branch,0.8168622593397974,0.018750000000000003,0.0010367232540895049,0.0008646203011400576,0.0019504065185461626,0.09173212073868611,4.347542479451424,5.443599159651457,22.94173670697002,-3.417622088108807e-15,-2.692053730936191e-11,22.89794634454355,-0.8883915138015042,0.012989530351134345,0.09173212073868611,722.5719857689746,-0.8883915138015042,4.882136691991173,-0.5463411384274239,1.7804632551285393e-17,1.402467161433848e-13,0.012989530351134345,-0.5463411384274239,4.952795309538174,81,0.0,4.787513336521399,3.417622088108807e-15,4.952785907120217
analytic_candidate,relaxed_x_branch,0.8171431901592853,0.025,0.0018382197931038212,0.0015307233815589252,0.0034529987990646704,0.12129588691155987,4.128111672588426,5.587965289781592,22.970646682795596,-9.308092491222553e-15,-7.33196487876194e-11,22.894495094920952,-1.1731337323592903,0.022883218125677774,0.12129588691155987,955.445150134116,-1.1731337323592903,4.833631969695609,-0.7260008874633632,-1.4263357205404614e-16,-1.1235216472320101e-12,0.022883218125677774,-0.7260008874633632,4.958596580549052,81,0.0,4.667566511885471,9.308092491222553e-15,4.95856738542292
analytic_candidate,relaxed_x_branch,0.8174999902097903,0.03125,0.0028626099316197092,0.0023790525980710874,0.005366655963460187,0.15001228094023605,3.9000157304053222,5.722192142077638,23.00538817322997,8.483231478395581e-15,6.682223593787555e-11,22.889695995207227,-1.4483913036599563,0.035340768762119126,0.15001228094023605,1181.6435819411563,-1.4483913036599563,4.771968103796647,-0.9035971160701779,1.55406828898641e-16,1.2241363227525737e-12,0.035340768762119126,-0.9035971160701779,4.965931946709058,81,0.0,4.51671142869107,8.483231478395581e-15,4.965862264633478
