       Step     Time          Energy          fmax
LBFGS:    0 04:21:05    -1164.472608        0.170665
LBFGS:    1 04:21:09    -1164.483024        0.137108
LBFGS:    2 04:21:14    -1164.506827        0.065579
LBFGS:    3 04:21:19    -1164.508529        0.058677
LBFGS:    4 04:21:23    -1164.515615        0.042806
LBFGS:    5 04:21:28    -1164.516577        0.036533
LBFGS:    6 04:21:32    -1164.519437        0.041639
LBFGS:    7 04:21:37    -1164.521128        0.035132
LBFGS:    8 04:21:42    -1164.522416        0.026062
LBFGS:    9 04:21:46    -1164.523154        0.023835
LBFGS:   10 04:21:51    -1164.524003        0.024636
LBFGS:   11 04:21:56    -1164.524810        0.024924
LBFGS:   12 04:22:00    -1164.525443        0.024227
LBFGS:   13 04:22:05    -1164.525899        0.023100
LBFGS:   14 04:22:10    -1164.526335        0.019148
LBFGS:   15 04:22:14    -1164.526748        0.014935
LBFGS:   16 04:22:19    -1164.527020        0.011320
LBFGS:   17 04:22:23    -1164.527151        0.008989
LBFGS:   18 04:22:27    -1164.527230        0.007428
LBFGS:   19 04:22:31    -1164.527292        0.006295
LBFGS:   20 04:22:35    -1164.527329        0.004508
LBFGS:   21 04:22:39    -1164.527348        0.003394
LBFGS:   22 04:22:43    -1164.527359        0.003169
LBFGS:   23 04:22:47    -1164.527367        0.002342
LBFGS:   24 04:22:50    -1164.527371        0.001591
LBFGS:   25 04:22:54    -1164.527373        0.001137
LBFGS:   26 04:22:58    -1164.527375        0.000952
LBFGS:   27 04:23:02    -1164.527376        0.000802
LBFGS:   28 04:23:06    -1164.527377        0.000768
LBFGS:   29 04:23:10    -1164.527378        0.000850
LBFGS:   30 04:23:14    -1164.527379        0.000746
LBFGS:   31 04:23:18    -1164.527379        0.000572
LBFGS:   32 04:23:21    -1164.527380        0.000477
LBFGS:   33 04:23:25    -1164.527380        0.000387
LBFGS:   34 04:23:29    -1164.527380        0.000522
LBFGS:   35 04:23:33    -1164.527381        0.000532
LBFGS:   36 04:23:37    -1164.527381        0.000414
LBFGS:   37 04:23:41    -1164.527381        0.000471
LBFGS:   38 04:23:45    -1164.527381        0.000449
LBFGS:   39 04:23:49    -1164.527381        0.000429
LBFGS:   40 04:23:53    -1164.527382        0.000426
LBFGS:   41 04:23:57    -1164.527382        0.000398
LBFGS:   42 04:24:01    -1164.527382        0.000431
LBFGS:   43 04:24:05    -1164.527382        0.000439
LBFGS:   44 04:24:09    -1164.527383        0.000456
LBFGS:   45 04:24:13    -1164.527383        0.000472
LBFGS:   46 04:24:17    -1164.527383        0.000506
LBFGS:   47 04:24:21    -1164.527384        0.000525
LBFGS:   48 04:24:25    -1164.527384        0.000388
LBFGS:   49 04:24:29    -1164.527384        0.000310
LBFGS:   50 04:24:32    -1164.527384        0.000236
LBFGS:   51 04:24:36    -1164.527384        0.000228
LBFGS:   52 04:24:40    -1164.527384        0.000176
