radius_over_L0,energy_eV_per_row_period,site_count,inside_free_disk
1.0,0.4920334910933145,4,True
1.5,0.6507354316548429,10,True
2.0,0.7168565345807273,18,True
2.5,0.661166769156506,30,True
3.0,0.6027121163795442,40,True
3.5,0.5461943859548041,56,True
4.0,0.5046176278174135,72,True
