study,cutoff_ps,half,axis,mode,wavevector_xi,damping_per_ps,envelope_time_ps,linewidth_cycle_THz,heldout_correlation_rmse,overdamped_control_rmse
nve_1000ps_dt5,6.4,0,normal,1,0.08333333333333333,0.09447382249528705,10.584942723682916,0.030071951685822464,0.054756405655783096,0.560769962587107
nve_1000ps_dt5,6.4,0,normal,2,0.16666666666666666,0.31768166504289524,3.147805208918727,0.1011212146424811,0.08271794283529942,0.29479493814267943
nve_1000ps_dt5,6.4,0,normal,3,0.25,0.3061691156529844,3.2661687573132347,0.09745665635649331,0.040371068825916435,0.3376533646990067
nve_1000ps_dt5,6.4,0,normal,4,0.3333333333333333,0.649172207987806,1.5404233078609921,0.2066379316382786,0.02478294829761147,0.241642854423659
nve_1000ps_dt5,6.4,0,normal,5,0.4166666666666667,0.9924935159202096,1.0075632575521973,0.31592049809071215,0.028219847729783382,0.20356824049986466
nve_1000ps_dt5,6.4,0,normal,6,0.5,0.9139448656604131,1.094157905550904,0.29091768616662594,0.026768811774954583,0.18889628093511737
nve_1000ps_dt5,6.4,0,direct110,1,0.08333333333333333,0.06675442962787662,14.98027929493986,0.02124859489711327,0.0373244686577897,0.5913986404278999
nve_1000ps_dt5,6.4,0,direct110,2,0.16666666666666666,0.13895380946049335,7.196636089954159,0.04423037127417378,0.013712757106799754,0.47654791499486565
nve_1000ps_dt5,6.4,0,direct110,3,0.25,0.2579783268910949,3.8762946176565762,0.08211705187058917,0.014085560716751664,0.36174288463750426
nve_1000ps_dt5,6.4,0,direct110,4,0.3333333333333333,0.352882396996629,2.8338052804871214,0.11232595562426022,0.031591248008588584,0.331576436155838
nve_1000ps_dt5,6.4,0,direct110,5,0.4166666666666667,0.3755287540094229,2.662911932370717,0.11953451494748014,0.046929732152841845,0.31485309255192334
nve_1000ps_dt5,6.4,0,direct110,6,0.5,0.3678515338367784,2.71848805296464,0.11709077986811775,0.025865743590374003,0.31601932548961675
nve_1000ps_dt5,6.4,0,transverse,1,0.08333333333333333,0.056335142600181756,17.75090918109744,0.017932032829211474,0.04950664229367954,0.598244327927377
nve_1000ps_dt5,6.4,0,transverse,2,0.16666666666666666,0.14723710673391402,6.791766166712266,0.04686702668650281,0.017699698599208454,0.45296677533816304
nve_1000ps_dt5,6.4,0,transverse,3,0.25,0.280793647036282,3.5613341347099197,0.08937939382925042,0.022926168289388805,0.3654705153484123
nve_1000ps_dt5,6.4,0,transverse,4,0.3333333333333333,0.33314291521804984,3.001714742591709,0.10604268342599367,0.02706838129626211,0.33282617582009255
nve_1000ps_dt5,6.4,0,transverse,5,0.4166666666666667,0.3376539257883057,2.9616122414846626,0.1074785826871857,0.02777795508280552,0.31968965108867275
nve_1000ps_dt5,6.4,0,transverse,6,0.5,0.3639282367536707,2.7477944798135088,0.11584195562012856,0.028912016844092375,0.29562418330218826
nve_1000ps_dt5,6.4,0,transverse_symmetry_pooled,1,0.08333333333333333,0.06154630095277286,16.247930168335273,0.019590796051310456,0.02769938081265592,0.594832092091205
nve_1000ps_dt5,6.4,0,transverse_symmetry_pooled,2,0.16666666666666666,0.14309924510408198,6.988157060316138,0.0455499044220667,0.01071531058673791,0.46524701927917284
nve_1000ps_dt5,6.4,0,transverse_symmetry_pooled,3,0.25,0.27007024336308416,3.7027403965256314,0.08596602842653198,0.012208315119193838,0.3626729489723587
nve_1000ps_dt5,6.4,0,transverse_symmetry_pooled,4,0.3333333333333333,0.344889792019323,2.899476943475246,0.10978183044362196,0.019051129347238127,0.3320556610899143
nve_1000ps_dt5,6.4,0,transverse_symmetry_pooled,5,0.4166666666666667,0.3579502986849143,2.793683937892869,0.11393911883384895,0.01446517717598198,0.3165015506776614
nve_1000ps_dt5,6.4,0,transverse_symmetry_pooled,6,0.5,0.36656916431157816,2.7279981443011265,0.11668258897050571,0.017922423428677576,0.30545330361918044
nve_1000ps_dt5,6.4,1,normal,1,0.08333333333333333,0.0730437663870643,13.690422187444804,0.023250552965101833,0.054756405655783096,0.560769962587107
nve_1000ps_dt5,6.4,1,normal,2,0.16666666666666666,0.4422085856546057,2.2613762655007936,0.1407593645692126,0.08271794283529942,0.29479493814267943
nve_1000ps_dt5,6.4,1,normal,3,0.25,0.31350079274868775,3.1897845974559687,0.09979040165836295,0.040371068825916435,0.3376533646990067
nve_1000ps_dt5,6.4,1,normal,4,0.3333333333333333,0.6271090179415983,1.5946190716286723,0.19961500012581893,0.02478294829761147,0.241642854423659
nve_1000ps_dt5,6.4,1,normal,5,0.4166666666666667,0.9230134701766275,1.0834078074815532,0.293804312638028,0.028219847729783382,0.20356824049986466
nve_1000ps_dt5,6.4,1,normal,6,0.5,0.9970527546799963,1.0029559572511784,0.3173717488614246,0.026768811774954583,0.18889628093511737
nve_1000ps_dt5,6.4,1,direct110,1,0.08333333333333333,0.052033056478104536,19.218551968416445,0.01656263628534021,0.0373244686577897,0.5913986404278999
nve_1000ps_dt5,6.4,1,direct110,2,0.16666666666666666,0.1345706960930902,7.431038324333577,0.042835182957065024,0.013712757106799754,0.47654791499486565
nve_1000ps_dt5,6.4,1,direct110,3,0.25,0.2726391903940171,3.667851267291412,0.08678374966356041,0.014085560716751664,0.36174288463750426
nve_1000ps_dt5,6.4,1,direct110,4,0.3333333333333333,0.329162539942328,3.038012770758204,0.10477569062500988,0.031591248008588584,0.331576436155838
nve_1000ps_dt5,6.4,1,direct110,5,0.4166666666666667,0.3753612853344683,2.6640999993085144,0.11948120801261597,0.046929732152841845,0.31485309255192334
nve_1000ps_dt5,6.4,1,direct110,6,0.5,0.34827745385659703,2.871274005614355,0.11086015669747382,0.025865743590374003,0.31601932548961675
nve_1000ps_dt5,6.4,1,transverse,1,0.08333333333333333,0.048427168249149416,20.649565856404667,0.015414846413590033,0.04950664229367954,0.598244327927377
nve_1000ps_dt5,6.4,1,transverse,2,0.16666666666666666,0.1535638357342483,6.511949869047044,0.048880887074514906,0.017699698599208454,0.45296677533816304
nve_1000ps_dt5,6.4,1,transverse,3,0.25,0.27395126345846293,3.6502843147194395,0.08720139549136899,0.022926168289388805,0.3654705153484123
nve_1000ps_dt5,6.4,1,transverse,4,0.3333333333333333,0.31746345342159177,3.149968883731631,0.10105175572614002,0.02706838129626211,0.33282617582009255
nve_1000ps_dt5,6.4,1,transverse,5,0.4166666666666667,0.34849829461774107,2.869454500765562,0.11093045249501832,0.02777795508280552,0.31968965108867275
nve_1000ps_dt5,6.4,1,transverse,6,0.5,0.41153589703707016,2.42992168410991,0.130995944546414,0.028912016844092375,0.29562418330218826
nve_1000ps_dt5,6.4,1,transverse_symmetry_pooled,1,0.08333333333333333,0.05023644706769478,19.905866325548,0.01599075774839595,0.02769938081265592,0.594832092091205
nve_1000ps_dt5,6.4,1,transverse_symmetry_pooled,2,0.16666666666666666,0.1434414828254719,6.971483982891615,0.045658842072210125,0.01071531058673791,0.46524701927917284
nve_1000ps_dt5,6.4,1,transverse_symmetry_pooled,3,0.25,0.2752472846197653,3.6330966947827643,0.08761393183971493,0.012208315119193838,0.3626729489723587
nve_1000ps_dt5,6.4,1,transverse_symmetry_pooled,4,0.3333333333333333,0.32336874380633585,3.0924448301005114,0.10293146803639013,0.019051129347238127,0.3320556610899143
nve_1000ps_dt5,6.4,1,transverse_symmetry_pooled,5,0.4166666666666667,0.3639804653360164,2.7474001910427486,0.11585858049423055,0.01446517717598198,0.3165015506776614
nve_1000ps_dt5,6.4,1,transverse_symmetry_pooled,6,0.5,0.378501568180649,2.6419969798453407,0.12048079108796868,0.017922423428677576,0.30545330361918044
nve_1000ps_dt5,12.8,0,normal,1,0.08333333333333333,0.09347938446154451,10.697545836016703,0.029755412228485045,0.08136366367547451,0.47707133375364413
nve_1000ps_dt5,12.8,0,normal,2,0.16666666666666666,0.30840141438219376,3.2425272821892,0.09816721911091617,0.06289258912309913,0.21087200170916312
nve_1000ps_dt5,12.8,0,normal,3,0.25,0.31270310679306546,3.1979215373186567,0.09953649033261841,0.0390653072999001,0.24253239877351832
nve_1000ps_dt5,12.8,0,normal,4,0.3333333333333333,0.6418094853998139,1.5580947660458027,0.204294304249292,0.024856810621144823,0.1720306272587709
nve_1000ps_dt5,12.8,0,normal,5,0.4166666666666667,0.9923208469481837,1.0077385787826922,0.31586553584987914,0.02319343803604385,0.14457274788656188
nve_1000ps_dt5,12.8,0,normal,6,0.5,0.9144877696409744,1.0935083367955785,0.29109049787088714,0.027771813553614223,0.13526069481959407
nve_1000ps_dt5,12.8,0,direct110,1,0.08333333333333333,0.06402600783800368,15.618653009417116,0.02038011126771744,0.06960522358654365,0.5267610370439624
nve_1000ps_dt5,12.8,0,direct110,2,0.16666666666666666,0.1334190555865997,7.495181221328011,0.04246860439851939,0.03200242277200605,0.3751589958241515
nve_1000ps_dt5,12.8,0,direct110,3,0.25,0.2519488064671895,3.969060278641276,0.080197795910713,0.04007273919506874,0.261131494839658
nve_1000ps_dt5,12.8,0,direct110,4,0.3333333333333333,0.36084862955514585,2.771245109709298,0.11486168620327532,0.03480153219673883,0.23798576895591056
nve_1000ps_dt5,12.8,0,direct110,5,0.4166666666666667,0.3879376791240429,2.5777336253028684,0.12348439848837801,0.04045040465843645,0.2242745689026414
nve_1000ps_dt5,12.8,0,direct110,6,0.5,0.36734243801834715,2.7222555754640427,0.11692872963609627,0.031104558514598563,0.2266017095215599
nve_1000ps_dt5,12.8,0,transverse,1,0.08333333333333333,0.056598270022646086,17.668384556628325,0.018015788889107928,0.09235156675268695,0.5344743376350224
nve_1000ps_dt5,12.8,0,transverse,2,0.16666666666666666,0.13762537262876884,7.266102034087882,0.04380751669746519,0.04668093088946458,0.34651670987638594
nve_1000ps_dt5,12.8,0,transverse,3,0.25,0.2767566527958261,3.613282607293773,0.08809437865204629,0.04947085829216278,0.26044383669217785
nve_1000ps_dt5,12.8,0,transverse,4,0.3333333333333333,0.3176449546806333,3.1481690021030566,0.10110952937124774,0.02574590782138377,0.24001532114412272
nve_1000ps_dt5,12.8,0,transverse,5,0.4166666666666667,0.35590569452710885,2.8097330708032024,0.11328830111708699,0.037614061858977324,0.23026822860537086
nve_1000ps_dt5,12.8,0,transverse,6,0.5,0.3495076047221857,2.861168073280904,0.11125172587948824,0.03240820949473382,0.21032847902251547
nve_1000ps_dt5,12.8,0,transverse_symmetry_pooled,1,0.08333333333333333,0.060764136661092365,16.45707575139969,0.019341825424648615,0.05248573965897833,0.5301476730801689
nve_1000ps_dt5,12.8,0,transverse_symmetry_pooled,2,0.16666666666666666,0.13574897600418592,7.3665380722221006,0.04321024110145855,0.030324743604663983,0.3603256562394206
nve_1000ps_dt5,12.8,0,transverse_symmetry_pooled,3,0.25,0.2681286996879185,3.729552267862128,0.08534801588026913,0.04358288535153045,0.25959185946204605
nve_1000ps_dt5,12.8,0,transverse_symmetry_pooled,4,0.3333333333333333,0.34273771729115343,2.917682967324272,0.10909680378183928,0.020758217203027292,0.2386852102868406
nve_1000ps_dt5,12.8,0,transverse_symmetry_pooled,5,0.4166666666666667,0.3748830292733567,2.6674987180356498,0.11932897438023685,0.014391542170195696,0.22584836844404277
nve_1000ps_dt5,12.8,0,transverse_symmetry_pooled,6,0.5,0.3638914283277682,2.748072425325911,0.11583023913426893,0.01679125255213639,0.21784237539431697
nve_1000ps_dt5,12.8,1,normal,1,0.08333333333333333,0.06859934288980049,14.577399110169644,0.021835849027535225,0.08136366367547451,0.47707133375364413
nve_1000ps_dt5,12.8,1,normal,2,0.16666666666666666,0.43674442507478156,2.289668608428774,0.1390200682369588,0.06289258912309913,0.21087200170916312
nve_1000ps_dt5,12.8,1,normal,3,0.25,0.30696783604668354,3.257670291710694,0.09771089695410436,0.0390653072999001,0.24253239877351832
nve_1000ps_dt5,12.8,1,normal,4,0.3333333333333333,0.6269911359838191,1.5949188794047118,0.19957747713325508,0.024856810621144823,0.1720306272587709
nve_1000ps_dt5,12.8,1,normal,5,0.4166666666666667,0.9223185133433006,1.0842241433223678,0.29358310100750906,0.02319343803604385,0.14457274788656188
nve_1000ps_dt5,12.8,1,normal,6,0.5,0.9961582259869867,1.0038565901608723,0.31708701153496455,0.027771813553614223,0.13526069481959407
nve_1000ps_dt5,12.8,1,direct110,1,0.08333333333333333,0.04703692677830655,21.25989235464253,0.014972318809238055,0.06960522358654365,0.5267610370439624
nve_1000ps_dt5,12.8,1,direct110,2,0.16666666666666666,0.12483385145778898,8.010647659446265,0.03973584904941305,0.03200242277200605,0.3751589958241515
nve_1000ps_dt5,12.8,1,direct110,3,0.25,0.2792949989456215,3.580443630480828,0.08890235932608272,0.04007273919506874,0.261131494839658
nve_1000ps_dt5,12.8,1,direct110,4,0.3333333333333333,0.3204443877463696,3.120666294182365,0.10200061659178139,0.03480153219673883,0.23798576895591056
nve_1000ps_dt5,12.8,1,direct110,5,0.4166666666666667,0.3732157790191475,2.6794151164458024,0.1187982721415796,0.04045040465843645,0.2242745689026414
nve_1000ps_dt5,12.8,1,direct110,6,0.5,0.3420647403728435,2.923423206115955,0.10888258857556773,0.031104558514598563,0.2266017095215599
nve_1000ps_dt5,12.8,1,transverse,1,0.08333333333333333,0.04478791274575632,22.32745262492168,0.014256435408511242,0.09235156675268695,0.5344743376350224
nve_1000ps_dt5,12.8,1,transverse,2,0.16666666666666666,0.14970631816639857,6.679744798001779,0.047653001096540686,0.04668093088946458,0.34651670987638594
nve_1000ps_dt5,12.8,1,transverse,3,0.25,0.30608691877034583,3.2670458574882475,0.09743049227613597,0.04947085829216278,0.26044383669217785
nve_1000ps_dt5,12.8,1,transverse,4,0.3333333333333333,0.3061207673086879,3.266684612062317,0.09744126660052313,0.02574590782138377,0.24001532114412272
nve_1000ps_dt5,12.8,1,transverse,5,0.4166666666666667,0.3356560139098024,2.979240527681177,0.10684262758453406,0.037614061858977324,0.23026822860537086
nve_1000ps_dt5,12.8,1,transverse,6,0.5,0.4089000209057599,2.445585592744375,0.13015691911506205,0.03240820949473382,0.21032847902251547
nve_1000ps_dt5,12.8,1,transverse_symmetry_pooled,1,0.08333333333333333,0.04612517575030993,21.680134194248154,0.014682099443288495,0.05248573965897833,0.5301476730801689
nve_1000ps_dt5,12.8,1,transverse_symmetry_pooled,2,0.16666666666666666,0.13716626837564044,7.290422141261601,0.0436613792749054,0.030324743604663983,0.3603256562394206
