radius_over_L0,energy_eV_per_row_period,linear_reference_work_eV,quadratic_remainder_energy_eV,site_count,inside_free_disk
1.0,0.374598515454155,0.11853569398916435,0.25606282146499065,4,True
1.5,0.5816049284985592,0.18222818586933154,0.3993767426292276,10,True
2.0,0.7326143126230562,0.21449186523528008,0.5181224473877762,18,True
2.5,0.7718277396086772,0.1748852779937492,0.5969424616149279,30,True
3.0,0.7732758081590824,0.12513720602498035,0.648138602134102,40,True
3.5,0.7758921773184491,0.06598528452053647,0.7099068927979126,56,True
4.0,0.7809295964074252,0.028525829083007857,0.7524037673244173,72,True
4.5,0.8010344729756955,0.012965469017638242,0.7880690039580575,90,True
5.0,0.8296937668478753,0.007189754311084073,0.8225040125367913,112,True
5.5,0.8603548398847665,0.007403653632849123,0.8529511862519173,136,True
6.0,0.879520955063228,0.006245284010617327,0.8732756710526106,158,True
6.5,0.8993514098371419,-0.0006248424656813863,0.8999762523028232,188,True
7.0,0.9139329615701758,-0.009765642013483398,0.9236986035836591,220,True
7.5,0.919709674144721,-0.02459310436895545,0.9443027785136766,254,True
8.0,0.921390759517165,-0.03931119477376688,0.9607019542909319,286,True
