case,opening_A,energy_eV,energy_derivative_eV_A,tilted_energy_eV,tilted_derivative_eV_A,new_evaluation
P_01_bulk_spread,0.0,-1163.3270259940725,0.08182979699375083,-1163.3270259940725,-0.01524437561815982,False
P_01_bulk_spread,0.03,-1163.290756665332,2.2922964145780456,-1163.2936688905104,2.195222241966135,False
P_01_bulk_spread,0.1,-1162.9739827992346,6.582148339805161,-1162.9836902164957,6.48507416719325,False
P_01_bulk_spread,0.2,-1162.069233202584,11.297056534783364,-1162.0886480371064,11.199982362171454,False
P_01_bulk_spread,0.35,-1159.9676109496968,16.337881511984172,-1160.001586910111,16.24080733937226,False
P_01_bulk_spread,0.5,-1157.305624505466,18.621749726665417,-1157.354161591772,18.524675554053506,False
P_01_bulk_spread,0.7,-1153.6743040265842,16.926498140920252,-1153.7422559474126,16.82942396830834,False
P_01_bulk_spread,0.9,-1150.699990760349,12.760535249600018,-1150.7873575156998,12.663461076988106,False
P_01_bulk_spread,1.1,-1148.504080702938,9.4629355680251,-1148.6108622928111,9.36586139541319,False
P_01_bulk_spread,1.4,-1146.1261675243793,6.5886085147414315,-1146.262071366036,6.491534342129521,False
P_01_bulk_spread,1.8,-1144.1409735851025,3.4480743044440825,-1144.3157070958039,3.351000131832172,False
P_01_bulk_spread,10.0,-1142.1162979280741,-3.885780586188048e-16,-1143.0870396541932,-0.09707417261191104,False
P_01_bulk_spread,2.3,-1143.0582294717897,1.3669244826087528,-1143.281500068797,1.2698503099968421,False
P_01_bulk_spread,3.0,-1142.2852602878963,0.7013448723292769,-1142.576482805732,0.6042706997173662,False
P_01_bulk_spread,4.0,-1142.1162979280741,-2.220446049250313e-16,-1142.5045946185217,-0.09707417261191087,False
P_01_bulk_spread,6.0,-1142.1162979280741,0.0,-1142.6987429637456,-0.09707417261191065,False
P_01_bulk_spread,8.0,-1142.1162979280741,-1.6653345369377348e-16,-1142.8928913089694,-0.09707417261191081,False
P_01_bulk_spread,-0.25,-1159.7576915081863,-34.649625452290074,-1159.7334229650332,-34.746699624901986,True
P_01_bulk_spread,-0.1,-1162.8837464889566,-9.632841512850476,-1162.8740390716955,-9.729915685462387,True
P_01_bulk_spread,-0.03,-1163.2928081725863,-2.41461232019709,-1163.289895947408,-2.511686492809001,True
P_01_bulk_spread,0.00020689354225334939,-1163.3270073910335,0.09799992957118789,-1163.327027475053,0.0009257569592772408,True
P_01_bulk_spread,0.00019504867112113536,-1163.3270085463498,0.0970745389253245,-1163.3270274805382,3.663134138520707e-07,True
P_01_bulk_spread,0.00019494867112103783,-1163.327008556057,0.09706672615101046,-1163.327027480538,-7.446460900187302e-06,True
P_01_bulk_spread,9.504867112113535e-05,-1163.3270178631121,0.08926018070333509,-1163.3270270898831,-0.007813991908575554,True
P_01_bulk_spread,0.00029504867112113535,-1163.3269984483097,0.10488572710466942,-1163.3270270899154,0.0078115544927587766,True
P_01_bulk_spread,3.8615885330571933,-1142.1162979280741,-2.220446049250313e-16,-1142.4911584398883,-0.09707417261191087,True
P_01_bulk_spread,3.4307942665285966,-1142.1231261854193,0.09896439079180341,-1142.4561677002444,0.0018902181798927664,True
P_01_bulk_spread,3.439022429687798,-1142.12234266539,0.09152447373511258,-1142.4561829223458,-0.00554969887679807,True
P_01_bulk_spread,3.4328847499939545,-1142.1229213044787,0.097051176906706,-1142.4561657512563,-2.2995705204642558e-05,True
P_01_bulk_spread,3.4328596236126967,-1142.1229237433113,0.09707408011356827,-1142.4561657509664,-9.249834237445853e-08,True
P_01_bulk_spread,3.432859522140667,-1142.1229237531613,0.09707417261194556,-1142.456165750966,3.4916514124461173e-14,True
P_01_bulk_spread,3.4327595221406666,-1142.1229334651373,0.09716534702110352,-1142.4561657555248,9.117440919287345e-05,True
P_01_bulk_spread,3.432959522140667,-1142.1229140503012,0.09698303391598123,-1142.4561657555232,-9.113869592941581e-05,True
