case,opening_A,energy_eV,energy_derivative_eV_A,tilted_energy_eV,tilted_derivative_eV_A,new_evaluation
B_04_interface_spread,0.0,-1165.6031106505193,1.2020330640164494,-1165.6031106505193,1.1049588914045387,False
B_04_interface_spread,0.03,-1165.5320510332135,3.486293178324206,-1165.5349632583918,3.3892190057122953,False
B_04_interface_spread,0.1,-1165.129075254972,7.81926297697961,-1165.138782672233,7.7221888043677,False
B_04_interface_spread,0.2,-1164.110779834593,12.273760980450067,-1164.1301946691153,12.176686807838156,False
B_04_interface_spread,0.35,-1161.9154790419454,16.61868443860095,-1161.9494550023596,16.52161026598904,False
B_04_interface_spread,0.5,-1159.2352047441493,18.720173406433524,-1159.2837418304553,18.623099233821613,False
B_04_interface_spread,0.7,-1155.5326809060991,17.571058150255933,-1155.6006328269275,17.47398397764402,False
B_04_interface_spread,0.9,-1152.4069184425566,13.500990187275223,-1152.4942851979074,13.403916014663313,False
B_04_interface_spread,1.1,-1150.0969304304124,9.857519236354351,-1150.2037120202856,9.760445063742441,False
B_04_interface_spread,1.4,-1147.6196197600143,7.015351057976176,-1147.755523601671,6.918276885364265,False
B_04_interface_spread,1.8,-1145.348739181064,4.373465304229525,-1145.5234726917654,4.276391131617614,False
B_04_interface_spread,10.0,-1142.7432768226747,1.887379141862766e-15,-1143.7140185487938,-0.09707417261190876,False
B_04_interface_spread,2.3,-1143.8582655284256,1.786630235253074,-1144.0815361254329,1.6895560626411634,False
B_04_interface_spread,3.0,-1143.020286954668,0.8570946254472546,-1143.3115094725038,0.7600204528353439,False
B_04_interface_spread,4.0,-1142.7432768226747,9.992007221626409e-16,-1143.1315735131222,-0.09707417261190965,False
B_04_interface_spread,6.0,-1142.7432768226747,-1.1102230246251565e-16,-1143.3257218583462,-0.09707417261191076,False
B_04_interface_spread,8.0,-1142.7432768226747,6.661338147750939e-16,-1143.51987020357,-0.09707417261190998,False
B_04_interface_spread,-0.25,-1162.1209268566417,-35.628753014899154,-1162.0966583134887,-35.725827187511065,True
B_04_interface_spread,-0.1,-1165.251365125143,-8.980024924422025,-1165.2416577078818,-9.077099097033937,True
B_04_interface_spread,-0.03,-1165.6010101466925,-1.3986879780940749,-1165.5980979215142,-1.4957621507059855,True
B_04_interface_spread,-0.012745990902290482,-1165.6117159058758,0.13843061112421706,-1165.6104785993548,0.041356438512306415,True
B_04_interface_spread,-0.013228263482067558,-1165.6117726848288,0.09701905631820762,-1165.6104885620962,-5.511629370302806e-05,True
B_04_interface_spread,-0.013227621606212464,-1165.6117726225368,0.09707423040258933,-1165.6104885621137,5.779067868694199e-08,True
B_04_interface_spread,-0.013227721606219078,-1165.6117726322436,0.09706563465565798,-1165.6104885621132,-8.537956252663292e-06,True
B_04_interface_spread,-0.013327621606212463,-1165.6117819001108,0.08847661499013904,-1165.6104881322706,-0.008597557621771612,True
B_04_interface_spread,-0.013127621606212465,-1165.6117624853894,0.10566810423490858,-1165.6104881323836,0.00859393162299793,True
B_04_interface_spread,3.886740425467895,-1142.7432768226747,5.551115123125783e-16,-1143.1205789336343,-0.09707417261191009,True
B_04_interface_spread,3.4433702127339476,-1142.77521888293,0.2398495918692065,-1143.1094811973276,0.14277541925729587,True
B_04_interface_spread,3.7072954815491044,-1142.7452301208332,0.03200843572017087,-1143.1051127623325,-0.06506573689173978,True
B_04_interface_spread,3.575332847141526,-1142.7533176284285,0.10176961089045267,-1143.1003901063768,0.004695438278542019,True
B_04_interface_spread,3.584214899420923,-1142.7524450801234,0.0947604458815734,-1143.1003797759479,-0.002313726730337251,True
B_04_interface_spread,3.5812829322389463,-1142.7527262434376,0.09703724767188926,-1143.1003763209737,-3.69249400213878e-05,True
B_04_interface_spread,3.5812357529115593,-1142.7527308224612,0.09707418375231358,-1143.1003763201034,1.114040293348495e-08,True
B_04_interface_spread,3.5812358529133497,-1142.7527308127535,0.09707410545221107,-1143.1003763201031,-6.715969957937773e-08,True
B_04_interface_spread,3.581135752911559,-1142.7527405337948,0.09715250368860828,-1143.1003763240196,7.833107669763528e-05,True
B_04_interface_spread,3.5813357529115595,-1142.752721118957,0.09699590626961796,-1143.1003763240162,-7.82663422926877e-05,True
