iteration,energy,maximum_force
0,1.0869874373014743,1.222702079227707
1,1.0367814487105944,0.0857466899791337
2,1.0352367683887596,0.004578365136295504
3,1.035234689935959,1.6260879750568114e-05
4,1.035234689925074,2.5494059641140154e-10
