source_frame,atoms,n_Si,n_O,n_H,source_config_type,observed_group,empty_gap_x_A,empty_gap_y_A,empty_gap_z_A,included
660,232,192,8,32,bulk,Si_O_H_vacuum1,1.237518300000001,0.8845068599999997,19.758839359999996,True
661,232,192,8,32,bulk,Si_O_H_vacuum1,1.3973607200000004,0.7259139500000013,19.947936249999998,True
662,232,192,8,32,bulk,Si_O_H_vacuum1,1.3917354199999998,0.6751235099999995,19.920973859999997,True
663,232,192,8,32,bulk,Si_O_H_vacuum1,1.2867342100000008,0.9135255199999998,19.936325879999995,True
664,232,192,8,32,bulk,Si_O_H_vacuum1,1.100918500000001,0.7959933200000004,19.943859359999998,True
665,232,192,8,32,bulk,Si_O_H_vacuum1,1.20063973,0.7561828699999992,19.960748539999997,True
666,232,192,8,32,bulk,Si_O_H_vacuum1,1.3263440899999992,0.8732385100000006,19.826576679999995,True
667,232,192,8,32,bulk,Si_O_H_vacuum1,1.2290982200000025,0.7481866600000001,19.834481289999996,True
668,232,192,8,32,bulk,Si_O_H_vacuum1,1.176923030000001,0.71415348,19.525555499999996,True
669,232,192,8,32,bulk,Si_O_H_vacuum1,1.09992849,0.9275912099999999,19.694104059999997,True
670,232,192,8,32,bulk,Si_O_H_vacuum1,1.1110064700000002,0.8660080700000005,20.165581109999998,True
671,232,192,8,32,bulk,Si_O_H_vacuum1,0.9737556299999992,0.9189610499999994,20.250293719999995,True
672,232,192,8,32,bulk,Si_O_H_vacuum1,0.7071920400000008,0.8169616000000002,20.305710739999995,True
673,232,192,8,32,bulk,Si_O_H_vacuum1,0.9882287500000003,0.8488317700000004,20.643249719999996,True
674,232,192,8,32,bulk,Si_O_H_vacuum1,0.8717757200000004,0.8284515599999999,20.224214519999997,True
675,232,192,8,32,bulk,Si_O_H_vacuum1,1.0661722100000004,0.8172014200000001,19.769120309999998,True
676,232,192,8,32,bulk,Si_O_H_vacuum1,0.77344383,0.8429389400000017,19.862095049999997,True
677,232,192,8,32,bulk,Si_O_H_vacuum1,1.485922530000001,0.9681406399999991,19.50052017999999,True
678,232,192,8,32,bulk,Si_O_H_vacuum1,1.5263686899999998,0.8084710399999998,19.462675859999997,True
679,232,192,8,32,bulk,Si_O_H_vacuum1,1.2715138200000007,0.7083893599999995,19.417192200000002,True
680,232,192,8,32,bulk,Si_O_H_vacuum1,1.2620976399999995,0.9121924100000022,19.385107810000004,True
681,232,192,8,32,bulk,Si_O_H_vacuum1,1.3515753399999986,0.8041189299999998,19.58558304,True
682,232,192,8,32,bulk,Si_O_H_vacuum1,1.396799379999999,0.68700331,19.663663120000002,True
683,232,192,8,32,bulk,Si_O_H_vacuum1,1.33703336,0.9319986199999999,19.37481641,True
684,232,192,8,32,bulk,Si_O_H_vacuum1,1.09120112,1.0321848099999988,19.54624104,True
685,232,192,8,32,bulk,Si_O_H_vacuum1,1.0984838800000005,1.0129388,19.33807578,True
686,232,192,8,32,bulk,Si_O_H_vacuum1,1.3614673800000006,0.8895198400000006,19.03409765,True
687,232,192,8,32,bulk,Si_O_H_vacuum1,1.2345254900000022,0.8349534100000018,19.336040449999995,True
688,232,192,8,32,bulk,Si_O_H_vacuum1,1.30916408,1.06438946,19.39636522,True
689,232,192,8,32,bulk,Si_O_H_vacuum1,1.1223124300000007,0.8114441600000019,19.552200099999993,True
690,232,192,8,32,bulk,Si_O_H_vacuum1,1.217091820000001,1.1477340600000001,19.419602010000002,True
691,232,192,8,32,bulk,Si_O_H_vacuum1,1.3577641000000005,0.8050194699999994,19.04317394,True
692,232,192,8,32,bulk,Si_O_H_vacuum1,1.1891457000000007,1.0326240800000002,19.23283254,True
693,232,192,8,32,bulk,Si_O_H_vacuum1,1.3404002300000004,1.16221159,18.90370254,True
694,232,192,8,32,bulk,Si_O_H_vacuum1,1.2050179099999985,1.2247945000000002,18.903089879999996,True
695,232,192,8,32,bulk,Si_O_H_vacuum1,1.306077409999999,0.9836230800000002,18.939657459999996,True
696,232,192,8,32,bulk,Si_O_H_vacuum1,1.4288087800000004,1.05657928,19.418830250000006,True
697,232,192,8,32,bulk,Si_O_H_vacuum1,1.2976080500000011,0.9266962399999996,19.27685196,True
698,232,192,8,32,bulk,Si_O_H_vacuum1,1.2685414,1.2491131600000003,18.67511653,True
699,232,192,8,32,bulk,Si_O_H_vacuum1,1.2864419900000001,0.8467919700000006,19.56585418,True
700,232,192,8,32,bulk,Si_O_H_vacuum1,1.2533198200000004,0.9124731899999992,19.137844269999995,True
701,232,192,8,32,bulk,Si_O_H_vacuum1,1.1272494699999984,1.0147003800000007,19.33377647,True
702,232,192,8,32,bulk,Si_O_H_vacuum1,1.2096441699999991,1.1776056400000023,19.270200839999994,True
703,232,192,8,32,bulk,Si_O_H_vacuum1,1.2168245600000016,0.9100200400000001,19.04894188,True
704,232,192,8,32,bulk,Si_O_H_vacuum1,1.2134036600000002,1.4073002000000006,18.915052109999998,True
705,232,192,8,32,bulk,Si_O_H_vacuum1,1.455141600000001,0.8067468099999997,18.98561306,True
706,232,192,8,32,bulk,Si_O_H_vacuum1,1.3662570299999997,1.1802389100000008,19.106710800000002,True
707,232,192,8,32,bulk,Si_O_H_vacuum1,1.3808498599999997,0.99775594,19.379093989999998,True
708,232,192,8,32,bulk,Si_O_H_vacuum1,1.3845632699999997,0.8876320400000008,19.006612599999997,True
709,232,192,8,32,bulk,Si_O_H_vacuum1,1.3025250899999992,0.7820201799999996,19.090114230000005,True
710,232,192,8,32,bulk,Si_O_H_vacuum1,1.3260616800000005,0.9228372800000008,19.36532892,True
711,232,192,8,32,bulk,Si_O_H_vacuum1,1.4569345099999997,1.2369015999999995,19.311631149999993,True
712,232,192,8,32,bulk,Si_O_H_vacuum1,1.3381174200000017,1.1720507400000009,19.43782354,True
713,232,192,8,32,bulk,Si_O_H_vacuum1,1.3549513400000002,0.9890265200000004,18.98521266,True
714,232,192,8,32,bulk,Si_O_H_vacuum1,1.3106273899999985,1.0166465000000018,19.420265450000002,True
715,232,192,8,32,bulk,Si_O_H_vacuum1,1.3840696400000008,0.9870108399999996,19.392532969999998,True
716,232,192,8,32,bulk,Si_O_H_vacuum1,1.1805221699999997,0.9991113299999992,19.004655,True
717,232,192,8,32,bulk,Si_O_H_vacuum1,1.3408751199999998,0.6546380699999986,19.11792955,True
718,232,192,8,32,bulk,Si_O_H_vacuum1,1.321873760000002,1.0706216100000003,19.314107399999997,True
719,232,192,8,32,bulk,Si_O_H_vacuum1,1.2929906000000013,1.00459238,19.59715078,True
720,232,192,8,32,bulk,Si_O_H_vacuum1,1.35358697,1.1833416999999997,19.339722019999996,True
721,232,192,8,32,bulk,Si_O_H_vacuum1,1.2180828000000006,0.9648544899999998,19.58639798,True
722,232,192,8,32,bulk,Si_O_H_vacuum1,1.3939823500000004,0.8414529600000014,19.25423102,True
723,232,192,8,32,bulk,Si_O_H_vacuum1,1.23313845,0.9940701999999977,19.133323189999995,True
724,232,192,8,32,bulk,Si_O_H_vacuum1,1.49548908,1.288333799999999,19.11549475,True
725,232,192,8,32,bulk,Si_O_H_vacuum1,1.3193146099999993,1.1606001700000002,18.996603600000004,True
726,232,192,8,32,bulk,Si_O_H_vacuum1,1.2946979100000011,1.1793533100000002,19.185763120000004,True
727,232,192,8,32,bulk,Si_O_H_vacuum1,1.2428396300000006,0.8713392299999996,19.26532842,True
728,232,192,8,32,bulk,Si_O_H_vacuum1,1.447313570000001,1.0010814299999995,19.484859709999995,True
729,232,192,8,32,bulk,Si_O_H_vacuum1,1.3003816500000014,0.8424898199999987,19.29105401,True
730,232,192,8,32,bulk,Si_O_H_vacuum1,1.3851043399999998,1.0581009899999987,19.26025739,True
731,232,192,8,32,bulk,Si_O_H_vacuum1,1.3729235600000005,1.1854993599999994,18.92010112,True
732,232,192,8,32,bulk,Si_O_H_vacuum1,1.2800683900000012,0.9880349600000013,19.19361123,True
733,232,192,8,32,bulk,Si_O_H_vacuum1,0.9405746699999996,1.0202526,19.226019959999995,True
734,232,192,8,32,bulk,Si_O_H_vacuum1,1.3699948400000006,1.0762102800000009,19.315517300000003,True
735,232,192,8,32,bulk,Si_O_H_vacuum1,1.1498525900000003,0.9575521700000017,19.51503615,True
736,232,192,8,32,bulk,Si_O_H_vacuum1,1.2752544200000007,0.8639697299999997,19.500035549999996,True
737,232,192,8,32,bulk,Si_O_H_vacuum1,1.3783431000000004,0.8455225800000002,19.197823149999994,True
738,232,192,8,32,bulk,Si_O_H_vacuum1,1.329185500000001,0.9658082599999994,19.06132243,True
739,232,192,8,32,bulk,Si_O_H_vacuum1,1.3149849800000009,0.9403545800000012,19.323145410000002,True
740,232,192,8,32,bulk,Si_O_H_vacuum1,1.2922752599999994,0.9714663099999991,19.199162189999996,True
741,232,192,8,32,bulk,Si_O_H_vacuum1,1.2891310299999994,0.8870154800000001,19.326796980000005,True
742,232,192,8,32,bulk,Si_O_H_vacuum1,1.3094837699999986,0.8925003799999996,19.391707020000002,True
743,232,192,8,32,bulk,Si_O_H_vacuum1,1.1755727999999999,1.1315786100000005,18.988228489999997,True
744,232,192,8,32,bulk,Si_O_H_vacuum1,1.0842266899999997,0.8399866899999995,18.808851190000002,True
745,232,192,8,32,bulk,Si_O_H_vacuum1,1.3957327299999993,1.1081774000000029,19.084280619999994,True
746,232,192,8,32,bulk,Si_O_H_vacuum1,1.3138167600000001,0.7177181699999992,19.39289673,True
747,232,192,8,32,bulk,Si_O_H_vacuum1,1.3006299299999984,0.9776393999999986,19.37504962,True
748,232,192,8,32,bulk,Si_O_H_vacuum1,1.3543627899999997,0.9853724000000013,19.386996460000002,True
749,232,192,8,32,bulk,Si_O_H_vacuum1,1.2026228500000016,0.7527363700000007,18.988747099999998,True
750,232,192,8,32,bulk,Si_O_H_vacuum1,1.2793353000000025,0.8664962199999963,19.168568269999994,True
751,232,192,8,32,bulk,Si_O_H_vacuum1,1.4288778400000002,0.8177640600000017,19.29327186,True
752,232,192,8,32,bulk,Si_O_H_vacuum1,1.278057560000001,1.0517941799999992,19.59308961,True
753,232,192,8,32,bulk,Si_O_H_vacuum1,1.1327550799999988,0.6767644900000008,19.505807559999994,True
754,232,192,8,32,bulk,Si_O_H_vacuum1,1.335823430000002,0.8122177999999989,19.06397757,True
755,232,192,8,32,bulk,Si_O_H_vacuum1,1.3391841500000001,0.9738614599999994,18.692803259999998,True
756,232,192,8,32,bulk,Si_O_H_vacuum1,1.4406938799999995,0.8883480800000008,18.98303393,True
757,232,192,8,32,bulk,Si_O_H_vacuum1,1.4064030200000013,0.8476020799999999,19.04723041,True
758,232,192,8,32,bulk,Si_O_H_vacuum1,1.28094959,0.7661273300000002,19.5766677,True
759,232,192,8,32,bulk,Si_O_H_vacuum1,1.3909385299999995,0.6608291499999999,19.551445450000003,True
760,232,192,8,32,bulk,Si_O_H_vacuum1,1.3698474099999995,0.9361207100000016,19.562236329999998,True
761,232,192,8,32,bulk,Si_O_H_vacuum1,1.2153458100000007,1.1213437200000012,19.24460598,True
762,232,192,8,32,bulk,Si_O_H_vacuum1,1.279986890000001,0.8372272100000001,19.06162354,True
763,232,192,8,32,bulk,Si_O_H_vacuum1,1.1461090699999996,0.919088350000001,18.9646956,True
764,232,192,8,32,bulk,Si_O_H_vacuum1,1.2923098100000003,0.9970570000000001,19.147325579999997,True
765,232,192,8,32,bulk,Si_O_H_vacuum1,1.1785212300000005,0.8769343299999981,19.090423559999998,True
766,232,192,8,32,bulk,Si_O_H_vacuum1,0.9610124499999996,1.1381432299999987,19.090054050000003,True
767,232,192,8,32,bulk,Si_O_H_vacuum1,1.0347196699999994,0.7540106900000006,19.64214965,True
768,232,192,8,32,bulk,Si_O_H_vacuum1,1.0936221000000015,0.901839800000002,19.536264599999996,True
769,232,192,8,32,bulk,Si_O_H_vacuum1,1.2445779000000001,0.79207607,19.60489652,True
770,232,192,8,32,bulk,Si_O_H_vacuum1,1.34900347,0.9134909800000002,19.37295901,True
771,242,192,18,32,bulk,Si_O_H_vacuum1,1.14082259,0.8536757399999998,18.72535236,True
772,242,192,18,32,bulk,Si_O_H_vacuum1,0.8556570000000001,0.9906672300000002,19.18544535,True
773,242,192,18,32,bulk,Si_O_H_vacuum1,0.9686685300000002,0.8423756499999999,18.872771139999998,True
774,242,192,18,32,bulk,Si_O_H_vacuum1,1.0126000500000005,0.7597763000000006,18.6065815,True
775,242,192,18,32,bulk,Si_O_H_vacuum1,1.1452115399999996,0.7571940000000005,18.408832569999998,True
776,242,192,18,32,bulk,Si_O_H_vacuum1,1.2307687699999994,0.8305515499999999,18.24001226,True
777,242,192,18,32,bulk,Si_O_H_vacuum1,1.13365944,0.7921487599999991,18.31990483,True
778,242,192,18,32,bulk,Si_O_H_vacuum1,0.9549079999999995,0.9105288899999984,18.788558609999995,True
779,242,192,18,32,bulk,Si_O_H_vacuum1,1.3314963500000003,0.7909705700000004,19.3608539,True
780,242,192,18,32,bulk,Si_O_H_vacuum1,0.74296903,0.8159848599999973,19.4725288,True
781,242,192,18,32,bulk,Si_O_H_vacuum1,0.9525137800000005,0.84748687,19.630482459999996,True
782,242,192,18,32,bulk,Si_O_H_vacuum1,1.059206590000001,0.703473589999999,19.884557709999996,True
783,242,192,18,32,bulk,Si_O_H_vacuum1,0.9936013199999993,0.6859809999999998,19.63739133,True
784,242,192,18,32,bulk,Si_O_H_vacuum1,1.0428020099999997,0.7656849399999994,19.52126901,True
785,242,192,18,32,bulk,Si_O_H_vacuum1,1.0865167099999997,0.7741525699999998,19.502469599999998,True
786,242,192,18,32,bulk,Si_O_H_vacuum1,1.1817094199999991,0.5874103699999997,19.58019495,True
787,242,192,18,32,bulk,Si_O_H_vacuum1,1.0335599299999996,0.66602691,19.23261853,True
788,242,192,18,32,bulk,Si_O_H_vacuum1,1.26102157,0.9029994600000004,19.063097459999998,True
789,242,192,18,32,bulk,Si_O_H_vacuum1,0.8390086700000001,0.8142945300000007,18.84203311,True
790,242,192,18,32,bulk,Si_O_H_vacuum1,1.2323751900000004,0.7733103999999994,18.914832169999997,True
791,242,192,18,32,bulk,Si_O_H_vacuum1,1.1861470100000004,0.7431079900000004,19.28750595,True
792,242,192,18,32,bulk,Si_O_H_vacuum1,1.1609885800000002,0.6772646100000013,19.144975649999996,True
793,242,192,18,32,bulk,Si_O_H_vacuum1,0.9103908800000001,0.93774631,18.72276263,True
794,242,192,18,32,bulk,Si_O_H_vacuum1,1.13240004,0.8413098899999992,19.073815789999998,True
795,242,192,18,32,bulk,Si_O_H_vacuum1,1.0261402100000006,0.8853014999999975,18.979809189999997,True
796,242,192,18,32,bulk,Si_O_H_vacuum1,1.1879279899999997,0.7665241700000005,18.85165643,True
797,242,192,18,32,bulk,Si_O_H_vacuum1,1.103000870000001,0.6182901399999985,18.36283174,True
798,242,192,18,32,bulk,Si_O_H_vacuum1,1.1204123199999996,0.7223555599999975,18.24736985,True
799,242,192,18,32,bulk,Si_O_H_vacuum1,1.018167909999999,0.8406899799999988,18.680315979999996,True
800,242,192,18,32,bulk,Si_O_H_vacuum1,1.2566723100000003,0.8264702099999991,18.83248259,True
801,242,192,18,32,bulk,Si_O_H_vacuum1,0.7273101299999993,0.9493848499999981,18.90579835,True
802,242,192,18,32,bulk,Si_O_H_vacuum1,0.9944944,0.6460213600000001,18.94651188,True
803,242,192,18,32,bulk,Si_O_H_vacuum1,1.2348941899999997,0.7849749299999997,18.848883249999997,True
804,242,192,18,32,bulk,Si_O_H_vacuum1,1.0586075499999994,0.8630299800000001,18.73022291,True
805,242,192,18,32,bulk,Si_O_H_vacuum1,1.15618537,0.8762354099999985,18.192251769999995,True
806,242,192,18,32,bulk,Si_O_H_vacuum1,1.20934866,0.745761750000001,18.103441769999996,True
807,242,192,18,32,bulk,Si_O_H_vacuum1,0.9004355799999995,0.5945230300000003,18.52192994,True
808,242,192,18,32,bulk,Si_O_H_vacuum1,0.9954876200000002,0.7590586899999998,18.7236063,True
809,242,192,18,32,bulk,Si_O_H_vacuum1,1.1280792499999996,0.8101630099999989,18.7301393,True
810,242,192,18,32,bulk,Si_O_H_vacuum1,1.2756937099999994,0.7684391899999986,18.944761569999997,True
811,242,192,18,32,bulk,Si_O_H_vacuum1,1.1489937,0.8350255800000007,18.818676839999995,True
812,242,192,18,32,bulk,Si_O_H_vacuum1,1.12300136,0.8138160499999998,18.54998416,True
813,242,192,18,32,bulk,Si_O_H_vacuum1,1.1203866400000004,0.8014407900000001,18.403726749999997,True
814,242,192,18,32,bulk,Si_O_H_vacuum1,1.0832725900000002,0.7589600400000012,18.88955292,True
815,242,192,18,32,bulk,Si_O_H_vacuum1,1.0067801099999996,0.6890699600000004,19.41427659,True
816,242,192,18,32,bulk,Si_O_H_vacuum1,1.1103027799999994,0.9279787899999985,19.227720999999995,True
817,242,192,18,32,bulk,Si_O_H_vacuum1,0.9977539799999999,0.735534720000001,19.18508039,True
818,242,192,18,32,bulk,Si_O_H_vacuum1,0.7083489100000002,0.752733640000001,19.440901499999995,True
819,242,192,18,32,bulk,Si_O_H_vacuum1,0.96619491,0.8643765400000005,19.426230129999997,True
820,242,192,18,32,bulk,Si_O_H_vacuum1,1.0736860200000005,0.6781121200000008,19.679167129999996,True
821,242,192,18,32,bulk,Si_O_H_vacuum1,1.2073600400000002,0.765423619999999,19.55905746,True
822,242,192,18,32,bulk,Si_O_H_vacuum1,1.0828329999999995,0.8428407400000006,19.2567578,True
823,242,192,18,32,bulk,Si_O_H_vacuum1,1.0365239600000002,0.84660006,19.43064468,True
824,242,192,18,32,bulk,Si_O_H_vacuum1,1.2151921300000004,0.9201872500000001,19.20439697,True
825,242,192,18,32,bulk,Si_O_H_vacuum1,1.11484864,0.6759839200000001,18.804679659999998,True
826,242,192,18,32,bulk,Si_O_H_vacuum1,1.1617787999999993,0.7164415099999979,19.02405065,True
827,242,192,18,32,bulk,Si_O_H_vacuum1,0.7305986299999998,0.8113677299999995,18.822071089999998,True
828,242,192,18,32,bulk,Si_O_H_vacuum1,1.0586572100000005,0.7438370000000003,18.86208277,True
829,242,192,18,32,bulk,Si_O_H_vacuum1,0.97007249,0.7294169900000005,19.25448617,True
830,242,192,18,32,bulk,Si_O_H_vacuum1,0.9368384499999997,0.861630200000001,19.365874699999996,True
831,242,192,18,32,bulk,Si_O_H_vacuum1,1.1343416599999998,0.7302792599999987,19.22240518,True
832,242,192,18,32,bulk,Si_O_H_vacuum1,1.05903499,0.8652969699999983,18.899548399999997,True
833,242,192,18,32,bulk,Si_O_H_vacuum1,1.22742701,0.76523559,18.765795079999997,True
834,242,192,18,32,bulk,Si_O_H_vacuum1,0.9060681599999996,0.6735717200000001,19.115256979999998,True
835,242,192,18,32,bulk,Si_O_H_vacuum1,0.7841360299999995,0.7375957499999997,19.298671799999997,True
836,242,192,18,32,bulk,Si_O_H_vacuum1,1.0209407099999996,0.8993704300000005,18.76943577,True
837,242,192,18,32,bulk,Si_O_H_vacuum1,1.1471497000000004,0.7566404899999999,18.61226369,True
838,242,192,18,32,bulk,Si_O_H_vacuum1,1.0559236000000012,0.8372763300000005,18.414603129999996,True
839,242,192,18,32,bulk,Si_O_H_vacuum1,1.2072440600000003,0.8778214999999987,18.440349,True
840,242,192,18,32,bulk,Si_O_H_vacuum1,0.93248456,0.8236566899999999,18.035077369999996,True
841,242,192,18,32,bulk,Si_O_H_vacuum1,0.9121305900000003,0.7483950199999978,18.243946529999995,True
842,242,192,18,32,bulk,Si_O_H_vacuum1,1.1742129799999999,0.8075186699999995,18.71986852,True
843,242,192,18,32,bulk,Si_O_H_vacuum1,0.9832463400000002,0.7683351500000004,19.446796199999998,True
844,242,192,18,32,bulk,Si_O_H_vacuum1,1.1577314,0.9284102199999996,19.28879795,True
845,242,192,18,32,bulk,Si_O_H_vacuum1,1.2077000400000006,0.7962005300000001,18.967729959999996,True
846,242,192,18,32,bulk,Si_O_H_vacuum1,1.32841326,0.8262179300000004,18.995600689999996,True
847,242,192,18,32,bulk,Si_O_H_vacuum1,1.1685132599999999,0.7533652200000013,19.03928139,True
848,242,192,18,32,bulk,Si_O_H_vacuum1,0.9607529499999999,0.728036079999998,19.016735669999996,True
849,242,192,18,32,bulk,Si_O_H_vacuum1,1.2068818999999997,0.8060706599999999,19.02176752,True
850,242,192,18,32,bulk,Si_O_H_vacuum1,0.9174854400000003,0.7104173300000001,19.03654487,True
851,242,192,18,32,bulk,Si_O_H_vacuum1,0.9320467499999999,0.7667045899999998,19.354200709999997,True
852,242,192,18,32,bulk,Si_O_H_vacuum1,0.82029164,0.8447734699999999,19.59440513,True
853,242,192,18,32,bulk,Si_O_H_vacuum1,1.0730022,0.760011359999999,19.52864805,True
854,242,192,18,32,bulk,Si_O_H_vacuum1,1.0673244199999985,0.8783473400000007,19.276936619999997,True
855,242,192,18,32,bulk,Si_O_H_vacuum1,0.9529377799999998,0.7461174500000013,19.360515999999997,True
856,242,192,18,32,bulk,Si_O_H_vacuum1,1.06129782,0.856407310000001,19.15073789,True
857,272,192,48,32,bulk,Si_O_H_vacuum1,1.1549661499999997,0.8416945099999996,16.22685986,True
858,272,192,48,32,bulk,Si_O_H_vacuum1,0.8478468299999997,0.8222268700000004,16.041870900000006,True
859,272,192,48,32,bulk,Si_O_H_vacuum1,0.9386449899999998,0.9919061299999996,15.476188690000003,True
860,272,192,48,32,bulk,Si_O_H_vacuum1,0.7901427500000003,0.5728066400000004,15.994199480000002,True
861,272,192,48,32,bulk,Si_O_H_vacuum1,0.6733756299999998,0.6454816200000001,16.18481574,True
862,272,192,48,32,bulk,Si_O_H_vacuum1,0.9211016999999997,0.92563601,16.120706910000003,True
863,272,192,48,32,bulk,Si_O_H_vacuum1,0.9193380299999998,0.9971991599999994,16.13001826,True
864,272,192,48,32,bulk,Si_O_H_vacuum1,0.8261661800000002,0.7344580599999992,15.66229771,True
865,272,192,48,32,bulk,Si_O_H_vacuum1,0.8051024600000007,0.8687111899999996,16.185840970000005,True
866,272,192,48,32,bulk,Si_O_H_vacuum1,0.8621894800000005,0.7908508099999995,16.359731380000003,True
867,272,192,48,32,bulk,Si_O_H_vacuum1,0.67798132,0.6839153599999993,16.503371550000004,True
868,272,192,48,32,bulk,Si_O_H_vacuum1,0.7263781700000008,0.6776973599999988,16.495866480000004,True
869,272,192,48,32,bulk,Si_O_H_vacuum1,0.85841631,0.7942847099999993,16.26362367,True
870,272,192,48,32,bulk,Si_O_H_vacuum1,0.6797327600000004,0.6730147100000002,16.124873360000006,True
871,272,192,48,32,bulk,Si_O_H_vacuum1,1.00243863,0.6885027500000005,16.154542300000006,True
872,272,192,48,32,bulk,Si_O_H_vacuum1,0.8745234599999985,0.8964522900000006,16.195906490000002,True
873,272,192,48,32,bulk,Si_O_H_vacuum1,0.7725687500000002,0.8184822199999984,16.17229199,True
874,272,192,48,32,bulk,Si_O_H_vacuum1,0.6486807000000003,0.6763463199999998,16.396861740000002,True
875,272,192,48,32,bulk,Si_O_H_vacuum1,0.8370985300000003,0.7485692799999997,15.927033900000003,True
876,272,192,48,32,bulk,Si_O_H_vacuum1,0.8797358700000001,1.0406717299999995,16.007288080000002,True
877,272,192,48,32,bulk,Si_O_H_vacuum1,0.7769121000000005,0.6564535599999997,16.338536840000003,True
878,272,192,48,32,bulk,Si_O_H_vacuum1,0.5501888599999998,0.6702597700000004,16.25971624,True
879,272,192,48,32,bulk,Si_O_H_vacuum1,0.6019436900000003,0.6584935499999994,16.27489879,True
880,272,192,48,32,bulk,Si_O_H_vacuum1,0.5561445100000004,0.8300726199999996,16.09693575,True
881,272,192,48,32,bulk,Si_O_H_vacuum1,0.7212835699999995,1.0048508399999998,16.135026930000002,True
882,272,192,48,32,bulk,Si_O_H_vacuum1,0.7540666699999996,0.6599698900000001,16.22526918,True
883,272,192,48,32,bulk,Si_O_H_vacuum1,0.7087188900000005,0.7878303700000006,16.402825050000004,True
884,272,192,48,32,bulk,Si_O_H_vacuum1,0.8025468500000016,0.8369447100000001,16.177985250000006,True
885,272,192,48,32,bulk,Si_O_H_vacuum1,0.8834173899999997,0.69620829,16.43483003,True
886,272,192,48,32,bulk,Si_O_H_vacuum1,0.7702204600000002,0.9815302399999999,16.75063837,True
887,272,192,48,32,bulk,Si_O_H_vacuum1,0.5981692599999993,0.71636229,16.862778900000002,True
888,272,192,48,32,bulk,Si_O_H_vacuum1,0.8144949100000014,0.8347121000000023,16.061187140000005,True
889,272,192,48,32,bulk,Si_O_H_vacuum1,0.8248438299999997,1.0175289899999997,15.952106270000003,True
890,272,192,48,32,bulk,Si_O_H_vacuum1,0.8131805400000004,0.9563163200000006,16.309861660000003,True
891,272,192,48,32,bulk,Si_O_H_vacuum1,0.8498662700000011,0.9755968599999996,16.066658190000002,True
892,272,192,48,32,bulk,Si_O_H_vacuum1,0.7610701699999999,0.7181315500000013,15.843051940000002,True
893,272,192,48,32,bulk,Si_O_H_vacuum1,0.7793297900000009,0.817767739999998,16.111101960000006,True
894,272,192,48,32,bulk,Si_O_H_vacuum1,0.7502126100000004,0.9225866899999998,16.242915660000005,True
895,272,192,48,32,bulk,Si_O_H_vacuum1,0.7198029499999995,0.6501413199999991,16.650892770000006,True
896,272,192,48,32,bulk,Si_O_H_vacuum1,0.6830905299999999,0.5817724399999991,16.39185481,True
897,272,192,48,32,bulk,Si_O_H_vacuum1,0.6287780400000005,0.5105595800000008,16.340660290000006,True
898,272,192,48,32,bulk,Si_O_H_vacuum1,0.7638700199999998,0.739581149999999,16.19999615,True
899,272,192,48,32,bulk,Si_O_H_vacuum1,0.9226291100000003,0.8599901200000001,16.44387798,True
900,272,192,48,32,bulk,Si_O_H_vacuum1,0.6979754800000005,1.02156633,16.50382931,True
901,272,192,48,32,bulk,Si_O_H_vacuum1,0.6699766600000001,0.6822346300000001,16.58011377,True
902,272,192,48,32,bulk,Si_O_H_vacuum1,0.5616121600000021,0.8403662200000002,16.35171246,True
903,272,192,48,32,bulk,Si_O_H_vacuum1,0.6159007000000004,0.5720991999999999,16.55939847,True
904,272,192,48,32,bulk,Si_O_H_vacuum1,0.5594607500000002,0.46607742000000124,16.29279113,True
905,272,192,48,32,bulk,Si_O_H_vacuum1,0.7138974300000005,0.56928222,16.5413789,True
906,272,192,48,32,bulk,Si_O_H_vacuum1,0.65135389,0.7315082799999993,16.261536420000002,True
907,272,192,48,32,bulk,Si_O_H_vacuum1,0.7132363900000005,0.8914623099999995,16.264777430000002,True
908,272,192,48,32,bulk,Si_O_H_vacuum1,0.79245667,0.6368756300000004,16.311760790000005,True
909,272,192,48,32,bulk,Si_O_H_vacuum1,0.6076373499999999,0.5558293099999998,16.566766700000002,True
910,272,192,48,32,bulk,Si_O_H_vacuum1,0.7339421499999997,0.8067869399999987,16.305014720000003,True
911,272,192,48,32,bulk,Si_O_H_vacuum1,0.7130920800000001,0.6068690100000013,16.36498332,True
912,272,192,48,32,bulk,Si_O_H_vacuum1,0.58703863,0.6316139099999999,16.3897707,True
913,272,192,48,32,bulk,Si_O_H_vacuum1,0.7176045499999988,0.7260861800000006,16.611178090000003,True
914,272,192,48,32,bulk,Si_O_H_vacuum1,0.5620726400000001,0.7731988099999999,16.79052379,True
915,272,192,48,32,bulk,Si_O_H_vacuum1,0.6576289999999984,0.8869029600000001,16.54364391,True
916,272,192,48,32,bulk,Si_O_H_vacuum1,0.6255495500000009,0.9283939700000006,16.555362990000003,True
917,272,192,48,32,bulk,Si_O_H_vacuum1,0.6676637700000003,0.9773667000000003,16.845478980000003,True
918,272,192,48,32,bulk,Si_O_H_vacuum1,0.6556546800000014,0.7706945399999997,16.620953660000005,True
919,272,192,48,32,bulk,Si_O_H_vacuum1,0.6086777300000011,0.6101171399999995,16.58114155,True
920,272,192,48,32,bulk,Si_O_H_vacuum1,0.5372567299999987,0.80633563,16.608804210000002,True
