source_frame,atoms,composition,observed_group,source_energy_eV,mace_energy_eV,force_component_RMSE_eV_A,force_component_MAE_eV_A,force_component_max_error_eV_A,source_force_component_RMS_eV_A,source_total_force_norm_eV_A,mace_total_force_norm_eV_A,same_composition_reference_frame,relative_energy_error_eV_atom,Z1_force_RMSE_eV_A,Z8_force_RMSE_eV_A,Z14_force_RMSE_eV_A
28,2,HSi,small_Si_H,-118.10057466460529,-3.227466319893635,0.01693319585896672,0.009778441684355738,0.02933070005306737,1.4499991363019378,3.0900000003164507e-06,0.0,3,2.359951276342888,0.01693408784162393,,0.01693230382932045
29,2,HSi,small_Si_H,-117.97532584265814,-3.109693480300233,0.1533515896869994,0.08853860823383147,0.2656176297014943,1.44122601606009,9.769999999686974e-06,0.0,3,2.356213285166012,0.15334876930499947,,0.153354410017129
30,2,HSi,small_Si_H,-117.85114747102558,-3.0041952761801904,0.2756751142612422,0.1591650447341578,0.47748587920247343,1.4254689667452827,5.150000000231358e-06,0.0,3,2.346873201409757,0.27567362758029046,,0.27567660093417645
31,2,HSi,small_Si_H,-117.72860027078002,-2.910297286078557,0.3834739359250004,0.22139946345954775,0.6642014803786433,1.4037140823937928,1.0280000000140177e-05,0.0,3,2.332548596337792,0.38347690349390146,,0.3834709683331341
32,2,HSi,small_Si_H,-117.60817187458659,-2.8271939303972013,0.47588552591162775,0.2747534931496723,0.8242627944490168,1.3766260981411225,9.769999999686974e-06,0.0,3,2.313886076081754,0.4758883462593352,,0.4758827055472054
33,2,HSi,small_Si_H,-117.4903077662633,-2.753958717797308,0.5519779572914394,0.31868582222465175,0.9560577216739552,1.3444837846725188,7.709999999772066e-06,0.0,3,2.291571628220056,0.5519757316016646,,0.5519801829722398
34,2,HSi,small_Si_H,-117.37545463219605,-2.689582692340102,0.610747939882479,0.35261668749344893,1.0578505774803466,1.3069572988935447,8.229999999720405e-06,0.0,3,2.266333073915036,0.6107455640815006,,0.6107503156742158
35,2,HSi,small_Si_H,-117.26412912076441,-2.633023978151723,0.6507363953863905,0.37570386304312064,1.1271136441293619,1.262678008895703,1.0290000000079402e-05,0.0,3,2.2389496752934033,0.6507393658467457,,0.6507334249124758
36,2,HSi,small_Si_H,-117.15702898412589,-2.5832559290013126,0.6695012088925909,0.3865399598307782,1.1596162794923344,1.2087796217479148,1.2339999999610995e-05,0.0,3,2.2102836315493475,0.6695047711342746,,0.6694976466319532
37,2,HSi,small_Si_H,-117.05515197285742,-2.539306364878689,0.6641281746869845,0.3834347504319076,1.1503037412957229,1.1415383090148987,0.0,0.0,3,2.181319907976424,0.6641281746869845,,0.6641281746869845
38,2,HSi,small_Si_H,-116.95971536810524,-2.500284672567756,0.6352289760283437,0.3667508202992429,1.1002555458977288,1.060514978537037,1.3370000000012539e-05,0.0,3,2.1531124517558005,0.6352251164300688,,0.635232835603168
39,2,HSi,small_Si_H,-116.87169824189061,-2.465397004601254,0.5897747201189767,0.3405074500871634,1.02152209026149,0.9715153693236508,4.619999999899704e-06,0.0,3,2.1265477226317397,0.589773386438347,,0.5897760537965905
40,2,HSi,small_Si_H,-116.79145480199963,-2.43395187757422,0.5364631105763948,0.30972780462643096,0.929188048879293,0.8820514319437674,1.3370000000012539e-05,0.0,3,2.1021485661997676,0.5364669701490605,,0.5364592509759615
41,2,HSi,small_Si_H,-116.71879466215222,-2.4053590274221985,0.4812245040465872,0.277835953614103,0.8335096608423089,0.7969098504365162,8.739999999951564e-06,0.0,3,2.080114921352071,0.4812270270606495,,0.48122198101929686
42,2,HSi,small_Si_H,-116.65324245888222,-2.379123961053452,0.427104434253756,0.24659023341085526,0.7397727502325657,0.7180729309928804,1.2340000000055085e-05,0.0,3,2.0604563529014435,0.42710087198773966,,0.4271079964900615
43,2,HSi,small_Si_H,-116.5942205691558,-2.354839935495281,0.3756053067904234,0.21685633830325976,0.6505749299097794,0.646082487958958,1.4910000000201151e-05,0.0,3,2.043087420817317,0.37560100261950546,,0.37560961091201917
44,2,HSi,small_Si_H,-116.3758635666447,-2.332178505750559,0.47261812249705987,0.2728718568777284,0.8186022006331852,0.7259831493258914,7.199999999984996e-06,0.0,3,1.9452396344341287,0.47262020095345836,,0.47261604403152074
45,2,HSi,small_Si_H,-116.49344336394742,-2.310879400413805,0.2828618542552655,0.1633103676732626,0.4899395880197878,0.5217661174202562,1.6970000000005037e-05,0.0,3,2.014679085753868,0.28286675302987885,,0.2828569553958107
46,2,HSi,small_Si_H,-116.4121641856097,-2.2716065209011953,0.2045862904668183,0.11811828982102907,0.3543643894630872,0.4201977083444967,2.108000000000665e-05,0.0,3,1.9936759363413112,0.20458020510448002,,0.20459237564815452
47,2,HSi,small_Si_H,-116.13898262360163,-2.235919821904938,0.20820426329636862,0.12020884407171621,0.3606303922151486,0.4052438802709244,2.005999999998842e-05,0.0,3,1.8749285048354087,0.20821005403903756,,0.20819847239263847
48,2,HSi,small_Si_H,-116.29452439121579,-2.2031969573644865,0.08766313718172468,0.05061439236846694,0.15184754710540083,0.2688181421181257,2.108000000000665e-05,0.0,3,1.969060820912711,0.08765705169868131,,0.08766922224234953
49,2,HSi,small_Si_H,-116.02603791127477,-2.173066750082787,0.09025538991246358,0.05211086022978075,0.15633566068934224,0.2572608310083429,1.748000000001415e-05,0.0,3,1.8498826845830516,0.09026043581275639,,0.09025034373005428
50,2,HSi,small_Si_H,-115.9863407672227,-2.1452677999858416,0.0486546932543746,0.02809542986732658,0.08427933960197975,0.2028427507660048,1.3880000000021653e-05,0.0,3,1.8439335876054894,0.04865068627856267,,0.048658699900217685
51,2,HSi,small_Si_H,-115.93127924262045,-2.0959045349302756,0.011007438101091647,0.006357377061429747,0.01906544118428924,0.12019797523821067,0.0,0.0,3,1.8410844578321464,0.011007438101091647,,0.011007438101091647
52,2,HSi,small_Si_H,-115.89974204170645,-2.0543327122336312,0.04208569483555686,0.024299556873370997,0.072906905620113,0.06650948990469895,2.469000000000776e-05,0.0,3,1.8461017687234675,0.04207856684296311,,0.042092821621097364
53,2,HSi,small_Si_H,-115.87685167942267,-2.0066787263865993,0.04894670823576556,0.028263593093601224,0.08478949928080366,0.027716939359969023,2.2635746066781314e-05,0.0,3,1.858483580505096,0.04895324050959379,,0.048940175090044225
54,2,HSi,small_Si_H,-115.86945493283164,-1.982351430628695,0.04882349263102343,0.028193137573119347,0.08460872271935803,0.016119568542165348,8.793147900496153e-05,0.0,3,1.866948855088535,0.048848869220513215,,0.04879810284488932
55,2,Si2,small_Si,-200.34805568787877,-0.7598152628814487,13.766676355152791,7.94819532616054,23.84458289848162,21.20782650802197,0.0,0.0,55,0.0,,,13.766676355152791
56,2,Si2,small_Si,-203.1338955823469,-1.801393064049846,8.61372952575484,4.973139573754491,14.919417436263473,14.80852832544872,5.099999995650251e-07,0.0,55,0.8721310466498642,,,8.61372952575484
57,2,Si2,small_Si,-205.04350569386705,-2.721024443549208,4.331697339687073,2.5009069684496255,7.502720130348878,9.921109288427553,5.100000031177387e-07,0.0,55,1.3671204126602592,,,4.331697339687073
58,2,Si2,small_Si,-206.291318400422,-3.5260733859553173,1.6036705123155235,0.9258797719768169,2.777638805930451,6.272187670550189,0.0,0.0,55,1.588502294734681,,,1.6036705123155235
59,2,Si2,small_Si,-207.31614581830627,-4.160079282833667,1.0893401293311862,0.6289316735744995,1.886792705723499,4.531225106506194,5.100000004532035e-07,0.0,55,1.7839130552376399,,,1.0893401293311862
60,2,Si2,small_Si,-207.8719230779407,-4.599711146062172,0.4811687981064519,0.2778029351123957,0.8334090603371873,2.696115826737551,5.100000004532035e-07,0.0,55,1.8419857534406,,,0.4811687981064519
61,2,Si2,small_Si,-208.18549330441243,-4.855909490236646,0.3848045186010969,0.2221672473994818,0.6665017471984456,1.4726240413122307,1.622251522195256e-06,0.0,55,1.8706716945892325,,,0.3848045186010969
62,2,Si2,small_Si,-208.33371366924135,-4.945250931537144,0.33777689969533153,0.19501592396377979,0.5850488118913394,0.425971984643348,4.12000000005186e-06,0.0,55,1.9001111563534416,,,0.33777689969533153
63,2,Si2,small_Si,-208.33502519166805,-4.89591702681631,0.3133472454700158,0.18091171652141272,0.5427333495642382,0.3601539442581123,5.200000000000001e-07,0.0,55,1.9254338699272107,,,0.3133472454700158
64,2,Si2,small_Si,-208.31227290900154,-4.750612815331037,1.1131944050049332,0.6427049727208055,1.9281108081624165,0.03019118148801567,3.0799999999955863e-06,0.0,55,1.986709834336589,,,1.1131944050049332
65,2,Si2,small_Si,-208.27552219611556,-4.552731098373733,0.8887121191130067,0.5130986945349887,1.539295828604966,0.46977967473362886,2.5700000000350443e-06,0.0,55,2.067275336372253,,,0.8887121191130067
66,2,Si2,small_Si,-208.1731899279777,-4.336566660556133,0.5698354942100032,0.3289962193074502,0.9869840279223505,0.821659863431701,0.0,0.0,55,2.1241914212121173,,,0.5698354942100032
67,2,Si2,small_Si,-208.02514687067224,-4.1238331829449875,0.26782545684479214,0.15462978293603838,0.4638893588081152,1.061709646140817,4.12000000005186e-06,0.0,55,2.1565366313649683,,,0.26782545684479214
68,2,Si2,small_Si,-207.84649539876457,-3.922794559988633,0.03317894704500948,0.019156217337932505,0.05746787701379752,1.2184917877568324,5.100000000091143e-07,0.0,55,2.1677302068893103,,,0.03317894704500948
69,2,Si2,small_Si,-207.64845782044884,-3.732584670213037,0.12169176685358055,0.07025911768226469,0.21077760804679402,1.3135212922500394,2.569999999924022e-06,0.0,55,2.163816362619241,,,0.12169176685358055
70,2,Si2,small_Si,-207.43934653284543,-3.5506522113703998,0.21998817805060847,0.12701092048176424,0.3810309564452927,1.3628681241249283,5.100000000091143e-07,0.0,55,2.1502269482388567,,,0.21998817805060847
71,2,Si2,small_Si,-207.22530335619743,-3.3763330610222253,0.2853085254231945,0.1647243272181668,0.4941830066545003,1.3785211176310874,2.828999999993087e-05,0.0,55,2.1303649350889415,,,0.2853085254231945
72,2,Si2,small_Si,-207.010853950238,-3.2098625063142565,0.3264680814686097,0.18848849137597976,0.5654603291279392,1.3693620502594275,2.0499999999756824e-06,0.0,55,2.106375509463205,,,0.3264680814686097
73,2,Si2,small_Si,-206.79931749246197,-3.0510022425258434,0.34608215283977595,0.1998123374320927,0.5994321322962781,1.3420977143659432,5.199999999483396e-07,0.0,55,2.080037412469401,,,0.34608215283977595
74,2,Si2,small_Si,-206.59310584107877,-2.899170044349857,0.3496364672239761,0.2018644251328514,0.6055891553985542,1.3017730831857433,2.0599999999149077e-06,0.0,55,2.0528476858657947,,,0.3496364672239761
75,2,Si2,small_Si,-206.39394103475271,-2.754281318848214,0.3464301921661999,0.20001259136732916,0.6000346941019874,1.2522490105506512,0.0,0.0,55,2.02570964545359,,,0.3464301921661999
76,2,Si2,small_Si,-206.20301517123883,-2.6172092868142003,0.34544326670315745,0.19944347634802725,0.5983278640440817,1.1965037029797907,5.149999999787269e-06,0.0,55,1.9987827297136553,,,0.34544326670315745
77,2,Si2,small_Si,-206.0362844061836,-2.4895167138014385,0.1416612697949308,0.08178980224143302,0.24536477672429902,0.9271758097315489,7.353910523974801e-07,0.0,55,1.979263633692419,,,0.1416612697949308
78,2,Si2,small_Si,-205.90564002299496,-2.372742264688732,0.04715931604800525,0.02722769881378768,0.08168284144136306,0.7589187420230887,1.140394668541197e-06,0.0,55,1.972328666654453,,,0.04715931604800525
79,2,Si2,small_Si,-205.79769241893862,-2.267745117579758,0.0071271219252855055,0.0041157873449395085,0.012345567034818483,0.6425597939386845,2.9575834729808417e-06,0.0,55,1.9708534381807725,,,0.0071271219252855055
80,2,Si2,small_Si,-205.70221351459094,-2.1744804467230576,0.020511225772222762,0.011843876612772183,0.0355287948383165,0.5824771338131282,9.095740761426376e-06,0.0,55,1.9697463214352795,,,0.020511225772222762
81,2,Si2,small_Si,-205.6160779200958,-2.092238315665567,0.028488441832731724,0.01644977925043689,0.0493513977513107,0.5227188233130171,1.829240279464447e-05,0.0,55,1.9677995897164513,,,0.028488441832731724
82,2,Si2,small_Si,-205.53920910493747,-2.0200956217473873,0.03151045396451555,0.01819385403956793,0.054579247118703766,0.4637016861735675,3.2890272117433323e-06,0.0,55,1.965436529096381,,,0.03151045396451555
83,2,Si2,small_Si,-205.47142364456,-1.9572889841260719,0.03227311309894806,0.018633147199760672,0.05589893159928205,0.40638035958568547,1.2615070352803176e-06,0.0,55,1.962947117718299,,,0.03227311309894806
84,2,Si2,small_Si,-205.4123559340621,-1.9033482615384099,0.03384372425634911,0.019540281635249134,0.05861956490574738,0.3520756852728863,1.1493476410174403e-06,0.0,55,1.9603836237631875,,,0.03384372425634911
85,2,Si2,small_Si,-205.36143180863226,-1.8579842150817245,0.03793777850360368,0.021903641630357473,0.06571041489107243,0.3020868398975231,7.212489168167232e-07,0.0,55,1.957603584276608,,,0.03793777850360368
86,2,Si2,small_Si,-205.317904092901,-1.8208343143037662,0.04409580820144889,0.025459841720510083,0.07637669516153023,0.2572890374001644,1.1493476410174403e-06,0.0,55,1.9544146767999508,,,0.04409580820144889
87,2,Si2,small_Si,-205.2809297794892,-1.7912274318425376,0.050214243104993506,0.02899343673056466,0.08697387519169397,0.2180201316149162,5.100000000091143e-07,0.0,55,1.9507309613246773,,,0.050214243104993506
88,2,Si2,small_Si,-205.2496529690811,-1.7681085751668997,0.05388926638177053,0.031114354102900976,0.09333920730870293,0.18413302232250642,8.949301648754525e-07,0.0,55,1.9466519844584385,,,0.05388926638177053
89,2,Si2,small_Si,-205.22326171561352,-1.750161676692981,0.0537491298411511,0.031032587913344106,0.09309648374003232,0.15522349507746241,5.200000000038507e-07,0.0,55,1.942429806961608,,,0.0537491298411511
90,2,Si2,small_Si,-205.20103010434843,-1.736044039220879,0.04981605758523697,0.0287626009087526,0.08628420272625781,0.13072212375491815,7.353910524367323e-07,0.0,55,1.938372820065117,,,0.04981605758523697
91,2,Si2,small_Si,-205.18230893591098,-1.7245949348996548,0.04311848599235415,0.024894982823947826,0.07468340847184349,0.11004626952738138,7.212489168102785e-07,0.0,55,1.934736788007003,,,0.04311848599235415
92,2,Si2,small_Si,-205.16655056607758,-1.7149309341500805,0.0349323740328289,0.020168728880250363,0.06050516164075109,0.09265055869243648,1.030000000012965e-06,0.0,55,1.9316896034650868,,,0.0349323740328289
93,2,Si2,small_Si,-205.15327894833183,-1.7064299514914336,0.026221353862887174,0.01514036065528679,0.045416971965860364,0.0780225640413575,7.212489167970969e-07,0.0,55,1.9293042859215384,,,0.026221353862887174
94,2,Si2,small_Si,-204.6790573039992,-1.698663535908297,0.09944885261107658,0.05744132769002606,0.17225045307007816,0.1475993297899786,0.0,0.0,55,1.6960766715467916,,,0.09944885261107658
95,2,O2,small_O,-846.0141873553914,8.206489459758734,26.934573153347756,15.550688957696417,46.65428727308927,103.66447013813121,0.004476290029066782,0.0,95,0.0,,26.934573153347756,
96,2,O2,small_O,-858.895031017604,-0.3742886927559046,14.676812298706578,8.473663058038083,25.42241768411425,50.74357066641028,0.0028662600000046723,0.0,95,2.150032754848959,,14.676812298706578,
97,2,Si2,small_Si,-205.5155837529921,-1.998151827032221,0.031820617476902076,0.018376268187396915,0.05511595456219076,0.4443129824796231,2.298695282134374e-06,0.0,55,1.964595750481272,,,0.031820617476902076
98,2,Si2,small_Si,-205.555496858434,-2.0352981702373523,0.03114825175224527,0.017985596454772407,0.05395215436431722,0.4767110620585447,4.0487652438670715e-06,0.0,55,1.9659791315996622,,,0.03114825175224527
99,2,Si2,small_Si,-205.5981985249237,-2.075364996267256,0.029514797765093023,0.017041061388780088,0.05112447416634025,0.5095127586047418,7.1854992867355645e-06,0.0,55,1.967296551829563,,,0.029514797765093023
100,2,Si2,small_Si,-205.64375488844655,-2.1184851742037267,0.0264640992068062,0.015279738046728988,0.045841794140186964,0.5425874436858478,9.260000000010926e-06,0.0,55,1.968514644622752,,,0.0264640992068062
101,2,Si2,small_Si,-205.692182411688,-2.164814839746208,0.021689223741150093,0.01252767668514354,0.03756812005543064,0.5758239312228036,8.065345621867678e-06,0.0,55,1.96956357347224,,,0.021689223741150093
102,2,Si2,small_Si,-205.743491159864,-2.214518147162562,0.015139971421930201,0.008741923139629947,0.026225514418889873,0.6091478497034356,6.197685051740256e-06,0.0,55,1.970366293852055,,,0.015139971421930201
103,2,Si2,small_Si,-205.79769155923267,-2.2677451175797576,0.007125340818592829,0.004114760678272356,0.012342477034817056,0.6425580128133129,2.9523719277727014e-06,0.0,55,1.9708530083277982,,,0.007125340818592829
104,2,Si2,small_Si,-205.85523827050977,-2.32460552256022,0.019029053189981975,0.010987200619582166,0.032959796858746504,0.6968197842281597,1.1403946685411967e-06,0.0,55,1.971196161476116,,,0.019029053189981975
105,2,Si2,small_Si,-205.91892431581095,-2.3851434024767024,0.05491443365103095,0.031706063037850694,0.09511509911355209,0.7751090984952927,1.2492397688343043e-06,0.0,55,1.9727702441684658,,,0.05491443365103095
106,2,Si2,small_Si,-205.98979382729408,-2.449317946516852,0.10245226556744771,0.05915332807801277,0.1774530442340383,0.8640479935516511,1.1493476410174403e-06,0.0,55,1.976117727889953,,,0.10245226556744771
107,2,Si2,small_Si,-206.06924396014045,-2.5169963597522806,0.1762555433956407,0.10176264375224703,0.3052835562567411,0.9772050349835542,5.099999999999998e-07,0.0,55,1.9820035876954265,,,0.1762555433956407
108,2,Si2,small_Si,-206.1620244686538,-2.587962548073068,0.32747591065610393,0.1890693351675359,0.5672054305026077,1.1648847979433177,1.0299999999574538e-06,0.0,55,1.9929107477917114,,,0.32747591065610393
109,2,Si2,small_Si,-206.26568611026056,-2.6619421250541357,0.34512324722801896,0.19925854301805093,0.5977709990541529,1.2156234279064944,0.0,0.0,55,2.007751780104552,,,0.34512324722801896
110,2,Si2,small_Si,-206.37230273681925,-2.73864025819628,0.34607758970853436,0.19980832957850078,0.5994244837355023,1.246314268361518,1.0299999999574538e-06,0.0,55,2.022711026812825,,,0.34607758970853436
111,2,Si2,small_Si,-206.48150177524832,-2.817785416216141,0.3480524642088299,0.2009500672258084,0.6028489216774253,1.2751898041078986,8.740000000173609e-06,0.0,55,2.0377379670174287,,,0.3480524642088299
112,2,Si2,small_Si,-206.59310585957087,-2.899170044349856,0.34963706188842797,0.2018633917995186,0.6055901853985557,1.3017736778548212,2.0599999999149077e-06,0.0,55,2.052847695111846,,,0.34963706188842797
113,2,Si2,small_Si,-206.7068942033582,-2.9826788717110873,0.349147888801847,0.20158131425265435,0.6047426527579631,1.325539516489785,1.5399999999665681e-06,0.0,55,2.0679874533248905,,,0.349147888801847
114,2,Si2,small_Si,-206.82259608611238,-3.0682969558717197,0.3448388031847206,0.19909363251143564,0.597278327534307,1.3458522751261948,0.0,0.0,55,2.0830293526216717,,,0.3448388031847206
115,2,Si2,small_Si,-206.9398827682056,-3.156092981076564,0.33523082654731207,0.19354732127668386,0.5806368238300517,1.3620067088646521,0.0,0.0,55,2.0977746810658537,,,0.33523082654731207
116,2,Si2,small_Si,-207.058358540162,-3.2461792903802364,0.3192780047153065,0.1843354119684517,0.5530064959053551,1.3731638180628831,1.5399999999665681e-06,0.0,55,2.1119694123922237,,,0.3192780047153065
117,2,Si2,small_Si,-207.17754970168002,-3.3386585612200443,0.296431834242693,0.1711455126284208,0.5134362828852623,1.3783545636007017,2.569999999924022e-06,0.0,55,2.1253253577313282,,,0.296431834242693
118,2,Si2,small_Si,-207.29689147592916,-3.4335761843203003,0.2663941948049406,0.1538043000747763,0.4614090502243289,1.376438167740594,1.5399999999665681e-06,0.0,55,2.137537433305768,,,0.2663941948049406
119,2,Si2,small_Si,-207.4157124937752,-3.5309035811943543,0.22859527043502664,0.13198005425388784,0.3959388777616635,1.3660860666791963,5.100000000091143e-07,0.0,55,2.148284243791764,,,0.22859527043502664
120,2,Si2,small_Si,-207.53321600353922,-3.630575319725354,0.18144309939272332,0.10475656227671297,0.3142686668301389,1.3457341146197417,0.0,0.0,55,2.1572001294082743,,,0.18144309939272332
121,2,Si2,small_Si,-207.64845782462692,-3.732584670213037,0.12169176686665743,0.07026014768226468,0.21077760804679402,1.313521292251251,2.569999999924022e-06,0.0,55,2.1638163647082793,,,0.12169176686665743
122,2,Si2,small_Si,-207.76032001686468,-3.8371033329982343,0.04455440339116034,0.025724523438154474,0.07717203531446337,1.2672886415399336,3.0899999998723615e-06,0.0,55,2.1674881294345636,,,0.04455440339116034
123,2,Si2,small_Si,-207.86747992244273,-3.9445422328989306,0.05511376685513365,0.03182114811726733,0.09546061935180195,1.2044648378011102,1.5499999999057934e-06,0.0,55,2.1673486322732374,,,0.05511376685513365
124,2,Si2,small_Si,-207.96837372606984,-4.055449510193922,0.18048990835927342,0.10420675384207408,0.3126176915262222,1.122029666513464,0.0,0.0,55,2.1623418954392997,,,0.18048990835927342
125,2,Si2,small_Si,-208.06115381558456,-4.170194095251826,0.3305135643186363,0.19082329532795259,0.5724673159838578,1.0164440975454296,2.0600000001369523e-06,0.0,55,2.151359647667707,,,0.3305135643186363
