source_frame,atoms,composition,observed_group,source_energy_eV,mace_energy_eV,force_component_RMSE_eV_A,force_component_MAE_eV_A,force_component_max_error_eV_A,source_force_component_RMS_eV_A,source_total_force_norm_eV_A,mace_total_force_norm_eV_A,same_composition_reference_frame,relative_energy_error_eV_atom,Z1_force_RMSE_eV_A,Z8_force_RMSE_eV_A,Z14_force_RMSE_eV_A
266,192,Si192,Si_vacuum0,-20536.55336814911,-1011.6538421830318,0.20586795666140498,0.16508062755909772,0.5354559991612231,0.9581704061460776,1.1707262702348158e-05,7.345113365097286e-15,232,-0.011267479572418063,,,0.20586795666140498
267,192,Si192,Si_vacuum0,-20538.854620535447,-1013.1181127362894,0.1880468446250169,0.14992094516132778,0.551468954617375,0.8976960781281232,1.1820503372706351e-05,4.0777087644732105e-15,232,-0.00690819919180008,,,0.1880468446250169
268,192,Si192,Si_vacuum0,-20534.459786992273,-1010.3174110518796,0.21914509711819452,0.17599648984187455,0.710745979472561,1.0464218248901458,1.3063437525675066e-05,7.882583474838611e-15,232,-0.015210969289531326,,,0.21914509711819452
269,192,Si192,Si_vacuum0,-20537.258044387578,-1012.7286123357209,0.20240681561343826,0.16036339942027802,0.7415527958407955,0.9841191162617875,9.050906033026146e-06,6.591583993652515e-15,232,-0.013195052042324443,,,0.20240681561343826
270,192,Si192,Si_vacuum0,-20539.762504653103,-1014.2049768208358,0.19289311141284748,0.15293706842885604,0.7446552017195964,0.9228988670381525,2.5418676205731444e-05,5.815703853477314e-15,232,-0.007840386519353851,,,0.19289311141284748
271,192,Si192,Si_vacuum0,-20536.67786873303,-1011.3582442853336,0.19893778145753704,0.15667645999637467,0.7115522469377149,0.9940572489004589,1.4146197366763423e-05,2.8350116126599573e-15,232,-0.009079466647328024,,,0.19893778145753704
272,192,Si192,Si_vacuum0,-20536.772241487404,-1011.5644693790301,0.19719276660244664,0.1559110749371272,0.696978485904806,0.9741235959222836,8.86239809499624e-06,5.271879156568682e-15,232,-0.009662030914630174,,,0.19719276660244664
273,192,Si192,Si_vacuum0,-20535.583151433995,-1011.0241851225762,0.20615787881523714,0.163516027880721,0.7103149430304492,0.9892765728589761,2.2326327509463806e-05,5.0888922570839056e-15,232,-0.013041227773771405,,,0.20615787881523714
274,192,Si192,Si_vacuum0,-20537.656858445447,-1012.8160517668183,0.19660971145223938,0.15518387122319416,0.6169297246447467,0.9751384369458795,6.137629835725009e-06,6.4606281985370714e-15,232,-0.011573309194553497,,,0.19660971145223938
275,192,Si192,Si_vacuum0,-20537.67777568636,-1012.6652557264916,0.193347558902184,0.15250577780436747,0.6493330842391929,0.9769429844928126,7.577512786103638e-06,5.037636974236648e-15,232,-0.01067896918810085,,,0.193347558902184
276,192,Si192,Si_vacuum0,-20536.45103779073,-1011.4092792002649,0.20298171280270894,0.16316581088298643,0.6970848017833735,0.9763910689819232,1.5789442676529484e-05,3.1869396220701337e-15,232,-0.010526684653730337,,,0.20298171280270894
277,192,Si192,Si_vacuum0,-20537.074068985024,-1011.8623758326113,0.19537422537476445,0.1555892474744336,0.737239954728357,0.9639577940272508,6.69851476034544e-06,5.578542731429163e-15,232,-0.00964160881025992,,,0.19537422537476445
278,192,Si192,Si_vacuum0,-20538.5606496874,-1013.1814762102878,0.1952898206503506,0.15527087567598302,0.8168943018227379,0.9741742549548071,9.500863117139452e-06,3.196594111384947e-15,232,-0.008769315452458551,,,0.1952898206503506
279,192,Si192,Si_vacuum0,-20537.429604752175,-1012.2502565929863,0.19736013798872193,0.15388818749493352,0.660750275815801,0.9377686877108802,1.7373753194410637e-05,4.743280890937378e-15,232,-0.009810072316638477,,,0.19736013798872193
280,192,Si192,Si_vacuum0,-20535.931450224867,-1011.0359516264073,0.1958883341704377,0.1567812098655924,0.5706944755581795,0.9758800092744144,1.8415496194475037e-05,4.380811193127356e-15,232,-0.01128845544543348,,,0.1958883341704377
281,192,Si192,Si_vacuum0,-20539.850094496716,-1014.4905665971623,0.18127400796932866,0.14417880932889146,0.5497383412087649,0.9415777667672487,1.0043634801631457e-05,3.8730715395979075e-15,232,-0.008871636168901631,,,0.18127400796932866
282,192,Si192,Si_vacuum0,-20537.216156158465,-1012.3517322983544,0.19402001057644705,0.15208730168551257,0.595259539630165,0.9594368344963522,5.976361769760939e-06,4.3752683660812586e-15,232,-0.011450303041000845,,,0.19402001057644705
283,192,Si192,Si_vacuum0,-20535.27230042447,-1010.3679808450277,0.19834759061465068,0.15431907167662828,0.7744618411552269,0.981186306639581,1.225991027373113e-05,2.5878353407571948e-15,232,-0.011242512836155072,,,0.19834759061465068
284,192,Si192,Si_vacuum0,-20536.3225571665,-1011.3458942309181,0.2012814038443627,0.16172830926079712,0.6060831447656096,0.9367806582936218,2.103260801621755e-05,8.05045674136342e-15,232,-0.010865724522928963,,,0.2012814038443627
285,192,Si192,Si_vacuum0,-20538.93558885718,-1013.5784259883817,0.19449917915871634,0.1540584998391245,0.6585164829777335,0.9589615311816468,1.3116310458576091e-05,5.087681048627601e-15,232,-0.00888395403741645,,,0.19449917915871634
286,192,Si192,Si_vacuum0,-20536.847945705606,-1011.7522839547015,0.2073755875368605,0.16529668262985972,0.7201711220056168,1.0468308549619925,1.0036543229608933e-05,3.271039039668852e-15,232,-0.010245939026453618,,,0.2073755875368605
287,192,Si192,Si_vacuum0,-20538.97723536959,-1013.4927221806796,0.19092438535971537,0.153424191743558,0.6486335457511125,0.917826220858582,1.6930708783983117e-05,2.9113270328586904e-15,232,-0.008220671120161782,,,0.19092438535971537
288,192,Si192,Si_vacuum0,-20535.86789503195,-1011.2984450860868,0.20476950479741737,0.16076429382109117,0.7715641816665482,0.9850728430373619,1.571231682625646e-05,5.605045907467872e-15,232,-0.012986625511031727,,,0.20476950479741737
289,192,Si192,Si_vacuum0,-20536.97940759742,-1011.9752057913191,0.19608146835761825,0.15657060210897605,0.6987300384326294,0.9770948411856387,5.6846635778562956e-06,2.834875741886945e-15,232,-0.010722292905634015,,,0.19608146835761825
290,192,Si192,Si_vacuum0,-20535.909335930806,-1011.1948961579759,0.20551595318223045,0.16403053833343675,0.6489343658790565,0.9783306360190894,8.501346951901759e-06,4.06925160491474e-15,232,-0.012231470162253899,,,0.20551595318223045
291,192,Si192,Si_vacuum0,-20536.229891223218,-1011.0942542668384,0.21319008791915262,0.169772167220528,0.8229826721533451,0.9820636777139734,3.1636845600013847e-06,5.517707908259863e-15,232,-0.01003773483126776,,,0.21319008791915262
292,192,Si192,Si_vacuum0,-20537.535716450282,-1012.1248592633542,0.1933660654683388,0.1540181395451092,0.6351934304325599,0.972311808323146,7.94573470417072e-06,2.9884648798526127e-15,232,-0.00860429613049618,,,0.1933660654683388
293,192,Si192,Si_vacuum0,-20538.155566735604,-1013.4555133076386,0.19778060428850053,0.15592951791339782,0.6726287177451624,0.987052795954648,1.7271737028430712e-05,1.9628118250999575e-15,232,-0.012306399041757862,,,0.19778060428850053
294,192,Si192,Si_vacuum0,-20539.368533418387,-1014.3166552835778,0.1922064431947466,0.15256334088214363,0.6472975511760972,0.9367471538987981,4.565358689561331e-06,9.595725103877038e-15,232,-0.010473978693616695,,,0.1922064431947466
295,192,Si192,Si_vacuum0,-20534.328121938128,-1009.2936101146599,0.20788128244928028,0.16352537115325105,0.6668289316305154,1.0030828275672634,1.4134104142915156e-05,5.61735069243811e-15,232,-0.01056442823184985,,,0.20788128244928028
296,192,Si192,Si_vacuum0,-20536.70034393608,-1011.2719189861575,0.20989022032218488,0.1665156157063009,0.8660678992798703,0.9443690090394479,8.583798694505263e-06,9.642496291894217e-15,232,-0.008512797364891375,,,0.20989022032218488
297,192,Si192,Si_vacuum0,-20537.537647433808,-1012.6209590215328,0.19733585000920145,0.15865244975572704,0.6501814202183049,0.9797062337329141,1.442062758599283e-05,5.466721150108684e-15,232,-0.011178091831811324,,,0.19733585000920145
298,192,Si192,Si_vacuum0,-20537.629674944747,-1013.0038047629039,0.20033799309628594,0.16069864211552723,0.6490296340690018,0.9573248208780994,1.8812668602917038e-05,6.306809490974077e-15,232,-0.012692770115315,,,0.20033799309628594
299,192,Si192,Si_vacuum0,-20535.507782920828,-1010.8317242194202,0.21087202941255964,0.16734517734330823,0.6286497515005207,0.9885273187183967,1.6310527275151788e-05,5.581079660474633e-15,232,-0.012431371575914932,,,0.21087202941255964
300,192,Si192,Si_vacuum0,-20536.717252011393,-1011.2387344099792,0.20783903155271358,0.16111466864159493,0.8421742921390116,1.0174343401022694,1.3103514794624753e-05,4.5350436260440114e-15,232,-0.008251898138383377,,,0.20783903155271358
301,192,Si192,Si_vacuum0,-20538.162535699164,-1013.0117236778742,0.19815570149557626,0.15658209138385226,0.6780606566827028,0.9874469918118433,1.0281814040929176e-05,6.079817499697649e-15,232,-0.00995869803485879,,,0.19815570149557626
302,192,Si192,Si_vacuum0,-20538.512286537818,-1013.4624669842634,0.1953706676247313,0.1563267038817232,0.6425398489290726,0.9857944617256902,1.1126998695471636e-05,6.324611475301077e-15,232,-0.010484700470981897,,,0.1953706676247313
303,192,Si192,Si_vacuum0,-20534.63729643821,-1010.0490502576371,0.21146769776689645,0.16517458968939192,0.7041619670675106,1.0641915043218309,1.0008641268590526e-05,5.449148328921195e-15,232,-0.012888728455261974,,,0.21146769776689645
304,192,Si192,Si_vacuum0,-20535.137467936074,-1010.0243313163927,0.20404517561593086,0.16636016011898944,0.5576294044282815,0.952803733755655,7.1089380352241595e-06,4.263892432392673e-15,232,-0.010154924084904001,,,0.20404517561593086
305,192,Si192,Si_vacuum0,-20538.345073986136,-1013.122121238273,0.19587816685253628,0.15749714834657982,0.5901810054100813,0.9510193634651989,9.977364380991681e-06,3.3013970893057145e-15,232,-0.009582965083957026,,,0.19587816685253628
306,192,Si192,Si_vacuum0,-20537.14805205512,-1012.4817812448065,0.18832326073945058,0.1505814026654707,0.6075871669989699,1.0512774986579576,1.28589463017264e-05,5.498757110011484e-15,232,-0.012482350175365179,,,0.18832326073945058
307,192,Si192,Si_vacuum0,-20538.168817014302,-1013.1431277543105,0.19511319660523904,0.15570243519157623,0.6180565000712814,0.9925196098200586,1.0622330251906022e-05,3.709083819320736e-15,232,-0.010610379083287214,,,0.19511319660523904
308,192,Si192,Si_vacuum0,-20536.079057032537,-1010.6631637113701,0.20487911254079752,0.1618479463457828,0.6211046948787569,0.961890459582729,1.9048792611105992e-05,2.8615177356704908e-15,232,-0.008578066264667209,,,0.20487911254079752
309,192,Si192,Si_vacuum0,-20536.55108580261,-1010.9544108001161,0.20169203501619062,0.1624573301356781,0.5895307595722585,0.954397345473729,1.538229501519152e-05,4.820209419629775e-15,232,-0.007636495007756021,,,0.20169203501619062
310,192,Si192,Si_vacuum0,-20534.93353809869,-1010.3778463151001,0.21060681727476285,0.1675410857121883,0.7663550240529213,1.0755014362122082,1.6326408057169244e-05,6.655784717733698e-15,232,-0.013058282606221994,,,0.21060681727476285
311,192,Si192,Si_vacuum0,-20539.025641914952,-1014.2909898165357,0.18291296235525728,0.14455773616462742,0.5772093732786425,1.0252970267597803,1.162089497618837e-05,4.263892432392673e-15,232,-0.012126197633161103,,,0.18291296235525728
312,192,Si192,Si_vacuum0,-20539.291374938875,-1014.1946902341704,0.1931957051582122,0.15472100591425691,0.5778291179422756,0.9830297486874572,2.7212662492343556e-05,2.563158281211355e-15,232,-0.01024061114207342,,,0.1931957051582122
313,192,Si192,Si_vacuum0,-20533.53657185819,-1008.8213364464965,0.2075032739679867,0.16229990929713767,0.6112522602411872,1.0053954401123304,2.832459179054404e-05,6.221212756561689e-15,232,-0.012227326209847789,,,0.2075032739679867
314,192,Si192,Si_vacuum0,-20534.116880248188,-1009.1359082802556,0.20687286914440386,0.1635303220506879,0.6394725852500156,1.0345804757870336,1.1404060680501634e-05,4.4242074104630714e-15,232,-0.010843281646097935,,,0.20687286914440386
315,192,Si192,Si_vacuum0,-20537.955088153856,-1013.0761815421226,0.2062385685101178,0.16307823758139056,0.6373202757489178,1.0275078413524328,9.737977203664487e-06,5.700173585582125e-15,232,-0.011374872042966425,,,0.2062385685101178
316,192,Si192,Si_vacuum0,-20540.4395402029,-1014.9887432659423,0.1788669736136215,0.14356629302648738,0.518597957146901,0.9669508843195512,5.083561742900181e-06,2.2671395712616936e-15,232,-0.008396276599088518,,,0.1788669736136215
317,192,Si192,Si_vacuum0,-20535.20660927711,-1010.3037359967611,0.20818221911066617,0.16524221466206995,0.6711325795687437,1.0281486357629381,1.1694054041946755e-05,6.9822790147802554e-15,232,-0.011250045643932319,,,0.20818221911066617
318,192,Si192,Si_vacuum0,-20537.439826404243,-1012.2515397621444,0.19999254196286217,0.15996589349364182,0.5992637600219921,0.9856026173276574,2.0030322010664925e-05,3.1264164235997256e-15,232,-0.009763517718148762,,,0.19999254196286217
319,192,Si192,Si_vacuum0,-20537.72076650603,-1012.8069021701532,0.19776823368778973,0.15694417506177213,0.6679666819264782,0.9607541864923218,2.3701088580324064e-05,4.0382454875985486e-15,232,-0.011192800563051128,,,0.19776823368778973
320,192,Si192,Si_vacuum0,-20536.642377681095,-1011.8900970497211,0.19824795575410106,0.15859672276122824,0.6609727355293784,1.0152488077520923,1.1746216411661207e-05,2.234280737922546e-15,232,-0.012034382357338558,,,0.19824795575410106
321,192,Si192,Si_vacuum0,-20534.75213785406,-1010.1349379173782,0.2141095959254726,0.17038909282988574,0.7115597589688432,1.0276349985285695,1.8671381842880335e-05,1.2089616349559953e-15,232,-0.012737927642201422,,,0.2141095959254726
322,192,Si192,Si_vacuum0,-20537.658316403613,-1012.473629337591,0.19521183957549812,0.1541601842685606,0.6814641584323882,0.9721353269384615,1.9554526333847897e-05,6.009835256066548e-15,232,-0.009782265510214808,,,0.19521183957549812
323,192,Si192,Si_vacuum0,-20537.2874044795,-1012.5015623215302,0.20182167543291252,0.1604278944312295,0.7674891750065269,1.0473648291475512,2.6239087256719693e-05,7.307136514819893e-15,232,-0.011859582739658,,,0.20182167543291252
324,192,Si192,Si_vacuum0,-20537.59330717376,-1012.7127759446662,0.19901503919539432,0.16011480864887584,0.6589860003743024,1.0774827413045363,6.257611367092985e-06,7.848106801354026e-15,232,-0.011366410494215273,,,0.19901503919539432
325,192,Si192,Si_vacuum0,-20538.901597723336,-1013.4058055784627,0.19414187064316266,0.15540490578230268,0.6643859419563003,0.9429231393388091,9.012574549656393e-06,1.3911054626160788e-15,232,-0.00816192655786511,,,0.19414187064316266
326,192,Si192,Si_vacuum0,-20535.56410365152,-1010.4878355719594,0.20316083741954374,0.1595100312199359,0.8257753867551347,1.013973363028861,2.081630851049804e-05,2.1478426720873564e-15,232,-0.01034694773137268,,,0.20316083741954374
327,192,Si192,Si_vacuum0,-20535.459973189103,-1010.9154039703593,0.20733180798833217,0.16419000328697592,0.7946727092215506,1.0662524774376272,2.1867354666089784e-05,5.199935979939335e-15,232,-0.01311621263145509,,,0.20733180798833217
328,192,Si192,Si_vacuum0,-20536.847022872815,-1012.0909323336157,0.2020109032964942,0.15967940871712238,0.7297075262513864,1.0139158449549184,1.5133056533874676e-05,6.915108241827907e-15,232,-0.01201453908741712,,,0.2020109032964942
329,192,Si192,Si_vacuum0,-20535.67855708443,-1010.867890623699,0.20962637332270104,0.16811508449508206,0.5887104837940647,0.9871306606867346,4.9209348711631256e-06,3.0006845345686048e-15,232,-0.011730289496107696,,,0.20962637332270104
330,192,Si192,Si_vacuum0,-20536.95510936865,-1011.7106225150877,0.19118316322850393,0.15223034138324149,0.637209962384393,0.9805038917704277,7.404897028101008e-06,7.341874411654316e-15,232,-0.009470808283444043,,,0.19118316322850393
331,192,Si192,Si_vacuum0,-20540.512409628835,-1015.3289403900881,0.18604648675586777,0.14634914052247947,0.6270557648410482,0.9705459862473361,8.960998828892094e-06,4.16272480740616e-15,232,-0.00978860836060728,,,0.18604648675586777
332,192,Si192,Si_vacuum0,-20537.63055131703,-1012.8021271046866,0.20068458131902475,0.15875686788562987,0.6836895086679617,1.005554960088297,8.355662747151164e-06,4.132133167621716e-15,232,-0.01163780120645678,,,0.20068458131902475
333,192,Si192,Si_vacuum0,-20534.785625306322,-1009.7667907759444,0.2003910684505208,0.15872365122165125,0.6710804072828671,0.9735282691425421,4.9086148778709874e-06,6.893671486497157e-15,232,-0.010646080800029267,,,0.2003910684505208
334,192,Si192,Si_vacuum0,-20535.46398946938,-1010.3853246205564,0.2055907586257047,0.1643603495754553,0.6625207157041091,0.9808807489829847,1.472783079638143e-05,3.606195967564765e-15,232,-0.010334464558126774,,,0.2055907586257047
335,192,Si192,Si_vacuum0,-20538.074437991036,-1013.0719124406402,0.19491948546507085,0.155570436770256,0.5634427347985924,1.015810016645524,1.2368706480294089e-05,5.255707148841104e-15,232,-0.010731023404102183,,,0.19491948546507085
336,192,Si192,Si_vacuum0,-20539.364249204365,-1014.5668946690444,0.18763124994741578,0.14831574490584087,0.602419337908155,0.9781350101228758,2.3801394921243532e-05,3.948541588839858e-15,232,-0.011799622440947862,,,0.18763124994741578
337,192,Si192,Si_vacuum0,-20535.39198142848,-1011.0441233679403,0.20701276086061596,0.1653485682108201,0.7064777328311524,1.06653860955535,2.959637984335362e-05,7.707858776888524e-15,232,-0.014140749913758318,,,0.20701276086061596
338,192,Si192,Si_vacuum0,-20535.628124885152,-1010.5393744187267,0.21970220812460867,0.1739056822324116,0.6950578696095313,1.0652036426715485,1.872947943471739e-05,4.324172596470543e-15,232,-0.010281935299780423,,,0.21970220812460867
339,192,Si192,Si_vacuum0,-20535.991909491553,-1010.8977211164693,0.21563230604150835,0.17324134844635827,0.6789499212960546,1.0346366939459506,1.245733117456437e-05,5.502328482176191e-15,232,-0.010253612858850403,,,0.21563230604150835
340,192,Si192,Si_vacuum0,-20536.453796297457,-1012.0399089662902,0.20490013954257758,0.16575903750438956,0.6752860304141999,1.0548290706587895,1.8249191763877216e-05,5.457341904261104e-15,232,-0.013796847462583509,,,0.20490013954257758
341,192,Si192,Si_vacuum0,-20538.80668254684,-1013.931130092389,0.19259931791351212,0.15214082628186518,0.7251011018591154,1.0434786486833911,1.2681746721999665e-05,2.7844251801988247e-15,232,-0.011392341612139608,,,0.19259931791351212
342,192,Si192,Si_vacuum0,-20536.898189649175,-1012.1387129604433,0.2003231300051626,0.15917126332985124,0.5931067112077262,1.027169862120265,6.578122830368472e-06,4.290638548329224e-15,232,-0.01199690289193415,,,0.2003231300051626
343,192,Si192,Si_vacuum0,-20534.694362607388,-1010.0027353799067,0.2131385143786077,0.16970033630725145,0.6766947473860978,1.0416175310442624,7.791084647869457e-06,4.764347838324566e-15,232,-0.01235028550261319,,,0.2131385143786077
344,192,Si192,Si_vacuum0,-20536.638657835232,-1011.8386768433421,0.19698803317324334,0.15383940263916152,0.6916510458894591,1.0155672040563373,1.723084734037265e-05,3.8603206521856025e-15,232,-0.01178594297965141,,,0.19698803317324334
345,192,Si192,Si_vacuum0,-20537.323792013285,-1012.4662719070257,0.19587162335270386,0.15603129077333744,0.8222177807590252,1.0370783966702295,4.845802307387172e-06,6.595322839099869e-15,232,-0.01148626009231061,,,0.19587162335270386
346,192,Si192,Si_vacuum0,-20537.589605148496,-1012.4673386434187,0.19414378843352736,0.15646670370127294,0.5604982318794258,0.9815107691675254,2.1146340105595238e-05,7.0378994930819466e-15,232,-0.010107372598467279,,,0.19414378843352736
347,192,Si192,Si_vacuum0,-20536.34766349911,-1011.2269506597763,0.2019938957129892,0.1591522046066896,0.5890933069017819,1.04761769812166,2.4771764165283667e-05,2.2535493494385036e-15,232,-0.010115464607552601,,,0.2019938957129892
348,192,Si192,Si_vacuum0,-20535.815748727815,-1011.3767468776617,0.2031010650662808,0.1654864202943509,0.5641028992703729,1.0573057651571909,8.096276920424385e-06,1.893898605635156e-15,232,-0.01366604267619742,,,0.2031010650662808
349,192,Si192,Si_vacuum0,-20540.613291884238,-1015.3755211546851,0.18428223441076633,0.14730013698727298,0.6454216120921097,0.9176169571003105,1.0154826438868572e-05,2.0471501066083613e-15,232,-0.009505788095992193,,,0.18428223441076633
350,192,Si192,Si_vacuum0,-20535.847784329122,-1011.3094403712722,0.2064808305588735,0.1647682187579224,0.6877640899143262,1.045042849546074,1.808186383923947e-05,6.822453729850479e-15,232,-0.013148635865277333,,,0.2064808305588735
351,192,Si192,Si_vacuum0,-20535.43245433669,-1010.7072772441378,0.20289977743620677,0.1597764424105642,0.6230241001930894,1.0160245029475725,1.9547762024148247e-05,6.4261200965725315e-15,232,-0.012175546622039827,,,0.20289977743620677
352,192,Si192,Si_vacuum0,-20536.43589314523,-1011.507167077561,0.1964270644019476,0.157111273618559,0.6493084723178804,0.9820736417936481,1.9036874749002083e-05,3.2953244754398602e-15,232,-0.01111539570997048,,,0.1964270644019476
353,192,Si192,Si_vacuum0,-20535.4253830253,-1010.9213652784863,0.2044542597539009,0.16183316086875413,0.6584767781794909,1.043652636910572,1.848856403418049e-05,1.983115968983845e-15,232,-0.013327418214423403,,,0.2044542597539009
354,192,Si192,Si_vacuum0,-20540.07650739993,-1014.4272246637303,0.18263444831466877,0.14836014754246285,0.5408419405435034,0.9535655191572876,1.0573514082251512e-05,8.68731781396066e-15,232,-0.007362496394714313,,,0.18263444831466877
355,192,Si192,Si_vacuum0,-20538.609254943123,-1013.4192768603582,0.19445029287540175,0.15622366666381468,0.6234757305089067,1.0088267049096846,5.9326385356606115e-06,5.870550297616311e-15,232,-0.009754708131344122,,,0.19445029287540175
356,192,Si192,Si_vacuum0,-20536.260839011782,-1011.5514375773498,0.2036867751349828,0.16211102100423874,0.6770272442134906,1.0256482901617276,1.0255047539765582e-05,3.834691684006085e-15,232,-0.012257711508077307,,,0.2036867751349828
357,192,Si192,Si_vacuum0,-20535.956084853846,-1011.3681929830176,0.20681738925583207,0.16447430104913924,0.7428211867882801,0.9972437054105048,1.9352211762525e-05,6.1353794952959e-15,232,-0.012890573818514994,,,0.20681738925583207
358,192,Si192,Si_vacuum0,-20536.98230152943,-1012.1614591873386,0.20634393689461175,0.1670043063704856,0.6370676872970542,0.9768195806845966,1.0767515959945765e-05,5.065297495619261e-15,232,-0.01167729011401164,,,0.20634393689461175
359,192,Si192,Si_vacuum0,-20535.959635222105,-1011.173931211082,0.202583301467202,0.16373938668348287,0.6373574179651802,1.0065559339580021,4.165897260226942e-06,2.6783770938487313e-15,232,-0.011860302255000121,,,0.202583301467202
360,192,Si192,Si_vacuum0,-20537.981561825643,-1013.0756509962208,0.1933435127655095,0.15684027986124055,0.6436597394202761,0.9855392199644718,1.1069905147534355e-05,3.544138131802082e-15,232,-0.01123422507583586,,,0.1933435127655095
361,192,Si192,Si_vacuum0,-20538.268331045703,-1013.2866337556299,0.19404909961470504,0.15603728411583143,0.6379934655285444,1.016751098508519,7.9370397496037e-06,7.911653679006726e-15,232,-0.010839503926613148,,,0.19404909961470504
362,192,Si192,Si_vacuum0,-20537.250891140746,-1012.1815331778445,0.19600850092468758,0.15633869132979683,0.6674830413115567,0.9877262140259635,1.3169776004469305e-05,2.7488181007142764e-15,232,-0.010382937922300902,,,0.19600850092468758
363,192,Si192,Si_vacuum0,-20535.638402402947,-1010.6634714973952,0.20362670473294436,0.1644925308885979,0.7280902335003812,0.9856000555534891,1.7539934435145488e-05,5.108232534890496e-15,232,-0.01087474551266491,,,0.20362670473294436
364,192,Si192,Si_vacuum0,-20537.820183828877,-1012.77176729124,0.18876620256349047,0.150493171227118,0.602570525003971,0.9680896150759418,1.1572190804399224e-05,4.463127628559181e-15,232,-0.010492007845553411,,,0.18876620256349047
365,192,Si192,Si_vacuum0,-20538.43698937424,-1013.4437096453443,0.1914461481132802,0.15224605576104736,0.5569238990119962,1.0054128775230635,1.1962299109214083e-05,4.957615109938664e-15,232,-0.010779178724410698,,,0.1914461481132802
366,192,Si192,Si_vacuum0,-20536.074979905603,-1011.4046774794115,0.1987199692561093,0.15719581223967777,0.6951133047739071,0.9969716381409945,1.5631103610188358e-05,4.9402585587449576e-15,232,-0.01246135217599805,,,0.1987199692561093
367,192,Si192,Si_vacuum0,-20536.68488909943,-1011.7708860838802,0.20017496631447856,0.15817801750143604,0.6698066882419136,0.9703549198286268,1.0437149994796572e-05,2.8350116126599573e-15,232,-0.01119207827309173,,,0.20017496631447856
368,192,Si192,Si_vacuum0,-20537.31692856748,-1012.4666178438381,0.20132274932966648,0.1658566660103747,0.697864885967709,1.0115250332738757,2.6732566282032172e-05,3.692221894516987e-15,232,-0.01152380896010404,,,0.20132274932966648
369,192,Si192,Si_vacuum0,-20537.8144393683,-1012.8762602097131,0.19669372450682676,0.15726598880433224,0.6753740973088873,1.039818671871319,2.0024040550130843e-05,4.47545209131181e-15,232,-0.011066160861440485,,,0.19669372450682676
370,192,Si192,Si_vacuum0,-20535.820520172623,-1011.1058117133636,0.20784378323863545,0.16904541448481286,0.5788177945060395,1.0601594289901084,1.5504560618341747e-05,4.447998778405992e-15,232,-0.012230070753767919,,,0.20784378323863545
371,192,Si192,Si_vacuum0,-20539.089399311444,-1013.5306945550099,0.19349275930829998,0.1534753924239268,0.6002229811129653,0.9612098314970399,1.540429161091045e-05,2.642616502322673e-15,232,-0.007834256705983478,,,0.19349275930829998
372,192,Si192,Si_vacuum0,-20535.03484554684,-1010.654331351537,0.20468303344540367,0.1643114057784699,0.6946659543037335,1.0503967351278656,2.2433994293461066e-05,6.790437169250289e-15,232,-0.013970665878536792,,,0.20468303344540367
373,192,Si192,Si_vacuum0,-20537.27625847127,-1012.8988599005129,0.20175151023232496,0.1610259016035842,0.7043999903410021,1.052599445921765,2.1643578728731383e-05,1.0543356452007965e-14,232,-0.013986893089723415,,,0.20175151023232496
374,192,Si192,Si_vacuum0,-20537.07311363445,-1012.5395781955946,0.1980538292177476,0.1564349876955913,0.6090545086946877,1.0620798051383213,3.008761206694004e-05,4.2557769901643115e-15,232,-0.013173680235034032,,,0.1980538292177476
375,192,Si192,Si_vacuum0,-20536.345367472895,-1011.4037746724904,0.20835641201341473,0.1660944823457124,0.6370933984962561,1.0188956601918966,7.683820667292802e-06,6.389466736914538e-15,232,-0.011048381476969737,,,0.20835641201341473
376,192,Si192,Si_vacuum0,-20535.908204295072,-1010.7863389627906,0.2050346253999372,0.16232938008710068,0.6792886787074099,1.0017706231765164,4.191395950585456e-06,4.01411264001415e-15,232,-0.010109462040112168,,,0.2050346253999372
377,192,Si192,Si_vacuum0,-20536.309059726267,-1011.8321304399061,0.2075862801405749,0.1625168782668469,0.6729928916331644,1.065777179373691,1.4586781686328487e-05,8.786908506323855e-15,232,-0.013468503945948266,,,0.2075862801405749
378,192,Si192,Si_vacuum0,-20539.044408355123,-1014.2398200360282,0.19386608219610849,0.15488809127928288,0.6502618888072504,1.044709952527043,1.2590837941164607e-05,5.150286199625854e-15,232,-0.01176194648379377,,,0.19386608219610849
379,192,Si192,Si_vacuum0,-20538.18113057633,-1013.0879123867129,0.1919516176475676,0.15327077072877182,0.6005271854665133,0.9903953537777548,6.848656804734107e-06,7.756479225444121e-15,232,-0.010258665908159159,,,0.1919516176475676
380,192,Si192,Si_vacuum0,-20535.334261082953,-1010.6637581581642,0.20506574396328564,0.16225171916213788,0.6957288683332665,1.0327596830717456,1.5852586539056372e-05,4.6606231648543524e-15,232,-0.01246030791246966,,,0.20506574396328564
381,192,Si192,Si_vacuum0,-20536.890044892592,-1012.0174362749258,0.19236394665381884,0.15495734761831853,0.6190919650268363,0.9955679813879529,1.3594326021580074e-05,2.3135566778103808e-15,232,-0.011407674095398335,,,0.19236394665381884
382,192,Si192,Si_vacuum0,-20535.788089622743,-1011.2658319458654,0.20315084653961413,0.15931359932545705,0.7105820090091783,1.020515868432335,1.262493168157235e-05,4.0237927203665215e-15,232,-0.013232418578672522,,,0.20315084653961413
