time_reduced,resolved_force_reduced,mean_registry_s_over_b,mean_well_index,mean_intrawell_registry,variance,mean_lattice_energy_over_epsilon_c,work_over_epsilon_c,entropy_production_reduced,cumulative_hysteresis_energy_reduced,plastic_shear_strain_for_b_over_h_equal_1,plastic_tensile_strain_for_M_equal_1,edge_probability
0.0,0.0,0.5000000000000001,0.0,1.1842378929335003e-16,0.010274233882510886,-0.5897027275759396,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.0,0.4999999999999998,1.4456028966473392e-19,1.4432899320127036e-16,0.01035453126684463,-0.589702727575939,-0.0,0.0006339177983046356,3.1695889915231784e-05,1.4456028966473392e-19,1.4456028966473392e-19,4.0701782852502594e-72
0.2,0.0,0.49999999999999944,1.7347234759768072e-19,1.591319668629391e-16,0.01047889104265455,-0.5897027275759386,-0.0,0.0007503837321536018,0.00010091096643814366,1.7347234759768072e-19,1.7347234759768072e-19,1.71484591534972e-67
0.30000000000000004,0.0,0.4999999999999996,4.625929269271486e-19,1.6283271027835628e-16,0.010639765842293241,-0.5897027275759388,0.0,0.00086006347268379,0.00018143332668001328,4.625929269271486e-19,4.625929269271486e-19,8.630582311176799e-64
0.4,0.0,0.4999999999999994,8.0953762212251e-19,1.6283271027835628e-16,0.010827390090996947,-0.5897027275759386,0.0,0.0009086154853231526,0.00026986727458036037,8.0953762212251e-19,8.0953762212251e-19,1.1805496426448781e-60
0.5,0.0,0.49999999999999944,1.2721305490496584e-18,1.7763568394002506e-16,0.011033375356000862,-0.5897027275759384,0.0,0.0009191910890924794,0.00036125760330114193,1.2721305490496584e-18,1.2721305490496584e-18,6.381883047550689e-58
0.6000000000000001,0.0,0.4999999999999995,1.5034270125132329e-18,1.924386576016938e-16,0.01125151852714601,-0.5897027275759384,0.0,0.0009109015613015779,0.0004527622358208449,1.5034270125132329e-18,1.5034270125132329e-18,1.6917143062340862e-55
0.7000000000000001,0.0,0.4999999999999993,2.1973164029039556e-18,1.7023419710919066e-16,0.011477548692161312,-0.5897027275759386,0.0,0.0008947536962592912,0.0005430449986988884,2.1973164029039556e-18,2.1973164029039556e-18,2.530482675161387e-53
0.8,0.0,0.4999999999999993,2.7755575615628915e-18,1.7763568394002506e-16,0.011708634492916233,-0.5897027275759382,0.0,0.0008762573018087744,0.0006315955486022916,2.7755575615628915e-18,2.7755575615628915e-18,2.3572417835319446e-51
0.9,0.0,0.4999999999999992,3.7007434154171884e-18,1.7763568394002506e-16,0.011942938228306573,-0.5897027275759383,0.0,0.0008579067438388903,0.0007183037508846749,3.7007434154171884e-18,3.7007434154171884e-18,1.4710077487341042e-49
