q,delta,eta,direct,bessel_lambert,polylog,relative_error_direct_bessel,relative_error_polylog_bessel
6,0.0,0.7,9.39075449597613,9.39075449604469,9.39075449604469,7.300637264612652e-12,0.0
6,0.23,1.0,1.2323497722879677,1.2323497722998298,1.2323497722998298,9.625568285023377e-12,0.0
6,0.5,1.4,0.22478052049590416,0.22478052049840172,0.22478052049840172,1.1111094994615028e-11,0.0
12,0.0,0.7,72.45152589601399,72.451525896014,72.451525896014,1.9614293197355321e-16,0.0
12,0.23,1.0,0.7997642181406298,0.7997642181406297,0.7997642181406297,1.3881879176919317e-16,0.0
12,0.5,1.4,0.01754171297976489,0.017541712979764906,0.017541712979764906,7.911307079202049e-16,0.0
