       Step     Time          Energy          fmax
LBFGS:    0 03:33:11    -1162.522726        1.604443
LBFGS:    1 03:33:15    -1163.069128        1.403429
LBFGS:    2 03:33:18    -1164.452248        0.769339
LBFGS:    3 03:33:21    -1165.107335        0.313265
LBFGS:    4 03:33:25    -1165.218380        0.305610
LBFGS:    5 03:33:28    -1165.272042        0.266866
LBFGS:    6 03:33:31    -1165.382584        0.188332
LBFGS:    7 03:33:35    -1165.424241        0.144468
LBFGS:    8 03:33:38    -1165.449209        0.167934
LBFGS:    9 03:33:42    -1165.474754        0.154810
LBFGS:   10 03:33:45    -1165.502215        0.152007
LBFGS:   11 03:33:48    -1165.520432        0.107942
LBFGS:   12 03:33:52    -1165.532218        0.124037
LBFGS:   13 03:33:55    -1165.543500        0.109828
LBFGS:   14 03:33:58    -1165.557725        0.102259
LBFGS:   15 03:34:02    -1165.570068        0.118452
LBFGS:   16 03:34:05    -1165.577449        0.102020
LBFGS:   17 03:34:09    -1165.582529        0.077694
LBFGS:   18 03:34:13    -1165.588023        0.059673
LBFGS:   19 03:34:17    -1165.593324        0.064933
LBFGS:   20 03:34:21    -1165.596890        0.047812
LBFGS:   21 03:34:24    -1165.598868        0.038904
LBFGS:   22 03:34:27    -1165.600344        0.039640
LBFGS:   23 03:34:31    -1165.601570        0.029482
LBFGS:   24 03:34:34    -1165.602222        0.016296
LBFGS:   25 03:34:37    -1165.602493        0.014487
LBFGS:   26 03:34:40    -1165.602668        0.016630
LBFGS:   27 03:34:44    -1165.602828        0.013535
LBFGS:   28 03:34:47    -1165.602927        0.006926
LBFGS:   29 03:34:50    -1165.602976        0.005842
LBFGS:   30 03:34:53    -1165.603008        0.004128
LBFGS:   31 03:34:56    -1165.603041        0.004578
LBFGS:   32 03:35:00    -1165.603065        0.004261
LBFGS:   33 03:35:03    -1165.603079        0.003140
LBFGS:   34 03:35:07    -1165.603089        0.002733
LBFGS:   35 03:35:10    -1165.603097        0.002871
LBFGS:   36 03:35:13    -1165.603103        0.001998
LBFGS:   37 03:35:16    -1165.603105        0.001151
LBFGS:   38 03:35:19    -1165.603107        0.001185
LBFGS:   39 03:35:22    -1165.603108        0.001204
LBFGS:   40 03:35:25    -1165.603109        0.000734
LBFGS:   41 03:35:28    -1165.603110        0.000490
LBFGS:   42 03:35:31    -1165.603110        0.000446
LBFGS:   43 03:35:34    -1165.603110        0.000448
LBFGS:   44 03:35:37    -1165.603111        0.000298
LBFGS:   45 03:35:40    -1165.603111        0.000231
LBFGS:   46 03:35:44    -1165.603111        0.000195
