model,channel,coordinate,alpha,reference_norm_squared,maximum_site_derivative_norm_squared,crossover_over_L0,crossover_angstrom,interpretation
separate_range,rank2,a,485.2569646247867,0.6732388915722606,0.4367573733511291,0.05636098658948159,0.1614056050377353,"linear-jet saturation scale, NOT a yield/source/activation length"
separate_range,rank2,s1,485.2569646247867,0.6732388915722606,0.12622183657001654,0.10484107418075574,0.30024202972538167,"linear-jet saturation scale, NOT a yield/source/activation length"
separate_range,rank2,s2,485.2569646247867,0.6732388915722606,0.12622183657001687,0.1048410741807556,0.3002420297253813,"linear-jet saturation scale, NOT a yield/source/activation length"
separate_range,Eg,a,485.2569646247867,1.0,0.33584142605815726,0.07833340027269385,0.22432981803119895,"linear-jet saturation scale, NOT a yield/source/activation length"
separate_range,Eg,s1,485.2569646247867,1.0,0.1921837922820632,0.1035513420705648,0.29654851752520994,"linear-jet saturation scale, NOT a yield/source/activation length"
separate_range,Eg,s2,485.2569646247867,1.0,0.19218379228206453,0.10355134207056443,0.2965485175252089,"linear-jet saturation scale, NOT a yield/source/activation length"
