model,polarization,alpha,amplitude_over_L0,analytic_H,central,fourth_order,sixth_order,central_error,fourth_error,sixth_error,harmonic_tail_bound
separate_range,0,485.2569646247867,0.0004,13.490373353830428,13.490446248987098,,,7.289515666997204e-05,,,0.0002484484871045302
separate_range,0,485.2569646247867,0.0002,13.490373353830428,13.490391559400905,13.49037332953884,,1.8205570476936828e-05,-2.4291587408242776e-08,,0.0002484484871045302
separate_range,0,485.2569646247867,0.0001,13.490373353830428,13.49037823672461,13.490373795832511,13.490373826918756,4.882894181434949e-06,4.4200208293432297e-07,4.7308832762382735e-07,0.0002484484871045302
separate_range,0,485.2569646247867,5e-05,13.490373353830428,13.490375039282299,13.490373973468195,13.490373985310574,1.6854518705144983e-06,6.19637766874348e-07,6.31480146395802e-07,0.0002484484871045302
separate_range,0,485.2569646247867,2.5e-05,13.490373353830428,13.49038143416692,13.490383565795128,13.49038420528359,8.0803364923554e-06,1.02119646996357e-05,1.085145316181979e-05,0.0002484484871045302
separate_range,0,485.2569646247867,1.25e-05,13.490373353830428,13.490387118508806,13.490389013289436,13.490389376455722,1.3764678378436201e-05,1.565945900772192e-05,1.6022625294098702e-05,0.0002484484871045302
separate_range,1,485.2569646247867,0.0004,13.49037335383035,13.490446260089328,,,7.290625897837799e-05,,,0.0002484484871045302
separate_range,1,485.2569646247867,0.0002,13.49037335383035,13.490391648218747,13.490373444261886,,1.829438839706654e-05,9.043153603727205e-08,,0.0002484484871045302
separate_range,1,485.2569646247867,0.0001,13.49037335383035,13.49037823672461,13.490373766226563,13.490373787690876,4.88289425959465e-06,4.1239621317856745e-07,4.3386052617222504e-07,0.0002484484871045302
separate_range,1,485.2569646247867,5e-05,13.49037335383035,13.490375039282299,13.490373973468195,13.490373987284304,1.6854519486741992e-06,6.19637845034049e-07,6.334539541796858e-07,0.0002484484871045302
separate_range,1,485.2569646247867,2.5e-05,13.49037335383035,13.490375749825034,13.490375986672612,13.490376120886241,2.3959946844342994e-06,2.6328422624288805e-06,2.767055891084169e-06,0.0002484484871045302
separate_range,1,485.2569646247867,1.25e-05,13.49037335383035,13.490387118508806,13.490390908070063,13.490391902829893,1.3764678456595902e-05,1.7554239713390984e-05,1.8548999543455125e-05,0.0002484484871045302
separate_range,2,485.2569646247867,0.0004,92.91930257626498,92.91597037330845,,,-0.003332202956528363,,,0.0002484484871045302
separate_range,2,485.2569646247867,0.0002,92.91930257626498,92.91846958525696,92.91930265590645,,-0.0008329910080249192,7.964146675476513e-08,,0.0002484484871045302
separate_range,2,485.2569646247867,0.0001,92.91930257626498,92.91909464081982,92.9193029926741,92.91930301512528,-0.00020793544516095608,4.1640912229468086e-07,4.388602974358946e-07,0.0002484484871045302
separate_range,2,485.2569646247867,5e-05,92.91930257626498,92.91925167076442,92.91930401407929,92.91930408217296,-5.090550055797394e-05,1.4378143049498249e-06,1.505907974319598e-06,0.0002484484871045302
separate_range,2,485.2569646247867,2.5e-05,92.91930257626498,92.91929359278583,92.91930756679297,92.91930780364055,-8.983479148128026e-06,4.990527983750326e-06,5.2273755670739774e-06,0.0002484484871045302
separate_range,2,485.2569646247867,1.25e-05,92.91930257626498,92.91932201449526,92.91933148839841,92.91933308317212,1.943823028227598e-05,2.8912133430480935e-05,3.0506907137350936e-05,0.0002484484871045302
