model,state,tolerance,finer_tolerance,energy_change,gradient_max_change,hessian_max_change
separate_range,inspected039,2e-11,2e-13,1.3877787807814457e-16,1.0658141036401503e-14,3.739231146937527e-13
separate_range,heldout031,2e-11,2e-13,2.498001805406602e-16,1.2434497875801753e-14,4.334310688136611e-13
separate_range,heldout_off,2e-11,2e-13,1.4710455076283324e-15,5.218048215738236e-15,1.7985612998927536e-14
separate_range,heldout_opening,2e-11,2e-13,1.4765966227514582e-14,5.162537064506978e-15,1.4210854715202004e-14
