axis,frequency_per_ps,static_covariance_chi_A2_eV,storage_to_static_ratio,base_phase_deg,fine_phase_deg,half_force_phase_deg,base_loss_to_null_ratio,fine_loss_to_null_ratio,base_loss_exceeds_observed_null,fine_loss_exceeds_observed_null,fdt_imag_min_A2_eV,fdt_imag_max_A2_eV,fdt_real_min_A2_eV,fdt_real_max_A2_eV,dt_complex_change_A2_eV,amplitude_complex_change_A2_eV,observed_complex_null_envelope_A2_eV,dt_observed_noise_comparison_A2_eV,amplitude_observed_noise_comparison_A2_eV,numerical_discretization_error_separated_from_thermal_noise,zero_frequency_mobility_validated
0,2.0,0.002357841233977573,1.1207911072680037,-0.6361613710692117,-0.8844478974857264,-1.3723950616833502,1.2825667728090273,1.7833598395816075,True,True,-4.267820482773945e-05,-3.24731083129521e-05,0.002660726733652895,0.002667487635726728,1.1459500170867568e-05,3.4288052159635593e-05,2.8557553845805014e-05,5.711510769161003e-05,8.567266153741505e-05,False,False
1,1.0,0.011920762175442799,1.1585784615418138,-1.366694908600209,-1.465097542479642,-1.1840916460786552,1.7483961133290005,1.8722628645701396,True,True,-0.000346770841254767,-0.00028470987666305727,0.013632662250475169,0.01396809294758584,2.7891774637484367e-05,4.5614959894602566e-05,0.0002453666795365451,0.0004907333590730902,0.0007361000386096353,False,False
