axis,frequency_per_ps,duration_ps,block,site,real_A,imag_A
1,0.05,180.0,21,5,8.603992313072488e-05,3.74831260974838e-05
1,0.05,180.0,22,0,-0.0003089421139972183,0.00016050478509073158
1,0.05,180.0,22,1,-0.00023331122278713015,0.00024020608930987484
1,0.05,180.0,22,2,0.00014087768026228696,-4.126331926209758e-05
1,0.05,180.0,22,3,0.00016710908775473453,0.00010132386415278155
1,0.05,180.0,22,4,-2.8588035912306716e-05,-8.343335099832113e-05
1,0.05,180.0,22,5,0.00026285460467963414,-0.0003773380682929695
1,0.05,180.0,23,0,-0.0002398807170327352,-7.016508956415312e-05
1,0.05,180.0,23,1,9.656490238829787e-07,-7.902719154462879e-05
1,0.05,180.0,23,2,1.5802722853165395e-05,-0.00015220519443580728
1,0.05,180.0,23,3,-0.00016558000732969013,7.198104001995691e-05
1,0.05,180.0,23,4,0.0001500175710139672,-0.00017310579122896286
1,0.05,180.0,23,5,0.00023867478147141007,0.0004025222267535957
1,0.05,180.0,24,0,0.0001527102916222885,-1.1531181886200947e-05
1,0.05,180.0,24,1,6.349491678373837e-05,-0.00018242382019798003
1,0.05,180.0,24,2,-2.3369494216488547e-05,-7.034865743183304e-05
1,0.05,180.0,24,3,0.00012031286587490904,0.00018479815255473888
1,0.05,180.0,24,4,-5.0318143072109446e-05,0.0002349761899595281
1,0.05,180.0,24,5,-0.0002628304369923381,-0.00015547068299825268
1,0.05,180.0,25,0,4.2275816356232516e-05,-0.00013273817057769197
1,0.05,180.0,25,1,6.60098810718141e-05,-0.00024178400381931177
1,0.05,180.0,25,2,-0.00010335433639085536,7.578259445929846e-05
1,0.05,180.0,25,3,8.385315995149012e-05,-5.500635812520872e-05
1,0.05,180.0,25,4,-1.0544556054326918e-05,0.0001221431393486704
1,0.05,180.0,25,5,-7.823996493435423e-05,0.00023160279871424372
1,0.05,180.0,26,0,-0.00034589967261860024,-0.00013728124925651853
1,0.05,180.0,26,1,4.492292675050575e-05,-4.9736041311041664e-05
1,0.05,180.0,26,2,0.0003259603479037792,-0.00017578678882423362
1,0.05,180.0,26,3,0.0001591730378072428,0.00011908826191140788
1,0.05,180.0,26,4,0.00019471925036079854,0.00034282997120655903
1,0.05,180.0,26,5,-0.0003788758902037259,-9.911415372617288e-05
1,0.05,360.0,0,0,5.562533320859607e-05,0.00010567804250227358
1,0.05,360.0,0,1,-7.388495191981389e-05,0.00014382277822782262
1,0.05,360.0,0,2,-1.6844946507173802e-05,4.4070717235296914e-05
1,0.05,360.0,0,3,8.394925476761097e-05,-0.00010612970891020418
1,0.05,360.0,0,4,5.194219092413816e-06,-1.957996642461899e-05
1,0.05,360.0,0,5,-5.4038908641633065e-05,-0.00016786186263057008
1,0.05,360.0,1,0,-3.2144651069317785e-05,-8.267860383305307e-05
1,0.05,360.0,1,1,-1.2833821303309776e-05,-7.100663478906657e-05
1,0.05,360.0,1,2,0.00013013861237773329,4.4216878271056886e-05
1,0.05,360.0,1,3,3.5214965088162576e-05,0.00016124626592167225
1,0.05,360.0,1,4,-0.00010876369970470771,-0.00014047931665373006
1,0.05,360.0,1,5,-1.1611405388560619e-05,8.87014110831204e-05
1,0.05,360.0,2,0,-0.00013931559624526696,-8.692840682254273e-05
1,0.05,360.0,2,1,-7.217474302275052e-05,-0.00018320261086565503
1,0.05,360.0,2,2,0.00014415036503860187,0.0002312886248443026
1,0.05,360.0,2,3,-1.7415602863130397e-05,-9.389518555167078e-05
1,0.05,360.0,2,4,9.598599251409872e-06,-5.871659993160251e-05
1,0.05,360.0,2,5,7.515697784113583e-05,0.00019145417832716846
1,0.05,360.0,3,0,0.000286863737044423,7.952219206789466e-05
1,0.05,360.0,3,1,-3.939083378107383e-06,-0.00015020963749218838
1,0.05,360.0,3,2,-0.00019470792075956608,-8.139309075439499e-05
1,0.05,360.0,3,3,-7.647806347036027e-05,7.240349845936851e-05
1,0.05,360.0,3,4,-3.857916886328533e-05,-3.979660717757888e-05
1,0.05,360.0,3,5,2.6840499426896073e-05,0.00011947364489689907
1,0.05,360.0,4,0,0.00017566159127670237,0.00015436415467628888
1,0.05,360.0,4,1,3.286681213283105e-05,6.517437396182792e-05
1,0.05,360.0,4,2,-6.105788682442288e-05,-0.00024414091543562103
1,0.05,360.0,4,3,-0.00011177766137254654,-3.541631869234801e-05
1,0.05,360.0,4,4,1.4293466406734706e-05,7.4628673063271e-05
1,0.05,360.0,4,5,-4.9986321619298494e-05,-1.460996757341878e-05
1,0.05,360.0,5,0,3.3772678184086405e-05,2.3431336593975863e-05
1,0.05,360.0,5,1,-9.183041115168208e-05,-2.1197627896146813e-05
1,0.05,360.0,5,2,7.55016553158e-05,-0.00013784593836521086
1,0.05,360.0,5,3,0.0001111053611497653,3.300128201547608e-05
1,0.05,360.0,5,4,-8.716156566021415e-05,0.0001208007028178883
1,0.05,360.0,5,5,-4.13877178377551e-05,-1.8189755165982588e-05
1,0.05,360.0,6,0,6.231691955107727e-05,-3.551729601108471e-05
1,0.05,360.0,6,1,-9.244481578341395e-05,-4.448513231462191e-05
1,0.05,360.0,6,2,9.649765691078131e-05,2.3682849535646116e-06
1,0.05,360.0,6,3,-0.00018350564131949673,-3.125766303773462e-05
1,0.05,360.0,6,4,4.065045056385935e-06,-3.105226173600953e-05
1,0.05,360.0,6,5,0.00011307083558466651,0.0001399440681458862
1,0.05,360.0,7,0,0.00016479487410908823,0.00014924443168687528
1,0.05,360.0,7,1,-0.00010672071610214191,-4.885918032799532e-05
1,0.05,360.0,7,2,3.8835180961389513e-07,-8.543385441152073e-05
1,0.05,360.0,7,3,-2.527138116887844e-05,0.00017302928448983986
1,0.05,360.0,7,4,-0.00012250779670916544,-6.161832451536315e-05
1,0.05,360.0,7,5,8.931666806148372e-05,-0.00012636235692183595
1,0.05,360.0,8,0,-0.00021751857352637238,6.744925622719743e-05
1,0.05,360.0,8,1,0.00017012087452637577,6.545327129628826e-05
1,0.05,360.0,8,2,0.00023946280641743182,2.255114592463347e-05
1,0.05,360.0,8,3,-0.00016512377301811242,2.5608611758511866e-06
1,0.05,360.0,8,4,-0.00013999751591399343,-0.0001972413833486068
1,0.05,360.0,8,5,0.0001130561815146707,3.922684872463659e-05
1,0.05,360.0,9,0,0.00012348075333364818,-0.00018494782403059805
1,0.05,360.0,9,1,0.0001514102463335342,0.0001373553334210155
1,0.05,360.0,9,2,5.294165854976687e-06,4.806748819169315e-05
1,0.05,360.0,9,3,-0.000230064897244222,0.00011121363926236935
1,0.05,360.0,9,4,-0.00019346294627566027,-0.00016344897715432746
1,0.05,360.0,9,5,0.00014334267799772334,5.1760340309847514e-05
1,0.05,360.0,10,0,-0.00011772012568978045,-1.6554641876742436e-05
1,0.05,360.0,10,1,-3.440871679256553e-05,-3.597779108117629e-06
1,0.05,360.0,10,2,0.00019159850889292229,9.624914563951888e-05
1,0.05,360.0,10,3,-8.609272092657429e-05,-4.729523155303703e-05
1,0.05,360.0,10,4,-2.4617603517823094e-05,-6.44455243895244e-05
1,0.05,360.0,10,5,7.124065803382121e-05,3.564403128790273e-05
1,0.05,360.0,11,0,-0.0002744114155149767,4.5169847763289406e-05
1,0.05,360.0,11,1,-0.00011617278688162347,8.058944888262314e-05
1,0.05,360.0,11,2,7.834020155772616e-05,-9.673425684895247e-05
1,0.05,360.0,11,3,7.645402125221711e-07,8.66524520863691e-05
1,0.05,360.0,11,4,6.07147675508302e-05,-0.00012826957111364203
1,0.05,360.0,11,5,0.000250764693075522,1.2592079230313219e-05
1,0.05,360.0,12,0,9.749305398926042e-05,-7.213467623194644e-05
1,0.05,360.0,12,1,6.475239892777613e-05,-0.00021210391200864585
1,0.05,360.0,12,2,-6.336191530367197e-05,2.716968513732774e-06
1,0.05,360.0,12,3,0.00010208301291319966,6.489589721476491e-05
1,0.05,360.0,12,4,-3.0431349563218138e-05,0.00017855966465409918
1,0.05,360.0,12,5,-0.00017053520096334618,3.80660578579954e-05
0,1.0,180.0,0,0,-6.362048770807444e-05,-2.380481957804003e-06
0,1.0,180.0,0,1,2.8311543150285355e-05,1.2967652126913035e-05
0,1.0,180.0,0,2,6.332083742318148e-05,-2.6456651312269734e-05
0,1.0,180.0,0,3,-4.0475753431373485e-05,-2.6938957943800657e-05
0,1.0,180.0,0,4,5.865982387647484e-05,1.7975999264102362e-06
0,1.0,180.0,0,5,-4.619596331049365e-05,4.1010839160551026e-05
0,1.0,180.0,1,0,-5.224911030939888e-05,-8.565370344992544e-06
0,1.0,180.0,1,1,-1.0842288784866772e-05,-1.733749562831335e-05
0,1.0,180.0,1,2,1.545327774504896e-05,-1.4647140710681387e-05
0,1.0,180.0,1,3,9.050076334593025e-05,8.785846229686237e-06
0,1.0,180.0,1,4,-7.250301328716207e-05,7.808315574947255e-05
0,1.0,180.0,1,5,2.964037129044834e-05,-4.631899529517155e-05
0,1.0,180.0,2,0,4.6908038662274586e-05,3.48745555420505e-05
0,1.0,180.0,2,1,-2.2215809892146535e-05,-2.7683155208368055e-05
0,1.0,180.0,2,2,-8.924152990129569e-05,8.748950608669165e-06
0,1.0,180.0,2,3,2.566413319388378e-05,-2.7383752219061113e-05
0,1.0,180.0,2,4,1.454380754450493e-06,2.1571449942646533e-06
0,1.0,180.0,2,5,3.743078718283338e-05,9.286256282445002e-06
0,1.0,180.0,3,0,-0.0001901879593306337,1.5662279975521364e-05
0,1.0,180.0,3,1,-1.0293542449308499e-05,4.219737250955642e-05
0,1.0,180.0,3,2,7.648877694035621e-05,5.066054396426536e-05
0,1.0,180.0,3,3,6.833886047745429e-05,-4.178293764178499e-05
0,1.0,180.0,3,4,7.2344117312695e-06,2.2508429590838504e-05
0,1.0,180.0,3,5,4.841945263086223e-05,-8.92456883983966e-05
0,1.0,180.0,4,0,-4.118423297113768e-05,9.913509992030995e-06
0,1.0,180.0,4,1,-6.1265402588547925e-06,-3.535113550385448e-05
0,1.0,180.0,4,2,-4.71091220472834e-06,3.603994186276402e-05
0,1.0,180.0,4,3,1.7050778387176147e-05,2.037662986455466e-05
0,1.0,180.0,4,4,-2.9843270033735615e-05,-5.501389434060314e-06
0,1.0,180.0,4,5,6.48141770812802e-05,-2.5477556781434868e-05
0,1.0,180.0,5,0,-5.539273862283696e-05,7.852181344801465e-05
0,1.0,180.0,5,1,9.922799759469108e-05,-7.962494597577537e-05
0,1.0,180.0,5,2,-5.48893102136938e-05,-8.969350017209479e-05
0,1.0,180.0,5,3,-3.0205235268638335e-05,3.0181679425289177e-05
0,1.0,180.0,5,4,3.519150728072963e-05,4.345499357476439e-05
0,1.0,180.0,5,5,6.067779229748487e-06,1.7159959699801948e-05
0,1.0,180.0,6,0,4.575268347140018e-05,4.443900673073448e-05
0,1.0,180.0,6,1,-4.728110220860124e-05,-2.7284820879939088e-05
0,1.0,180.0,6,2,-1.311426302960953e-05,4.809776014135899e-05
0,1.0,180.0,6,3,5.941280687054259e-05,1.4606616506566137e-05
0,1.0,180.0,6,4,-1.4995038391764988e-05,-0.00011426072714921037
0,1.0,180.0,6,5,-2.9775086711967016e-05,3.440216465048957e-05
0,1.0,180.0,7,0,1.557997526702858e-05,-8.128760450410195e-05
0,1.0,180.0,7,1,2.7808740616390863e-05,5.332775828575893e-05
0,1.0,180.0,7,2,6.546767300342038e-05,8.808709543016347e-05
0,1.0,180.0,7,3,-5.714861628783356e-05,-8.710432615994032e-05
0,1.0,180.0,7,4,-3.769251476803071e-05,3.505111207173469e-05
0,1.0,180.0,7,5,-1.4015257830975519e-05,-8.074035123614687e-06
0,1.0,180.0,8,0,-8.666884563005278e-05,3.2715700415173154e-06
0,1.0,180.0,8,1,3.511393224991402e-05,3.4379955841774414e-05
0,1.0,180.0,8,2,-3.659569876425579e-05,-5.5291336776907735e-05
0,1.0,180.0,8,3,1.9213980176063755e-05,2.4112563857444567e-05
0,1.0,180.0,8,4,6.47705191032022e-05,2.9232521514241338e-05
0,1.0,180.0,8,5,4.166112865128797e-06,-3.570527447806991e-05
0,1.0,180.0,9,0,0.00012164729365140618,6.184204716480401e-06
0,1.0,180.0,9,1,-5.389506178846856e-06,4.016706537310808e-05
0,1.0,180.0,9,2,-8.06762261475444e-05,-2.8370389462767952e-05
0,1.0,180.0,9,3,2.6312046834711675e-05,-6.39576380052557e-05
0,1.0,180.0,9,4,-1.9207973210197795e-05,3.375710165934357e-05
0,1.0,180.0,9,5,-4.268563494952876e-05,1.221965571909162e-05
0,1.0,180.0,10,0,-4.438349523850079e-05,5.730041421612594e-06
0,1.0,180.0,10,1,-1.521959345120222e-05,3.642884185510516e-05
0,1.0,180.0,10,2,1.2443608999729876e-05,5.06163585786591e-05
0,1.0,180.0,10,3,9.423040507080381e-05,-3.2352945124139126e-05
0,1.0,180.0,10,4,8.312132244886528e-06,-4.3643951246038314e-05
0,1.0,180.0,10,5,-5.538305762571718e-05,-1.6778345485199315e-05
0,1.0,180.0,11,0,-2.555342805365347e-05,-1.9815285674753014e-05
0,1.0,180.0,11,1,2.4155629053772354e-05,7.546343836744562e-05
0,1.0,180.0,11,2,1.8753808554576023e-05,-4.467937375253461e-05
0,1.0,180.0,11,3,2.4735420580305887e-07,-4.406136113437565e-05
0,1.0,180.0,11,4,-2.045991289436565e-05,1.3383724721357316e-05
0,1.0,180.0,11,5,2.856549133867321e-06,1.9708857472860486e-05
0,1.0,180.0,12,0,1.705375347889042e-05,-5.312869326909267e-05
0,1.0,180.0,12,1,3.520707170645923e-05,6.0898538144476394e-06
0,1.0,180.0,12,2,-4.919821902468951e-05,4.7852596318553566e-05
0,1.0,180.0,12,3,-1.0501236255992376e-05,-2.401509922803961e-05
0,1.0,180.0,12,4,-6.262294054059872e-06,6.071219513294627e-05
0,1.0,180.0,12,5,1.3700924149392158e-05,-3.751085276881529e-05
0,1.0,180.0,13,0,7.074419077110282e-06,3.106604702616811e-05
0,1.0,180.0,13,1,-7.277636878524275e-05,-4.990301834691522e-05
0,1.0,180.0,13,2,-9.516216226248093e-06,-5.7560118080176684e-05
0,1.0,180.0,13,3,2.8439518543672793e-05,3.643050985714639e-05
0,1.0,180.0,13,4,2.253887732916688e-05,-4.182157346242648e-06
0,1.0,180.0,13,5,2.4239770061540883e-05,4.4148736890020017e-05
0,1.0,180.0,14,0,2.460862664072763e-06,3.587326274797495e-05
0,1.0,180.0,14,1,-5.6460335938061967e-05,1.121554869230703e-06
0,1.0,180.0,14,2,3.051854071773049e-05,-8.929967032496462e-06
0,1.0,180.0,14,3,3.7685863753511684e-05,-9.713919862694777e-07
0,1.0,180.0,14,4,4.90980114924056e-05,-7.287581187268554e-05
0,1.0,180.0,14,5,-6.330294268965844e-05,4.5782353274245845e-05
0,1.0,180.0,15,0,0.00010100706288039962,6.846085298885136e-05
0,1.0,180.0,15,1,4.191111417172273e-07,1.7352885311005125e-05
0,1.0,180.0,15,2,-7.42718316668503e-05,-5.353314920164005e-05
0,1.0,180.0,15,3,-7.847672350354973e-05,-4.325055511753786e-05
0,1.0,180.0,15,4,1.4742803058572745e-05,-2.7958864060088598e-05
0,1.0,180.0,15,5,3.657957808971049e-05,3.892883007940975e-05
0,1.0,180.0,16,0,4.8297304958843173e-05,-6.27750752169079e-05
0,1.0,180.0,16,1,4.869350037131752e-05,-2.5448840627347785e-05
0,1.0,180.0,16,2,-2.6036790352426442e-05,3.994013946884714e-05
0,1.0,180.0,16,3,-2.885186159982771e-05,3.733806459998487e-05
0,1.0,180.0,16,4,-3.669976142291374e-05,2.7039235249466164e-05
0,1.0,180.0,16,5,-5.402391954992776e-06,-1.6093523474042362e-05
0,1.0,180.0,17,0,-8.863507426172438e-05,2.4602667774624875e-05
0,1.0,180.0,17,1,-3.095587009122641e-05,5.835045901489096e-06
0,1.0,180.0,17,2,3.437809042777821e-07,-3.9984664880457537e-05
0,1.0,180.0,17,3,7.550039420045801e-06,6.148712010754149e-06
0,1.0,180.0,17,4,6.049399834918557e-05,-3.574401747690322e-05
0,1.0,180.0,17,5,5.120312567944177e-05,3.9142256670492564e-05
0,1.0,180.0,18,0,1.6171890828217377e-05,3.974624877685613e-05
0,1.0,180.0,18,1,-4.530996263898148e-06,4.948813365169872e-05
0,1.0,180.0,18,2,7.878236531020529e-06,-2.7797776440880555e-05
0,1.0,180.0,18,3,6.701929593354095e-06,-8.294108968637034e-05
0,1.0,180.0,18,4,-1.4027568518824421e-06,6.584041878408964e-07
0,1.0,180.0,18,5,-2.4818303836811375e-05,2.0846079510855423e-05
0,1.0,180.0,19,0,5.278695077853687e-05,1.7025413340566988e-05
0,1.0,180.0,19,1,3.320142340666955e-05,9.160368497816436e-06
0,1.0,180.0,19,2,-5.6338750987621334e-05,2.2461135290139186e-05
0,1.0,180.0,19,3,-9.187027506359404e-05,3.442873486549493e-05
0,1.0,180.0,19,4,-4.1289075830986134e-05,-7.057539345014393e-05
0,1.0,180.0,19,5,0.00010350972769699507,-1.2500258543873518e-05
0,1.0,180.0,20,0,-1.7378773850396203e-05,2.7186748507177626e-05
0,1.0,180.0,20,1,2.6795158277319396e-05,2.7736183103527796e-05
0,1.0,180.0,20,2,-2.9161594886895794e-06,-2.6839998555463202e-05
0,1.0,180.0,20,3,-2.8828376678661186e-05,-5.435157284161312e-05
0,1.0,180.0,20,4,-1.6423753014123016e-05,-2.1732784074660607e-05
0,1.0,180.0,20,5,3.875190475455067e-05,4.8001423861031394e-05
0,1.0,180.0,21,0,5.1890694532009066e-05,1.3178791645718702e-05
0,1.0,180.0,21,1,-4.096829393217492e-05,-7.632716615681349e-05
0,1.0,180.0,21,2,6.264123599916572e-05,-3.516826320969264e-05
0,1.0,180.0,21,3,4.3250352852054174e-06,-3.974668414239034e-05
0,1.0,180.0,21,4,-2.8007245277204117e-05,3.949615856768893e-05
0,1.0,180.0,21,5,-4.988142660700091e-05,9.856716329548875e-05
0,1.0,180.0,22,0,-7.67459386119187e-05,2.792773128803622e-06
0,1.0,180.0,22,1,5.5226425400478294e-05,-1.839721158618042e-05
0,1.0,180.0,22,2,4.642711125451296e-05,-3.30445063258777e-05
0,1.0,180.0,22,3,-5.778383066375376e-05,6.447745306412486e-05
0,1.0,180.0,22,4,3.0380698441667397e-05,-1.9667312182439665e-05
0,1.0,180.0,22,5,2.4955341790142213e-06,3.838803901569261e-06
0,1.0,180.0,23,0,-4.576421209431463e-05,-3.88736074069e-05
0,1.0,180.0,23,1,3.3504181081595034e-05,2.2512621894232492e-05
0,1.0,180.0,23,2,-6.866185352467764e-05,3.7036539150482e-05
0,1.0,180.0,23,3,4.338893484148841e-05,2.764658784748478e-05
0,1.0,180.0,23,4,2.7565370738007193e-05,-3.751082674169302e-05
0,1.0,180.0,23,5,9.967578957901804e-06,-1.0811314743606229e-05
0,1.0,180.0,24,0,-4.708467268415019e-05,-8.503136963782417e-06
0,1.0,180.0,24,1,-3.250287935963576e-05,-6.36485529807206e-06
0,1.0,180.0,24,2,-1.3146769238810144e-05,5.519426280642395e-05
0,1.0,180.0,24,3,3.099147971112104e-05,-5.574710535004627e-07
0,1.0,180.0,24,4,8.351329606584428e-05,-2.9998104532270087e-05
0,1.0,180.0,24,5,-2.1770454494369267e-05,-9.770694958798814e-06
0,1.0,180.0,25,0,7.556146604115834e-06,-5.816890195880204e-05
0,1.0,180.0,25,1,1.6589180597324706e-05,6.919114278977544e-05
0,1.0,180.0,25,2,1.3356284469920385e-05,1.7835090678456386e-06
0,1.0,180.0,25,3,-3.505839758971555e-05,5.002677520520472e-05
0,1.0,180.0,25,4,2.0076115704182897e-05,-4.44062710658519e-05
0,1.0,180.0,25,5,-2.2519329785828212e-05,-1.8426254038172005e-05
0,1.0,180.0,26,0,5.966020610582404e-06,3.240440429034989e-05
0,1.0,180.0,26,1,5.763334219126253e-05,-4.300078435543003e-06
0,1.0,180.0,26,2,-1.2566688750447495e-05,-3.335997892541422e-05
0,1.0,180.0,26,3,-4.1976068969960256e-05,-3.609700555935879e-07
0,1.0,180.0,26,4,4.408514516476471e-05,1.3689105782304293e-05
0,1.0,180.0,26,5,-5.31417502462016e-05,-8.07248265610329e-06
0,1.0,360.0,0,0,-5.793479900873692e-05,-5.472926151398382e-06
0,1.0,360.0,0,1,8.734627182709245e-06,-2.1849217507000807e-06
0,1.0,360.0,0,2,3.938705758411557e-05,-2.0551896011475417e-05
0,1.0,360.0,0,3,2.5012504957278418e-05,-9.076555857057136e-06
0,1.0,360.0,0,4,-6.921594705343663e-06,3.994037783794137e-05
0,1.0,360.0,0,5,-8.27779601002258e-06,-2.6540780673103875e-06
0,1.0,360.0,1,0,-7.163996033417969e-05,2.5268417758786117e-05
0,1.0,360.0,1,1,-1.625467617072745e-05,7.2571086505941625e-06
0,1.0,360.0,1,2,-6.376376480469653e-06,2.970474728646728e-05
0,1.0,360.0,1,3,4.700149683566903e-05,-3.458334493042319e-05
0,1.0,360.0,1,4,4.34439624286009e-06,1.2332787292551468e-05
0,1.0,360.0,1,5,4.292511990684772e-05,-3.9979716057975925e-05
0,1.0,360.0,2,0,-4.828848579698735e-05,4.421766172002291e-05
0,1.0,360.0,2,1,4.6550728667918166e-05,-5.748804073981491e-05
0,1.0,360.0,2,2,-2.980011120921122e-05,-2.6826779154665375e-05
0,1.0,360.0,2,3,-6.5772284407310734e-06,2.5279154644921922e-05
0,1.0,360.0,2,4,2.6741186234971082e-06,1.8976802070352056e-05
0,1.0,360.0,2,5,3.544097815551436e-05,-4.1587985408164924e-06
0,1.0,360.0,3,0,3.066632936921398e-05,-1.8424298886683932e-05
0,1.0,360.0,3,1,-9.736180796104738e-06,1.3021468702910157e-05
0,1.0,360.0,3,2,2.617670498690571e-05,6.809242778576147e-05
0,1.0,360.0,3,3,1.132095291353945e-06,-3.624885482668754e-05
0,1.0,360.0,3,4,-2.6343776579897307e-05,-3.960480753873777e-05
0,1.0,360.0,3,5,-2.1895172271471485e-05,1.3164064763437543e-05
0,1.0,360.0,4,0,1.7489224010677847e-05,4.727887378999091e-06
0,1.0,360.0,4,1,1.486221303553335e-05,3.727351060744085e-05
0,1.0,360.0,4,2,-5.863596245590047e-05,-4.183086311983794e-05
0,1.0,360.0,4,3,2.2763013505387698e-05,-1.9922537073905148e-05
0,1.0,360.0,4,4,2.2781272946501834e-05,3.1494811586792386e-05
0,1.0,360.0,4,5,-1.9259761042200206e-05,-1.1742809379489371e-05
0,1.0,360.0,5,0,-3.496846164607721e-05,-7.04262212657011e-06
0,1.0,360.0,5,1,4.468017801285015e-06,5.59461401112754e-05
0,1.0,360.0,5,2,1.5598708777153e-05,2.9684924130621493e-06
0,1.0,360.0,5,3,4.7238879638303756e-05,-3.820715312925763e-05
0,1.0,360.0,5,4,-6.07389032473958e-06,-1.5130113262340474e-05
0,1.0,360.0,5,5,-2.626325424592496e-05,1.4652559938306328e-06
0,1.0,360.0,6,0,1.2064086278000611e-05,-1.1031323121462499e-05
0,1.0,360.0,6,1,-1.8784648539392178e-05,-2.19065822662337e-05
0,1.0,360.0,6,2,-2.9357217625469065e-05,-4.853760880811274e-06
0,1.0,360.0,6,3,8.969141143840456e-06,6.207705314553266e-06
0,1.0,360.0,6,4,8.138291637553402e-06,2.8265018893351952e-05
0,1.0,360.0,6,5,1.8970347105466822e-05,3.3189420606023067e-06
0,1.0,360.0,7,0,5.1733962772235024e-05,5.216705786841332e-05
0,1.0,360.0,7,1,-2.8020612398173787e-05,9.237220090118009e-06
0,1.0,360.0,7,2,-2.1876645474558194e-05,-3.123155811706831e-05
0,1.0,360.0,7,3,-2.039542987501543e-05,-2.2110973551903316e-05
0,1.0,360.0,7,4,3.1920407275487755e-05,-5.041733796638753e-05
0,1.0,360.0,7,5,-1.3361682299975446e-05,4.235559167682782e-05
0,1.0,360.0,8,0,-2.0168884651440414e-05,-1.908620372114186e-05
0,1.0,360.0,8,1,8.868815140044836e-06,-9.80689736292797e-06
0,1.0,360.0,8,2,-1.2846504724075141e-05,-2.226270580408616e-08
0,1.0,360.0,8,3,-1.065091108988844e-05,2.174338830536568e-05
0,1.0,360.0,8,4,1.1897118463136261e-05,-4.352391113719006e-06
0,1.0,360.0,8,5,2.2900366862222873e-05,1.15243665982274e-05
0,1.0,360.0,9,0,3.447942080337732e-05,2.838583105871172e-05
0,1.0,360.0,9,1,1.4335213571385733e-05,2.9324251074757558e-05
0,1.0,360.0,9,2,-2.423025722829918e-05,-2.668320575369109e-06
0,1.0,360.0,9,3,-4.2584172735120604e-05,-2.425617741043843e-05
0,1.0,360.0,9,4,-2.1345916341434528e-05,-3.495849463115225e-05
0,1.0,360.0,9,5,3.934571193009128e-05,4.172910483490465e-06
0,1.0,360.0,10,0,1.7255960340806657e-05,2.0182770076448536e-05
0,1.0,360.0,10,1,-7.086567827429832e-06,-2.429549152664264e-05
0,1.0,360.0,10,2,2.986253825523832e-05,-3.1004130882577484e-05
0,1.0,360.0,10,3,-1.2251670696727589e-05,-4.704912849200137e-05
0,1.0,360.0,10,4,-2.2215499145664803e-05,8.881687246513914e-06
0,1.0,360.0,10,5,-5.5647609262227845e-06,7.328429357825906e-05
0,1.0,360.0,11,0,-6.125507535311665e-05,-1.804041713904894e-05
0,1.0,360.0,11,1,4.436530324103662e-05,2.0577051540257503e-06
0,1.0,360.0,11,2,-1.1117371135082794e-05,1.9960164123022043e-06
0,1.0,360.0,11,3,-7.197447911132363e-06,4.60620204558056e-05
0,1.0,360.0,11,4,2.8973034589837137e-05,-2.8589069462066595e-05
0,1.0,360.0,11,5,6.231556568458027e-06,-3.486255421018019e-06
0,1.0,360.0,12,0,-1.9764263040017748e-05,-3.3336019461292624e-05
0,1.0,360.0,12,1,-7.956849381156524e-06,3.141314374585124e-05
0,1.0,360.0,12,2,1.0475761555433851e-07,2.848888593713459e-05
0,1.0,360.0,12,3,-2.0334589392966567e-06,2.4734652075852533e-05
0,1.0,360.0,12,4,5.179470588501449e-05,-3.7202187799060524e-05
0,1.0,360.0,12,5,-2.21448921400978e-05,-1.4098474498485193e-05
1,1.0,180.0,0,0,-0.00019471789829450786,-0.00011576352245213498
1,1.0,180.0,0,1,0.00010420051172011234,-0.0002046361538588297
1,1.0,180.0,0,2,1.3688628719463652e-05,-0.00016522765239982982
1,1.0,180.0,0,3,0.00018955609048373193,9.501545412868478e-05
1,1.0,180.0,0,4,0.0001193752470815162,0.00018209751440016882
1,1.0,180.0,0,5,-0.00023210257971031633,0.00020851436018194116
1,1.0,180.0,1,0,-1.8562673121352564e-05,0.00013874823564078036
1,1.0,180.0,1,1,-0.00016031080960960192,-0.00013490795066314098
1,1.0,180.0,1,2,-0.0003215544178131835,0.00015752520866009115
1,1.0,180.0,1,3,7.050267668348428e-05,-1.67262373986305e-05
1,1.0,180.0,1,4,0.0003206549453200752,-0.0002051638769147759
1,1.0,180.0,1,5,0.00010927027854057838,6.05246206756762e-05
1,1.0,180.0,2,0,-2.0287438609251133e-05,7.374602197569166e-05
1,1.0,180.0,2,1,5.7744147142738865e-05,0.00012805097319878303
1,1.0,180.0,2,2,0.00033817613875861607,-0.00017820337818862678
1,1.0,180.0,2,3,-4.1044873583850856e-05,-0.000331623412822462
1,1.0,180.0,2,4,-4.163753427116403e-05,-4.713586329559673e-05
1,1.0,180.0,2,5,-0.00029295043943708865,0.00035516565913221095
1,1.0,180.0,3,0,0.00019431584376026362,-0.00016252751306277752
1,1.0,180.0,3,1,2.1904963106546574e-05,4.4432519058567934e-05
1,1.0,180.0,3,2,0.000163622687832058,-7.742657480995103e-05
1,1.0,180.0,3,3,-0.00020762547465036412,9.718678082671425e-05
1,1.0,180.0,3,4,-4.882243547626234e-05,0.00015670024873248373
1,1.0,180.0,3,5,-0.00012339558457224192,-5.836546074503758e-05
1,1.0,180.0,4,0,-8.797477209994083e-05,-0.00030938022829946266
1,1.0,180.0,4,1,-0.00022117514658248643,0.0001488347141814359
