case,opening_A,step_A,energy_minus_eV,energy_plus_eV,analytical_eV_A,finite_difference_eV_A,error_eV_A
Si_00_pure,0.35,0.001,-1159.5231145446583,-1159.490488977586,16.312803896496707,16.31278353613652,-2.0360360185378568e-05
Si_00_pure,0.35,0.0003,-1159.5117072568873,-1159.5019195756497,16.312803896496707,16.312802062733077,-1.8337636298326743e-06
Si_00_pure,1.1,0.001,-1148.0424135113349,-1148.0234513305475,9.481084623101134,9.481090393705927,5.770604792232348e-06
Si_00_pure,1.1,0.0003,-1148.0357710023072,-1148.030082351221,9.481084623101134,9.48108514383724,5.207361049031078e-07
Si_00_pure,3.0,0.001,-1141.8008129910309,-1141.7994055754814,0.7037079004440633,0.7037077747327203,-1.257113430019885e-07
Si_00_pure,3.0,0.0003,-1141.8003196814207,-1141.799897456687,0.7037079004440633,0.7037078895185308,-1.0925532478722744e-08
