model,state,component,energy_eV_cell,normal_force_eV_L0,Haa_eV_L0sq,source_Haa_eV_L0sq
baseline,inspected039,pair_6,0.7166953125283461,-18.59051130011179,247.88461871465796,36.31678531793335
baseline,inspected039,pair_3,-0.4201340636375107,21.274027239698682,-126.89342111253096,36.31678531793335
baseline,inspected039,embedding,0.003148187857242135,-9.185260383557479,9.435102317997115,36.31678531793335
baseline,inspected039,angular_3,0.2105569844506363,0.7572357869535056,34.45831885700691,36.31678531793335
baseline,inspected039,angular_1,-0.006312835675535628,0.5027104444493014,-35.69057377470353,36.31678531793335
baseline,inspected039,angular_2,-0.00939151243134362,0.23095656434482248,-4.682908991941691,36.31678531793335
baseline,inspected039,angular_Eg_radial,0.03407107223600081,-1.6268740291918027,68.35578269621539,36.31678531793335
baseline,inspected039,angular_rank3_quartic,0.032631954884082215,0.23594091397543127,11.185609114001807,36.31678531793335
baseline,heldout031,pair_6,0.5279721651432411,-15.629101939690615,199.46572305332677,34.460781638400974
baseline,heldout031,pair_3,-0.31914774561833353,20.206144667895124,-115.20608670875735,34.460781638400974
baseline,heldout031,embedding,0.002425181221340722,-9.180543318135921,9.405151600852335,34.460781638400974
baseline,heldout031,angular_3,0.1634746803462505,0.5719419716143196,38.363581659882364,34.460781638400974
baseline,heldout031,angular_1,-0.004305885950624477,0.3793108867961165,-33.978852700760406,34.460781638400974
baseline,heldout031,angular_2,-0.006570789170710916,0.16498547366860467,-3.4715837475198703,34.460781638400974
baseline,heldout031,angular_Eg_radial,0.021043677608530646,-1.0567458149973947,50.21875795394973,34.460781638400974
baseline,heldout031,angular_rank3_quartic,0.019670032833535026,0.13837457575413334,9.451530115533947,34.460781638400974
baseline,heldout_off,pair_6,-0.4086663450204045,-4.400096658783141,54.12665739100282,5.497617912510364
baseline,heldout_off,pair_3,1.4939508053021444,10.896758474625914,-57.8231835463687,5.497617912510364
baseline,heldout_off,embedding,-1.1177227187623515,-8.003187767417321,8.720288553525526,5.497617912510364
baseline,heldout_off,angular_3,0.5427382712549904,2.682747975578981,-3.077649403613174,5.497617912510364
