model,state,component,energy_eV_cell,normal_force_eV_L0,Haa_eV_L0sq,source_Haa_eV_L0sq
baseline,heldout_off,angular_1,-0.16811569109056645,-2.6193022951058174,-14.363895350206148,5.497617912510364
baseline,heldout_off,angular_2,-0.0008379092090000722,-0.011191285452984642,-0.6304394453882621,5.497617912510364
baseline,heldout_off,angular_Eg_radial,0.035367744736110755,0.4688776566348881,3.5546055705323596,5.497617912510364
baseline,heldout_off,angular_rank3_quartic,0.2103306601177219,2.0182164669962033,6.71093322942234,5.497617912510364
baseline,heldout_opening,pair_6,-0.8004684697547343,-0.012646591131947566,0.08580843508439841,-0.6638075680371565
baseline,heldout_opening,pair_3,3.8119343144292483,1.0111341370041556,-2.7729248052483495,-0.6638075680371565
baseline,heldout_opening,embedding,-4.696300204450388,-3.800052545433412,4.77031891614043,-0.6638075680371565
baseline,heldout_opening,angular_3,0.6610553120783101,-0.9024924738646947,0.5815476198922824,-0.6638075680371565
baseline,heldout_opening,angular_1,-1.855594302566824,-1.3149373354459197,3.98385586592087,-0.6638075680371565
baseline,heldout_opening,angular_2,-0.008385004146304312,-0.0006158289989985146,0.004926939571176096,-0.6638075680371565
baseline,heldout_opening,angular_Eg_radial,3.346498905655103,6.834422213430887,-8.51331357428186,-0.6638075680371565
baseline,heldout_opening,angular_rank3_quartic,0.228864206478015,-0.8026686251497918,2.1940378754735326,-0.6638075680371565
saturated,inspected039,pair_6,0.047078065808384716,-1.2211679064994125,16.282970167010074,36.31678531793335
saturated,inspected039,pair_3,-0.04420402149970051,2.2383273313925445,-13.350975320745368,36.31678531793335
saturated,inspected039,embedding,0.0020221192823890455,-1.2926822136754244,6.154486779738857,36.31678531793335
saturated,inspected039,angular_3,0.09332786129365704,-0.37090007696571536,4.0320058316557486,36.31678531793335
saturated,inspected039,angular_1,0.007856405349395478,-0.4473038858100675,20.1669821810936,36.31678531793335
saturated,inspected039,angular_2,0.0056288918791989155,-0.009155875348383002,-0.25102060111865404,36.31678531793335
saturated,inspected039,angular_Eg_radial,0.006964547084798387,-0.009803251103314953,2.012892970477087,36.31678531793335
saturated,inspected039,angular_rank3_quartic,0.09961732595805882,-0.7911028685931957,11.621010938382401,36.31678531793335
saturated,heldout031,pair_6,0.03468127654961576,-1.0266397404595928,13.102444333414216,34.460781638400974
saturated,heldout031,pair_3,-0.03357883835162134,2.1259710426535103,-12.121303113770166,34.460781638400974
saturated,heldout031,embedding,0.0015556977759505486,-1.2878048776565933,6.108353174293368,34.460781638400974
saturated,heldout031,angular_3,0.07262454002848089,-0.2955922335733585,4.323591130203292,34.460781638400974
saturated,heldout031,angular_1,0.005257173741260827,-0.33168646441881305,18.27031027774229,34.460781638400974
saturated,heldout031,angular_2,0.005469710127076755,-0.013051943385657658,-0.34537911362282253,34.460781638400974
saturated,heldout031,angular_Eg_radial,0.006868155225720479,-0.012373093896319699,1.8629560215880978,34.460781638400974
saturated,heldout031,angular_rank3_quartic,0.060322502481113385,-0.4906292577513741,9.08043709598052,34.460781638400974
saturated,heldout_off,pair_6,-0.026844351774355613,-0.2890322239372167,3.5554555668183485,5.497617912510364
saturated,heldout_off,pair_3,0.1571846684967888,1.1464924831826988,-6.083813405975404,5.497617912510364
saturated,heldout_off,embedding,-0.12118632091362169,-0.6489814632531863,3.888429522681662,5.497617912510364
saturated,heldout_off,angular_3,0.07432631838549075,-0.2213983755877557,0.44679567832762174,5.497617912510364
saturated,heldout_off,angular_1,0.05571468896704009,0.8956715766614695,3.847067222571998,5.497617912510364
saturated,heldout_off,angular_2,0.002713445056476413,0.015334862798881492,1.3153262195530997,5.497617912510364
saturated,heldout_off,angular_Eg_radial,0.01075700086779408,0.029570892180377787,-0.27537650807535213,5.497617912510364
saturated,heldout_off,angular_rank3_quartic,0.06265268486280522,-0.38150823111078086,1.898320825593463,5.497617912510364
saturated,heldout_opening,pair_6,-0.05258093172635328,-0.0008307254689042135,0.005636558636844777,-0.6638075680371565
saturated,heldout_opening,pair_3,0.40106918475398823,0.1063855540401419,-0.2917507489085851,-0.6638075680371565
saturated,heldout_opening,embedding,-0.1619164231357857,0.1402173609976783,0.021177521778151465,-0.6638075680371565
saturated,heldout_opening,angular_3,0.01468494381012842,-0.0005209715615568512,0.06862238422552266,-0.6638075680371565
saturated,heldout_opening,angular_1,0.4191634214815158,0.13645105855073852,-0.6448271322648602,-0.6638075680371565
saturated,heldout_opening,angular_2,0.005231384306065814,1.859224034971024e-05,-0.00017986011193649163,-0.6638075680371565
saturated,heldout_opening,angular_Eg_radial,0.013365061411335888,0.00022100251765995744,-0.0011636798900703507,-0.6638075680371565
saturated,heldout_opening,angular_rank3_quartic,0.001871493858798292,-0.0003642319141347888,0.020757481594367296,-0.6638075680371565
