model,channel,coordinate,alpha,reference_norm_squared,maximum_site_derivative_norm_squared,crossover_over_L0,crossover_angstrom,interpretation
saturated,rank2,a,446.0640027826982,0.6717277008723834,0.4358359602206857,0.05878093775723599,0.168335818755216,"linear-jet saturation scale, NOT a yield/source/activation length"
saturated,rank2,s1,446.0640027826982,0.6717277008723834,0.12593846292456679,0.10935001482806975,0.3131546548814994,"linear-jet saturation scale, NOT a yield/source/activation length"
saturated,rank2,s2,446.0640027826982,0.6717277008723834,0.1259384629245672,0.10935001482806957,0.3131546548814989,"linear-jet saturation scale, NOT a yield/source/activation length"
saturated,Eg,a,446.0640027826982,1.0,0.35518708285997447,0.0794461452043421,0.22751647745314166,"linear-jet saturation scale, NOT a yield/source/activation length"
saturated,Eg,s1,446.0640027826982,1.0,0.19224175697936743,0.10798850973961,0.3092556004847864,"linear-jet saturation scale, NOT a yield/source/activation length"
saturated,Eg,s2,446.0640027826982,1.0,0.19224175697936757,0.10798850973960997,0.3092556004847863,"linear-jet saturation scale, NOT a yield/source/activation length"
